district,census_variable,value
Albert Park,M_Y12e_15_19,270.0
Ashwood,M_Y12e_15_19,698.0
Bass,M_Y12e_15_19,195.0
Bayswater,M_Y12e_15_19,403.0
Bellarine,M_Y12e_15_19,318.0
Benambra,M_Y12e_15_19,355.0
Bendigo East,M_Y12e_15_19,408.0
Bendigo West,M_Y12e_15_19,215.0
Bentleigh,M_Y12e_15_19,592.0
Berwick,M_Y12e_15_19,643.0
Box Hill,M_Y12e_15_19,637.0
Brighton,M_Y12e_15_19,513.0
Broadmeadows,M_Y12e_15_19,475.0
Brunswick,M_Y12e_15_19,254.0
Bulleen,M_Y12e_15_19,522.0
Bundoora,M_Y12e_15_19,502.0
Carrum,M_Y12e_15_19,399.0
Caulfield,M_Y12e_15_19,354.0
Clarinda,M_Y12e_15_19,525.0
Cranbourne,M_Y12e_15_19,492.0
Croydon,M_Y12e_15_19,399.0
Dandenong,M_Y12e_15_19,518.0
Eildon,M_Y12e_15_19,228.0
Eltham,M_Y12e_15_19,448.0
Essendon,M_Y12e_15_19,498.0
Eureka,M_Y12e_15_19,327.0
Euroa,M_Y12e_15_19,312.0
Evelyn,M_Y12e_15_19,355.0
Footscray,M_Y12e_15_19,350.0
Frankston,M_Y12e_15_19,307.0
Geelong,M_Y12e_15_19,422.0
Gippsland East,M_Y12e_15_19,176.0
Gippsland South,M_Y12e_15_19,206.0
Glen Waverley,M_Y12e_15_19,707.0
Greenvale,M_Y12e_15_19,680.0
Hastings,M_Y12e_15_19,499.0
Hawthorn,M_Y12e_15_19,637.0
Ivanhoe,M_Y12e_15_19,420.0
Kalkallo,M_Y12e_15_19,561.0
Kew,M_Y12e_15_19,774.0
Kororoit,M_Y12e_15_19,563.0
Lara,M_Y12e_15_19,376.0
Laverton,M_Y12e_15_19,489.0
Lowan,M_Y12e_15_19,271.0
Macedon,M_Y12e_15_19,295.0
Malvern,M_Y12e_15_19,414.0
Melbourne,M_Y12e_15_19,1433.0
Melton,M_Y12e_15_19,404.0
Mildura,M_Y12e_15_19,247.0
Mill Park,M_Y12e_15_19,530.0
Monbulk,M_Y12e_15_19,409.0
Mordialloc,M_Y12e_15_19,553.0
Mornington,M_Y12e_15_19,400.0
Morwell,M_Y12e_15_19,235.0
Mulgrave,M_Y12e_15_19,504.0
Murray Plains,M_Y12e_15_19,259.0
Narracan,M_Y12e_15_19,259.0
Narre Warren North,M_Y12e_15_19,563.0
Narre Warren South,M_Y12e_15_19,716.0
Nepean,M_Y12e_15_19,240.0
Niddrie,M_Y12e_15_19,437.0
Northcote,M_Y12e_15_19,341.0
Oakleigh,M_Y12e_15_19,770.0
Ovens Valley,M_Y12e_15_19,226.0
Pakenham,M_Y12e_15_19,371.0
Pascoe Vale,M_Y12e_15_19,369.0
Point Cook,M_Y12e_15_19,576.0
Polwarth,M_Y12e_15_19,309.0
Prahran,M_Y12e_15_19,175.0
Preston,M_Y12e_15_19,281.0
Richmond,M_Y12e_15_19,170.0
Ringwood,M_Y12e_15_19,477.0
Ripon,M_Y12e_15_19,216.0
Rowville,M_Y12e_15_19,592.0
Sandringham,M_Y12e_15_19,512.0
Shepparton,M_Y12e_15_19,296.0
South Barwon,M_Y12e_15_19,493.0
South-West Coast,M_Y12e_15_19,339.0
St Albans,M_Y12e_15_19,525.0
Sunbury,M_Y12e_15_19,355.0
Sydenham,M_Y12e_15_19,743.0
Tarneit,M_Y12e_15_19,577.0
Thomastown,M_Y12e_15_19,433.0
Warrandyte,M_Y12e_15_19,640.0
Wendouree,M_Y12e_15_19,365.0
Werribee,M_Y12e_15_19,458.0
Williamstown,M_Y12e_15_19,415.0
Yan Yean,M_Y12e_15_19,394.0
Albert Park,M_Y12e_15_19_pc,0.0042
Ashwood,M_Y12e_15_19_pc,0.011
Bass,M_Y12e_15_19_pc,0.0037
Bayswater,M_Y12e_15_19_pc,0.007
Bellarine,M_Y12e_15_19_pc,0.0057
Benambra,M_Y12e_15_19_pc,0.0069
Bendigo East,M_Y12e_15_19_pc,0.0074
Bendigo West,M_Y12e_15_19_pc,0.0042
Bentleigh,M_Y12e_15_19_pc,0.0101
Berwick,M_Y12e_15_19_pc,0.011
Box Hill,M_Y12e_15_19_pc,0.0093
Brighton,M_Y12e_15_19_pc,0.0098
Broadmeadows,M_Y12e_15_19_pc,0.0076
Brunswick,M_Y12e_15_19_pc,0.0043
Bulleen,M_Y12e_15_19_pc,0.0086
Bundoora,M_Y12e_15_19_pc,0.009
Carrum,M_Y12e_15_19_pc,0.007
Caulfield,M_Y12e_15_19_pc,0.0061
Clarinda,M_Y12e_15_19_pc,0.0089
Cranbourne,M_Y12e_15_19_pc,0.0079
Croydon,M_Y12e_15_19_pc,0.0068
Dandenong,M_Y12e_15_19_pc,0.0073
Eildon,M_Y12e_15_19_pc,0.0043
Eltham,M_Y12e_15_19_pc,0.0088
Essendon,M_Y12e_15_19_pc,0.0087
Eureka,M_Y12e_15_19_pc,0.0057
Euroa,M_Y12e_15_19_pc,0.0058
Evelyn,M_Y12e_15_19_pc,0.0067
Footscray,M_Y12e_15_19_pc,0.0059
Frankston,M_Y12e_15_19_pc,0.0056
Geelong,M_Y12e_15_19_pc,0.0074
Gippsland East,M_Y12e_15_19_pc,0.0034
Gippsland South,M_Y12e_15_19_pc,0.0039
Glen Waverley,M_Y12e_15_19_pc,0.0108
Greenvale,M_Y12e_15_19_pc,0.012
Hastings,M_Y12e_15_19_pc,0.0096
Hawthorn,M_Y12e_15_19_pc,0.0111
Ivanhoe,M_Y12e_15_19_pc,0.008
Kalkallo,M_Y12e_15_19_pc,0.0084
Kew,M_Y12e_15_19_pc,0.0134
Kororoit,M_Y12e_15_19_pc,0.0088
Lara,M_Y12e_15_19_pc,0.0068
Laverton,M_Y12e_15_19_pc,0.0069
Lowan,M_Y12e_15_19_pc,0.005
Macedon,M_Y12e_15_19_pc,0.0059
Malvern,M_Y12e_15_19_pc,0.0079
Melbourne,M_Y12e_15_19_pc,0.0132
Melton,M_Y12e_15_19_pc,0.0068
Mildura,M_Y12e_15_19_pc,0.0045
Mill Park,M_Y12e_15_19_pc,0.01
Monbulk,M_Y12e_15_19_pc,0.008
Mordialloc,M_Y12e_15_19_pc,0.01
Mornington,M_Y12e_15_19_pc,0.0079
Morwell,M_Y12e_15_19_pc,0.0041
Mulgrave,M_Y12e_15_19_pc,0.0081
Murray Plains,M_Y12e_15_19_pc,0.005
Narracan,M_Y12e_15_19_pc,0.0049
Narre Warren North,M_Y12e_15_19_pc,0.0092
Narre Warren South,M_Y12e_15_19_pc,0.011
Nepean,M_Y12e_15_19_pc,0.0046
Niddrie,M_Y12e_15_19_pc,0.008
Northcote,M_Y12e_15_19_pc,0.0062
Oakleigh,M_Y12e_15_19_pc,0.0103
