district,census_variable,value,rank
Albert Park,F_Current_ADF_Regular_15_24,0.0,1.0
Ashwood,F_Current_ADF_Regular_15_24,0.0,2.0
Bass,F_Current_ADF_Regular_15_24,0.0,3.0
Bayswater,F_Current_ADF_Regular_15_24,0.0,4.0
Bellarine,F_Current_ADF_Regular_15_24,0.0,5.0
Bendigo East,F_Current_ADF_Regular_15_24,0.0,6.0
Bendigo West,F_Current_ADF_Regular_15_24,0.0,7.0
Bentleigh,F_Current_ADF_Regular_15_24,0.0,8.0
Berwick,F_Current_ADF_Regular_15_24,0.0,9.0
Box Hill,F_Current_ADF_Regular_15_24,0.0,10.0
Brighton,F_Current_ADF_Regular_15_24,0.0,11.0
Broadmeadows,F_Current_ADF_Regular_15_24,0.0,12.0
Brunswick,F_Current_ADF_Regular_15_24,0.0,13.0
Bulleen,F_Current_ADF_Regular_15_24,0.0,14.0
Bundoora,F_Current_ADF_Regular_15_24,0.0,15.0
Carrum,F_Current_ADF_Regular_15_24,0.0,16.0
Caulfield,F_Current_ADF_Regular_15_24,0.0,17.0
Clarinda,F_Current_ADF_Regular_15_24,0.0,18.0
Cranbourne,F_Current_ADF_Regular_15_24,0.0,19.0
Croydon,F_Current_ADF_Regular_15_24,0.0,20.0
Dandenong,F_Current_ADF_Regular_15_24,0.0,21.0
Eildon,F_Current_ADF_Regular_15_24,0.0,22.0
Eltham,F_Current_ADF_Regular_15_24,0.0,23.0
Essendon,F_Current_ADF_Regular_15_24,0.0,24.0
Eureka,F_Current_ADF_Regular_15_24,0.0,25.0
Evelyn,F_Current_ADF_Regular_15_24,0.0,26.0
Footscray,F_Current_ADF_Regular_15_24,0.0,27.0
Frankston,F_Current_ADF_Regular_15_24,0.0,28.0
Geelong,F_Current_ADF_Regular_15_24,0.0,29.0
Gippsland East,F_Current_ADF_Regular_15_24,0.0,30.0
Glen Waverley,F_Current_ADF_Regular_15_24,0.0,31.0
Greenvale,F_Current_ADF_Regular_15_24,0.0,32.0
Hawthorn,F_Current_ADF_Regular_15_24,0.0,33.0
Kalkallo,F_Current_ADF_Regular_15_24,0.0,34.0
Kew,F_Current_ADF_Regular_15_24,0.0,35.0
Kororoit,F_Current_ADF_Regular_15_24,0.0,36.0
Lara,F_Current_ADF_Regular_15_24,0.0,37.0
Laverton,F_Current_ADF_Regular_15_24,0.0,38.0
Lowan,F_Current_ADF_Regular_15_24,0.0,39.0
Macedon,F_Current_ADF_Regular_15_24,0.0,40.0
Malvern,F_Current_ADF_Regular_15_24,0.0,41.0
Melbourne,F_Current_ADF_Regular_15_24,0.0,42.0
Melton,F_Current_ADF_Regular_15_24,0.0,43.0
Mildura,F_Current_ADF_Regular_15_24,0.0,44.0
Mill Park,F_Current_ADF_Regular_15_24,0.0,45.0
Monbulk,F_Current_ADF_Regular_15_24,0.0,46.0
Mordialloc,F_Current_ADF_Regular_15_24,0.0,47.0
Mornington,F_Current_ADF_Regular_15_24,0.0,48.0
Morwell,F_Current_ADF_Regular_15_24,0.0,49.0
Mulgrave,F_Current_ADF_Regular_15_24,0.0,50.0
Murray Plains,F_Current_ADF_Regular_15_24,0.0,51.0
Narracan,F_Current_ADF_Regular_15_24,0.0,52.0
Narre Warren North,F_Current_ADF_Regular_15_24,0.0,53.0
Narre Warren South,F_Current_ADF_Regular_15_24,0.0,54.0
Niddrie,F_Current_ADF_Regular_15_24,0.0,55.0
Oakleigh,F_Current_ADF_Regular_15_24,0.0,56.0
Ovens Valley,F_Current_ADF_Regular_15_24,0.0,57.0
Pakenham,F_Current_ADF_Regular_15_24,0.0,58.0
Pascoe Vale,F_Current_ADF_Regular_15_24,0.0,59.0
Point Cook,F_Current_ADF_Regular_15_24,0.0,60.0
Polwarth,F_Current_ADF_Regular_15_24,0.0,61.0
Prahran,F_Current_ADF_Regular_15_24,0.0,62.0
Preston,F_Current_ADF_Regular_15_24,0.0,63.0
Richmond,F_Current_ADF_Regular_15_24,0.0,64.0
Ringwood,F_Current_ADF_Regular_15_24,0.0,65.0
Ripon,F_Current_ADF_Regular_15_24,0.0,66.0
Rowville,F_Current_ADF_Regular_15_24,0.0,67.0
Sandringham,F_Current_ADF_Regular_15_24,0.0,68.0
Shepparton,F_Current_ADF_Regular_15_24,0.0,69.0
South Barwon,F_Current_ADF_Regular_15_24,0.0,70.0
South-West Coast,F_Current_ADF_Regular_15_24,0.0,71.0
St Albans,F_Current_ADF_Regular_15_24,0.0,72.0
Sunbury,F_Current_ADF_Regular_15_24,0.0,73.0
Sydenham,F_Current_ADF_Regular_15_24,0.0,74.0
Tarneit,F_Current_ADF_Regular_15_24,0.0,75.0
Thomastown,F_Current_ADF_Regular_15_24,0.0,76.0
Warrandyte,F_Current_ADF_Regular_15_24,0.0,77.0
Wendouree,F_Current_ADF_Regular_15_24,0.0,78.0
Werribee,F_Current_ADF_Regular_15_24,0.0,79.0
Williamstown,F_Current_ADF_Regular_15_24,0.0,80.0
Yan Yean,F_Current_ADF_Regular_15_24,0.0,81.0
Northcote,F_Current_ADF_Regular_15_24,3.0,82.0
Nepean,F_Current_ADF_Regular_15_24,4.0,83.0
Ivanhoe,F_Current_ADF_Regular_15_24,20.0,84.0
Euroa,F_Current_ADF_Regular_15_24,31.0,85.0
Gippsland South,F_Current_ADF_Regular_15_24,54.0,86.0
Hastings,F_Current_ADF_Regular_15_24,129.0,87.0
Benambra,F_Current_ADF_Regular_15_24,150.0,88.0
Albert Park,F_Current_ADF_Regular_15_24_pc,0.0,1.0
Ashwood,F_Current_ADF_Regular_15_24_pc,0.0,2.0
Bass,F_Current_ADF_Regular_15_24_pc,0.0,3.0
Bayswater,F_Current_ADF_Regular_15_24_pc,0.0,4.0
Bellarine,F_Current_ADF_Regular_15_24_pc,0.0,5.0
Bendigo East,F_Current_ADF_Regular_15_24_pc,0.0,6.0
Bendigo West,F_Current_ADF_Regular_15_24_pc,0.0,7.0
Bentleigh,F_Current_ADF_Regular_15_24_pc,0.0,8.0
Berwick,F_Current_ADF_Regular_15_24_pc,0.0,9.0
Box Hill,F_Current_ADF_Regular_15_24_pc,0.0,10.0
Brighton,F_Current_ADF_Regular_15_24_pc,0.0,11.0
Broadmeadows,F_Current_ADF_Regular_15_24_pc,0.0,12.0
Brunswick,F_Current_ADF_Regular_15_24_pc,0.0,13.0
Bulleen,F_Current_ADF_Regular_15_24_pc,0.0,14.0
Bundoora,F_Current_ADF_Regular_15_24_pc,0.0,15.0
Carrum,F_Current_ADF_Regular_15_24_pc,0.0,16.0
Caulfield,F_Current_ADF_Regular_15_24_pc,0.0,17.0
Clarinda,F_Current_ADF_Regular_15_24_pc,0.0,18.0
Cranbourne,F_Current_ADF_Regular_15_24_pc,0.0,19.0
Croydon,F_Current_ADF_Regular_15_24_pc,0.0,20.0
Dandenong,F_Current_ADF_Regular_15_24_pc,0.0,21.0
Eildon,F_Current_ADF_Regular_15_24_pc,0.0,22.0
Eltham,F_Current_ADF_Regular_15_24_pc,0.0,23.0
Essendon,F_Current_ADF_Regular_15_24_pc,0.0,24.0
Eureka,F_Current_ADF_Regular_15_24_pc,0.0,25.0
Evelyn,F_Current_ADF_Regular_15_24_pc,0.0,26.0
Footscray,F_Current_ADF_Regular_15_24_pc,0.0,27.0
Frankston,F_Current_ADF_Regular_15_24_pc,0.0,28.0
Geelong,F_Current_ADF_Regular_15_24_pc,0.0,29.0
Gippsland East,F_Current_ADF_Regular_15_24_pc,0.0,30.0
Glen Waverley,F_Current_ADF_Regular_15_24_pc,0.0,31.0
Greenvale,F_Current_ADF_Regular_15_24_pc,0.0,32.0
Hawthorn,F_Current_ADF_Regular_15_24_pc,0.0,33.0
Kalkallo,F_Current_ADF_Regular_15_24_pc,0.0,34.0
Kew,F_Current_ADF_Regular_15_24_pc,0.0,35.0
Kororoit,F_Current_ADF_Regular_15_24_pc,0.0,36.0
Lara,F_Current_ADF_Regular_15_24_pc,0.0,37.0
Laverton,F_Current_ADF_Regular_15_24_pc,0.0,38.0
Lowan,F_Current_ADF_Regular_15_24_pc,0.0,39.0
Macedon,F_Current_ADF_Regular_15_24_pc,0.0,40.0
Malvern,F_Current_ADF_Regular_15_24_pc,0.0,41.0
Melbourne,F_Current_ADF_Regular_15_24_pc,0.0,42.0
Melton,F_Current_ADF_Regular_15_24_pc,0.0,43.0
Mildura,F_Current_ADF_Regular_15_24_pc,0.0,44.0
Mill Park,F_Current_ADF_Regular_15_24_pc,0.0,45.0
Monbulk,F_Current_ADF_Regular_15_24_pc,0.0,46.0
Mordialloc,F_Current_ADF_Regular_15_24_pc,0.0,47.0
Mornington,F_Current_ADF_Regular_15_24_pc,0.0,48.0
Morwell,F_Current_ADF_Regular_15_24_pc,0.0,49.0
Mulgrave,F_Current_ADF_Regular_15_24_pc,0.0,50.0
Murray Plains,F_Current_ADF_Regular_15_24_pc,0.0,51.0
