district,census_variable,value,rank
Yan Yean,All_inc_ns_Non_famly_househld,40.0,1.0
Kalkallo,All_inc_ns_Non_famly_househld,56.0,2.0
Greenvale,All_inc_ns_Non_famly_househld,64.0,3.0
Sydenham,All_inc_ns_Non_famly_househld,67.0,4.0
Eltham,All_inc_ns_Non_famly_househld,69.0,5.0
Point Cook,All_inc_ns_Non_famly_househld,81.0,6.0
Monbulk,All_inc_ns_Non_famly_househld,86.0,7.0
Narre Warren South,All_inc_ns_Non_famly_househld,87.0,8.0
Warrandyte,All_inc_ns_Non_famly_househld,87.0,9.0
Berwick,All_inc_ns_Non_famly_househld,93.0,10.0
Hawthorn,All_inc_ns_Non_famly_househld,99.0,11.0
Evelyn,All_inc_ns_Non_famly_househld,100.0,12.0
Kew,All_inc_ns_Non_famly_househld,104.0,13.0
Mill Park,All_inc_ns_Non_famly_househld,104.0,14.0
Northcote,All_inc_ns_Non_famly_househld,107.0,15.0
Narre Warren North,All_inc_ns_Non_famly_househld,110.0,16.0
Pakenham,All_inc_ns_Non_famly_househld,113.0,17.0
Rowville,All_inc_ns_Non_famly_househld,113.0,18.0
Tarneit,All_inc_ns_Non_famly_househld,118.0,19.0
Kororoit,All_inc_ns_Non_famly_househld,120.0,20.0
Brunswick,All_inc_ns_Non_famly_househld,122.0,21.0
Ashwood,All_inc_ns_Non_famly_househld,126.0,22.0
Sandringham,All_inc_ns_Non_famly_househld,128.0,23.0
Clarinda,All_inc_ns_Non_famly_househld,131.0,24.0
Thomastown,All_inc_ns_Non_famly_househld,134.0,25.0
St Albans,All_inc_ns_Non_famly_househld,139.0,26.0
Bentleigh,All_inc_ns_Non_famly_househld,142.0,27.0
Ivanhoe,All_inc_ns_Non_famly_househld,144.0,28.0
Bulleen,All_inc_ns_Non_famly_househld,146.0,29.0
Niddrie,All_inc_ns_Non_famly_househld,147.0,30.0
Werribee,All_inc_ns_Non_famly_househld,147.0,31.0
Brighton,All_inc_ns_Non_famly_househld,151.0,32.0
Sunbury,All_inc_ns_Non_famly_househld,153.0,33.0
Richmond,All_inc_ns_Non_famly_househld,154.0,34.0
Bundoora,All_inc_ns_Non_famly_househld,156.0,35.0
Cranbourne,All_inc_ns_Non_famly_househld,157.0,36.0
Pascoe Vale,All_inc_ns_Non_famly_househld,158.0,37.0
Macedon,All_inc_ns_Non_famly_househld,161.0,38.0
Glen Waverley,All_inc_ns_Non_famly_househld,164.0,39.0
South Barwon,All_inc_ns_Non_famly_househld,165.0,40.0
Oakleigh,All_inc_ns_Non_famly_househld,166.0,41.0
Melton,All_inc_ns_Non_famly_househld,170.0,42.0
Hastings,All_inc_ns_Non_famly_househld,176.0,43.0
Footscray,All_inc_ns_Non_famly_househld,178.0,44.0
Mulgrave,All_inc_ns_Non_famly_househld,182.0,45.0
Bayswater,All_inc_ns_Non_famly_househld,183.0,46.0
Box Hill,All_inc_ns_Non_famly_househld,185.0,47.0
Essendon,All_inc_ns_Non_famly_househld,186.0,48.0
Mordialloc,All_inc_ns_Non_famly_househld,187.0,49.0
Ringwood,All_inc_ns_Non_famly_househld,188.0,50.0
Williamstown,All_inc_ns_Non_famly_househld,188.0,51.0
Laverton,All_inc_ns_Non_famly_househld,193.0,52.0
Caulfield,All_inc_ns_Non_famly_househld,194.0,53.0
Bellarine,All_inc_ns_Non_famly_househld,203.0,54.0
Eureka,All_inc_ns_Non_famly_househld,203.0,55.0
Bendigo East,All_inc_ns_Non_famly_househld,209.0,56.0
Croydon,All_inc_ns_Non_famly_househld,211.0,57.0
Malvern,All_inc_ns_Non_famly_househld,220.0,58.0
Mornington,All_inc_ns_Non_famly_househld,236.0,59.0
Carrum,All_inc_ns_Non_famly_househld,238.0,60.0
Eildon,All_inc_ns_Non_famly_househld,247.0,61.0
Dandenong,All_inc_ns_Non_famly_househld,252.0,62.0
Narracan,All_inc_ns_Non_famly_househld,257.0,63.0
Prahran,All_inc_ns_Non_famly_househld,258.0,64.0
Albert Park,All_inc_ns_Non_famly_househld,265.0,65.0
Benambra,All_inc_ns_Non_famly_househld,272.0,66.0
Preston,All_inc_ns_Non_famly_househld,280.0,67.0
Broadmeadows,All_inc_ns_Non_famly_househld,282.0,68.0
Bendigo West,All_inc_ns_Non_famly_househld,287.0,69.0
Bass,All_inc_ns_Non_famly_househld,293.0,70.0
Polwarth,All_inc_ns_Non_famly_househld,297.0,71.0
Frankston,All_inc_ns_Non_famly_househld,304.0,72.0
Geelong,All_inc_ns_Non_famly_househld,312.0,73.0
Melbourne,All_inc_ns_Non_famly_househld,328.0,74.0
Lara,All_inc_ns_Non_famly_househld,329.0,75.0
South-West Coast,All_inc_ns_Non_famly_househld,336.0,76.0
Gippsland East,All_inc_ns_Non_famly_househld,351.0,77.0
Wendouree,All_inc_ns_Non_famly_househld,351.0,78.0
Shepparton,All_inc_ns_Non_famly_househld,362.0,79.0
Ovens Valley,All_inc_ns_Non_famly_househld,372.0,80.0
Gippsland South,All_inc_ns_Non_famly_househld,379.0,81.0
Nepean,All_inc_ns_Non_famly_househld,381.0,82.0
Euroa,All_inc_ns_Non_famly_househld,450.0,83.0
Ripon,All_inc_ns_Non_famly_househld,460.0,84.0
Lowan,All_inc_ns_Non_famly_househld,485.0,85.0
Murray Plains,All_inc_ns_Non_famly_househld,487.0,86.0
Morwell,All_inc_ns_Non_famly_househld,496.0,87.0
Mildura,All_inc_ns_Non_famly_househld,526.0,88.0
Yan Yean,All_inc_ns_Non_famly_househld_pc,0.0017,1.0
Kalkallo,All_inc_ns_Non_famly_househld_pc,0.002,2.0
Point Cook,All_inc_ns_Non_famly_househld_pc,0.0027,3.0
Sydenham,All_inc_ns_Non_famly_househld_pc,0.0028,4.0
