district,census_variable,value
Albert Park,Aust_BP_B_OS_n,645.0
Ashwood,Aust_BP_B_OS_n,709.0
Bass,Aust_BP_B_OS_n,568.0
Bayswater,Aust_BP_B_OS_n,741.0
Bellarine,Aust_BP_B_OS_n,360.0
Benambra,Aust_BP_B_OS_n,256.0
Bendigo East,Aust_BP_B_OS_n,214.0
Bendigo West,Aust_BP_B_OS_n,189.0
Bentleigh,Aust_BP_B_OS_n,1013.0
Berwick,Aust_BP_B_OS_n,1560.0
Box Hill,Aust_BP_B_OS_n,686.0
Brighton,Aust_BP_B_OS_n,559.0
Broadmeadows,Aust_BP_B_OS_n,2526.0
Brunswick,Aust_BP_B_OS_n,551.0
Bulleen,Aust_BP_B_OS_n,1053.0
Bundoora,Aust_BP_B_OS_n,776.0
Carrum,Aust_BP_B_OS_n,917.0
Caulfield,Aust_BP_B_OS_n,939.0
Clarinda,Aust_BP_B_OS_n,1536.0
Cranbourne,Aust_BP_B_OS_n,2121.0
Croydon,Aust_BP_B_OS_n,645.0
Dandenong,Aust_BP_B_OS_n,2714.0
Eildon,Aust_BP_B_OS_n,325.0
Eltham,Aust_BP_B_OS_n,318.0
Essendon,Aust_BP_B_OS_n,666.0
Eureka,Aust_BP_B_OS_n,382.0
Euroa,Aust_BP_B_OS_n,314.0
Evelyn,Aust_BP_B_OS_n,429.0
Footscray,Aust_BP_B_OS_n,1006.0
Frankston,Aust_BP_B_OS_n,596.0
Geelong,Aust_BP_B_OS_n,359.0
Gippsland East,Aust_BP_B_OS_n,248.0
Gippsland South,Aust_BP_B_OS_n,276.0
Glen Waverley,Aust_BP_B_OS_n,960.0
Greenvale,Aust_BP_B_OS_n,2860.0
Hastings,Aust_BP_B_OS_n,475.0
Hawthorn,Aust_BP_B_OS_n,539.0
Ivanhoe,Aust_BP_B_OS_n,645.0
Kalkallo,Aust_BP_B_OS_n,2947.0
Kew,Aust_BP_B_OS_n,689.0
Kororoit,Aust_BP_B_OS_n,2537.0
Lara,Aust_BP_B_OS_n,769.0
Laverton,Aust_BP_B_OS_n,2806.0
Lowan,Aust_BP_B_OS_n,182.0
Macedon,Aust_BP_B_OS_n,342.0
Malvern,Aust_BP_B_OS_n,528.0
Melbourne,Aust_BP_B_OS_n,965.0
Melton,Aust_BP_B_OS_n,1714.0
Mildura,Aust_BP_B_OS_n,497.0
Mill Park,Aust_BP_B_OS_n,1400.0
Monbulk,Aust_BP_B_OS_n,381.0
Mordialloc,Aust_BP_B_OS_n,927.0
Mornington,Aust_BP_B_OS_n,432.0
Morwell,Aust_BP_B_OS_n,480.0
Mulgrave,Aust_BP_B_OS_n,1677.0
Murray Plains,Aust_BP_B_OS_n,201.0
Narracan,Aust_BP_B_OS_n,340.0
Narre Warren North,Aust_BP_B_OS_n,1725.0
Narre Warren South,Aust_BP_B_OS_n,2409.0
Nepean,Aust_BP_B_OS_n,414.0
Niddrie,Aust_BP_B_OS_n,908.0
Northcote,Aust_BP_B_OS_n,653.0
Oakleigh,Aust_BP_B_OS_n,1031.0
Ovens Valley,Aust_BP_B_OS_n,306.0
Pakenham,Aust_BP_B_OS_n,1221.0
Pascoe Vale,Aust_BP_B_OS_n,858.0
Point Cook,Aust_BP_B_OS_n,1582.0
Polwarth,Aust_BP_B_OS_n,204.0
Prahran,Aust_BP_B_OS_n,585.0
Preston,Aust_BP_B_OS_n,1055.0
Richmond,Aust_BP_B_OS_n,637.0
Ringwood,Aust_BP_B_OS_n,687.0
Ripon,Aust_BP_B_OS_n,226.0
Rowville,Aust_BP_B_OS_n,904.0
Sandringham,Aust_BP_B_OS_n,542.0
Shepparton,Aust_BP_B_OS_n,770.0
South Barwon,Aust_BP_B_OS_n,381.0
South-West Coast,Aust_BP_B_OS_n,165.0
St Albans,Aust_BP_B_OS_n,2181.0
Sunbury,Aust_BP_B_OS_n,725.0
Sydenham,Aust_BP_B_OS_n,1909.0
Tarneit,Aust_BP_B_OS_n,2591.0
Thomastown,Aust_BP_B_OS_n,2541.0
Warrandyte,Aust_BP_B_OS_n,653.0
Wendouree,Aust_BP_B_OS_n,275.0
Werribee,Aust_BP_B_OS_n,1536.0
Williamstown,Aust_BP_B_OS_n,827.0
Yan Yean,Aust_BP_B_OS_n,922.0
Albert Park,Aust_BP_B_OS_pc,0.0087
Ashwood,Aust_BP_B_OS_pc,0.0088
Bass,Aust_BP_B_OS_pc,0.0086
Bayswater,Aust_BP_B_OS_pc,0.0102
Bellarine,Aust_BP_B_OS_pc,0.0052
Benambra,Aust_BP_B_OS_pc,0.0038
Bendigo East,Aust_BP_B_OS_pc,0.003
Bendigo West,Aust_BP_B_OS_pc,0.003
Bentleigh,Aust_BP_B_OS_pc,0.0132
Berwick,Aust_BP_B_OS_pc,0.0193
Box Hill,Aust_BP_B_OS_pc,0.0081
Brighton,Aust_BP_B_OS_pc,0.0085
Broadmeadows,Aust_BP_B_OS_pc,0.0314
Brunswick,Aust_BP_B_OS_pc,0.0081
Bulleen,Aust_BP_B_OS_pc,0.0141
Bundoora,Aust_BP_B_OS_pc,0.0112
Carrum,Aust_BP_B_OS_pc,0.0124
Caulfield,Aust_BP_B_OS_pc,0.0131
Clarinda,Aust_BP_B_OS_pc,0.0209
Cranbourne,Aust_BP_B_OS_pc,0.0243
Croydon,Aust_BP_B_OS_pc,0.0087
Dandenong,Aust_BP_B_OS_pc,0.0302
Eildon,Aust_BP_B_OS_pc,0.0049
Eltham,Aust_BP_B_OS_pc,0.0048
Essendon,Aust_BP_B_OS_pc,0.0095
Eureka,Aust_BP_B_OS_pc,0.0051
Euroa,Aust_BP_B_OS_pc,0.0047
Evelyn,Aust_BP_B_OS_pc,0.0062
Footscray,Aust_BP_B_OS_pc,0.0139
Frankston,Aust_BP_B_OS_pc,0.0087
Geelong,Aust_BP_B_OS_pc,0.005
Gippsland East,Aust_BP_B_OS_pc,0.0039
Gippsland South,Aust_BP_B_OS_pc,0.0042
Glen Waverley,Aust_BP_B_OS_pc,0.0117
Greenvale,Aust_BP_B_OS_pc,0.0372
Hastings,Aust_BP_B_OS_pc,0.0071
Hawthorn,Aust_BP_B_OS_pc,0.0076
Ivanhoe,Aust_BP_B_OS_pc,0.0097
Kalkallo,Aust_BP_B_OS_pc,0.0308
Kew,Aust_BP_B_OS_pc,0.0093
Kororoit,Aust_BP_B_OS_pc,0.0291
Lara,Aust_BP_B_OS_pc,0.0109
Laverton,Aust_BP_B_OS_pc,0.0298
Lowan,Aust_BP_B_OS_pc,0.0027
Macedon,Aust_BP_B_OS_pc,0.0053
Malvern,Aust_BP_B_OS_pc,0.0082
Melbourne,Aust_BP_B_OS_pc,0.0082
Melton,Aust_BP_B_OS_pc,0.0207
Mildura,Aust_BP_B_OS_pc,0.0071
Mill Park,Aust_BP_B_OS_pc,0.0203
Monbulk,Aust_BP_B_OS_pc,0.0058
Mordialloc,Aust_BP_B_OS_pc,0.0128
Mornington,Aust_BP_B_OS_pc,0.0066
Morwell,Aust_BP_B_OS_pc,0.0067
Mulgrave,Aust_BP_B_OS_pc,0.0218
Murray Plains,Aust_BP_B_OS_pc,0.0031
Narracan,Aust_BP_B_OS_pc,0.005
Narre Warren North,Aust_BP_B_OS_pc,0.0219
Narre Warren South,Aust_BP_B_OS_pc,0.0267
Nepean,Aust_BP_B_OS_pc,0.0067
Niddrie,Aust_BP_B_OS_pc,0.0131
Northcote,Aust_BP_B_OS_pc,0.0097
Oakleigh,Aust_BP_B_OS_pc,0.0115
Ovens Valley,Aust_BP_B_OS_pc,0.0048
Pakenham,Aust_BP_B_OS_pc,0.016
Pascoe Vale,Aust_BP_B_OS_pc,0.0125
Point Cook,Aust_BP_B_OS_pc,0.0171
Polwarth,Aust_BP_B_OS_pc,0.0029
Prahran,Aust_BP_B_OS_pc,0.0081
Preston,Aust_BP_B_OS_pc,0.0143
Richmond,Aust_BP_B_OS_pc,0.0094
Ringwood,Aust_BP_B_OS_pc,0.0086
Ripon,Aust_BP_B_OS_pc,0.0033
Rowville,Aust_BP_B_OS_pc,0.0127
Sandringham,Aust_BP_B_OS_pc,0.0086
Shepparton,Aust_BP_B_OS_pc,0.0103
South Barwon,Aust_BP_B_OS_pc,0.0052
South-West Coast,Aust_BP_B_OS_pc,0.0024
St Albans,Aust_BP_B_OS_pc,0.0294
Sunbury,Aust_BP_B_OS_pc,0.0114
Sydenham,Aust_BP_B_OS_pc,0.0247
Tarneit,Aust_BP_B_OS_pc,0.0278
Thomastown,Aust_BP_B_OS_pc,0.0326
Warrandyte,Aust_BP_B_OS_pc,0.0089
Wendouree,Aust_BP_B_OS_pc,0.004
Werribee,Aust_BP_B_OS_pc,0.0182
Williamstown,Aust_BP_B_OS_pc,0.0125
Yan Yean,Aust_BP_B_OS_pc,0.0127
Albert Park,Aust_FO_B_OS_n,2337.0
Ashwood,Aust_FO_B_OS_n,2232.0
Bass,Aust_FO_B_OS_n,2617.0
Bayswater,Aust_FO_B_OS_n,2606.0
Bellarine,Aust_FO_B_OS_n,2752.0
Benambra,Aust_FO_B_OS_n,2021.0
Bendigo East,Aust_FO_B_OS_n,1824.0
Bendigo West,Aust_FO_B_OS_n,1836.0
Bentleigh,Aust_FO_B_OS_n,2792.0
Berwick,Aust_FO_B_OS_n,2641.0
Box Hill,Aust_FO_B_OS_n,2251.0
Brighton,Aust_FO_B_OS_n,2737.0
Broadmeadows,Aust_FO_B_OS_n,1780.0
Brunswick,Aust_FO_B_OS_n,2836.0
Bulleen,Aust_FO_B_OS_n,1291.0
Bundoora,Aust_FO_B_OS_n,2109.0
Carrum,Aust_FO_B_OS_n,2943.0
Caulfield,Aust_FO_B_OS_n,3449.0
Clarinda,Aust_FO_B_OS_n,1666.0
Cranbourne,Aust_FO_B_OS_n,2614.0
Croydon,Aust_FO_B_OS_n,3241.0
Dandenong,Aust_FO_B_OS_n,1193.0
Eildon,Aust_FO_B_OS_n,2842.0
Eltham,Aust_FO_B_OS_n,2883.0
Essendon,Aust_FO_B_OS_n,2240.0
Eureka,Aust_FO_B_OS_n,2618.0
Euroa,Aust_FO_B_OS_n,2058.0
Evelyn,Aust_FO_B_OS_n,3365.0
Footscray,Aust_FO_B_OS_n,2421.0
Frankston,Aust_FO_B_OS_n,3182.0
Geelong,Aust_FO_B_OS_n,2567.0
Gippsland East,Aust_FO_B_OS_n,1887.0
Gippsland South,Aust_FO_B_OS_n,2263.0
Glen Waverley,Aust_FO_B_OS_n,1518.0
Greenvale,Aust_FO_B_OS_n,1579.0
Hastings,Aust_FO_B_OS_n,3194.0
Hawthorn,Aust_FO_B_OS_n,2543.0
Ivanhoe,Aust_FO_B_OS_n,2313.0
Kalkallo,Aust_FO_B_OS_n,1945.0
Kew,Aust_FO_B_OS_n,1979.0
Kororoit,Aust_FO_B_OS_n,1396.0
Lara,Aust_FO_B_OS_n,2327.0
Laverton,Aust_FO_B_OS_n,1229.0
Lowan,Aust_FO_B_OS_n,1253.0
Macedon,Aust_FO_B_OS_n,2687.0
Malvern,Aust_FO_B_OS_n,2300.0
Melbourne,Aust_FO_B_OS_n,2399.0
Melton,Aust_FO_B_OS_n,2518.0
Mildura,Aust_FO_B_OS_n,1382.0
Mill Park,Aust_FO_B_OS_n,1632.0
Monbulk,Aust_FO_B_OS_n,3549.0
Mordialloc,Aust_FO_B_OS_n,2771.0
Mornington,Aust_FO_B_OS_n,3166.0
Morwell,Aust_FO_B_OS_n,2326.0
Mulgrave,Aust_FO_B_OS_n,1098.0
Murray Plains,Aust_FO_B_OS_n,1297.0
Narracan,Aust_FO_B_OS_n,2620.0
Narre Warren North,Aust_FO_B_OS_n,2044.0
Narre Warren South,Aust_FO_B_OS_n,2356.0
Nepean,Aust_FO_B_OS_n,2397.0
Niddrie,Aust_FO_B_OS_n,1928.0
Northcote,Aust_FO_B_OS_n,2891.0
Oakleigh,Aust_FO_B_OS_n,2325.0
Ovens Valley,Aust_FO_B_OS_n,1862.0
Pakenham,Aust_FO_B_OS_n,2978.0
Pascoe Vale,Aust_FO_B_OS_n,2422.0
Point Cook,Aust_FO_B_OS_n,2162.0
Polwarth,Aust_FO_B_OS_n,2314.0
Prahran,Aust_FO_B_OS_n,2397.0
Preston,Aust_FO_B_OS_n,2062.0
Richmond,Aust_FO_B_OS_n,2496.0
Ringwood,Aust_FO_B_OS_n,2982.0
Ripon,Aust_FO_B_OS_n,1746.0
Rowville,Aust_FO_B_OS_n,2132.0
Sandringham,Aust_FO_B_OS_n,2926.0
Shepparton,Aust_FO_B_OS_n,1707.0
South Barwon,Aust_FO_B_OS_n,2685.0
South-West Coast,Aust_FO_B_OS_n,1728.0
St Albans,Aust_FO_B_OS_n,838.0
Sunbury,Aust_FO_B_OS_n,2339.0
Sydenham,Aust_FO_B_OS_n,1844.0
Tarneit,Aust_FO_B_OS_n,1809.0
Thomastown,Aust_FO_B_OS_n,1221.0
Warrandyte,Aust_FO_B_OS_n,2347.0
Wendouree,Aust_FO_B_OS_n,2076.0
Werribee,Aust_FO_B_OS_n,2434.0
Williamstown,Aust_FO_B_OS_n,2724.0
Yan Yean,Aust_FO_B_OS_n,2304.0
Albert Park,Aust_FO_B_OS_pc,0.0316
Ashwood,Aust_FO_B_OS_pc,0.0277
Bass,Aust_FO_B_OS_pc,0.0398
Bayswater,Aust_FO_B_OS_pc,0.0357
Bellarine,Aust_FO_B_OS_pc,0.0396
Benambra,Aust_FO_B_OS_pc,0.0303
Bendigo East,Aust_FO_B_OS_pc,0.0254
Bendigo West,Aust_FO_B_OS_pc,0.0289
Bentleigh,Aust_FO_B_OS_pc,0.0364
Berwick,Aust_FO_B_OS_pc,0.0326
Box Hill,Aust_FO_B_OS_pc,0.0266
Brighton,Aust_FO_B_OS_pc,0.0415
Broadmeadows,Aust_FO_B_OS_pc,0.0221
Brunswick,Aust_FO_B_OS_pc,0.0416
Bulleen,Aust_FO_B_OS_pc,0.0173
Bundoora,Aust_FO_B_OS_pc,0.0303
Carrum,Aust_FO_B_OS_pc,0.0397
Caulfield,Aust_FO_B_OS_pc,0.0481
Clarinda,Aust_FO_B_OS_pc,0.0227
Cranbourne,Aust_FO_B_OS_pc,0.03
Croydon,Aust_FO_B_OS_pc,0.0435
Dandenong,Aust_FO_B_OS_pc,0.0133
Eildon,Aust_FO_B_OS_pc,0.043
Eltham,Aust_FO_B_OS_pc,0.0435
Essendon,Aust_FO_B_OS_pc,0.0319
Eureka,Aust_FO_B_OS_pc,0.0351
Euroa,Aust_FO_B_OS_pc,0.0309
Evelyn,Aust_FO_B_OS_pc,0.0487
Footscray,Aust_FO_B_OS_pc,0.0334
Frankston,Aust_FO_B_OS_pc,0.0466
Geelong,Aust_FO_B_OS_pc,0.0357
Gippsland East,Aust_FO_B_OS_pc,0.0295
Gippsland South,Aust_FO_B_OS_pc,0.0344
Glen Waverley,Aust_FO_B_OS_pc,0.0184
Greenvale,Aust_FO_B_OS_pc,0.0206
Hastings,Aust_FO_B_OS_pc,0.048
Hawthorn,Aust_FO_B_OS_pc,0.036
Ivanhoe,Aust_FO_B_OS_pc,0.035
Kalkallo,Aust_FO_B_OS_pc,0.0204
Kew,Aust_FO_B_OS_pc,0.0267
Kororoit,Aust_FO_B_OS_pc,0.016
Lara,Aust_FO_B_OS_pc,0.033
Laverton,Aust_FO_B_OS_pc,0.0131
Lowan,Aust_FO_B_OS_pc,0.0183
Macedon,Aust_FO_B_OS_pc,0.0418
Malvern,Aust_FO_B_OS_pc,0.0359
Melbourne,Aust_FO_B_OS_pc,0.0203
Melton,Aust_FO_B_OS_pc,0.0304
Mildura,Aust_FO_B_OS_pc,0.0199
Mill Park,Aust_FO_B_OS_pc,0.0237
Monbulk,Aust_FO_B_OS_pc,0.0538
Mordialloc,Aust_FO_B_OS_pc,0.0383
Mornington,Aust_FO_B_OS_pc,0.0484
Morwell,Aust_FO_B_OS_pc,0.0324
Mulgrave,Aust_FO_B_OS_pc,0.0143
Murray Plains,Aust_FO_B_OS_pc,0.02
Narracan,Aust_FO_B_OS_pc,0.0385
Narre Warren North,Aust_FO_B_OS_pc,0.0259
Narre Warren South,Aust_FO_B_OS_pc,0.0261
Nepean,Aust_FO_B_OS_pc,0.0387
Niddrie,Aust_FO_B_OS_pc,0.0279
Northcote,Aust_FO_B_OS_pc,0.0429
Oakleigh,Aust_FO_B_OS_pc,0.0259
Ovens Valley,Aust_FO_B_OS_pc,0.0295
Pakenham,Aust_FO_B_OS_pc,0.039
Pascoe Vale,Aust_FO_B_OS_pc,0.0352
Point Cook,Aust_FO_B_OS_pc,0.0233
Polwarth,Aust_FO_B_OS_pc,0.0329
Prahran,Aust_FO_B_OS_pc,0.0331
Preston,Aust_FO_B_OS_pc,0.0279
Richmond,Aust_FO_B_OS_pc,0.0369
