district,M_0_299_DS_DS_Sept_house_n,M_0_299_DS_DS_Sept_house_pc,M_0_299_DS_DS_sd_row_tce_hs_t_n,M_0_299_DS_DS_sd_row_tce_hs_t_pc,M_0_299_DS_DS_Flat_apart_n,M_0_299_DS_DS_Flat_apart_pc,M_0_299_DS_DS_Other_dwg_n,M_0_299_DS_DS_Other_dwg_pc,M_0_299_DS_ns_n,M_0_299_DS_ns_pc,M_0_299_Tot_n,M_0_299_Tot_pc,M_300_449_DS_Separate_hse_n,M_300_449_DS_Separate_hse_pc,M_300_449_DS_sd_row_tc_hse_th_n,M_300_449_DS_sd_row_tc_hse_th_pc,M_300_449_DS_Flat_apart_n,M_300_449_DS_Flat_apart_pc,M_300_449_DS_Other_dwg_n,M_300_449_DS_Other_dwg_pc,M_300_449_DS_ns_n,M_300_449_DS_ns_pc,M_300_449_Tot_n,M_300_449_Tot_pc,M_450_599_DS_Separate_hse_n,M_450_599_DS_Separate_hse_pc,M_450_599_DS_sd_row_tce_hs_th_n,M_450_599_DS_sd_row_tce_hs_th_pc,M_450_599_DS_Flat_apart_n,M_450_599_DS_Flat_apart_pc,M_450_599_DS_Other_dwg_n,M_450_599_DS_Other_dwg_pc,M_450_599_DS_ns_n,M_450_599_DS_ns_pc,M_450_599_Tot_n,M_450_599_Tot_pc,M_600_799_DS_Separate_hse_n,M_600_799_DS_Separate_hse_pc,M_600_799_DS_sd_row_tc_hs_th_n,M_600_799_DS_sd_row_tc_hs_th_pc,M_600_799_DS_Flat_apart_n,M_600_799_DS_Flat_apart_pc,M_600_799_DS_Other_dwg_n,M_600_799_DS_Other_dwg_pc,M_600_799_DS_ns_n,M_600_799_DS_ns_pc,M_600_799_Tot_n,M_600_799_Tot_pc,M_800_999_DS_Separate_hse_n,M_800_999_DS_Separate_hse_pc,M_800_999_DS_sd_row_tc_hs_th_n,M_800_999_DS_sd_row_tc_hs_th_pc,M_800_999_DS_Flat_apart_n,M_800_999_DS_Flat_apart_pc,M_800_999_DS_Other_dwg_n,M_800_999_DS_Other_dwg_pc,M_800_999_DS_ns_n,M_800_999_DS_ns_pc,M_800_999_Tot_n,M_800_999_Tot_pc,M_1000_1399_DS_Separate_hse_n,M_1000_1399_DS_Separate_hse_pc,M_1000_1399_DS_sd_rw_tc_h_th_n,M_1000_1399_DS_sd_rw_tc_h_th_pc,M_1000_1399_DS_Flat_apart_n,M_1000_1399_DS_Flat_apart_pc,M_1000_1399_DS_Other_dwg_n,M_1000_1399_DS_Other_dwg_pc,M_1000_1399_DS_ns_n,M_1000_1399_DS_ns_pc,M_1000_1399_Tot_n,M_1000_1399_Tot_pc,M_1400_1799_DS_Separate_hse_n,M_1400_1799_DS_Separate_hse_pc,M_1400_1799_DS_sd_rw_tc_h_th_n,M_1400_1799_DS_sd_rw_tc_h_th_pc,M_1400_1799_DS_Flat_apart_n,M_1400_1799_DS_Flat_apart_pc,M_1400_1799_DS_Other_dwg_n,M_1400_1799_DS_Other_dwg_pc,M_1400_1799_DS_ns_n,M_1400_1799_DS_ns_pc,M_1400_1799_Tot_n,M_1400_1799_Tot_pc,M_1800_2399_DS_Separate_hse_n,M_1800_2399_DS_Separate_hse_pc,M_1800_2399_DS_sd_rw_tc_h_th_n,M_1800_2399_DS_sd_rw_tc_h_th_pc,M_1800_2399_DS_Flat_apart_n,M_1800_2399_DS_Flat_apart_pc,M_1800_2399_DS_Other_dwg_n,M_1800_2399_DS_Other_dwg_pc,M_1800_2399_DS_ns_n,M_1800_2399_DS_ns_pc,M_1800_2399_Tot_n,M_1800_2399_Tot_pc,M_2400_2999_DS_Separate_hse_n,M_2400_2999_DS_Separate_hse_pc,M_2400_2999_DS_sd_rw_tc_h_th_n,M_2400_2999_DS_sd_rw_tc_h_th_pc,M_2400_2999_DS_Flat_apart_n,M_2400_2999_DS_Flat_apart_pc,M_2400_2999_DS_Other_dwg_n,M_2400_2999_DS_Other_dwg_pc,M_2400_2999_DS_ns_n,M_2400_2999_DS_ns_pc,M_2400_2999_Tot_n,M_2400_2999_Tot_pc,M_3000_3999_DS_Separate_hse_n,M_3000_3999_DS_Separate_hse_pc,M_3000_3999_DS_sd_rw_tc_h_th_n,M_3000_3999_DS_sd_rw_tc_h_th_pc,M_3000_3999_DS_Flt_apart_n,M_3000_3999_DS_Flt_apart_pc,M_3000_3999_DS_Other_dwg_n,M_3000_3999_DS_Other_dwg_pc,M_3000_3999_DS_ns_n,M_3000_3999_DS_ns_pc,M_3000_3999_Tot_n,M_3000_3999_Tot_pc,M_4000_over_DS_Separate_hse_n,M_4000_over_DS_Separate_hse_pc,M_4000_ov_DS_sd_rw_tce_hs_th_n,M_4000_ov_DS_sd_rw_tce_hs_th_pc,M_4000_over_DS_Flat_apart_n,M_4000_over_DS_Flat_apart_pc,M_4000_over_DS_Other_dwg_n,M_4000_over_DS_Other_dwg_pc,M_4000_DS_over_ns_n,M_4000_DS_over_ns_pc,M_4000_over_Tot_n,M_4000_over_Tot_pc,Mort_Rpmnt_ns_DS_Separat_hs_n,Mort_Rpmnt_ns_DS_Separat_hs_pc,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_n,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_pc,Mrt_Rpmt_ns_DS_Flat_apart_n,Mrt_Rpmt_ns_DS_Flat_apart_pc,Mort_Rpmnt_ns_DS_Other_dwg_n,Mort_Rpmnt_ns_DS_Other_dwg_pc,Mort_Rpmnt_ns_DS_ns_n,Mort_Rpmnt_ns_DS_ns_pc,Mort_Rpmnt_ns_Total_n,Mort_Rpmnt_ns_Total_pc,Tot_DS_Separate_hse_n,Tot_DS_Separate_hse_pc,Tot_DS_sd_row_tce_hse_thse_n,Tot_DS_sd_row_tce_hse_thse_pc,Tot_DS_Flat_apartment_n,Tot_DS_Flat_apartment_pc,Tot_DS_Other_dwg_n,Tot_DS_Other_dwg_pc,Tot_DS_ns_n,Tot_DS_ns_pc,Tot_Tot_n,Tot_Tot_pc,Tot_Tot_total
Ovens Valley,325.0,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0451,143.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0205,169.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0238,411.0,0.0541,5.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0567,608.0,0.08,13.0,0.0017,4.0,0.0005,0.0,0.0,0.0,0.0,668.0,0.0879,1685.0,0.2218,29.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,1754.0,0.2309,1455.0,0.1915,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0.193,1064.0,0.1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,0.1431,288.0,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0399,226.0,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.03,165.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0233,441.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0606,7361.0,0.9689,118.0,0.0155,11.0,0.0014,9.0,0.0012,3.0,0.0004,7597.0,1.0,7597.0
Pakenham,290.0,0.0229,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.024,74.0,0.0058,17.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0078,78.0,0.0062,6.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0078,167.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0145,318.0,0.0251,13.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0263,1451.0,0.1146,110.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.1282,2645.0,0.209,150.0,0.0119,3.0,0.0002,0.0,0.0,0.0,0.0,2835.0,0.224,3890.0,0.3074,74.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,3965.0,0.3133,1265.0,0.1,6.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,0.1007,650.0,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0529,371.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0297,664.0,0.0525,13.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0544,12044.0,0.9516,578.0,0.0457,11.0,0.0009,0.0,0.0,0.0,0.0,12656.0,1.0,12656.0
Pascoe Vale,272.0,0.0304,65.0,0.0073,13.0,0.0015,0.0,0.0,0.0,0.0,388.0,0.0433,50.0,0.0056,4.0,0.0004,4.0,0.0004,0.0,0.0,0.0,0.0,74.0,0.0083,23.0,0.0026,3.0,0.0003,5.0,0.0006,0.0,0.0,0.0,0.0,35.0,0.0039,78.0,0.0087,34.0,0.0038,7.0,0.0008,0.0,0.0,0.0,0.0,158.0,0.0176,133.0,0.0148,21.0,0.0023,23.0,0.0026,0.0,0.0,0.0,0.0,220.0,0.0246,450.0,0.0502,164.0,0.0183,127.0,0.0142,0.0,0.0,0.0,0.0,844.0,0.0942,516.0,0.0576,309.0,0.0345,222.0,0.0248,0.0,0.0,0.0,0.0,1097.0,0.1224,1027.0,0.1146,654.0,0.073,142.0,0.0158,4.0,0.0004,0.0,0.0,1898.0,0.2119,782.0,0.0873,318.0,0.0355,14.0,0.0016,0.0,0.0,0.0,0.0,1220.0,0.1362,1086.0,0.1212,214.0,0.0239,17.0,0.0019,0.0,0.0,0.0,0.0,1351.0,0.1508,676.0,0.0755,81.0,0.009,4.0,0.0004,0.0,0.0,0.0,0.0,787.0,0.0878,330.0,0.0368,99.0,0.0111,22.0,0.0025,0.0,0.0,0.0,0.0,549.0,0.0613,5720.0,0.6385,2379.0,0.2655,801.0,0.0894,7.0,0.0008,3.0,0.0003,8959.0,1.0,8959.0
Point Cook,483.0,0.0357,19.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0376,58.0,0.0043,8.0,0.0006,3.0,0.0002,0.0,0.0,0.0,0.0,86.0,0.0064,55.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0061,174.0,0.0129,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0139,231.0,0.0171,11.0,0.0008,3.0,0.0002,0.0,0.0,0.0,0.0,298.0,0.022,1001.0,0.074,89.0,0.0066,36.0,0.0027,0.0,0.0,0.0,0.0,1189.0,0.0879,1630.0,0.1204,167.0,0.0123,64.0,0.0047,0.0,0.0,0.0,0.0,1932.0,0.1428,3558.0,0.2629,244.0,0.018,26.0,0.0019,0.0,0.0,0.0,0.0,3912.0,0.289,1890.0,0.1396,91.0,0.0067,3.0,0.0002,0.0,0.0,0.0,0.0,2004.0,0.1481,1207.0,0.0892,34.0,0.0025,4.0,0.0003,0.0,0.0,0.0,0.0,1284.0,0.0949,621.0,0.0459,22.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0501,836.0,0.0618,15.0,0.0011,9.0,0.0007,0.0,0.0,0.0,0.0,880.0,0.065,12246.0,0.9048,1091.0,0.0806,242.0,0.0179,0.0,0.0,0.0,0.0,13534.0,1.0,13534.0
Polwarth,424.0,0.0473,9.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0484,185.0,0.0206,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0221,148.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0176,338.0,0.0377,6.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0397,536.0,0.0597,7.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0626,1348.0,0.1502,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.1548,1296.0,0.1444,6.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.1482,1446.0,0.1612,28.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,0.1656,841.0,0.0937,12.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0971,699.0,0.0779,14.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0.0817,506.0,0.0564,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0582,573.0,0.0639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0658,8726.0,0.9726,191.0,0.0213,8.0,0.0009,3.0,0.0003,7.0,0.0008,8972.0,1.0,8972.0
Prahran,41.0,0.0052,35.0,0.0045,209.0,0.0267,0.0,0.0,0.0,0.0,370.0,0.0472,7.0,0.0009,0.0,0.0,23.0,0.0029,0.0,0.0,0.0,0.0,40.0,0.0051,0.0,0.0,0.0,0.0,19.0,0.0024,0.0,0.0,0.0,0.0,36.0,0.0046,3.0,0.0004,0.0,0.0,55.0,0.007,0.0,0.0,0.0,0.0,77.0,0.0098,0.0,0.0,0.0,0.0,135.0,0.0172,0.0,0.0,0.0,0.0,154.0,0.0196,22.0,0.0028,24.0,0.0031,739.0,0.0942,9.0,0.0011,0.0,0.0,872.0,0.1112,18.0,0.0023,57.0,0.0073,1079.0,0.1376,0.0,0.0,0.0,0.0,1177.0,0.1501,50.0,0.0064,104.0,0.0133,1377.0,0.1756,0.0,0.0,0.0,0.0,1605.0,0.2047,33.0,0.0042,68.0,0.0087,545.0,0.0695,0.0,0.0,0.0,0.0,700.0,0.0893,137.0,0.0175,197.0,0.0251,487.0,0.0621,0.0,0.0,0.0,0.0,863.0,0.11,328.0,0.0418,459.0,0.0585,405.0,0.0516,0.0,0.0,0.0,0.0,1251.0,0.1595,24.0,0.0031,74.0,0.0094,293.0,0.0374,0.0,0.0,0.0,0.0,452.0,0.0576,852.0,0.1086,1258.0,0.1604,5711.0,0.7283,28.0,0.0036,0.0,0.0,7842.0,1.0,7842.0
Preston,216.0,0.0257,50.0,0.006,6.0,0.0007,0.0,0.0,0.0,0.0,345.0,0.0411,57.0,0.0068,7.0,0.0008,3.0,0.0004,0.0,0.0,0.0,0.0,87.0,0.0104,31.0,0.0037,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,57.0,0.0068,112.0,0.0133,26.0,0.0031,4.0,0.0005,0.0,0.0,0.0,0.0,180.0,0.0214,117.0,0.0139,56.0,0.0067,17.0,0.002,0.0,0.0,0.0,0.0,279.0,0.0332,498.0,0.0593,272.0,0.0324,80.0,0.0095,0.0,0.0,0.0,0.0,923.0,0.1099,583.0,0.0694,429.0,0.0511,99.0,0.0118,0.0,0.0,0.0,0.0,1218.0,0.1451,1030.0,0.1227,735.0,0.0875,95.0,0.0113,4.0,0.0005,0.0,0.0,1867.0,0.2223,773.0,0.0921,283.0,0.0337,6.0,0.0007,0.0,0.0,0.0,0.0,1108.0,0.132,805.0,0.0959,110.0,0.0131,6.0,0.0007,0.0,0.0,0.0,0.0,1025.0,0.1221,422.0,0.0503,41.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0618,388.0,0.0462,95.0,0.0113,8.0,0.001,0.0,0.0,0.0,0.0,535.0,0.0637,5457.0,0.6499,2534.0,0.3018,458.0,0.0545,24.0,0.0029,0.0,0.0,8397.0,1.0,8397.0
Richmond,51.0,0.0067,105.0,0.0139,76.0,0.01,0.0,0.0,0.0,0.0,306.0,0.0404,8.0,0.0011,7.0,0.0009,7.0,0.0009,0.0,0.0,0.0,0.0,22.0,0.0029,3.0,0.0004,0.0,0.0,15.0,0.002,0.0,0.0,0.0,0.0,24.0,0.0032,4.0,0.0005,8.0,0.0011,41.0,0.0054,0.0,0.0,0.0,0.0,84.0,0.0111,11.0,0.0015,30.0,0.004,54.0,0.0071,0.0,0.0,0.0,0.0,123.0,0.0163,47.0,0.0062,163.0,0.0215,422.0,0.0558,3.0,0.0004,0.0,0.0,690.0,0.0912,43.0,0.0057,137.0,0.0181,604.0,0.0798,5.0,0.0007,0.0,0.0,894.0,0.1181,103.0,0.0136,303.0,0.04,868.0,0.1147,14.0,0.0019,0.0,0.0,1379.0,0.1822,91.0,0.012,252.0,0.0333,448.0,0.0592,11.0,0.0015,0.0,0.0,884.0,0.1168,147.0,0.0194,580.0,0.0766,390.0,0.0515,6.0,0.0008,0.0,0.0,1187.0,0.1569,387.0,0.0511,717.0,0.0948,239.0,0.0316,5.0,0.0007,0.0,0.0,1396.0,0.1845,22.0,0.0029,131.0,0.0173,128.0,0.0169,0.0,0.0,0.0,0.0,367.0,0.0485,1169.0,0.1545,2789.0,0.3686,3609.0,0.4769,52.0,0.0069,1.0,0.0001,7567.0,1.0,7567.0
Ringwood,434.0,0.04,33.0,0.003,5.0,0.0005,0.0,0.0,0.0,0.0,569.0,0.0524,74.0,0.0068,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0094,64.0,0.0059,8.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0089,134.0,0.0123,22.0,0.002,4.0,0.0004,0.0,0.0,0.0,0.0,174.0,0.016,211.0,0.0194,23.0,0.0021,21.0,0.0019,0.0,0.0,0.0,0.0,266.0,0.0245,687.0,0.0633,148.0,0.0136,97.0,0.0089,0.0,0.0,0.0,0.0,971.0,0.0895,968.0,0.0892,191.0,0.0176,122.0,0.0112,0.0,0.0,0.0,0.0,1375.0,0.1267,1731.0,0.1595,309.0,0.0285,99.0,0.0091,0.0,0.0,0.0,0.0,2207.0,0.2033,1179.0,0.1086,263.0,0.0242,18.0,0.0017,0.0,0.0,0.0,0.0,1504.0,0.1386,1435.0,0.1322,181.0,0.0167,17.0,0.0016,0.0,0.0,0.0,0.0,1630.0,0.1502,886.0,0.0816,55.0,0.0051,7.0,0.0006,0.0,0.0,0.0,0.0,975.0,0.0898,464.0,0.0427,69.0,0.0064,21.0,0.0019,0.0,0.0,0.0,0.0,604.0,0.0556,8671.0,0.7988,1619.0,0.1491,483.0,0.0445,0.0,0.0,0.0,0.0,10855.0,1.0,10855.0
Ripon,477.0,0.051,6.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.054,331.0,0.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0378,275.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0301,709.0,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,0.0767,889.0,0.0951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0974,1929.0,0.2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,0.209,1592.0,0.1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.1727,1300.0,0.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.1406,400.0,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0431,253.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0275,115.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0123,541.0,0.0579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0582,9233.0,0.988,37.0,0.004,9.0,0.001,17.0,0.0018,4.0,0.0004,9345.0,1.0,9345.0
Rowville,465.0,0.0452,6.0,0.0006,4.0,0.0004,0.0,0.0,0.0,0.0,489.0,0.0475,101.0,0.0098,19.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0133,65.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0073,194.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0203,275.0,0.0267,7.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0283,896.0,0.087,43.0,0.0042,33.0,0.0032,0.0,0.0,0.0,0.0,1004.0,0.0975,1022.0,0.0993,87.0,0.0084,26.0,0.0025,0.0,0.0,0.0,0.0,1146.0,0.1113,1921.0,0.1866,126.0,0.0122,11.0,0.0011,0.0,0.0,0.0,0.0,2083.0,0.2023,1379.0,0.1339,73.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,1485.0,0.1442,1459.0,0.1417,53.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,1505.0,0.1462,761.0,0.0739,13.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0771,615.0,0.0597,21.0,0.002,3.0,0.0003,0.0,0.0,0.0,0.0,650.0,0.0631,9527.0,0.9252,601.0,0.0584,105.0,0.0102,0.0,0.0,0.0,0.0,10297.0,1.0,10297.0
Sandringham,299.0,0.0348,54.0,0.0063,24.0,0.0028,0.0,0.0,0.0,0.0,450.0,0.0523,23.0,0.0027,7.0,0.0008,9.0,0.001,0.0,0.0,0.0,0.0,59.0,0.0069,42.0,0.0049,4.0,0.0005,4.0,0.0005,0.0,0.0,0.0,0.0,66.0,0.0077,32.0,0.0037,32.0,0.0037,11.0,0.0013,0.0,0.0,0.0,0.0,120.0,0.0139,82.0,0.0095,22.0,0.0026,9.0,0.001,0.0,0.0,0.0,0.0,155.0,0.018,261.0,0.0303,127.0,0.0148,155.0,0.018,0.0,0.0,0.0,0.0,630.0,0.0732,276.0,0.0321,149.0,0.0173,226.0,0.0263,5.0,0.0006,0.0,0.0,724.0,0.0842,649.0,0.0754,314.0,0.0365,318.0,0.037,0.0,0.0,0.0,0.0,1306.0,0.1518,438.0,0.0509,245.0,0.0285,92.0,0.0107,4.0,0.0005,0.0,0.0,915.0,0.1064,951.0,0.1105,318.0,0.037,66.0,0.0077,0.0,0.0,0.0,0.0,1353.0,0.1573,1738.0,0.202,255.0,0.0296,50.0,0.0058,1.0,0.0001,0.0,0.0,2055.0,0.2389,362.0,0.0421,81.0,0.0094,33.0,0.0038,0.0,0.0,0.0,0.0,520.0,0.0604,5447.0,0.6332,1943.0,0.2259,1178.0,0.1369,28.0,0.0033,3.0,0.0003,8603.0,1.0,8603.0
Shepparton,295.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0359,211.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0239,215.0,0.0238,3.0,0.0003,0.0,0.0,3.0,0.0003,0.0,0.0,236.0,0.0261,500.0,0.0552,15.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0597,849.0,0.0938,7.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.0947,2306.0,0.2548,30.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,2355.0,0.2602,1677.0,0.1853,8.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,1687.0,0.1864,1182.0,0.1306,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.1326,269.0,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0295,177.0,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0199,175.0,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0193,517.0,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0593,8790.0,0.9713,152.0,0.0168,5.0,0.0006,11.0,0.0012,3.0,0.0003,9050.0,1.0,9050.0
