district,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total,P_Tot_Total_total
South Barwon,4.0,62.0,0.0,73.0,1985.0,36.0,2222.0,9.0,27.0,0.0,67.0,2671.0,145.0,2913.0,1310.0,70.0,4.0,1455.0,4014.0,247.0,5796.0,3117.0,40.0,22.0,3216.0,1461.0,83.0,4776.0,1645.0,28.0,3.0,1743.0,1979.0,60.0,3887.0,158.0,236.0,0.0,473.0,2701.0,57.0,3303.0,6.0,488.0,0.0,506.0,2164.0,84.0,2782.0,0.0,72.0,0.0,81.0,1501.0,46.0,1761.0,0.0,0.0,0.0,0.0,615.0,18.0,662.0,6370.0,1363.0,61.0,7812.0,19112.0,1148.0,28090.0,0.0,100.0,0.0,109.0,1931.0,61.0,2152.0,48.0,98.0,0.0,179.0,2485.0,99.0,2839.0,1984.0,160.0,59.0,2259.0,3331.0,171.0,5831.0,3607.0,91.0,77.0,3834.0,1170.0,84.0,5168.0,1572.0,154.0,8.0,1876.0,2274.0,86.0,4276.0,62.0,770.0,0.0,893.0,2833.0,67.0,3809.0,8.0,797.0,0.0,831.0,2316.0,101.0,3324.0,0.0,96.0,0.0,101.0,1778.0,83.0,2060.0,0.0,0.0,0.0,0.0,1014.0,30.0,1108.0,7368.0,2594.0,259.0,10198.0,19186.0,1146.0,30506.0,4.0,217.0,0.0,226.0,3973.0,135.0,4394.0,71.0,157.0,0.0,263.0,5167.0,266.0,5753.0,3298.0,307.0,93.0,3707.0,7351.0,469.0,11560.0,6643.0,161.0,115.0,7001.0,2640.0,279.0,10034.0,3238.0,257.0,25.0,3585.0,4299.0,243.0,8140.0,277.0,1124.0,0.0,1449.0,5427.0,170.0,7039.0,29.0,1312.0,0.0,1365.0,4481.0,196.0,6139.0,4.0,233.0,0.0,241.0,3336.0,174.0,3807.0,0.0,3.0,0.0,3.0,1646.0,63.0,1785.0,13771.0,3922.0,340.0,18043.0,38283.0,2368.0,58680.0,58680.0
South-West Coast,0.0,20.0,0.0,20.0,1789.0,133.0,2082.0,15.0,8.0,0.0,49.0,1469.0,76.0,1710.0,1055.0,45.0,0.0,1267.0,2309.0,218.0,3892.0,2012.0,24.0,15.0,2204.0,1377.0,213.0,3831.0,1347.0,79.0,0.0,1521.0,2519.0,227.0,4308.0,168.0,403.0,0.0,621.0,3837.0,160.0,4781.0,5.0,482.0,0.0,499.0,3557.0,243.0,4452.0,0.0,54.0,0.0,55.0,1858.0,118.0,2132.0,0.0,0.0,0.0,0.0,593.0,55.0,670.0,4834.0,1438.0,36.0,6337.0,19500.0,1960.0,27881.0,0.0,47.0,0.0,53.0,1681.0,101.0,1991.0,66.0,47.0,0.0,186.0,1284.0,44.0,1615.0,1574.0,105.0,29.0,1875.0,1915.0,177.0,3993.0,2570.0,65.0,55.0,2823.0,1070.0,191.0,4110.0,1273.0,230.0,14.0,1658.0,2828.0,154.0,4686.0,86.0,991.0,0.0,1138.0,3764.0,183.0,5164.0,5.0,741.0,0.0,763.0,3515.0,212.0,4518.0,0.0,69.0,0.0,76.0,2096.0,173.0,2470.0,0.0,0.0,0.0,0.0,980.0,132.0,1226.0,5744.0,2799.0,178.0,8796.0,19153.0,1897.0,29900.0,0.0,111.0,0.0,124.0,3527.0,325.0,4124.0,143.0,85.0,0.0,322.0,2699.0,161.0,3333.0,2711.0,238.0,58.0,3157.0,4299.0,473.0,7850.0,4558.0,149.0,150.0,5009.0,2382.0,514.0,7887.0,2624.0,404.0,45.0,3129.0,5363.0,516.0,9020.0,306.0,1434.0,10.0,1770.0,7658.0,484.0,9897.0,29.0,1220.0,0.0,1307.0,7005.0,493.0,8871.0,0.0,194.0,0.0,199.0,3968.0,371.0,4608.0,0.0,0.0,0.0,0.0,1664.0,253.0,1978.0,10584.0,4172.0,328.0,15186.0,38686.0,3920.0,57742.0,57742.0
St Albans,0.0,47.0,0.0,50.0,1898.0,151.0,2184.0,8.0,38.0,0.0,54.0,2389.0,212.0,2785.0,821.0,67.0,0.0,955.0,4675.0,644.0,6223.0,1721.0,12.0,0.0,1802.0,2473.0,463.0,4758.0,1056.0,22.0,0.0,1139.0,2833.0,356.0,4400.0,327.0,172.0,0.0,520.0,3521.0,240.0,4364.0,29.0,330.0,0.0,386.0,2836.0,196.0,3490.0,0.0,44.0,0.0,47.0,1575.0,147.0,1883.0,0.0,0.0,0.0,0.0,486.0,75.0,602.0,4174.0,967.0,12.0,5262.0,22679.0,2800.0,30673.0,0.0,66.0,0.0,70.0,1785.0,108.0,2052.0,58.0,61.0,0.0,161.0,2142.0,163.0,2570.0,1605.0,127.0,3.0,1759.0,3418.0,544.0,5794.0,2486.0,67.0,0.0,2617.0,1853.0,377.0,4898.0,1273.0,145.0,3.0,1489.0,2921.0,239.0,4708.0,107.0,635.0,0.0,817.0,3275.0,231.0,4390.0,6.0,564.0,0.0,610.0,2844.0,192.0,3733.0,0.0,42.0,0.0,61.0,1729.0,140.0,2022.0,0.0,0.0,0.0,0.0,784.0,165.0,984.0,5652.0,2024.0,30.0,7794.0,20822.0,2564.0,31206.0,4.0,146.0,0.0,156.0,3660.0,313.0,4189.0,86.0,151.0,0.0,281.0,4587.0,431.0,5369.0,2444.0,244.0,9.0,2750.0,8047.0,1243.0,12030.0,4268.0,96.0,22.0,4454.0,4285.0,876.0,9677.0,2394.0,231.0,7.0,2656.0,5761.0,638.0,9040.0,506.0,874.0,3.0,1422.0,6809.0,543.0,8718.0,74.0,915.0,5.0,1042.0,5663.0,446.0,7207.0,4.0,107.0,0.0,130.0,3269.0,351.0,3907.0,4.0,0.0,0.0,4.0,1336.0,257.0,1597.0,9829.0,2984.0,100.0,13087.0,43436.0,5354.0,61841.0,61841.0
Sunbury,0.0,35.0,0.0,38.0,1721.0,63.0,1879.0,16.0,21.0,0.0,36.0,1742.0,68.0,1927.0,1135.0,58.0,3.0,1217.0,3222.0,205.0,4791.0,2293.0,26.0,17.0,2391.0,1637.0,178.0,4257.0,1231.0,41.0,0.0,1338.0,2433.0,150.0,3932.0,131.0,214.0,0.0,434.0,3037.0,137.0,3639.0,3.0,366.0,0.0,400.0,2341.0,82.0,2886.0,0.0,60.0,0.0,60.0,1282.0,52.0,1503.0,0.0,0.0,0.0,0.0,333.0,17.0,366.0,5025.0,1089.0,36.0,6201.0,17685.0,1298.0,25275.0,0.0,45.0,0.0,49.0,1459.0,30.0,1636.0,34.0,46.0,0.0,121.0,1494.0,38.0,1727.0,1759.0,148.0,16.0,1970.0,2594.0,181.0,4793.0,2768.0,33.0,65.0,3017.0,1275.0,163.0,4433.0,1239.0,182.0,0.0,1554.0,2506.0,122.0,4148.0,44.0,797.0,0.0,902.0,2968.0,105.0,3968.0,16.0,722.0,0.0,736.0,2474.0,77.0,3316.0,3.0,64.0,0.0,71.0,1448.0,67.0,1635.0,0.0,0.0,0.0,0.0,564.0,36.0,604.0,6025.0,2252.0,146.0,8467.0,16810.0,1219.0,26487.0,0.0,112.0,0.0,118.0,3132.0,175.0,3526.0,86.0,85.0,0.0,232.0,3191.0,134.0,3650.0,2924.0,235.0,33.0,3252.0,5815.0,475.0,9568.0,5113.0,99.0,89.0,5378.0,2893.0,403.0,8681.0,2455.0,272.0,22.0,2791.0,4883.0,331.0,8142.0,282.0,1058.0,6.0,1382.0,5966.0,254.0,7644.0,32.0,1093.0,0.0,1158.0,4836.0,194.0,6227.0,6.0,144.0,0.0,155.0,2748.0,178.0,3125.0,0.0,0.0,0.0,0.0,967.0,57.0,1033.0,10988.0,3455.0,239.0,14699.0,34516.0,2498.0,51689.0,51689.0
Sydenham,3.0,35.0,0.0,46.0,2755.0,98.0,2912.0,3.0,31.0,0.0,35.0,2594.0,83.0,2815.0,1027.0,50.0,0.0,1162.0,3781.0,229.0,5197.0,3004.0,18.0,6.0,3102.0,2140.0,261.0,5513.0,1950.0,16.0,0.0,2042.0,3322.0,155.0,5522.0,230.0,177.0,0.0,528.0,3584.0,102.0,4334.0,13.0,284.0,0.0,359.0,2121.0,30.0,2547.0,0.0,18.0,0.0,21.0,964.0,24.0,1098.0,0.0,0.0,0.0,0.0,210.0,4.0,231.0,6402.0,979.0,16.0,7511.0,21456.0,1329.0,30313.0,0.0,80.0,0.0,79.0,2568.0,61.0,2804.0,10.0,62.0,0.0,145.0,2259.0,52.0,2550.0,1839.0,112.0,12.0,2044.0,2931.0,220.0,5214.0,3860.0,52.0,43.0,4043.0,1620.0,211.0,5929.0,1846.0,153.0,7.0,2157.0,3615.0,159.0,6014.0,102.0,766.0,3.0,949.0,3448.0,75.0,4514.0,17.0,445.0,0.0,523.0,2030.0,60.0,2618.0,0.0,23.0,0.0,23.0,1052.0,26.0,1176.0,0.0,0.0,0.0,0.0,413.0,28.0,462.0,7869.0,2072.0,128.0,10133.0,20019.0,1267.0,31380.0,8.0,144.0,0.0,161.0,5326.0,184.0,5800.0,27.0,157.0,0.0,255.0,4918.0,170.0,5422.0,2820.0,228.0,12.0,3207.0,6708.0,530.0,10386.0,6884.0,94.0,67.0,7135.0,3644.0,514.0,11437.0,3869.0,226.0,24.0,4146.0,6972.0,372.0,11558.0,476.0,945.0,3.0,1483.0,7019.0,255.0,8868.0,33.0,716.0,0.0,833.0,4132.0,159.0,5312.0,0.0,71.0,0.0,83.0,1995.0,61.0,2247.0,0.0,0.0,0.0,0.0,640.0,27.0,708.0,14282.0,3115.0,213.0,17588.0,41518.0,2514.0,61693.0,61693.0
Tarneit,4.0,64.0,0.0,58.0,2473.0,139.0,2813.0,7.0,50.0,0.0,87.0,3033.0,221.0,3433.0,1784.0,57.0,0.0,1932.0,5312.0,705.0,8057.0,4819.0,33.0,6.0,4948.0,3324.0,575.0,8875.0,1618.0,36.0,4.0,1761.0,2848.0,259.0,4960.0,245.0,157.0,0.0,505.0,2990.0,121.0,3670.0,13.0,240.0,0.0,313.0,1907.0,36.0,2403.0,0.0,12.0,0.0,12.0,892.0,20.0,982.0,0.0,0.0,0.0,0.0,126.0,3.0,134.0,8664.0,1084.0,18.0,9845.0,22875.0,2522.0,35226.0,0.0,118.0,0.0,155.0,2170.0,104.0,2482.0,74.0,95.0,0.0,273.0,2272.0,131.0,2812.0,3552.0,166.0,22.0,3789.0,4007.0,662.0,8532.0,5174.0,83.0,20.0,5398.0,2331.0,451.0,8256.0,1353.0,148.0,13.0,1572.0,2770.0,183.0,4674.0,88.0,622.0,0.0,852.0,2944.0,117.0,3925.0,29.0,466.0,0.0,530.0,1929.0,85.0,2606.0,0.0,0.0,0.0,4.0,884.0,20.0,1028.0,0.0,0.0,0.0,0.0,221.0,13.0,258.0,10473.0,2119.0,130.0,12822.0,19598.0,2266.0,34628.0,3.0,231.0,0.0,258.0,4552.0,353.0,5257.0,136.0,214.0,0.0,483.0,5219.0,401.0,6169.0,5386.0,290.0,25.0,5825.0,9351.0,1425.0,16560.0,9991.0,186.0,65.0,10362.0,5681.0,1091.0,17140.0,2957.0,270.0,27.0,3381.0,5624.0,558.0,9525.0,411.0,897.0,3.0,1378.0,5909.0,313.0,7603.0,78.0,742.0,4.0,856.0,3884.0,176.0,5002.0,0.0,68.0,0.0,71.0,1807.0,86.0,2025.0,0.0,0.0,0.0,0.0,442.0,23.0,504.0,19137.0,3196.0,244.0,22722.0,42486.0,4787.0,69932.0,69932.0
Thomastown,0.0,51.0,0.0,58.0,1817.0,80.0,1972.0,13.0,6.0,0.0,23.0,2306.0,118.0,2581.0,1344.0,68.0,0.0,1447.0,4557.0,432.0,6552.0,3315.0,11.0,4.0,3433.0,2883.0,315.0,6710.0,1242.0,9.0,0.0,1287.0,2713.0,198.0,4238.0,131.0,83.0,0.0,356.0,2744.0,147.0,3333.0,15.0,249.0,0.0,295.0,2229.0,76.0,2716.0,4.0,50.0,0.0,63.0,1530.0,38.0,1723.0,0.0,0.0,0.0,0.0,507.0,19.0,597.0,6197.0,895.0,25.0,7082.0,21459.0,1854.0,30437.0,0.0,51.0,0.0,55.0,1645.0,65.0,1880.0,62.0,77.0,0.0,187.0,1899.0,89.0,2258.0,2494.0,143.0,20.0,2720.0,3596.0,393.0,6756.0,3760.0,41.0,16.0,3927.0,2100.0,281.0,6347.0,1036.0,88.0,6.0,1224.0,2627.0,129.0,4013.0,63.0,625.0,0.0,720.0,2633.0,78.0,3575.0,3.0,452.0,0.0,530.0,2538.0,96.0,3204.0,0.0,42.0,0.0,50.0,1800.0,74.0,1995.0,0.0,0.0,0.0,0.0,712.0,17.0,790.0,7592.0,1788.0,86.0,9623.0,19556.0,1680.0,30898.0,0.0,138.0,0.0,147.0,3456.0,200.0,3874.0,123.0,123.0,0.0,286.0,4246.0,311.0,4922.0,3846.0,247.0,37.0,4163.0,8144.0,858.0,13269.0,7062.0,98.0,36.0,7289.0,4992.0,653.0,13056.0,2277.0,121.0,10.0,2484.0,5380.0,407.0,8339.0,245.0,741.0,4.0,1088.0,5423.0,329.0,6780.0,31.0,725.0,5.0,844.0,4802.0,254.0,5995.0,4.0,143.0,0.0,167.0,3361.0,145.0,3743.0,0.0,0.0,0.0,0.0,1268.0,47.0,1383.0,13797.0,2772.0,166.0,16741.0,41045.0,3621.0,61343.0,61343.0
Warrandyte,0.0,33.0,0.0,40.0,2531.0,14.0,2682.0,0.0,3.0,0.0,10.0,2215.0,44.0,2411.0,581.0,24.0,0.0,647.0,2435.0,73.0,3251.0,2753.0,24.0,5.0,2885.0,1234.0,83.0,4356.0,2340.0,3.0,0.0,2406.0,2622.0,126.0,5202.0,377.0,248.0,0.0,676.0,3858.0,33.0,4642.0,40.0,637.0,0.0,713.0,2667.0,83.0,3536.0,0.0,114.0,0.0,128.0,2021.0,51.0,2295.0,0.0,0.0,0.0,0.0,686.0,23.0,747.0,6240.0,1434.0,50.0,7861.0,20413.0,902.0,29181.0,0.0,66.0,0.0,70.0,2164.0,29.0,2336.0,3.0,34.0,0.0,57.0,1923.0,18.0,2074.0,1014.0,61.0,3.0,1156.0,2129.0,65.0,3388.0,3596.0,41.0,60.0,3790.0,1011.0,90.0,5021.0,2329.0,63.0,11.0,2557.0,2944.0,90.0,5677.0,166.0,888.0,0.0,1127.0,3811.0,105.0,5053.0,14.0,1108.0,0.0,1177.0,2755.0,68.0,4099.0,0.0,163.0,0.0,180.0,2307.0,63.0,2699.0,0.0,0.0,0.0,0.0,981.0,50.0,1047.0,7288.0,2740.0,144.0,10241.0,20206.0,957.0,31406.0,0.0,141.0,0.0,158.0,4752.0,97.0,5070.0,12.0,76.0,0.0,119.0,4188.0,90.0,4457.0,1572.0,116.0,7.0,1852.0,4563.0,187.0,6598.0,6372.0,120.0,108.0,6702.0,2406.0,248.0,9341.0,4707.0,124.0,40.0,4965.0,5547.0,286.0,10833.0,615.0,1228.0,0.0,1798.0,7722.0,206.0,9731.0,108.0,1821.0,0.0,1950.0,5404.0,197.0,7627.0,0.0,323.0,0.0,335.0,4404.0,185.0,4984.0,0.0,8.0,0.0,8.0,1717.0,100.0,1901.0,13490.0,4224.0,254.0,18049.0,40608.0,1895.0,60512.0,60512.0
Wendouree,0.0,32.0,0.0,43.0,1962.0,68.0,2164.0,55.0,26.0,0.0,130.0,1802.0,113.0,2106.0,1162.0,37.0,3.0,1289.0,3098.0,237.0,4636.0,2051.0,34.0,9.0,2156.0,1435.0,138.0,3757.0,1258.0,62.0,9.0,1361.0,2265.0,174.0,3907.0,193.0,265.0,0.0,537.0,3024.0,161.0,3742.0,3.0,350.0,0.0,408.0,2678.0,134.0,3290.0,0.0,60.0,0.0,64.0,1730.0,118.0,1976.0,0.0,0.0,0.0,0.0,542.0,63.0,632.0,4827.0,1169.0,41.0,6077.0,18508.0,1618.0,26246.0,0.0,79.0,0.0,93.0,1778.0,110.0,2050.0,166.0,100.0,0.0,305.0,1769.0,72.0,2258.0,1695.0,157.0,50.0,2020.0,2475.0,247.0,4756.0,2570.0,107.0,39.0,2866.0,1296.0,180.0,4376.0,1314.0,205.0,7.0,1598.0,2536.0,161.0,4268.0,50.0,784.0,0.0,927.0,3223.0,157.0,4290.0,8.0,681.0,0.0,710.0,3018.0,112.0,3956.0,0.0,61.0,0.0,65.0,2192.0,167.0,2464.0,0.0,0.0,0.0,0.0,1007.0,167.0,1230.0,5904.0,2493.0,227.0,8676.0,19360.0,1798.0,29856.0,4.0,128.0,0.0,162.0,3712.0,236.0,4265.0,252.0,184.0,0.0,488.0,3600.0,243.0,4398.0,2848.0,298.0,78.0,3290.0,5573.0,555.0,9426.0,4594.0,163.0,125.0,4913.0,2716.0,401.0,8136.0,2564.0,337.0,13.0,2977.0,4823.0,399.0,8232.0,323.0,1076.0,5.0,1477.0,6167.0,372.0,8059.0,26.0,1028.0,0.0,1115.0,5754.0,344.0,7228.0,5.0,175.0,0.0,183.0,3812.0,322.0,4395.0,0.0,0.0,0.0,0.0,1636.0,280.0,1930.0,10712.0,3629.0,371.0,14768.0,37855.0,3423.0,56049.0,56049.0
Werribee,0.0,39.0,0.0,51.0,2166.0,94.0,2445.0,40.0,50.0,0.0,143.0,2313.0,166.0,2702.0,1722.0,74.0,0.0,1885.0,4543.0,470.0,6911.0,3829.0,24.0,3.0,3958.0,2870.0,443.0,7328.0,1342.0,55.0,8.0,1454.0,2768.0,234.0,4520.0,164.0,163.0,0.0,422.0,3030.0,163.0,3717.0,6.0,235.0,0.0,279.0,2060.0,66.0,2546.0,0.0,6.0,0.0,9.0,931.0,55.0,1110.0,0.0,0.0,0.0,0.0,269.0,50.0,333.0,7293.0,1028.0,30.0,8444.0,21062.0,2099.0,31647.0,0.0,73.0,0.0,96.0,1978.0,85.0,2245.0,151.0,138.0,3.0,350.0,2077.0,98.0,2627.0,3288.0,205.0,31.0,3545.0,3874.0,509.0,7972.0,4200.0,84.0,59.0,4417.0,2087.0,376.0,6926.0,1262.0,224.0,3.0,1598.0,2846.0,196.0,4698.0,53.0,605.0,0.0,789.0,2959.0,100.0,4002.0,4.0,388.0,0.0,416.0,1982.0,117.0,2653.0,0.0,13.0,0.0,13.0,1143.0,107.0,1340.0,0.0,0.0,0.0,0.0,478.0,110.0,620.0,9068.0,2211.0,192.0,11541.0,19532.0,2068.0,33180.0,0.0,164.0,5.0,187.0,4197.0,230.0,4716.0,263.0,236.0,7.0,572.0,4376.0,333.0,5424.0,5017.0,349.0,59.0,5551.0,8356.0,1033.0,14952.0,8001.0,183.0,112.0,8406.0,5030.0,800.0,14208.0,2626.0,315.0,28.0,3054.0,5654.0,505.0,9268.0,288.0,860.0,4.0,1254.0,6062.0,318.0,7664.0,28.0,677.0,0.0,776.0,4058.0,267.0,5114.0,0.0,40.0,0.0,38.0,2092.0,176.0,2474.0,0.0,0.0,0.0,0.0,831.0,162.0,1002.0,16496.0,3249.0,337.0,20079.0,40618.0,4083.0,64828.0,64828.0
Williamstown,0.0,30.0,0.0,32.0,1569.0,35.0,1650.0,0.0,7.0,0.0,17.0,1448.0,49.0,1556.0,632.0,31.0,0.0,714.0,3112.0,221.0,4074.0,2809.0,10.0,7.0,2902.0,1910.0,234.0,5155.0,1890.0,32.0,4.0,2009.0,2421.0,143.0,4695.0,338.0,137.0,0.0,527.0,3119.0,100.0,3808.0,12.0,243.0,0.0,309.0,2145.0,92.0,2649.0,0.0,37.0,0.0,44.0,1343.0,63.0,1549.0,0.0,0.0,0.0,4.0,554.0,13.0,591.0,5860.0,774.0,38.0,6776.0,17715.0,1313.0,25740.0,0.0,23.0,0.0,23.0,1421.0,34.0,1584.0,16.0,32.0,0.0,71.0,1263.0,24.0,1452.0,1118.0,102.0,0.0,1294.0,2931.0,218.0,4413.0,3390.0,66.0,46.0,3580.0,1654.0,173.0,5444.0,2015.0,79.0,0.0,2188.0,2614.0,146.0,4964.0,112.0,433.0,0.0,619.0,3133.0,82.0,3883.0,0.0,591.0,0.0,619.0,2176.0,76.0,2952.0,0.0,53.0,0.0,56.0,1699.0,61.0,1919.0,0.0,3.0,0.0,3.0,928.0,67.0,1079.0,6783.0,1688.0,97.0,8597.0,17763.0,1330.0,27654.0,0.0,76.0,0.0,79.0,2981.0,88.0,3230.0,16.0,52.0,0.0,101.0,2760.0,91.0,3047.0,1784.0,171.0,7.0,2013.0,6013.0,500.0,8484.0,6148.0,125.0,78.0,6497.0,3607.0,490.0,10616.0,3922.0,139.0,15.0,4213.0,5062.0,381.0,9680.0,547.0,601.0,0.0,1202.0,6170.0,254.0,7656.0,46.0,827.0,3.0,941.0,4325.0,199.0,5579.0,3.0,155.0,6.0,166.0,3020.0,157.0,3407.0,0.0,3.0,0.0,7.0,1502.0,98.0,1663.0,12609.0,2521.0,197.0,15308.0,35499.0,2625.0,53386.0,53386.0
