district,census_variable,value
Albert Park,M_15_19_Prvided_unpaid_assist,12.0
Ashwood,M_15_19_Prvided_unpaid_assist,96.0
Bass,M_15_19_Prvided_unpaid_assist,42.0
Bayswater,M_15_19_Prvided_unpaid_assist,32.0
Bellarine,M_15_19_Prvided_unpaid_assist,35.0
Benambra,M_15_19_Prvided_unpaid_assist,60.0
Bendigo East,M_15_19_Prvided_unpaid_assist,47.0
Bendigo West,M_15_19_Prvided_unpaid_assist,45.0
Bentleigh,M_15_19_Prvided_unpaid_assist,55.0
Berwick,M_15_19_Prvided_unpaid_assist,52.0
Box Hill,M_15_19_Prvided_unpaid_assist,46.0
Brighton,M_15_19_Prvided_unpaid_assist,23.0
Broadmeadows,M_15_19_Prvided_unpaid_assist,44.0
Brunswick,M_15_19_Prvided_unpaid_assist,23.0
Bulleen,M_15_19_Prvided_unpaid_assist,70.0
Bundoora,M_15_19_Prvided_unpaid_assist,35.0
Carrum,M_15_19_Prvided_unpaid_assist,61.0
Caulfield,M_15_19_Prvided_unpaid_assist,53.0
Clarinda,M_15_19_Prvided_unpaid_assist,40.0
Cranbourne,M_15_19_Prvided_unpaid_assist,72.0
Croydon,M_15_19_Prvided_unpaid_assist,48.0
Dandenong,M_15_19_Prvided_unpaid_assist,50.0
Eildon,M_15_19_Prvided_unpaid_assist,25.0
Eltham,M_15_19_Prvided_unpaid_assist,68.0
Essendon,M_15_19_Prvided_unpaid_assist,40.0
Eureka,M_15_19_Prvided_unpaid_assist,69.0
Euroa,M_15_19_Prvided_unpaid_assist,42.0
Evelyn,M_15_19_Prvided_unpaid_assist,72.0
Footscray,M_15_19_Prvided_unpaid_assist,27.0
Frankston,M_15_19_Prvided_unpaid_assist,26.0
Geelong,M_15_19_Prvided_unpaid_assist,46.0
Gippsland East,M_15_19_Prvided_unpaid_assist,55.0
Gippsland South,M_15_19_Prvided_unpaid_assist,59.0
Glen Waverley,M_15_19_Prvided_unpaid_assist,48.0
Greenvale,M_15_19_Prvided_unpaid_assist,49.0
Hastings,M_15_19_Prvided_unpaid_assist,30.0
Hawthorn,M_15_19_Prvided_unpaid_assist,54.0
Ivanhoe,M_15_19_Prvided_unpaid_assist,37.0
Kalkallo,M_15_19_Prvided_unpaid_assist,72.0
Kew,M_15_19_Prvided_unpaid_assist,87.0
Kororoit,M_15_19_Prvided_unpaid_assist,39.0
Lara,M_15_19_Prvided_unpaid_assist,48.0
Laverton,M_15_19_Prvided_unpaid_assist,46.0
Lowan,M_15_19_Prvided_unpaid_assist,68.0
Macedon,M_15_19_Prvided_unpaid_assist,83.0
Malvern,M_15_19_Prvided_unpaid_assist,29.0
Melbourne,M_15_19_Prvided_unpaid_assist,49.0
Melton,M_15_19_Prvided_unpaid_assist,65.0
Mildura,M_15_19_Prvided_unpaid_assist,37.0
Mill Park,M_15_19_Prvided_unpaid_assist,28.0
Monbulk,M_15_19_Prvided_unpaid_assist,35.0
Mordialloc,M_15_19_Prvided_unpaid_assist,47.0
Mornington,M_15_19_Prvided_unpaid_assist,71.0
Morwell,M_15_19_Prvided_unpaid_assist,36.0
Mulgrave,M_15_19_Prvided_unpaid_assist,36.0
Murray Plains,M_15_19_Prvided_unpaid_assist,36.0
Narracan,M_15_19_Prvided_unpaid_assist,35.0
Narre Warren North,M_15_19_Prvided_unpaid_assist,36.0
Narre Warren South,M_15_19_Prvided_unpaid_assist,83.0
Nepean,M_15_19_Prvided_unpaid_assist,28.0
Niddrie,M_15_19_Prvided_unpaid_assist,36.0
Northcote,M_15_19_Prvided_unpaid_assist,19.0
Oakleigh,M_15_19_Prvided_unpaid_assist,65.0
Ovens Valley,M_15_19_Prvided_unpaid_assist,37.0
Pakenham,M_15_19_Prvided_unpaid_assist,33.0
Pascoe Vale,M_15_19_Prvided_unpaid_assist,19.0
Point Cook,M_15_19_Prvided_unpaid_assist,50.0
Polwarth,M_15_19_Prvided_unpaid_assist,57.0
Prahran,M_15_19_Prvided_unpaid_assist,0.0
Preston,M_15_19_Prvided_unpaid_assist,35.0
Richmond,M_15_19_Prvided_unpaid_assist,7.0
Ringwood,M_15_19_Prvided_unpaid_assist,63.0
Ripon,M_15_19_Prvided_unpaid_assist,61.0
Rowville,M_15_19_Prvided_unpaid_assist,39.0
Sandringham,M_15_19_Prvided_unpaid_assist,23.0
Shepparton,M_15_19_Prvided_unpaid_assist,53.0
South Barwon,M_15_19_Prvided_unpaid_assist,43.0
South-West Coast,M_15_19_Prvided_unpaid_assist,43.0
St Albans,M_15_19_Prvided_unpaid_assist,47.0
Sunbury,M_15_19_Prvided_unpaid_assist,42.0
Sydenham,M_15_19_Prvided_unpaid_assist,77.0
Tarneit,M_15_19_Prvided_unpaid_assist,50.0
Thomastown,M_15_19_Prvided_unpaid_assist,44.0
Warrandyte,M_15_19_Prvided_unpaid_assist,69.0
Wendouree,M_15_19_Prvided_unpaid_assist,55.0
Werribee,M_15_19_Prvided_unpaid_assist,68.0
Williamstown,M_15_19_Prvided_unpaid_assist,34.0
Yan Yean,M_15_19_Prvided_unpaid_assist,57.0
Albert Park,M_15_19_Prvided_unpaid_assist_pc,0.0002
Ashwood,M_15_19_Prvided_unpaid_assist_pc,0.0014
Bass,M_15_19_Prvided_unpaid_assist_pc,0.0008
Bayswater,M_15_19_Prvided_unpaid_assist_pc,0.0005
Bellarine,M_15_19_Prvided_unpaid_assist_pc,0.0006
Benambra,M_15_19_Prvided_unpaid_assist_pc,0.0011
Bendigo East,M_15_19_Prvided_unpaid_assist_pc,0.0008
Bendigo West,M_15_19_Prvided_unpaid_assist_pc,0.0009
Bentleigh,M_15_19_Prvided_unpaid_assist_pc,0.0009
Berwick,M_15_19_Prvided_unpaid_assist_pc,0.0008
Box Hill,M_15_19_Prvided_unpaid_assist_pc,0.0006
Brighton,M_15_19_Prvided_unpaid_assist_pc,0.0004
Broadmeadows,M_15_19_Prvided_unpaid_assist_pc,0.0007
Brunswick,M_15_19_Prvided_unpaid_assist_pc,0.0004
Bulleen,M_15_19_Prvided_unpaid_assist_pc,0.0011
Bundoora,M_15_19_Prvided_unpaid_assist_pc,0.0006
Carrum,M_15_19_Prvided_unpaid_assist_pc,0.001
Caulfield,M_15_19_Prvided_unpaid_assist_pc,0.0009
Clarinda,M_15_19_Prvided_unpaid_assist_pc,0.0007
Cranbourne,M_15_19_Prvided_unpaid_assist_pc,0.0011
