district,census_variable,value,rank
Albert Park,DS_NS_FHs_CF_C,0.0,1.0
Ashwood,DS_NS_FHs_CF_C,0.0,2.0
Bass,DS_NS_FHs_CF_C,0.0,3.0
Bayswater,DS_NS_FHs_CF_C,0.0,4.0
Bellarine,DS_NS_FHs_CF_C,0.0,5.0
Bendigo East,DS_NS_FHs_CF_C,0.0,6.0
Bendigo West,DS_NS_FHs_CF_C,0.0,7.0
Bentleigh,DS_NS_FHs_CF_C,0.0,8.0
Berwick,DS_NS_FHs_CF_C,0.0,9.0
Box Hill,DS_NS_FHs_CF_C,0.0,10.0
Brunswick,DS_NS_FHs_CF_C,0.0,11.0
Bundoora,DS_NS_FHs_CF_C,0.0,12.0
Carrum,DS_NS_FHs_CF_C,0.0,13.0
Caulfield,DS_NS_FHs_CF_C,0.0,14.0
Clarinda,DS_NS_FHs_CF_C,0.0,15.0
Croydon,DS_NS_FHs_CF_C,0.0,16.0
Eildon,DS_NS_FHs_CF_C,0.0,17.0
Eltham,DS_NS_FHs_CF_C,0.0,18.0
Essendon,DS_NS_FHs_CF_C,0.0,19.0
Euroa,DS_NS_FHs_CF_C,0.0,20.0
Evelyn,DS_NS_FHs_CF_C,0.0,21.0
Footscray,DS_NS_FHs_CF_C,0.0,22.0
Frankston,DS_NS_FHs_CF_C,0.0,23.0
Geelong,DS_NS_FHs_CF_C,0.0,24.0
Gippsland South,DS_NS_FHs_CF_C,0.0,25.0
Glen Waverley,DS_NS_FHs_CF_C,0.0,26.0
Greenvale,DS_NS_FHs_CF_C,0.0,27.0
Hastings,DS_NS_FHs_CF_C,0.0,28.0
Hawthorn,DS_NS_FHs_CF_C,0.0,29.0
Ivanhoe,DS_NS_FHs_CF_C,0.0,30.0
Kalkallo,DS_NS_FHs_CF_C,0.0,31.0
Kew,DS_NS_FHs_CF_C,0.0,32.0
Kororoit,DS_NS_FHs_CF_C,0.0,33.0
Lara,DS_NS_FHs_CF_C,0.0,34.0
Laverton,DS_NS_FHs_CF_C,0.0,35.0
Lowan,DS_NS_FHs_CF_C,0.0,36.0
Malvern,DS_NS_FHs_CF_C,0.0,37.0
Melton,DS_NS_FHs_CF_C,0.0,38.0
Mildura,DS_NS_FHs_CF_C,0.0,39.0
Mill Park,DS_NS_FHs_CF_C,0.0,40.0
Monbulk,DS_NS_FHs_CF_C,0.0,41.0
Mordialloc,DS_NS_FHs_CF_C,0.0,42.0
Mornington,DS_NS_FHs_CF_C,0.0,43.0
Morwell,DS_NS_FHs_CF_C,0.0,44.0
