district,census_variable,value,rank
Albert Park,F_1000_1249_15_19_yrs_n,0.0,1.0
Ashwood,F_1000_1249_15_19_yrs_n,0.0,2.0
Bass,F_1000_1249_15_19_yrs_n,0.0,3.0
Bellarine,F_1000_1249_15_19_yrs_n,0.0,4.0
Berwick,F_1000_1249_15_19_yrs_n,0.0,5.0
Box Hill,F_1000_1249_15_19_yrs_n,0.0,6.0
Brighton,F_1000_1249_15_19_yrs_n,0.0,7.0
Broadmeadows,F_1000_1249_15_19_yrs_n,0.0,8.0
Brunswick,F_1000_1249_15_19_yrs_n,0.0,9.0
Bulleen,F_1000_1249_15_19_yrs_n,0.0,10.0
Bundoora,F_1000_1249_15_19_yrs_n,0.0,11.0
Carrum,F_1000_1249_15_19_yrs_n,0.0,12.0
Caulfield,F_1000_1249_15_19_yrs_n,0.0,13.0
Clarinda,F_1000_1249_15_19_yrs_n,0.0,14.0
Cranbourne,F_1000_1249_15_19_yrs_n,0.0,15.0
Croydon,F_1000_1249_15_19_yrs_n,0.0,16.0
Dandenong,F_1000_1249_15_19_yrs_n,0.0,17.0
Eildon,F_1000_1249_15_19_yrs_n,0.0,18.0
Essendon,F_1000_1249_15_19_yrs_n,0.0,19.0
Footscray,F_1000_1249_15_19_yrs_n,0.0,20.0
Geelong,F_1000_1249_15_19_yrs_n,0.0,21.0
Gippsland East,F_1000_1249_15_19_yrs_n,0.0,22.0
Gippsland South,F_1000_1249_15_19_yrs_n,0.0,23.0
Glen Waverley,F_1000_1249_15_19_yrs_n,0.0,24.0
Greenvale,F_1000_1249_15_19_yrs_n,0.0,25.0
Hawthorn,F_1000_1249_15_19_yrs_n,0.0,26.0
Ivanhoe,F_1000_1249_15_19_yrs_n,0.0,27.0
Kalkallo,F_1000_1249_15_19_yrs_n,0.0,28.0
Kew,F_1000_1249_15_19_yrs_n,0.0,29.0
Laverton,F_1000_1249_15_19_yrs_n,0.0,30.0
Macedon,F_1000_1249_15_19_yrs_n,0.0,31.0
Malvern,F_1000_1249_15_19_yrs_n,0.0,32.0
Mildura,F_1000_1249_15_19_yrs_n,0.0,33.0
Mill Park,F_1000_1249_15_19_yrs_n,0.0,34.0
Monbulk,F_1000_1249_15_19_yrs_n,0.0,35.0
Mordialloc,F_1000_1249_15_19_yrs_n,0.0,36.0
Mornington,F_1000_1249_15_19_yrs_n,0.0,37.0
Morwell,F_1000_1249_15_19_yrs_n,0.0,38.0
Mulgrave,F_1000_1249_15_19_yrs_n,0.0,39.0
Murray Plains,F_1000_1249_15_19_yrs_n,0.0,40.0
Narracan,F_1000_1249_15_19_yrs_n,0.0,41.0
Narre Warren South,F_1000_1249_15_19_yrs_n,0.0,42.0
Nepean,F_1000_1249_15_19_yrs_n,0.0,43.0
Niddrie,F_1000_1249_15_19_yrs_n,0.0,44.0
Northcote,F_1000_1249_15_19_yrs_n,0.0,45.0
Ovens Valley,F_1000_1249_15_19_yrs_n,0.0,46.0
Pakenham,F_1000_1249_15_19_yrs_n,0.0,47.0
Pascoe Vale,F_1000_1249_15_19_yrs_n,0.0,48.0
Point Cook,F_1000_1249_15_19_yrs_n,0.0,49.0
Prahran,F_1000_1249_15_19_yrs_n,0.0,50.0
Preston,F_1000_1249_15_19_yrs_n,0.0,51.0
Ringwood,F_1000_1249_15_19_yrs_n,0.0,52.0
Ripon,F_1000_1249_15_19_yrs_n,0.0,53.0
Rowville,F_1000_1249_15_19_yrs_n,0.0,54.0
Sandringham,F_1000_1249_15_19_yrs_n,0.0,55.0
Shepparton,F_1000_1249_15_19_yrs_n,0.0,56.0
South Barwon,F_1000_1249_15_19_yrs_n,0.0,57.0
St Albans,F_1000_1249_15_19_yrs_n,0.0,58.0
Sunbury,F_1000_1249_15_19_yrs_n,0.0,59.0
Sydenham,F_1000_1249_15_19_yrs_n,0.0,60.0
Tarneit,F_1000_1249_15_19_yrs_n,0.0,61.0
Thomastown,F_1000_1249_15_19_yrs_n,0.0,62.0
Warrandyte,F_1000_1249_15_19_yrs_n,0.0,63.0
Wendouree,F_1000_1249_15_19_yrs_n,0.0,64.0
Werribee,F_1000_1249_15_19_yrs_n,0.0,65.0
Williamstown,F_1000_1249_15_19_yrs_n,0.0,66.0
Yan Yean,F_1000_1249_15_19_yrs_n,0.0,67.0
Bentleigh,F_1000_1249_15_19_yrs_n,3.0,68.0
Eltham,F_1000_1249_15_19_yrs_n,3.0,69.0
Eureka,F_1000_1249_15_19_yrs_n,3.0,70.0
Evelyn,F_1000_1249_15_19_yrs_n,3.0,71.0
Lara,F_1000_1249_15_19_yrs_n,3.0,72.0
Melton,F_1000_1249_15_19_yrs_n,3.0,73.0
Oakleigh,F_1000_1249_15_19_yrs_n,3.0,74.0
Polwarth,F_1000_1249_15_19_yrs_n,3.0,75.0
Bayswater,F_1000_1249_15_19_yrs_n,4.0,76.0
Frankston,F_1000_1249_15_19_yrs_n,4.0,77.0
Lowan,F_1000_1249_15_19_yrs_n,4.0,78.0
Melbourne,F_1000_1249_15_19_yrs_n,4.0,79.0
Narre Warren North,F_1000_1249_15_19_yrs_n,4.0,80.0
Kororoit,F_1000_1249_15_19_yrs_n,5.0,81.0
South-West Coast,F_1000_1249_15_19_yrs_n,5.0,82.0
Richmond,F_1000_1249_15_19_yrs_n,6.0,83.0
Bendigo East,F_1000_1249_15_19_yrs_n,7.0,84.0
Benambra,F_1000_1249_15_19_yrs_n,8.0,85.0
Bendigo West,F_1000_1249_15_19_yrs_n,9.0,86.0
Euroa,F_1000_1249_15_19_yrs_n,10.0,87.0
Hastings,F_1000_1249_15_19_yrs_n,21.0,88.0
Albert Park,F_1000_1249_15_19_yrs_pc,0.0,1.0
Ashwood,F_1000_1249_15_19_yrs_pc,0.0,2.0
Bass,F_1000_1249_15_19_yrs_pc,0.0,3.0
Bellarine,F_1000_1249_15_19_yrs_pc,0.0,4.0
Bentleigh,F_1000_1249_15_19_yrs_pc,0.0,5.0
Berwick,F_1000_1249_15_19_yrs_pc,0.0,6.0
Box Hill,F_1000_1249_15_19_yrs_pc,0.0,7.0
Brighton,F_1000_1249_15_19_yrs_pc,0.0,8.0
Broadmeadows,F_1000_1249_15_19_yrs_pc,0.0,9.0
Brunswick,F_1000_1249_15_19_yrs_pc,0.0,10.0
Bulleen,F_1000_1249_15_19_yrs_pc,0.0,11.0
Bundoora,F_1000_1249_15_19_yrs_pc,0.0,12.0
Carrum,F_1000_1249_15_19_yrs_pc,0.0,13.0
Caulfield,F_1000_1249_15_19_yrs_pc,0.0,14.0
Clarinda,F_1000_1249_15_19_yrs_pc,0.0,15.0
Cranbourne,F_1000_1249_15_19_yrs_pc,0.0,16.0
Croydon,F_1000_1249_15_19_yrs_pc,0.0,17.0
Dandenong,F_1000_1249_15_19_yrs_pc,0.0,18.0
Eildon,F_1000_1249_15_19_yrs_pc,0.0,19.0
Essendon,F_1000_1249_15_19_yrs_pc,0.0,20.0
Eureka,F_1000_1249_15_19_yrs_pc,0.0,21.0
Footscray,F_1000_1249_15_19_yrs_pc,0.0,22.0
Geelong,F_1000_1249_15_19_yrs_pc,0.0,23.0
Gippsland East,F_1000_1249_15_19_yrs_pc,0.0,24.0
Gippsland South,F_1000_1249_15_19_yrs_pc,0.0,25.0
Glen Waverley,F_1000_1249_15_19_yrs_pc,0.0,26.0
Greenvale,F_1000_1249_15_19_yrs_pc,0.0,27.0
Hawthorn,F_1000_1249_15_19_yrs_pc,0.0,28.0
Ivanhoe,F_1000_1249_15_19_yrs_pc,0.0,29.0
Kalkallo,F_1000_1249_15_19_yrs_pc,0.0,30.0
Kew,F_1000_1249_15_19_yrs_pc,0.0,31.0
Laverton,F_1000_1249_15_19_yrs_pc,0.0,32.0
Macedon,F_1000_1249_15_19_yrs_pc,0.0,33.0
Malvern,F_1000_1249_15_19_yrs_pc,0.0,34.0
Melbourne,F_1000_1249_15_19_yrs_pc,0.0,35.0
Melton,F_1000_1249_15_19_yrs_pc,0.0,36.0
Mildura,F_1000_1249_15_19_yrs_pc,0.0,37.0
Mill Park,F_1000_1249_15_19_yrs_pc,0.0,38.0
Monbulk,F_1000_1249_15_19_yrs_pc,0.0,39.0
Mordialloc,F_1000_1249_15_19_yrs_pc,0.0,40.0
Mornington,F_1000_1249_15_19_yrs_pc,0.0,41.0
Morwell,F_1000_1249_15_19_yrs_pc,0.0,42.0
Mulgrave,F_1000_1249_15_19_yrs_pc,0.0,43.0
Murray Plains,F_1000_1249_15_19_yrs_pc,0.0,44.0
Narracan,F_1000_1249_15_19_yrs_pc,0.0,45.0
Narre Warren South,F_1000_1249_15_19_yrs_pc,0.0,46.0
Nepean,F_1000_1249_15_19_yrs_pc,0.0,47.0
Niddrie,F_1000_1249_15_19_yrs_pc,0.0,48.0
Northcote,F_1000_1249_15_19_yrs_pc,0.0,49.0
Oakleigh,F_1000_1249_15_19_yrs_pc,0.0,50.0
Ovens Valley,F_1000_1249_15_19_yrs_pc,0.0,51.0
Pakenham,F_1000_1249_15_19_yrs_pc,0.0,52.0
Pascoe Vale,F_1000_1249_15_19_yrs_pc,0.0,53.0
Point Cook,F_1000_1249_15_19_yrs_pc,0.0,54.0
Prahran,F_1000_1249_15_19_yrs_pc,0.0,55.0
Preston,F_1000_1249_15_19_yrs_pc,0.0,56.0
