district,census_variable,value
Prahran,M_0_149_CFNC_n,37.0
Preston,M_0_149_CFNC_n,13.0
Richmond,M_0_149_CFNC_n,28.0
Ringwood,M_0_149_CFNC_n,61.0
Ripon,M_0_149_CFNC_n,72.0
Rowville,M_0_149_CFNC_n,75.0
Sandringham,M_0_149_CFNC_n,58.0
Shepparton,M_0_149_CFNC_n,56.0
South Barwon,M_0_149_CFNC_n,36.0
South-West Coast,M_0_149_CFNC_n,29.0
St Albans,M_0_149_CFNC_n,52.0
Sunbury,M_0_149_CFNC_n,47.0
Sydenham,M_0_149_CFNC_n,39.0
Tarneit,M_0_149_CFNC_n,34.0
Thomastown,M_0_149_CFNC_n,24.0
Warrandyte,M_0_149_CFNC_n,82.0
Wendouree,M_0_149_CFNC_n,38.0
Werribee,M_0_149_CFNC_n,35.0
Williamstown,M_0_149_CFNC_n,42.0
Yan Yean,M_0_149_CFNC_n,25.0
Albert Park,M_0_149_CFNC_pc,0.0055
Ashwood,M_0_149_CFNC_pc,0.0104
Bass,M_0_149_CFNC_pc,0.0055
Bayswater,M_0_149_CFNC_pc,0.0038
Bellarine,M_0_149_CFNC_pc,0.0084
Benambra,M_0_149_CFNC_pc,0.0063
Bendigo East,M_0_149_CFNC_pc,0.0046
Bendigo West,M_0_149_CFNC_pc,0.0059
Bentleigh,M_0_149_CFNC_pc,0.0046
Berwick,M_0_149_CFNC_pc,0.0029
Box Hill,M_0_149_CFNC_pc,0.0034
Brighton,M_0_149_CFNC_pc,0.0093
Broadmeadows,M_0_149_CFNC_pc,0.0036
Brunswick,M_0_149_CFNC_pc,0.0087
Bulleen,M_0_149_CFNC_pc,0.0102
Bundoora,M_0_149_CFNC_pc,0.0062
Carrum,M_0_149_CFNC_pc,0.0027
Caulfield,M_0_149_CFNC_pc,0.009
Clarinda,M_0_149_CFNC_pc,0.0054
Cranbourne,M_0_149_CFNC_pc,0.0016
Croydon,M_0_149_CFNC_pc,0.0076
Dandenong,M_0_149_CFNC_pc,0.0029
Eildon,M_0_149_CFNC_pc,0.0073
Eltham,M_0_149_CFNC_pc,0.0035
Essendon,M_0_149_CFNC_pc,0.0048
Eureka,M_0_149_CFNC_pc,0.0057
Euroa,M_0_149_CFNC_pc,0.0065
Evelyn,M_0_149_CFNC_pc,0.0062
Footscray,M_0_149_CFNC_pc,0.0043
Frankston,M_0_149_CFNC_pc,0.0039
Geelong,M_0_149_CFNC_pc,0.0059
Gippsland East,M_0_149_CFNC_pc,0.0083
Gippsland South,M_0_149_CFNC_pc,0.0113
Glen Waverley,M_0_149_CFNC_pc,0.0113
Greenvale,M_0_149_CFNC_pc,0.0028
Hastings,M_0_149_CFNC_pc,0.0057
Hawthorn,M_0_149_CFNC_pc,0.006
Ivanhoe,M_0_149_CFNC_pc,0.0023
Kalkallo,M_0_149_CFNC_pc,0.0025
Kew,M_0_149_CFNC_pc,0.0123
Kororoit,M_0_149_CFNC_pc,0.0026
Lara,M_0_149_CFNC_pc,0.0037
Laverton,M_0_149_CFNC_pc,0.0017
Lowan,M_0_149_CFNC_pc,0.0119
Macedon,M_0_149_CFNC_pc,0.0063
Malvern,M_0_149_CFNC_pc,0.0117
Melbourne,M_0_149_CFNC_pc,0.0096
Melton,M_0_149_CFNC_pc,0.0022
Mildura,M_0_149_CFNC_pc,0.0087
Mill Park,M_0_149_CFNC_pc,0.0049
Monbulk,M_0_149_CFNC_pc,0.0061
Mordialloc,M_0_149_CFNC_pc,0.0075
Mornington,M_0_149_CFNC_pc,0.0117
Morwell,M_0_149_CFNC_pc,0.0106
Mulgrave,M_0_149_CFNC_pc,0.0067
Murray Plains,M_0_149_CFNC_pc,0.0052
Narracan,M_0_149_CFNC_pc,0.0038
Narre Warren North,M_0_149_CFNC_pc,0.0072
Narre Warren South,M_0_149_CFNC_pc,0.0035
Nepean,M_0_149_CFNC_pc,0.0177
Niddrie,M_0_149_CFNC_pc,0.0067
Northcote,M_0_149_CFNC_pc,0.0078
Oakleigh,M_0_149_CFNC_pc,0.0042
Ovens Valley,M_0_149_CFNC_pc,0.008
Pakenham,M_0_149_CFNC_pc,0.0035
Pascoe Vale,M_0_149_CFNC_pc,0.003
Point Cook,M_0_149_CFNC_pc,0.0044
Polwarth,M_0_149_CFNC_pc,0.0068
Prahran,M_0_149_CFNC_pc,0.0087
Preston,M_0_149_CFNC_pc,0.002
Richmond,M_0_149_CFNC_pc,0.0057
Ringwood,M_0_149_CFNC_pc,0.0065
Ripon,M_0_149_CFNC_pc,0.0092
Rowville,M_0_149_CFNC_pc,0.0077
Sandringham,M_0_149_CFNC_pc,0.008
Shepparton,M_0_149_CFNC_pc,0.0074
South Barwon,M_0_149_CFNC_pc,0.0039
South-West Coast,M_0_149_CFNC_pc,0.004
St Albans,M_0_149_CFNC_pc,0.008
Sunbury,M_0_149_CFNC_pc,0.0054
Sydenham,M_0_149_CFNC_pc,0.0035
Tarneit,M_0_149_CFNC_pc,0.0027
Thomastown,M_0_149_CFNC_pc,0.0027
Warrandyte,M_0_149_CFNC_pc,0.0088
Wendouree,M_0_149_CFNC_pc,0.0058
Werribee,M_0_149_CFNC_pc,0.0031
Williamstown,M_0_149_CFNC_pc,0.0056
Yan Yean,M_0_149_CFNC_pc,0.0021
Albert Park,M_0_149_CF_C_und15_n,3.0
Ashwood,M_0_149_CF_C_und15_n,74.0
Bass,M_0_149_CF_C_und15_n,11.0
Bayswater,M_0_149_CF_C_und15_n,51.0
Bellarine,M_0_149_CF_C_und15_n,3.0
Benambra,M_0_149_CF_C_und15_n,10.0
Bendigo East,M_0_149_CF_C_und15_n,12.0
Bendigo West,M_0_149_CF_C_und15_n,17.0
Bentleigh,M_0_149_CF_C_und15_n,35.0
Berwick,M_0_149_CF_C_und15_n,51.0
Box Hill,M_0_149_CF_C_und15_n,67.0
Brighton,M_0_149_CF_C_und15_n,41.0
Broadmeadows,M_0_149_CF_C_und15_n,18.0
Brunswick,M_0_149_CF_C_und15_n,7.0
Bulleen,M_0_149_CF_C_und15_n,69.0
Bundoora,M_0_149_CF_C_und15_n,31.0
Carrum,M_0_149_CF_C_und15_n,12.0
Caulfield,M_0_149_CF_C_und15_n,45.0
Clarinda,M_0_149_CF_C_und15_n,56.0
Cranbourne,M_0_149_CF_C_und15_n,8.0
Croydon,M_0_149_CF_C_und15_n,20.0
Dandenong,M_0_149_CF_C_und15_n,23.0
Eildon,M_0_149_CF_C_und15_n,12.0
Eltham,M_0_149_CF_C_und15_n,49.0
Essendon,M_0_149_CF_C_und15_n,26.0
Eureka,M_0_149_CF_C_und15_n,11.0
Euroa,M_0_149_CF_C_und15_n,0.0
Evelyn,M_0_149_CF_C_und15_n,35.0
Footscray,M_0_149_CF_C_und15_n,29.0
Frankston,M_0_149_CF_C_und15_n,4.0
Geelong,M_0_149_CF_C_und15_n,22.0
Gippsland East,M_0_149_CF_C_und15_n,12.0
Gippsland South,M_0_149_CF_C_und15_n,20.0
Glen Waverley,M_0_149_CF_C_und15_n,119.0
Greenvale,M_0_149_CF_C_und15_n,68.0
Hastings,M_0_149_CF_C_und15_n,36.0
Hawthorn,M_0_149_CF_C_und15_n,33.0
Ivanhoe,M_0_149_CF_C_und15_n,38.0
Kalkallo,M_0_149_CF_C_und15_n,17.0
Kew,M_0_149_CF_C_und15_n,93.0
Kororoit,M_0_149_CF_C_und15_n,32.0
Lara,M_0_149_CF_C_und15_n,12.0
Laverton,M_0_149_CF_C_und15_n,27.0
Lowan,M_0_149_CF_C_und15_n,10.0
Macedon,M_0_149_CF_C_und15_n,0.0
Malvern,M_0_149_CF_C_und15_n,22.0
Melbourne,M_0_149_CF_C_und15_n,0.0
Melton,M_0_149_CF_C_und15_n,16.0
Mildura,M_0_149_CF_C_und15_n,8.0
Mill Park,M_0_149_CF_C_und15_n,44.0
Monbulk,M_0_149_CF_C_und15_n,40.0
Mordialloc,M_0_149_CF_C_und15_n,44.0
Mornington,M_0_149_CF_C_und15_n,31.0
Morwell,M_0_149_CF_C_und15_n,19.0
Mulgrave,M_0_149_CF_C_und15_n,39.0
Murray Plains,M_0_149_CF_C_und15_n,18.0
Narracan,M_0_149_CF_C_und15_n,9.0
Narre Warren North,M_0_149_CF_C_und15_n,68.0
Narre Warren South,M_0_149_CF_C_und15_n,51.0
Nepean,M_0_149_CF_C_und15_n,8.0
Niddrie,M_0_149_CF_C_und15_n,39.0
Northcote,M_0_149_CF_C_und15_n,37.0
Oakleigh,M_0_149_CF_C_und15_n,29.0
Ovens Valley,M_0_149_CF_C_und15_n,13.0
Pakenham,M_0_149_CF_C_und15_n,14.0
Pascoe Vale,M_0_149_CF_C_und15_n,38.0
Point Cook,M_0_149_CF_C_und15_n,57.0
Polwarth,M_0_149_CF_C_und15_n,19.0
Prahran,M_0_149_CF_C_und15_n,3.0
Preston,M_0_149_CF_C_und15_n,8.0
Richmond,M_0_149_CF_C_und15_n,3.0
Ringwood,M_0_149_CF_C_und15_n,29.0
Ripon,M_0_149_CF_C_und15_n,14.0
Rowville,M_0_149_CF_C_und15_n,93.0
Sandringham,M_0_149_CF_C_und15_n,46.0
Shepparton,M_0_149_CF_C_und15_n,9.0
South Barwon,M_0_149_CF_C_und15_n,7.0
South-West Coast,M_0_149_CF_C_und15_n,6.0
St Albans,M_0_149_CF_C_und15_n,75.0
Sunbury,M_0_149_CF_C_und15_n,21.0
Sydenham,M_0_149_CF_C_und15_n,71.0
Tarneit,M_0_149_CF_C_und15_n,31.0
Thomastown,M_0_149_CF_C_und15_n,31.0
Warrandyte,M_0_149_CF_C_und15_n,54.0
Wendouree,M_0_149_CF_C_und15_n,11.0
Werribee,M_0_149_CF_C_und15_n,21.0
Williamstown,M_0_149_CF_C_und15_n,20.0
Yan Yean,M_0_149_CF_C_und15_n,31.0
Albert Park,M_0_149_CF_C_und15_pc,0.0006
Ashwood,M_0_149_CF_C_und15_pc,0.0088
Bass,M_0_149_CF_C_und15_pc,0.0014
Bayswater,M_0_149_CF_C_und15_pc,0.0055
Bellarine,M_0_149_CF_C_und15_pc,0.0004
Benambra,M_0_149_CF_C_und15_pc,0.0013
Bendigo East,M_0_149_CF_C_und15_pc,0.0014
Bendigo West,M_0_149_CF_C_und15_pc,0.0025
Bentleigh,M_0_149_CF_C_und15_pc,0.0038
Berwick,M_0_149_CF_C_und15_pc,0.0039
Box Hill,M_0_149_CF_C_und15_pc,0.0082
Brighton,M_0_149_CF_C_und15_pc,0.0062
Broadmeadows,M_0_149_CF_C_und15_pc,0.0025
Brunswick,M_0_149_CF_C_und15_pc,0.0013
Bulleen,M_0_149_CF_C_und15_pc,0.0091
Bundoora,M_0_149_CF_C_und15_pc,0.0039
Carrum,M_0_149_CF_C_und15_pc,0.0011
Caulfield,M_0_149_CF_C_und15_pc,0.007
Clarinda,M_0_149_CF_C_und15_pc,0.0071
Cranbourne,M_0_149_CF_C_und15_pc,0.0006
Croydon,M_0_149_CF_C_und15_pc,0.002
Dandenong,M_0_149_CF_C_und15_pc,0.0031
Eildon,M_0_149_CF_C_und15_pc,0.0014
Eltham,M_0_149_CF_C_und15_pc,0.0051
Essendon,M_0_149_CF_C_und15_pc,0.0039
Eureka,M_0_149_CF_C_und15_pc,0.0011
Euroa,M_0_149_CF_C_und15_pc,0.0
Evelyn,M_0_149_CF_C_und15_pc,0.0032
Footscray,M_0_149_CF_C_und15_pc,0.0039
Frankston,M_0_149_CF_C_und15_pc,0.0005
Geelong,M_0_149_CF_C_und15_pc,0.0029
Gippsland East,M_0_149_CF_C_und15_pc,0.0019
Gippsland South,M_0_149_CF_C_und15_pc,0.0029
Glen Waverley,M_0_149_CF_C_und15_pc,0.014
Greenvale,M_0_149_CF_C_und15_pc,0.0066
Hastings,M_0_149_CF_C_und15_pc,0.0038
Hawthorn,M_0_149_CF_C_und15_pc,0.0052
Ivanhoe,M_0_149_CF_C_und15_pc,0.0055
Kalkallo,M_0_149_CF_C_und15_pc,0.0011
Kew,M_0_149_CF_C_und15_pc,0.013
Kororoit,M_0_149_CF_C_und15_pc,0.0027
Lara,M_0_149_CF_C_und15_pc,0.0017
Laverton,M_0_149_CF_C_und15_pc,0.0026
Lowan,M_0_149_CF_C_und15_pc,0.0016
Macedon,M_0_149_CF_C_und15_pc,0.0
Malvern,M_0_149_CF_C_und15_pc,0.0039
Melbourne,M_0_149_CF_C_und15_pc,0.0
Melton,M_0_149_CF_C_und15_pc,0.0014
Mildura,M_0_149_CF_C_und15_pc,0.0012
Mill Park,M_0_149_CF_C_und15_pc,0.0049
Monbulk,M_0_149_CF_C_und15_pc,0.0037
Mordialloc,M_0_149_CF_C_und15_pc,0.0042
Mornington,M_0_149_CF_C_und15_pc,0.0037
Morwell,M_0_149_CF_C_und15_pc,0.0025
Mulgrave,M_0_149_CF_C_und15_pc,0.0054
Murray Plains,M_0_149_CF_C_und15_pc,0.0028
Narracan,M_0_149_CF_C_und15_pc,0.001
Narre Warren North,M_0_149_CF_C_und15_pc,0.0066
Narre Warren South,M_0_149_CF_C_und15_pc,0.0038
Nepean,M_0_149_CF_C_und15_pc,0.0014
Niddrie,M_0_149_CF_C_und15_pc,0.0052
Northcote,M_0_149_CF_C_und15_pc,0.0057
Oakleigh,M_0_149_CF_C_und15_pc,0.0037
Ovens Valley,M_0_149_CF_C_und15_pc,0.0021
Pakenham,M_0_149_CF_C_und15_pc,0.0012
Pascoe Vale,M_0_149_CF_C_und15_pc,0.0052
Point Cook,M_0_149_CF_C_und15_pc,0.0045
Polwarth,M_0_149_CF_C_und15_pc,0.0025
Prahran,M_0_149_CF_C_und15_pc,0.0007
Preston,M_0_149_CF_C_und15_pc,0.0012
Richmond,M_0_149_CF_C_und15_pc,0.0006
Ringwood,M_0_149_CF_C_und15_pc,0.0031
Ripon,M_0_149_CF_C_und15_pc,0.0018
Rowville,M_0_149_CF_C_und15_pc,0.0096
Sandringham,M_0_149_CF_C_und15_pc,0.0063
Shepparton,M_0_149_CF_C_und15_pc,0.0012
South Barwon,M_0_149_CF_C_und15_pc,0.0008
South-West Coast,M_0_149_CF_C_und15_pc,0.0008
St Albans,M_0_149_CF_C_und15_pc,0.0115
Sunbury,M_0_149_CF_C_und15_pc,0.0024
Sydenham,M_0_149_CF_C_und15_pc,0.0063
Tarneit,M_0_149_CF_C_und15_pc,0.0024
Thomastown,M_0_149_CF_C_und15_pc,0.0034
Warrandyte,M_0_149_CF_C_und15_pc,0.0058
Wendouree,M_0_149_CF_C_und15_pc,0.0017
Werribee,M_0_149_CF_C_und15_pc,0.0019
Williamstown,M_0_149_CF_C_und15_pc,0.0027
Yan Yean,M_0_149_CF_C_und15_pc,0.0027
Albert Park,M_0_149_CFNC_und15_n,22.0
Ashwood,M_0_149_CFNC_und15_n,91.0
Bass,M_0_149_CFNC_und15_n,11.0
Bayswater,M_0_149_CFNC_und15_n,22.0
Bellarine,M_0_149_CFNC_und15_n,15.0
Benambra,M_0_149_CFNC_und15_n,15.0
Bendigo East,M_0_149_CFNC_und15_n,14.0
Bendigo West,M_0_149_CFNC_und15_n,28.0
Bentleigh,M_0_149_CFNC_und15_n,60.0
Berwick,M_0_149_CFNC_und15_n,72.0
Box Hill,M_0_149_CFNC_und15_n,60.0
Brighton,M_0_149_CFNC_und15_n,82.0
Broadmeadows,M_0_149_CFNC_und15_n,81.0
Brunswick,M_0_149_CFNC_und15_n,36.0
Bulleen,M_0_149_CFNC_und15_n,41.0
Bundoora,M_0_149_CFNC_und15_n,68.0
Carrum,M_0_149_CFNC_und15_n,39.0
Caulfield,M_0_149_CFNC_und15_n,34.0
Clarinda,M_0_149_CFNC_und15_n,53.0
Cranbourne,M_0_149_CFNC_und15_n,38.0
Croydon,M_0_149_CFNC_und15_n,40.0
Dandenong,M_0_149_CFNC_und15_n,36.0
Eildon,M_0_149_CFNC_und15_n,20.0
Eltham,M_0_149_CFNC_und15_n,34.0
Essendon,M_0_149_CFNC_und15_n,56.0
Eureka,M_0_149_CFNC_und15_n,33.0
Euroa,M_0_149_CFNC_und15_n,19.0
Evelyn,M_0_149_CFNC_und15_n,37.0
Footscray,M_0_149_CFNC_und15_n,67.0
Frankston,M_0_149_CFNC_und15_n,19.0
Geelong,M_0_149_CFNC_und15_n,40.0
Gippsland East,M_0_149_CFNC_und15_n,12.0
Gippsland South,M_0_149_CFNC_und15_n,39.0
Glen Waverley,M_0_149_CFNC_und15_n,74.0
Greenvale,M_0_149_CFNC_und15_n,67.0
Hastings,M_0_149_CFNC_und15_n,18.0
Hawthorn,M_0_149_CFNC_und15_n,57.0
Ivanhoe,M_0_149_CFNC_und15_n,27.0
Kalkallo,M_0_149_CFNC_und15_n,60.0
Kew,M_0_149_CFNC_und15_n,98.0
Kororoit,M_0_149_CFNC_und15_n,95.0
Lara,M_0_149_CFNC_und15_n,18.0
Laverton,M_0_149_CFNC_und15_n,85.0
Lowan,M_0_149_CFNC_und15_n,65.0
Macedon,M_0_149_CFNC_und15_n,19.0
Malvern,M_0_149_CFNC_und15_n,57.0
Melbourne,M_0_149_CFNC_und15_n,13.0
Melton,M_0_149_CFNC_und15_n,30.0
Mildura,M_0_149_CFNC_und15_n,21.0
Mill Park,M_0_149_CFNC_und15_n,47.0
Monbulk,M_0_149_CFNC_und15_n,43.0
Mordialloc,M_0_149_CFNC_und15_n,59.0
Mornington,M_0_149_CFNC_und15_n,21.0
Morwell,M_0_149_CFNC_und15_n,16.0
Mulgrave,M_0_149_CFNC_und15_n,35.0
Murray Plains,M_0_149_CFNC_und15_n,36.0
Narracan,M_0_149_CFNC_und15_n,14.0
Narre Warren North,M_0_149_CFNC_und15_n,55.0
Narre Warren South,M_0_149_CFNC_und15_n,64.0
Nepean,M_0_149_CFNC_und15_n,3.0
Niddrie,M_0_149_CFNC_und15_n,45.0
Northcote,M_0_149_CFNC_und15_n,55.0
Oakleigh,M_0_149_CFNC_und15_n,98.0
Ovens Valley,M_0_149_CFNC_und15_n,3.0
Pakenham,M_0_149_CFNC_und15_n,12.0
Pascoe Vale,M_0_149_CFNC_und15_n,31.0
Point Cook,M_0_149_CFNC_und15_n,117.0
Polwarth,M_0_149_CFNC_und15_n,43.0
Prahran,M_0_149_CFNC_und15_n,14.0
Preston,M_0_149_CFNC_und15_n,34.0
Richmond,M_0_149_CFNC_und15_n,21.0
Ringwood,M_0_149_CFNC_und15_n,86.0
Ripon,M_0_149_CFNC_und15_n,39.0
Rowville,M_0_149_CFNC_und15_n,50.0
Sandringham,M_0_149_CFNC_und15_n,23.0
Shepparton,M_0_149_CFNC_und15_n,34.0
South Barwon,M_0_149_CFNC_und15_n,32.0
South-West Coast,M_0_149_CFNC_und15_n,23.0
St Albans,M_0_149_CFNC_und15_n,42.0
Sunbury,M_0_149_CFNC_und15_n,22.0
Sydenham,M_0_149_CFNC_und15_n,81.0
Tarneit,M_0_149_CFNC_und15_n,79.0
Thomastown,M_0_149_CFNC_und15_n,57.0
Warrandyte,M_0_149_CFNC_und15_n,61.0
Wendouree,M_0_149_CFNC_und15_n,26.0
Werribee,M_0_149_CFNC_und15_n,39.0
Williamstown,M_0_149_CFNC_und15_n,42.0
Yan Yean,M_0_149_CFNC_und15_n,58.0
Albert Park,M_0_149_CFNC_und15_pc,0.0043
Ashwood,M_0_149_CFNC_und15_pc,0.0109
Bass,M_0_149_CFNC_und15_pc,0.0014
Bayswater,M_0_149_CFNC_und15_pc,0.0024
Bellarine,M_0_149_CFNC_und15_pc,0.0019
Benambra,M_0_149_CFNC_und15_pc,0.002
Bendigo East,M_0_149_CFNC_und15_pc,0.0017
Bendigo West,M_0_149_CFNC_und15_pc,0.0041
Bentleigh,M_0_149_CFNC_und15_pc,0.0066
Berwick,M_0_149_CFNC_und15_pc,0.0055
Box Hill,M_0_149_CFNC_und15_pc,0.0073
Brighton,M_0_149_CFNC_und15_pc,0.0125
Broadmeadows,M_0_149_CFNC_und15_pc,0.0114
Brunswick,M_0_149_CFNC_und15_pc,0.0069
Bulleen,M_0_149_CFNC_und15_pc,0.0054
Bundoora,M_0_149_CFNC_und15_pc,0.0086
Carrum,M_0_149_CFNC_und15_pc,0.0035
Caulfield,M_0_149_CFNC_und15_pc,0.0053
Clarinda,M_0_149_CFNC_und15_pc,0.0067
Cranbourne,M_0_149_CFNC_und15_pc,0.0028
Croydon,M_0_149_CFNC_und15_pc,0.0039
Dandenong,M_0_149_CFNC_und15_pc,0.0048
Eildon,M_0_149_CFNC_und15_pc,0.0023
Eltham,M_0_149_CFNC_und15_pc,0.0035
Essendon,M_0_149_CFNC_und15_pc,0.0085
Eureka,M_0_149_CFNC_und15_pc,0.0034
Euroa,M_0_149_CFNC_und15_pc,0.0026
Evelyn,M_0_149_CFNC_und15_pc,0.0034
Footscray,M_0_149_CFNC_und15_pc,0.009
Frankston,M_0_149_CFNC_und15_pc,0.0026
Geelong,M_0_149_CFNC_und15_pc,0.0052
Gippsland East,M_0_149_CFNC_und15_pc,0.0019
Gippsland South,M_0_149_CFNC_und15_pc,0.0056
Glen Waverley,M_0_149_CFNC_und15_pc,0.0087
Greenvale,M_0_149_CFNC_und15_pc,0.0065
Hastings,M_0_149_CFNC_und15_pc,0.0019
Hawthorn,M_0_149_CFNC_und15_pc,0.009
Ivanhoe,M_0_149_CFNC_und15_pc,0.0039
Kalkallo,M_0_149_CFNC_und15_pc,0.0039
Kew,M_0_149_CFNC_und15_pc,0.0137
Kororoit,M_0_149_CFNC_und15_pc,0.0081
Lara,M_0_149_CFNC_und15_pc,0.0026
Laverton,M_0_149_CFNC_und15_pc,0.008
Lowan,M_0_149_CFNC_und15_pc,0.0104
Macedon,M_0_149_CFNC_und15_pc,0.0021
Malvern,M_0_149_CFNC_und15_pc,0.01
Melbourne,M_0_149_CFNC_und15_pc,0.0026
Melton,M_0_149_CFNC_und15_pc,0.0027
Mildura,M_0_149_CFNC_und15_pc,0.0032
Mill Park,M_0_149_CFNC_und15_pc,0.0052
Monbulk,M_0_149_CFNC_und15_pc,0.004
Mordialloc,M_0_149_CFNC_und15_pc,0.0057
Mornington,M_0_149_CFNC_und15_pc,0.0025
Morwell,M_0_149_CFNC_und15_pc,0.0021
Mulgrave,M_0_149_CFNC_und15_pc,0.0049
Murray Plains,M_0_149_CFNC_und15_pc,0.0057
Narracan,M_0_149_CFNC_und15_pc,0.0016
Narre Warren North,M_0_149_CFNC_und15_pc,0.0054
Narre Warren South,M_0_149_CFNC_und15_pc,0.0048
Nepean,M_0_149_CFNC_und15_pc,0.0005
Niddrie,M_0_149_CFNC_und15_pc,0.006
Northcote,M_0_149_CFNC_und15_pc,0.0084
Oakleigh,M_0_149_CFNC_und15_pc,0.0124
Ovens Valley,M_0_149_CFNC_und15_pc,0.0005
Pakenham,M_0_149_CFNC_und15_pc,0.0011
Pascoe Vale,M_0_149_CFNC_und15_pc,0.0042
Point Cook,M_0_149_CFNC_und15_pc,0.0093
Polwarth,M_0_149_CFNC_und15_pc,0.0057
Prahran,M_0_149_CFNC_und15_pc,0.0033
Preston,M_0_149_CFNC_und15_pc,0.0052
Richmond,M_0_149_CFNC_und15_pc,0.0043
Ringwood,M_0_149_CFNC_und15_pc,0.0092
Ripon,M_0_149_CFNC_und15_pc,0.005
Rowville,M_0_149_CFNC_und15_pc,0.0052
Sandringham,M_0_149_CFNC_und15_pc,0.0032
Shepparton,M_0_149_CFNC_und15_pc,0.0045
South Barwon,M_0_149_CFNC_und15_pc,0.0034
South-West Coast,M_0_149_CFNC_und15_pc,0.0032
St Albans,M_0_149_CFNC_und15_pc,0.0064
Sunbury,M_0_149_CFNC_und15_pc,0.0025
Sydenham,M_0_149_CFNC_und15_pc,0.0072
Tarneit,M_0_149_CFNC_und15_pc,0.0062
Thomastown,M_0_149_CFNC_und15_pc,0.0063
Warrandyte,M_0_149_CFNC_und15_pc,0.0066
Wendouree,M_0_149_CFNC_und15_pc,0.004
Werribee,M_0_149_CFNC_und15_pc,0.0035
Williamstown,M_0_149_CFNC_und15_pc,0.0056
Yan Yean,M_0_149_CFNC_und15_pc,0.005
Albert Park,M_0_149_1PF_C_und15_n,0.0
Ashwood,M_0_149_1PF_C_und15_n,0.0
Bass,M_0_149_1PF_C_und15_n,0.0
Bayswater,M_0_149_1PF_C_und15_n,0.0
Bellarine,M_0_149_1PF_C_und15_n,0.0
Benambra,M_0_149_1PF_C_und15_n,0.0
Bendigo East,M_0_149_1PF_C_und15_n,0.0
Bendigo West,M_0_149_1PF_C_und15_n,0.0
Bentleigh,M_0_149_1PF_C_und15_n,0.0
Berwick,M_0_149_1PF_C_und15_n,0.0
Box Hill,M_0_149_1PF_C_und15_n,10.0
Brighton,M_0_149_1PF_C_und15_n,0.0
