district,census_variable,value
Albert Park,Neg_Nil_inc_cpl_fam_no_child,103.0
Ashwood,Neg_Nil_inc_cpl_fam_no_child,215.0
Bass,Neg_Nil_inc_cpl_fam_no_child,171.0
Bayswater,Neg_Nil_inc_cpl_fam_no_child,174.0
Bellarine,Neg_Nil_inc_cpl_fam_no_child,149.0
Benambra,Neg_Nil_inc_cpl_fam_no_child,47.0
Bendigo East,Neg_Nil_inc_cpl_fam_no_child,51.0
Bendigo West,Neg_Nil_inc_cpl_fam_no_child,33.0
Bentleigh,Neg_Nil_inc_cpl_fam_no_child,137.0
Berwick,Neg_Nil_inc_cpl_fam_no_child,175.0
Box Hill,Neg_Nil_inc_cpl_fam_no_child,304.0
Brighton,Neg_Nil_inc_cpl_fam_no_child,55.0
Broadmeadows,Neg_Nil_inc_cpl_fam_no_child,80.0
Brunswick,Neg_Nil_inc_cpl_fam_no_child,27.0
Bulleen,Neg_Nil_inc_cpl_fam_no_child,334.0
Bundoora,Neg_Nil_inc_cpl_fam_no_child,137.0
Carrum,Neg_Nil_inc_cpl_fam_no_child,118.0
Caulfield,Neg_Nil_inc_cpl_fam_no_child,60.0
Clarinda,Neg_Nil_inc_cpl_fam_no_child,236.0
Cranbourne,Neg_Nil_inc_cpl_fam_no_child,150.0
Croydon,Neg_Nil_inc_cpl_fam_no_child,98.0
Dandenong,Neg_Nil_inc_cpl_fam_no_child,220.0
Eildon,Neg_Nil_inc_cpl_fam_no_child,82.0
Eltham,Neg_Nil_inc_cpl_fam_no_child,67.0
Essendon,Neg_Nil_inc_cpl_fam_no_child,63.0
Eureka,Neg_Nil_inc_cpl_fam_no_child,94.0
Euroa,Neg_Nil_inc_cpl_fam_no_child,90.0
Evelyn,Neg_Nil_inc_cpl_fam_no_child,81.0
Footscray,Neg_Nil_inc_cpl_fam_no_child,58.0
Frankston,Neg_Nil_inc_cpl_fam_no_child,63.0
Geelong,Neg_Nil_inc_cpl_fam_no_child,44.0
Gippsland East,Neg_Nil_inc_cpl_fam_no_child,111.0
Gippsland South,Neg_Nil_inc_cpl_fam_no_child,126.0
Glen Waverley,Neg_Nil_inc_cpl_fam_no_child,371.0
Greenvale,Neg_Nil_inc_cpl_fam_no_child,115.0
Hastings,Neg_Nil_inc_cpl_fam_no_child,87.0
Hawthorn,Neg_Nil_inc_cpl_fam_no_child,80.0
Ivanhoe,Neg_Nil_inc_cpl_fam_no_child,84.0
Kalkallo,Neg_Nil_inc_cpl_fam_no_child,215.0
Kew,Neg_Nil_inc_cpl_fam_no_child,155.0
Kororoit,Neg_Nil_inc_cpl_fam_no_child,230.0
Lara,Neg_Nil_inc_cpl_fam_no_child,64.0
Laverton,Neg_Nil_inc_cpl_fam_no_child,247.0
Lowan,Neg_Nil_inc_cpl_fam_no_child,66.0
Macedon,Neg_Nil_inc_cpl_fam_no_child,100.0
Malvern,Neg_Nil_inc_cpl_fam_no_child,33.0
Melbourne,Neg_Nil_inc_cpl_fam_no_child,338.0
Melton,Neg_Nil_inc_cpl_fam_no_child,161.0
Mildura,Neg_Nil_inc_cpl_fam_no_child,73.0
Mill Park,Neg_Nil_inc_cpl_fam_no_child,157.0
Monbulk,Neg_Nil_inc_cpl_fam_no_child,64.0
Mordialloc,Neg_Nil_inc_cpl_fam_no_child,127.0
Mornington,Neg_Nil_inc_cpl_fam_no_child,77.0
Morwell,Neg_Nil_inc_cpl_fam_no_child,91.0
Mulgrave,Neg_Nil_inc_cpl_fam_no_child,327.0
Murray Plains,Neg_Nil_inc_cpl_fam_no_child,98.0
Narracan,Neg_Nil_inc_cpl_fam_no_child,138.0
Narre Warren North,Neg_Nil_inc_cpl_fam_no_child,197.0
Narre Warren South,Neg_Nil_inc_cpl_fam_no_child,170.0
Nepean,Neg_Nil_inc_cpl_fam_no_child,125.0
Niddrie,Neg_Nil_inc_cpl_fam_no_child,188.0
Northcote,Neg_Nil_inc_cpl_fam_no_child,35.0
Oakleigh,Neg_Nil_inc_cpl_fam_no_child,239.0
Ovens Valley,Neg_Nil_inc_cpl_fam_no_child,79.0
Pakenham,Neg_Nil_inc_cpl_fam_no_child,122.0
Pascoe Vale,Neg_Nil_inc_cpl_fam_no_child,123.0
Point Cook,Neg_Nil_inc_cpl_fam_no_child,317.0
Polwarth,Neg_Nil_inc_cpl_fam_no_child,108.0
Prahran,Neg_Nil_inc_cpl_fam_no_child,51.0
Preston,Neg_Nil_inc_cpl_fam_no_child,119.0
Richmond,Neg_Nil_inc_cpl_fam_no_child,24.0
Ringwood,Neg_Nil_inc_cpl_fam_no_child,207.0
Ripon,Neg_Nil_inc_cpl_fam_no_child,79.0
Rowville,Neg_Nil_inc_cpl_fam_no_child,237.0
Sandringham,Neg_Nil_inc_cpl_fam_no_child,56.0
Shepparton,Neg_Nil_inc_cpl_fam_no_child,103.0
South Barwon,Neg_Nil_inc_cpl_fam_no_child,47.0
South-West Coast,Neg_Nil_inc_cpl_fam_no_child,77.0
St Albans,Neg_Nil_inc_cpl_fam_no_child,323.0
Sunbury,Neg_Nil_inc_cpl_fam_no_child,94.0
Sydenham,Neg_Nil_inc_cpl_fam_no_child,157.0
Tarneit,Neg_Nil_inc_cpl_fam_no_child,281.0
Thomastown,Neg_Nil_inc_cpl_fam_no_child,292.0
Warrandyte,Neg_Nil_inc_cpl_fam_no_child,204.0
Wendouree,Neg_Nil_inc_cpl_fam_no_child,60.0
