district,census_variable,value
Albert Park,Intct_fam_no_otr_chld_pre_Fam,4897.0
Ashwood,Intct_fam_no_otr_chld_pre_Fam,10645.0
Bass,Intct_fam_no_otr_chld_pre_Fam,6059.0
Bayswater,Intct_fam_no_otr_chld_pre_Fam,8290.0
Bellarine,Intct_fam_no_otr_chld_pre_Fam,6573.0
Benambra,Intct_fam_no_otr_chld_pre_Fam,6031.0
Bendigo East,Intct_fam_no_otr_chld_pre_Fam,6859.0
Bendigo West,Intct_fam_no_otr_chld_pre_Fam,5273.0
Bentleigh,Intct_fam_no_otr_chld_pre_Fam,10247.0
Berwick,Intct_fam_no_otr_chld_pre_Fam,11948.0
Box Hill,Intct_fam_no_otr_chld_pre_Fam,9613.0
Brighton,Intct_fam_no_otr_chld_pre_Fam,7559.0
Broadmeadows,Intct_fam_no_otr_chld_pre_Fam,8573.0
Brunswick,Intct_fam_no_otr_chld_pre_Fam,5081.0
Bulleen,Intct_fam_no_otr_chld_pre_Fam,9326.0
Bundoora,Intct_fam_no_otr_chld_pre_Fam,8212.0
Carrum,Intct_fam_no_otr_chld_pre_Fam,8515.0
Caulfield,Intct_fam_no_otr_chld_pre_Fam,7288.0
Clarinda,Intct_fam_no_otr_chld_pre_Fam,8821.0
Cranbourne,Intct_fam_no_otr_chld_pre_Fam,11183.0
Croydon,Intct_fam_no_otr_chld_pre_Fam,8344.0
Dandenong,Intct_fam_no_otr_chld_pre_Fam,9230.0
Eildon,Intct_fam_no_otr_chld_pre_Fam,6127.0
Eltham,Intct_fam_no_otr_chld_pre_Fam,9094.0
Essendon,Intct_fam_no_otr_chld_pre_Fam,7568.0
Eureka,Intct_fam_no_otr_chld_pre_Fam,7486.0
Euroa,Intct_fam_no_otr_chld_pre_Fam,5310.0
Evelyn,Intct_fam_no_otr_chld_pre_Fam,8454.0
Footscray,Intct_fam_no_otr_chld_pre_Fam,7172.0
Frankston,Intct_fam_no_otr_chld_pre_Fam,5874.0
Geelong,Intct_fam_no_otr_chld_pre_Fam,6857.0
Gippsland East,Intct_fam_no_otr_chld_pre_Fam,4857.0
Gippsland South,Intct_fam_no_otr_chld_pre_Fam,5444.0
Glen Waverley,Intct_fam_no_otr_chld_pre_Fam,11159.0
Greenvale,Intct_fam_no_otr_chld_pre_Fam,10746.0
Hastings,Intct_fam_no_otr_chld_pre_Fam,6903.0
Hawthorn,Intct_fam_no_otr_chld_pre_Fam,7739.0
Ivanhoe,Intct_fam_no_otr_chld_pre_Fam,7841.0
Kalkallo,Intct_fam_no_otr_chld_pre_Fam,13997.0
Kew,Intct_fam_no_otr_chld_pre_Fam,9703.0
Kororoit,Intct_fam_no_otr_chld_pre_Fam,11348.0
Lara,Intct_fam_no_otr_chld_pre_Fam,6294.0
Laverton,Intct_fam_no_otr_chld_pre_Fam,11257.0
Lowan,Intct_fam_no_otr_chld_pre_Fam,5687.0
Macedon,Intct_fam_no_otr_chld_pre_Fam,7151.0
Malvern,Intct_fam_no_otr_chld_pre_Fam,6683.0
Melbourne,Intct_fam_no_otr_chld_pre_Fam,4839.0
Melton,Intct_fam_no_otr_chld_pre_Fam,9154.0
Mildura,Intct_fam_no_otr_chld_pre_Fam,5786.0
Mill Park,Intct_fam_no_otr_chld_pre_Fam,9209.0
Monbulk,Intct_fam_no_otr_chld_pre_Fam,7962.0
Mordialloc,Intct_fam_no_otr_chld_pre_Fam,9688.0
Mornington,Intct_fam_no_otr_chld_pre_Fam,7351.0
Morwell,Intct_fam_no_otr_chld_pre_Fam,5637.0
Mulgrave,Intct_fam_no_otr_chld_pre_Fam,8716.0
Murray Plains,Intct_fam_no_otr_chld_pre_Fam,5479.0
Narracan,Intct_fam_no_otr_chld_pre_Fam,6583.0
Narre Warren North,Intct_fam_no_otr_chld_pre_Fam,9937.0
Narre Warren South,Intct_fam_no_otr_chld_pre_Fam,12413.0
Nepean,Intct_fam_no_otr_chld_pre_Fam,4709.0
Niddrie,Intct_fam_no_otr_chld_pre_Fam,8761.0
Northcote,Intct_fam_no_otr_chld_pre_Fam,6987.0
Oakleigh,Intct_fam_no_otr_chld_pre_Fam,9167.0
Ovens Valley,Intct_fam_no_otr_chld_pre_Fam,5196.0
Pakenham,Intct_fam_no_otr_chld_pre_Fam,8925.0
Pascoe Vale,Intct_fam_no_otr_chld_pre_Fam,7780.0
Point Cook,Intct_fam_no_otr_chld_pre_Fam,13387.0
Polwarth,Intct_fam_no_otr_chld_pre_Fam,6945.0
Prahran,Intct_fam_no_otr_chld_pre_Fam,3479.0
Preston,Intct_fam_no_otr_chld_pre_Fam,7375.0
Richmond,Intct_fam_no_otr_chld_pre_Fam,4008.0
Ringwood,Intct_fam_no_otr_chld_pre_Fam,9788.0
Ripon,Intct_fam_no_otr_chld_pre_Fam,5823.0
Rowville,Intct_fam_no_otr_chld_pre_Fam,10030.0
Sandringham,Intct_fam_no_otr_chld_pre_Fam,7615.0
Shepparton,Intct_fam_no_otr_chld_pre_Fam,6740.0
South Barwon,Intct_fam_no_otr_chld_pre_Fam,8038.0
South-West Coast,Intct_fam_no_otr_chld_pre_Fam,6286.0
St Albans,Intct_fam_no_otr_chld_pre_Fam,7562.0
Sunbury,Intct_fam_no_otr_chld_pre_Fam,7234.0
Sydenham,Intct_fam_no_otr_chld_pre_Fam,11284.0
Tarneit,Intct_fam_no_otr_chld_pre_Fam,12787.0
Thomastown,Intct_fam_no_otr_chld_pre_Fam,9815.0
Warrandyte,Intct_fam_no_otr_chld_pre_Fam,10286.0
Wendouree,Intct_fam_no_otr_chld_pre_Fam,5659.0
Werribee,Intct_fam_no_otr_chld_pre_Fam,10045.0
Williamstown,Intct_fam_no_otr_chld_pre_Fam,7879.0
Yan Yean,Intct_fam_no_otr_chld_pre_Fam,9956.0
Albert Park,Intct_fam_no_otr_chld_pre_Fam_pc,0.9082
Ashwood,Intct_fam_no_otr_chld_pre_Fam_pc,0.9461
Bass,Intct_fam_no_otr_chld_pre_Fam_pc,0.8537
Bayswater,Intct_fam_no_otr_chld_pre_Fam_pc,0.8988
Bellarine,Intct_fam_no_otr_chld_pre_Fam_pc,0.874
Benambra,Intct_fam_no_otr_chld_pre_Fam_pc,0.849
Bendigo East,Intct_fam_no_otr_chld_pre_Fam_pc,0.8547
Bendigo West,Intct_fam_no_otr_chld_pre_Fam_pc,0.8637
Bentleigh,Intct_fam_no_otr_chld_pre_Fam_pc,0.9315
Berwick,Intct_fam_no_otr_chld_pre_Fam_pc,0.9015
Box Hill,Intct_fam_no_otr_chld_pre_Fam_pc,0.9371
Brighton,Intct_fam_no_otr_chld_pre_Fam_pc,0.9213
Broadmeadows,Intct_fam_no_otr_chld_pre_Fam_pc,0.9341
Brunswick,Intct_fam_no_otr_chld_pre_Fam_pc,0.933
Bulleen,Intct_fam_no_otr_chld_pre_Fam_pc,0.9338
Bundoora,Intct_fam_no_otr_chld_pre_Fam_pc,0.9253
Carrum,Intct_fam_no_otr_chld_pre_Fam_pc,0.8646
Caulfield,Intct_fam_no_otr_chld_pre_Fam_pc,0.9388
Clarinda,Intct_fam_no_otr_chld_pre_Fam_pc,0.9061
Cranbourne,Intct_fam_no_otr_chld_pre_Fam_pc,0.8808
Croydon,Intct_fam_no_otr_chld_pre_Fam_pc,0.883
Dandenong,Intct_fam_no_otr_chld_pre_Fam_pc,0.9001
Eildon,Intct_fam_no_otr_chld_pre_Fam_pc,0.8604
Eltham,Intct_fam_no_otr_chld_pre_Fam_pc,0.912
Essendon,Intct_fam_no_otr_chld_pre_Fam_pc,0.9385
Eureka,Intct_fam_no_otr_chld_pre_Fam_pc,0.8626
Euroa,Intct_fam_no_otr_chld_pre_Fam_pc,0.8476
Evelyn,Intct_fam_no_otr_chld_pre_Fam_pc,0.8761
Footscray,Intct_fam_no_otr_chld_pre_Fam_pc,0.9311
Frankston,Intct_fam_no_otr_chld_pre_Fam_pc,0.8561
Geelong,Intct_fam_no_otr_chld_pre_Fam_pc,0.9008
Gippsland East,Intct_fam_no_otr_chld_pre_Fam_pc,0.8563
Gippsland South,Intct_fam_no_otr_chld_pre_Fam_pc,0.858
Glen Waverley,Intct_fam_no_otr_chld_pre_Fam_pc,0.9438
Greenvale,Intct_fam_no_otr_chld_pre_Fam_pc,0.9306
Hastings,Intct_fam_no_otr_chld_pre_Fam_pc,0.8573
Hawthorn,Intct_fam_no_otr_chld_pre_Fam_pc,0.9491
Ivanhoe,Intct_fam_no_otr_chld_pre_Fam_pc,0.9336
Kalkallo,Intct_fam_no_otr_chld_pre_Fam_pc,0.9188
Kew,Intct_fam_no_otr_chld_pre_Fam_pc,0.9483
Kororoit,Intct_fam_no_otr_chld_pre_Fam_pc,0.9003
Lara,Intct_fam_no_otr_chld_pre_Fam_pc,0.8583
Laverton,Intct_fam_no_otr_chld_pre_Fam_pc,0.9188
Lowan,Intct_fam_no_otr_chld_pre_Fam_pc,0.8693
Macedon,Intct_fam_no_otr_chld_pre_Fam_pc,0.9061
Malvern,Intct_fam_no_otr_chld_pre_Fam_pc,0.9429
Melbourne,Intct_fam_no_otr_chld_pre_Fam_pc,0.9431
Melton,Intct_fam_no_otr_chld_pre_Fam_pc,0.8594
Mildura,Intct_fam_no_otr_chld_pre_Fam_pc,0.8555
Mill Park,Intct_fam_no_otr_chld_pre_Fam_pc,0.9161
Monbulk,Intct_fam_no_otr_chld_pre_Fam_pc,0.8897
Mordialloc,Intct_fam_no_otr_chld_pre_Fam_pc,0.9179
Mornington,Intct_fam_no_otr_chld_pre_Fam_pc,0.8976
Morwell,Intct_fam_no_otr_chld_pre_Fam_pc,0.8229
Mulgrave,Intct_fam_no_otr_chld_pre_Fam_pc,0.9148
Murray Plains,Intct_fam_no_otr_chld_pre_Fam_pc,0.8617
Narracan,Intct_fam_no_otr_chld_pre_Fam_pc,0.8493
Narre Warren North,Intct_fam_no_otr_chld_pre_Fam_pc,0.9076
Narre Warren South,Intct_fam_no_otr_chld_pre_Fam_pc,0.8971
Nepean,Intct_fam_no_otr_chld_pre_Fam_pc,0.8795
Niddrie,Intct_fam_no_otr_chld_pre_Fam_pc,0.9283
Northcote,Intct_fam_no_otr_chld_pre_Fam_pc,0.9387
Oakleigh,Intct_fam_no_otr_chld_pre_Fam_pc,0.9419
Ovens Valley,Intct_fam_no_otr_chld_pre_Fam_pc,0.8624
Pakenham,Intct_fam_no_otr_chld_pre_Fam_pc,0.8693
Pascoe Vale,Intct_fam_no_otr_chld_pre_Fam_pc,0.946
Point Cook,Intct_fam_no_otr_chld_pre_Fam_pc,0.9071
Polwarth,Intct_fam_no_otr_chld_pre_Fam_pc,0.8915
Prahran,Intct_fam_no_otr_chld_pre_Fam_pc,0.9345
Preston,Intct_fam_no_otr_chld_pre_Fam_pc,0.9242
Richmond,Intct_fam_no_otr_chld_pre_Fam_pc,0.925
Ringwood,Intct_fam_no_otr_chld_pre_Fam_pc,0.9289
Ripon,Intct_fam_no_otr_chld_pre_Fam_pc,0.8415
Rowville,Intct_fam_no_otr_chld_pre_Fam_pc,0.9175
Sandringham,Intct_fam_no_otr_chld_pre_Fam_pc,0.9272
Shepparton,Intct_fam_no_otr_chld_pre_Fam_pc,0.8705
South Barwon,Intct_fam_no_otr_chld_pre_Fam_pc,0.8904
South-West Coast,Intct_fam_no_otr_chld_pre_Fam_pc,0.8697
St Albans,Intct_fam_no_otr_chld_pre_Fam_pc,0.8882
Sunbury,Intct_fam_no_otr_chld_pre_Fam_pc,0.8887
Sydenham,Intct_fam_no_otr_chld_pre_Fam_pc,0.9125
Tarneit,Intct_fam_no_otr_chld_pre_Fam_pc,0.9103
Thomastown,Intct_fam_no_otr_chld_pre_Fam_pc,0.9182
Warrandyte,Intct_fam_no_otr_chld_pre_Fam_pc,0.9301
Wendouree,Intct_fam_no_otr_chld_pre_Fam_pc,0.8565
Werribee,Intct_fam_no_otr_chld_pre_Fam_pc,0.8856
Williamstown,Intct_fam_no_otr_chld_pre_Fam_pc,0.9268
Yan Yean,Intct_fam_no_otr_chld_pre_Fam_pc,0.8901
Albert Park,Step_fam_no_otr_chld_pre_Fam,418.0
Ashwood,Step_fam_no_otr_chld_pre_Fam,327.0
Bass,Step_fam_no_otr_chld_pre_Fam,584.0
Bayswater,Step_fam_no_otr_chld_pre_Fam,557.0
Bellarine,Step_fam_no_otr_chld_pre_Fam,612.0
Benambra,Step_fam_no_otr_chld_pre_Fam,510.0
Bendigo East,Step_fam_no_otr_chld_pre_Fam,650.0
Bendigo West,Step_fam_no_otr_chld_pre_Fam,463.0
Bentleigh,Step_fam_no_otr_chld_pre_Fam,406.0
Berwick,Step_fam_no_otr_chld_pre_Fam,771.0
Box Hill,Step_fam_no_otr_chld_pre_Fam,392.0
Brighton,Step_fam_no_otr_chld_pre_Fam,388.0
Broadmeadows,Step_fam_no_otr_chld_pre_Fam,288.0
Brunswick,Step_fam_no_otr_chld_pre_Fam,197.0
Bulleen,Step_fam_no_otr_chld_pre_Fam,391.0
Bundoora,Step_fam_no_otr_chld_pre_Fam,375.0
Carrum,Step_fam_no_otr_chld_pre_Fam,800.0
Caulfield,Step_fam_no_otr_chld_pre_Fam,320.0
Clarinda,Step_fam_no_otr_chld_pre_Fam,468.0
Cranbourne,Step_fam_no_otr_chld_pre_Fam,713.0
Croydon,Step_fam_no_otr_chld_pre_Fam,588.0
Dandenong,Step_fam_no_otr_chld_pre_Fam,503.0
Eildon,Step_fam_no_otr_chld_pre_Fam,528.0
Eltham,Step_fam_no_otr_chld_pre_Fam,512.0
Essendon,Step_fam_no_otr_chld_pre_Fam,328.0
Eureka,Step_fam_no_otr_chld_pre_Fam,632.0
Euroa,Step_fam_no_otr_chld_pre_Fam,522.0
Evelyn,Step_fam_no_otr_chld_pre_Fam,729.0
Footscray,Step_fam_no_otr_chld_pre_Fam,305.0
Frankston,Step_fam_no_otr_chld_pre_Fam,645.0
Geelong,Step_fam_no_otr_chld_pre_Fam,514.0
Gippsland East,Step_fam_no_otr_chld_pre_Fam,472.0
Gippsland South,Step_fam_no_otr_chld_pre_Fam,544.0
Glen Waverley,Step_fam_no_otr_chld_pre_Fam,400.0
Greenvale,Step_fam_no_otr_chld_pre_Fam,420.0
Hastings,Step_fam_no_otr_chld_pre_Fam,656.0
Hawthorn,Step_fam_no_otr_chld_pre_Fam,269.0
Ivanhoe,Step_fam_no_otr_chld_pre_Fam,330.0
Kalkallo,Step_fam_no_otr_chld_pre_Fam,672.0
Kew,Step_fam_no_otr_chld_pre_Fam,324.0
Kororoit,Step_fam_no_otr_chld_pre_Fam,591.0
Lara,Step_fam_no_otr_chld_pre_Fam,566.0
Laverton,Step_fam_no_otr_chld_pre_Fam,474.0
Lowan,Step_fam_no_otr_chld_pre_Fam,385.0
Macedon,Step_fam_no_otr_chld_pre_Fam,422.0
Malvern,Step_fam_no_otr_chld_pre_Fam,253.0
Melbourne,Step_fam_no_otr_chld_pre_Fam,171.0
Melton,Step_fam_no_otr_chld_pre_Fam,692.0
Mildura,Step_fam_no_otr_chld_pre_Fam,516.0
Mill Park,Step_fam_no_otr_chld_pre_Fam,411.0
Monbulk,Step_fam_no_otr_chld_pre_Fam,575.0
Mordialloc,Step_fam_no_otr_chld_pre_Fam,543.0
Mornington,Step_fam_no_otr_chld_pre_Fam,525.0
Morwell,Step_fam_no_otr_chld_pre_Fam,650.0
Mulgrave,Step_fam_no_otr_chld_pre_Fam,394.0
Murray Plains,Step_fam_no_otr_chld_pre_Fam,506.0
Narracan,Step_fam_no_otr_chld_pre_Fam,621.0
Narre Warren North,Step_fam_no_otr_chld_pre_Fam,505.0
Narre Warren South,Step_fam_no_otr_chld_pre_Fam,722.0
Nepean,Step_fam_no_otr_chld_pre_Fam,419.0
Niddrie,Step_fam_no_otr_chld_pre_Fam,400.0
Northcote,Step_fam_no_otr_chld_pre_Fam,269.0
Oakleigh,Step_fam_no_otr_chld_pre_Fam,287.0
Ovens Valley,Step_fam_no_otr_chld_pre_Fam,449.0
Pakenham,Step_fam_no_otr_chld_pre_Fam,698.0
Pascoe Vale,Step_fam_no_otr_chld_pre_Fam,313.0
Point Cook,Step_fam_no_otr_chld_pre_Fam,705.0
Polwarth,Step_fam_no_otr_chld_pre_Fam,510.0
Prahran,Step_fam_no_otr_chld_pre_Fam,168.0
Preston,Step_fam_no_otr_chld_pre_Fam,330.0
Richmond,Step_fam_no_otr_chld_pre_Fam,245.0
Ringwood,Step_fam_no_otr_chld_pre_Fam,405.0
Ripon,Step_fam_no_otr_chld_pre_Fam,524.0
Rowville,Step_fam_no_otr_chld_pre_Fam,557.0
Sandringham,Step_fam_no_otr_chld_pre_Fam,364.0
Shepparton,Step_fam_no_otr_chld_pre_Fam,488.0
South Barwon,Step_fam_no_otr_chld_pre_Fam,589.0
South-West Coast,Step_fam_no_otr_chld_pre_Fam,488.0
St Albans,Step_fam_no_otr_chld_pre_Fam,479.0
Sunbury,Step_fam_no_otr_chld_pre_Fam,544.0
Sydenham,Step_fam_no_otr_chld_pre_Fam,578.0
Tarneit,Step_fam_no_otr_chld_pre_Fam,605.0
Thomastown,Step_fam_no_otr_chld_pre_Fam,375.0
Warrandyte,Step_fam_no_otr_chld_pre_Fam,431.0
Wendouree,Step_fam_no_otr_chld_pre_Fam,527.0
Werribee,Step_fam_no_otr_chld_pre_Fam,692.0
Williamstown,Step_fam_no_otr_chld_pre_Fam,410.0
Yan Yean,Step_fam_no_otr_chld_pre_Fam,681.0
Albert Park,Step_fam_no_otr_chld_pre_Fam_pc,0.0775
Ashwood,Step_fam_no_otr_chld_pre_Fam_pc,0.0291
Bass,Step_fam_no_otr_chld_pre_Fam_pc,0.0823
Bayswater,Step_fam_no_otr_chld_pre_Fam_pc,0.0604
Bellarine,Step_fam_no_otr_chld_pre_Fam_pc,0.0814
Benambra,Step_fam_no_otr_chld_pre_Fam_pc,0.0718
Bendigo East,Step_fam_no_otr_chld_pre_Fam_pc,0.081
Bendigo West,Step_fam_no_otr_chld_pre_Fam_pc,0.0758
Bentleigh,Step_fam_no_otr_chld_pre_Fam_pc,0.0369
Berwick,Step_fam_no_otr_chld_pre_Fam_pc,0.0582
Box Hill,Step_fam_no_otr_chld_pre_Fam_pc,0.0382
Brighton,Step_fam_no_otr_chld_pre_Fam_pc,0.0473
Broadmeadows,Step_fam_no_otr_chld_pre_Fam_pc,0.0314
Brunswick,Step_fam_no_otr_chld_pre_Fam_pc,0.0362
Bulleen,Step_fam_no_otr_chld_pre_Fam_pc,0.0392
Bundoora,Step_fam_no_otr_chld_pre_Fam_pc,0.0423
Carrum,Step_fam_no_otr_chld_pre_Fam_pc,0.0812
Caulfield,Step_fam_no_otr_chld_pre_Fam_pc,0.0412
Clarinda,Step_fam_no_otr_chld_pre_Fam_pc,0.0481
Cranbourne,Step_fam_no_otr_chld_pre_Fam_pc,0.0562
