district,census_variable,value
Albert Park,C0_4F_EO_M_EO_n,1376.0
Ashwood,C0_4F_EO_M_EO_n,1411.0
Bass,C0_4F_EO_M_EO_n,2372.0
Bayswater,C0_4F_EO_M_EO_n,2041.0
Bellarine,C0_4F_EO_M_EO_n,2563.0
Benambra,C0_4F_EO_M_EO_n,2567.0
Bendigo East,C0_4F_EO_M_EO_n,2899.0
Bendigo West,C0_4F_EO_M_EO_n,2151.0
Bentleigh,C0_4F_EO_M_EO_n,2063.0
Berwick,C0_4F_EO_M_EO_n,2190.0
Box Hill,C0_4F_EO_M_EO_n,1181.0
Brighton,C0_4F_EO_M_EO_n,1714.0
Broadmeadows,C0_4F_EO_M_EO_n,1156.0
Brunswick,C0_4F_EO_M_EO_n,1693.0
Bulleen,C0_4F_EO_M_EO_n,785.0
Bundoora,C0_4F_EO_M_EO_n,1866.0
Carrum,C0_4F_EO_M_EO_n,2917.0
Caulfield,C0_4F_EO_M_EO_n,2151.0
Clarinda,C0_4F_EO_M_EO_n,1174.0
Cranbourne,C0_4F_EO_M_EO_n,2783.0
Croydon,C0_4F_EO_M_EO_n,2787.0
Dandenong,C0_4F_EO_M_EO_n,622.0
Eildon,C0_4F_EO_M_EO_n,2388.0
Eltham,C0_4F_EO_M_EO_n,2520.0
Essendon,C0_4F_EO_M_EO_n,1770.0
Eureka,C0_4F_EO_M_EO_n,3028.0
Euroa,C0_4F_EO_M_EO_n,2082.0
Evelyn,C0_4F_EO_M_EO_n,3431.0
Footscray,C0_4F_EO_M_EO_n,2119.0
Frankston,C0_4F_EO_M_EO_n,2321.0
Geelong,C0_4F_EO_M_EO_n,2809.0
Gippsland East,C0_4F_EO_M_EO_n,1975.0
Gippsland South,C0_4F_EO_M_EO_n,2213.0
Glen Waverley,C0_4F_EO_M_EO_n,603.0
Greenvale,C0_4F_EO_M_EO_n,1093.0
Hastings,C0_4F_EO_M_EO_n,2972.0
Hawthorn,C0_4F_EO_M_EO_n,1529.0
Ivanhoe,C0_4F_EO_M_EO_n,1824.0
Kalkallo,C0_4F_EO_M_EO_n,2229.0
Kew,C0_4F_EO_M_EO_n,1085.0
Kororoit,C0_4F_EO_M_EO_n,1224.0
Lara,C0_4F_EO_M_EO_n,1969.0
Laverton,C0_4F_EO_M_EO_n,1119.0
Lowan,C0_4F_EO_M_EO_n,2433.0
Macedon,C0_4F_EO_M_EO_n,2502.0
Malvern,C0_4F_EO_M_EO_n,1558.0
Melbourne,C0_4F_EO_M_EO_n,901.0
Melton,C0_4F_EO_M_EO_n,2268.0
Mildura,C0_4F_EO_M_EO_n,2192.0
Mill Park,C0_4F_EO_M_EO_n,1326.0
Monbulk,C0_4F_EO_M_EO_n,2708.0
Mordialloc,C0_4F_EO_M_EO_n,2419.0
Mornington,C0_4F_EO_M_EO_n,2301.0
Morwell,C0_4F_EO_M_EO_n,2360.0
Mulgrave,C0_4F_EO_M_EO_n,670.0
Murray Plains,C0_4F_EO_M_EO_n,2180.0
Narracan,C0_4F_EO_M_EO_n,2973.0
Narre Warren North,C0_4F_EO_M_EO_n,1493.0
Narre Warren South,C0_4F_EO_M_EO_n,1415.0
Nepean,C0_4F_EO_M_EO_n,1819.0
Niddrie,C0_4F_EO_M_EO_n,1902.0
Northcote,C0_4F_EO_M_EO_n,2201.0
Oakleigh,C0_4F_EO_M_EO_n,1512.0
Ovens Valley,C0_4F_EO_M_EO_n,2048.0
Pakenham,C0_4F_EO_M_EO_n,3100.0
Pascoe Vale,C0_4F_EO_M_EO_n,2056.0
Point Cook,C0_4F_EO_M_EO_n,2012.0
Polwarth,C0_4F_EO_M_EO_n,2885.0
Prahran,C0_4F_EO_M_EO_n,1160.0
Preston,C0_4F_EO_M_EO_n,1820.0
Richmond,C0_4F_EO_M_EO_n,1497.0
Ringwood,C0_4F_EO_M_EO_n,2137.0
Ripon,C0_4F_EO_M_EO_n,2428.0
Rowville,C0_4F_EO_M_EO_n,1427.0
Sandringham,C0_4F_EO_M_EO_n,1848.0
Shepparton,C0_4F_EO_M_EO_n,2237.0
South Barwon,C0_4F_EO_M_EO_n,3378.0
South-West Coast,C0_4F_EO_M_EO_n,2462.0
St Albans,C0_4F_EO_M_EO_n,509.0
Sunbury,C0_4F_EO_M_EO_n,2357.0
Sydenham,C0_4F_EO_M_EO_n,1649.0
Tarneit,C0_4F_EO_M_EO_n,1226.0
Thomastown,C0_4F_EO_M_EO_n,1113.0
Warrandyte,C0_4F_EO_M_EO_n,1542.0
Wendouree,C0_4F_EO_M_EO_n,2380.0
Werribee,C0_4F_EO_M_EO_n,1936.0
Williamstown,C0_4F_EO_M_EO_n,2505.0
Yan Yean,C0_4F_EO_M_EO_n,3046.0
Albert Park,C0_4F_EO_M_EO_pc,0.1835
Ashwood,C0_4F_EO_M_EO_pc,0.0853
Bass,C0_4F_EO_M_EO_pc,0.2277
Bayswater,C0_4F_EO_M_EO_pc,0.16
Bellarine,C0_4F_EO_M_EO_pc,0.2261
Benambra,C0_4F_EO_M_EO_pc,0.2379
Bendigo East,C0_4F_EO_M_EO_pc,0.2318
Bendigo West,C0_4F_EO_M_EO_pc,0.2409
Bentleigh,C0_4F_EO_M_EO_pc,0.1246
Berwick,C0_4F_EO_M_EO_pc,0.1052
Box Hill,C0_4F_EO_M_EO_pc,0.0792
Brighton,C0_4F_EO_M_EO_pc,0.1354
Broadmeadows,C0_4F_EO_M_EO_pc,0.0765
Brunswick,C0_4F_EO_M_EO_pc,0.2195
Bulleen,C0_4F_EO_M_EO_pc,0.0604
Bundoora,C0_4F_EO_M_EO_pc,0.1522
Carrum,C0_4F_EO_M_EO_pc,0.2055
Caulfield,C0_4F_EO_M_EO_pc,0.1647
Clarinda,C0_4F_EO_M_EO_pc,0.0905
Cranbourne,C0_4F_EO_M_EO_pc,0.1347
Croydon,C0_4F_EO_M_EO_pc,0.2072
Dandenong,C0_4F_EO_M_EO_pc,0.0405
Eildon,C0_4F_EO_M_EO_pc,0.2346
Eltham,C0_4F_EO_M_EO_pc,0.1742
Essendon,C0_4F_EO_M_EO_pc,0.1478
Eureka,C0_4F_EO_M_EO_pc,0.2297
Euroa,C0_4F_EO_M_EO_pc,0.2355
Evelyn,C0_4F_EO_M_EO_pc,0.2458
Footscray,C0_4F_EO_M_EO_pc,0.1915
Frankston,C0_4F_EO_M_EO_pc,0.2363
Geelong,C0_4F_EO_M_EO_pc,0.241
Gippsland East,C0_4F_EO_M_EO_pc,0.2405
Gippsland South,C0_4F_EO_M_EO_pc,0.2297
Glen Waverley,C0_4F_EO_M_EO_pc,0.0369
Greenvale,C0_4F_EO_M_EO_pc,0.0606
Hastings,C0_4F_EO_M_EO_pc,0.2582
Hawthorn,C0_4F_EO_M_EO_pc,0.1195
Ivanhoe,C0_4F_EO_M_EO_pc,0.1452
Kalkallo,C0_4F_EO_M_EO_pc,0.0894
Kew,C0_4F_EO_M_EO_pc,0.0714
Kororoit,C0_4F_EO_M_EO_pc,0.0618
Lara,C0_4F_EO_M_EO_pc,0.1895
Laverton,C0_4F_EO_M_EO_pc,0.0582
Lowan,C0_4F_EO_M_EO_pc,0.2443
Macedon,C0_4F_EO_M_EO_pc,0.2074
Malvern,C0_4F_EO_M_EO_pc,0.1444
Melbourne,C0_4F_EO_M_EO_pc,0.129
Melton,C0_4F_EO_M_EO_pc,0.1287
Mildura,C0_4F_EO_M_EO_pc,0.212
Mill Park,C0_4F_EO_M_EO_pc,0.0946
Monbulk,C0_4F_EO_M_EO_pc,0.2098
Mordialloc,C0_4F_EO_M_EO_pc,0.1541
Mornington,C0_4F_EO_M_EO_pc,0.1822
Morwell,C0_4F_EO_M_EO_pc,0.2398
Mulgrave,C0_4F_EO_M_EO_pc,0.0511
Murray Plains,C0_4F_EO_M_EO_pc,0.2257
Narracan,C0_4F_EO_M_EO_pc,0.248
Narre Warren North,C0_4F_EO_M_EO_pc,0.0956
Narre Warren South,C0_4F_EO_M_EO_pc,0.0634
Nepean,C0_4F_EO_M_EO_pc,0.2436
Niddrie,C0_4F_EO_M_EO_pc,0.1437
Northcote,C0_4F_EO_M_EO_pc,0.2028
Oakleigh,C0_4F_EO_M_EO_pc,0.1113
Ovens Valley,C0_4F_EO_M_EO_pc,0.2233
Pakenham,C0_4F_EO_M_EO_pc,0.1861
Pascoe Vale,C0_4F_EO_M_EO_pc,0.1738
Point Cook,C0_4F_EO_M_EO_pc,0.0893
Polwarth,C0_4F_EO_M_EO_pc,0.2351
Prahran,C0_4F_EO_M_EO_pc,0.2374
Preston,C0_4F_EO_M_EO_pc,0.1637
Richmond,C0_4F_EO_M_EO_pc,0.2457
Ringwood,C0_4F_EO_M_EO_pc,0.1359
Ripon,C0_4F_EO_M_EO_pc,0.2316
