district,census_variable,value
Albert Park,Preschool_M,500.0
Ashwood,Preschool_M,870.0
Bass,Preschool_M,673.0
Bayswater,Preschool_M,883.0
Bellarine,Preschool_M,706.0
Benambra,Preschool_M,705.0
Bendigo East,Preschool_M,844.0
Bendigo West,Preschool_M,606.0
Bentleigh,Preschool_M,934.0
Berwick,Preschool_M,1116.0
Box Hill,Preschool_M,755.0
Brighton,Preschool_M,601.0
Broadmeadows,Preschool_M,924.0
Brunswick,Preschool_M,514.0
Bulleen,Preschool_M,719.0
Bundoora,Preschool_M,794.0
Carrum,Preschool_M,1004.0
Caulfield,Preschool_M,839.0
Clarinda,Preschool_M,707.0
Cranbourne,Preschool_M,1378.0
Croydon,Preschool_M,964.0
Dandenong,Preschool_M,747.0
Eildon,Preschool_M,620.0
Eltham,Preschool_M,801.0
Essendon,Preschool_M,667.0
Eureka,Preschool_M,863.0
Euroa,Preschool_M,540.0
Evelyn,Preschool_M,906.0
Footscray,Preschool_M,788.0
Frankston,Preschool_M,767.0
Geelong,Preschool_M,853.0
Gippsland East,Preschool_M,570.0
Gippsland South,Preschool_M,602.0
Glen Waverley,Preschool_M,834.0
Greenvale,Preschool_M,845.0
Hastings,Preschool_M,814.0
Hawthorn,Preschool_M,658.0
Ivanhoe,Preschool_M,717.0
Kalkallo,Preschool_M,1619.0
Kew,Preschool_M,644.0
Kororoit,Preschool_M,1049.0
Lara,Preschool_M,726.0
Laverton,Preschool_M,1227.0
Lowan,Preschool_M,682.0
Macedon,Preschool_M,689.0
Malvern,Preschool_M,669.0
Melbourne,Preschool_M,447.0
Melton,Preschool_M,1143.0
Mildura,Preschool_M,682.0
Mill Park,Preschool_M,811.0
Monbulk,Preschool_M,786.0
Mordialloc,Preschool_M,948.0
Mornington,Preschool_M,707.0
Morwell,Preschool_M,669.0
Mulgrave,Preschool_M,712.0
Murray Plains,Preschool_M,522.0
Narracan,Preschool_M,779.0
Narre Warren North,Preschool_M,824.0
Narre Warren South,Preschool_M,1024.0
Nepean,Preschool_M,535.0
Niddrie,Preschool_M,768.0
Northcote,Preschool_M,671.0
Oakleigh,Preschool_M,928.0
Ovens Valley,Preschool_M,581.0
Pakenham,Preschool_M,1236.0
Pascoe Vale,Preschool_M,780.0
Point Cook,Preschool_M,1456.0
Polwarth,Preschool_M,869.0
Prahran,Preschool_M,345.0
Preston,Preschool_M,789.0
Richmond,Preschool_M,409.0
Ringwood,Preschool_M,996.0
Ripon,Preschool_M,687.0
Rowville,Preschool_M,734.0
Sandringham,Preschool_M,704.0
Shepparton,Preschool_M,766.0
South Barwon,Preschool_M,1017.0
South-West Coast,Preschool_M,715.0
St Albans,Preschool_M,574.0
Sunbury,Preschool_M,689.0
Sydenham,Preschool_M,822.0
Tarneit,Preschool_M,1335.0
Thomastown,Preschool_M,892.0
Warrandyte,Preschool_M,720.0
Wendouree,Preschool_M,688.0
Werribee,Preschool_M,1161.0
Williamstown,Preschool_M,850.0
Yan Yean,Preschool_M,1380.0
Albert Park,Preschool_M_pc,0.0247
Ashwood,Preschool_M_pc,0.0335
Bass,Preschool_M_pc,0.0386
Bayswater,Preschool_M_pc,0.0442
Bellarine,Preschool_M_pc,0.0384
Benambra,Preschool_M_pc,0.0359
Bendigo East,Preschool_M_pc,0.0393
Bendigo West,Preschool_M_pc,0.034
Bentleigh,Preschool_M_pc,0.0395
Berwick,Preschool_M_pc,0.041
Box Hill,Preschool_M_pc,0.0272
Brighton,Preschool_M_pc,0.0306
Broadmeadows,Preschool_M_pc,0.0344
Brunswick,Preschool_M_pc,0.0277
Bulleen,Preschool_M_pc,0.0351
Bundoora,Preschool_M_pc,0.039
Carrum,Preschool_M_pc,0.0473
Caulfield,Preschool_M_pc,0.0384
Clarinda,Preschool_M_pc,0.0337
Cranbourne,Preschool_M_pc,0.0473
Croydon,Preschool_M_pc,0.0475
Dandenong,Preschool_M_pc,0.0264
Eildon,Preschool_M_pc,0.0335
Eltham,Preschool_M_pc,0.0412
Essendon,Preschool_M_pc,0.0324
Eureka,Preschool_M_pc,0.0392
Euroa,Preschool_M_pc,0.03
Evelyn,Preschool_M_pc,0.0476
Footscray,Preschool_M_pc,0.0366
Frankston,Preschool_M_pc,0.0388
Geelong,Preschool_M_pc,0.0414
Gippsland East,Preschool_M_pc,0.0348
Gippsland South,Preschool_M_pc,0.033
Glen Waverley,Preschool_M_pc,0.0324
Greenvale,Preschool_M_pc,0.0322
Hastings,Preschool_M_pc,0.0443
Hawthorn,Preschool_M_pc,0.0296
Ivanhoe,Preschool_M_pc,0.0369
Kalkallo,Preschool_M_pc,0.0481
Kew,Preschool_M_pc,0.0268
Kororoit,Preschool_M_pc,0.0334
Lara,Preschool_M_pc,0.0341
Laverton,Preschool_M_pc,0.0373
Lowan,Preschool_M_pc,0.0382
Macedon,Preschool_M_pc,0.0369
Malvern,Preschool_M_pc,0.0355
Melbourne,Preschool_M_pc,0.0092
Melton,Preschool_M_pc,0.0411
Mildura,Preschool_M_pc,0.0338
Mill Park,Preschool_M_pc,0.0382
Monbulk,Preschool_M_pc,0.0415
Mordialloc,Preschool_M_pc,0.044
Mornington,Preschool_M_pc,0.0379
Morwell,Preschool_M_pc,0.0329
Mulgrave,Preschool_M_pc,0.0317
Murray Plains,Preschool_M_pc,0.0293
Narracan,Preschool_M_pc,0.04
Narre Warren North,Preschool_M_pc,0.0346
Narre Warren South,Preschool_M_pc,0.0326
Nepean,Preschool_M_pc,0.0351
Niddrie,Preschool_M_pc,0.0411
Northcote,Preschool_M_pc,0.0348
Oakleigh,Preschool_M_pc,0.0309
Ovens Valley,Preschool_M_pc,0.0344
Pakenham,Preschool_M_pc,0.0497
Pascoe Vale,Preschool_M_pc,0.039
Point Cook,Preschool_M_pc,0.0459
Polwarth,Preschool_M_pc,0.0439
Prahran,Preschool_M_pc,0.0188
Preston,Preschool_M_pc,0.0377
Richmond,Preschool_M_pc,0.0237
Ringwood,Preschool_M_pc,0.0424
Ripon,Preschool_M_pc,0.0352
Rowville,Preschool_M_pc,0.0368
Sandringham,Preschool_M_pc,0.0387
Shepparton,Preschool_M_pc,0.0341
South Barwon,Preschool_M_pc,0.0446
South-West Coast,Preschool_M_pc,0.0371
St Albans,Preschool_M_pc,0.0244
Sunbury,Preschool_M_pc,0.0396
Sydenham,Preschool_M_pc,0.0334
Tarneit,Preschool_M_pc,0.0396
Thomastown,Preschool_M_pc,0.0365
Warrandyte,Preschool_M_pc,0.0324
Wendouree,Preschool_M_pc,0.0341
Werribee,Preschool_M_pc,0.0422
Williamstown,Preschool_M_pc,0.0445
Yan Yean,Preschool_M_pc,0.0568
Albert Park,Preschool_F,497.0
Ashwood,Preschool_F,843.0
Bass,Preschool_F,670.0
Bayswater,Preschool_F,730.0
Bellarine,Preschool_F,606.0
Benambra,Preschool_F,704.0
Bendigo East,Preschool_F,798.0
Bendigo West,Preschool_F,495.0
Bentleigh,Preschool_F,818.0
Berwick,Preschool_F,1034.0
Box Hill,Preschool_F,683.0
Brighton,Preschool_F,648.0
Broadmeadows,Preschool_F,835.0
Brunswick,Preschool_F,426.0
Bulleen,Preschool_F,639.0
Bundoora,Preschool_F,666.0
Carrum,Preschool_F,989.0
Caulfield,Preschool_F,794.0
Clarinda,Preschool_F,684.0
Cranbourne,Preschool_F,1225.0
Croydon,Preschool_F,895.0
Dandenong,Preschool_F,790.0
Eildon,Preschool_F,562.0
Eltham,Preschool_F,825.0
Essendon,Preschool_F,705.0
Eureka,Preschool_F,874.0
Euroa,Preschool_F,527.0
Evelyn,Preschool_F,883.0
Footscray,Preschool_F,689.0
Frankston,Preschool_F,669.0
Geelong,Preschool_F,716.0
Gippsland East,Preschool_F,495.0
Gippsland South,Preschool_F,506.0
Glen Waverley,Preschool_F,694.0
Greenvale,Preschool_F,755.0
Hastings,Preschool_F,726.0
Hawthorn,Preschool_F,569.0
Ivanhoe,Preschool_F,698.0
Kalkallo,Preschool_F,1401.0
Kew,Preschool_F,563.0
Kororoit,Preschool_F,995.0
Lara,Preschool_F,663.0
Laverton,Preschool_F,1115.0
Lowan,Preschool_F,619.0
Macedon,Preschool_F,583.0
Malvern,Preschool_F,481.0
Melbourne,Preschool_F,404.0
Melton,Preschool_F,1171.0
Mildura,Preschool_F,600.0
Mill Park,Preschool_F,723.0
Monbulk,Preschool_F,686.0
Mordialloc,Preschool_F,861.0
Mornington,Preschool_F,634.0
Morwell,Preschool_F,594.0
Mulgrave,Preschool_F,578.0
Murray Plains,Preschool_F,535.0
Narracan,Preschool_F,649.0
Narre Warren North,Preschool_F,737.0
Narre Warren South,Preschool_F,923.0
Nepean,Preschool_F,481.0
Niddrie,Preschool_F,686.0
Northcote,Preschool_F,641.0
Oakleigh,Preschool_F,760.0
Ovens Valley,Preschool_F,529.0
Pakenham,Preschool_F,1142.0
Pascoe Vale,Preschool_F,723.0
Point Cook,Preschool_F,1290.0
Polwarth,Preschool_F,705.0
Prahran,Preschool_F,341.0
Preston,Preschool_F,672.0
Richmond,Preschool_F,427.0
Ringwood,Preschool_F,912.0
Ripon,Preschool_F,601.0
Rowville,Preschool_F,612.0
Sandringham,Preschool_F,641.0
Shepparton,Preschool_F,712.0
South Barwon,Preschool_F,869.0
South-West Coast,Preschool_F,616.0
St Albans,Preschool_F,487.0
Sunbury,Preschool_F,749.0
Sydenham,Preschool_F,808.0
Tarneit,Preschool_F,1196.0
Thomastown,Preschool_F,870.0
Warrandyte,Preschool_F,729.0
Wendouree,Preschool_F,676.0
Werribee,Preschool_F,1060.0
Williamstown,Preschool_F,741.0
Yan Yean,Preschool_F,1106.0
Albert Park,Preschool_F_pc,0.0246
Ashwood,Preschool_F_pc,0.0325
Bass,Preschool_F_pc,0.0384
Bayswater,Preschool_F_pc,0.0366
Bellarine,Preschool_F_pc,0.033
Benambra,Preschool_F_pc,0.0358
Bendigo East,Preschool_F_pc,0.0372
Bendigo West,Preschool_F_pc,0.0278
Bentleigh,Preschool_F_pc,0.0346
Berwick,Preschool_F_pc,0.038
