district,census_variable,value,rank
Prahran,F_15_19_yr_N_a_volunteer_n,644.0,1.0
Richmond,F_15_19_yr_N_a_volunteer_n,762.0,2.0
Brunswick,F_15_19_yr_N_a_volunteer_n,788.0,3.0
Albert Park,F_15_19_yr_N_a_volunteer_n,956.0,4.0
Nepean,F_15_19_yr_N_a_volunteer_n,1028.0,5.0
Footscray,F_15_19_yr_N_a_volunteer_n,1108.0,6.0
Lowan,F_15_19_yr_N_a_volunteer_n,1169.0,7.0
Gippsland East,F_15_19_yr_N_a_volunteer_n,1174.0,8.0
Murray Plains,F_15_19_yr_N_a_volunteer_n,1218.0,9.0
Euroa,F_15_19_yr_N_a_volunteer_n,1226.0,10.0
Caulfield,F_15_19_yr_N_a_volunteer_n,1233.0,11.0
Preston,F_15_19_yr_N_a_volunteer_n,1234.0,12.0
Northcote,F_15_19_yr_N_a_volunteer_n,1238.0,13.0
Bass,F_15_19_yr_N_a_volunteer_n,1270.0,14.0
Gippsland South,F_15_19_yr_N_a_volunteer_n,1271.0,15.0
Ovens Valley,F_15_19_yr_N_a_volunteer_n,1277.0,16.0
Pascoe Vale,F_15_19_yr_N_a_volunteer_n,1295.0,17.0
Sunbury,F_15_19_yr_N_a_volunteer_n,1334.0,18.0
Bendigo West,F_15_19_yr_N_a_volunteer_n,1341.0,19.0
Ivanhoe,F_15_19_yr_N_a_volunteer_n,1347.0,20.0
Bellarine,F_15_19_yr_N_a_volunteer_n,1354.0,21.0
Eildon,F_15_19_yr_N_a_volunteer_n,1355.0,22.0
Williamstown,F_15_19_yr_N_a_volunteer_n,1359.0,23.0
Polwarth,F_15_19_yr_N_a_volunteer_n,1382.0,24.0
Frankston,F_15_19_yr_N_a_volunteer_n,1385.0,25.0
Macedon,F_15_19_yr_N_a_volunteer_n,1386.0,26.0
Mildura,F_15_19_yr_N_a_volunteer_n,1399.0,27.0
Ripon,F_15_19_yr_N_a_volunteer_n,1401.0,28.0
Bayswater,F_15_19_yr_N_a_volunteer_n,1432.0,29.0
Essendon,F_15_19_yr_N_a_volunteer_n,1462.0,30.0
Malvern,F_15_19_yr_N_a_volunteer_n,1462.0,31.0
Geelong,F_15_19_yr_N_a_volunteer_n,1475.0,32.0
Benambra,F_15_19_yr_N_a_volunteer_n,1481.0,33.0
Mulgrave,F_15_19_yr_N_a_volunteer_n,1513.0,34.0
South-West Coast,F_15_19_yr_N_a_volunteer_n,1521.0,35.0
Monbulk,F_15_19_yr_N_a_volunteer_n,1536.0,36.0
Narracan,F_15_19_yr_N_a_volunteer_n,1536.0,37.0
Bundoora,F_15_19_yr_N_a_volunteer_n,1543.0,38.0
Brighton,F_15_19_yr_N_a_volunteer_n,1547.0,39.0
Wendouree,F_15_19_yr_N_a_volunteer_n,1549.0,40.0
Hastings,F_15_19_yr_N_a_volunteer_n,1554.0,41.0
Croydon,F_15_19_yr_N_a_volunteer_n,1564.0,42.0
Carrum,F_15_19_yr_N_a_volunteer_n,1577.0,43.0
Eureka,F_15_19_yr_N_a_volunteer_n,1580.0,44.0
Thomastown,F_15_19_yr_N_a_volunteer_n,1585.0,45.0
Ringwood,F_15_19_yr_N_a_volunteer_n,1596.0,46.0
Sandringham,F_15_19_yr_N_a_volunteer_n,1613.0,47.0
Morwell,F_15_19_yr_N_a_volunteer_n,1624.0,48.0
Shepparton,F_15_19_yr_N_a_volunteer_n,1634.0,49.0
Broadmeadows,F_15_19_yr_N_a_volunteer_n,1658.0,50.0
Clarinda,F_15_19_yr_N_a_volunteer_n,1659.0,51.0
Niddrie,F_15_19_yr_N_a_volunteer_n,1660.0,52.0
Lara,F_15_19_yr_N_a_volunteer_n,1667.0,53.0
Oakleigh,F_15_19_yr_N_a_volunteer_n,1687.0,54.0
Hawthorn,F_15_19_yr_N_a_volunteer_n,1691.0,55.0
Evelyn,F_15_19_yr_N_a_volunteer_n,1692.0,56.0
South Barwon,F_15_19_yr_N_a_volunteer_n,1697.0,57.0
Bulleen,F_15_19_yr_N_a_volunteer_n,1698.0,58.0
Mornington,F_15_19_yr_N_a_volunteer_n,1704.0,59.0
Bendigo East,F_15_19_yr_N_a_volunteer_n,1710.0,60.0
Mill Park,F_15_19_yr_N_a_volunteer_n,1733.0,61.0
Eltham,F_15_19_yr_N_a_volunteer_n,1737.0,62.0
Pakenham,F_15_19_yr_N_a_volunteer_n,1762.0,63.0
St Albans,F_15_19_yr_N_a_volunteer_n,1780.0,64.0
Laverton,F_15_19_yr_N_a_volunteer_n,1789.0,65.0
Yan Yean,F_15_19_yr_N_a_volunteer_n,1829.0,66.0
Mordialloc,F_15_19_yr_N_a_volunteer_n,1842.0,67.0
Warrandyte,F_15_19_yr_N_a_volunteer_n,1855.0,68.0
Bentleigh,F_15_19_yr_N_a_volunteer_n,1890.0,69.0
Ashwood,F_15_19_yr_N_a_volunteer_n,1896.0,70.0
Rowville,F_15_19_yr_N_a_volunteer_n,1898.0,71.0
Werribee,F_15_19_yr_N_a_volunteer_n,1910.0,72.0
