district,census_variable,value,rank
Yan Yean,F_0_4_Need_for_assistance_ns_n,68.0,55.0
Narracan,F_0_4_Need_for_assistance_ns_n,69.0,56.0
Sydenham,F_0_4_Need_for_assistance_ns_n,69.0,57.0
Preston,F_0_4_Need_for_assistance_ns_n,74.0,58.0
Eureka,F_0_4_Need_for_assistance_ns_n,77.0,59.0
Gippsland East,F_0_4_Need_for_assistance_ns_n,77.0,60.0
Frankston,F_0_4_Need_for_assistance_ns_n,79.0,61.0
Berwick,F_0_4_Need_for_assistance_ns_n,82.0,62.0
Melbourne,F_0_4_Need_for_assistance_ns_n,83.0,63.0
Euroa,F_0_4_Need_for_assistance_ns_n,85.0,64.0
Bass,F_0_4_Need_for_assistance_ns_n,86.0,65.0
Mulgrave,F_0_4_Need_for_assistance_ns_n,87.0,66.0
Narre Warren North,F_0_4_Need_for_assistance_ns_n,88.0,67.0
Mildura,F_0_4_Need_for_assistance_ns_n,96.0,68.0
Murray Plains,F_0_4_Need_for_assistance_ns_n,100.0,69.0
Gippsland South,F_0_4_Need_for_assistance_ns_n,101.0,70.0
Greenvale,F_0_4_Need_for_assistance_ns_n,104.0,71.0
Lara,F_0_4_Need_for_assistance_ns_n,112.0,72.0
Thomastown,F_0_4_Need_for_assistance_ns_n,115.0,73.0
Pakenham,F_0_4_Need_for_assistance_ns_n,121.0,74.0
Morwell,F_0_4_Need_for_assistance_ns_n,128.0,75.0
Shepparton,F_0_4_Need_for_assistance_ns_n,130.0,76.0
Kororoit,F_0_4_Need_for_assistance_ns_n,140.0,77.0
Point Cook,F_0_4_Need_for_assistance_ns_n,146.0,78.0
Narre Warren South,F_0_4_Need_for_assistance_ns_n,157.0,79.0
St Albans,F_0_4_Need_for_assistance_ns_n,158.0,80.0
Cranbourne,F_0_4_Need_for_assistance_ns_n,175.0,81.0
Werribee,F_0_4_Need_for_assistance_ns_n,178.0,82.0
Broadmeadows,F_0_4_Need_for_assistance_ns_n,180.0,83.0
Melton,F_0_4_Need_for_assistance_ns_n,187.0,84.0
Dandenong,F_0_4_Need_for_assistance_ns_n,211.0,85.0
Kalkallo,F_0_4_Need_for_assistance_ns_n,225.0,86.0
Tarneit,F_0_4_Need_for_assistance_ns_n,227.0,87.0
Laverton,F_0_4_Need_for_assistance_ns_n,240.0,88.0
Kew,F_0_4_Need_for_assistance_ns_pc,0.0002,1.0
Mornington,F_0_4_Need_for_assistance_ns_pc,0.0002,2.0
Northcote,F_0_4_Need_for_assistance_ns_pc,0.0002,3.0
Rowville,F_0_4_Need_for_assistance_ns_pc,0.0002,4.0
Sandringham,F_0_4_Need_for_assistance_ns_pc,0.0002,5.0
Bentleigh,F_0_4_Need_for_assistance_ns_pc,0.0003,6.0
Brighton,F_0_4_Need_for_assistance_ns_pc,0.0003,7.0
Brunswick,F_0_4_Need_for_assistance_ns_pc,0.0003,8.0
Eltham,F_0_4_Need_for_assistance_ns_pc,0.0003,9.0
Glen Waverley,F_0_4_Need_for_assistance_ns_pc,0.0003,10.0
Hawthorn,F_0_4_Need_for_assistance_ns_pc,0.0003,11.0
Ivanhoe,F_0_4_Need_for_assistance_ns_pc,0.0003,12.0
Mordialloc,F_0_4_Need_for_assistance_ns_pc,0.0003,13.0
Warrandyte,F_0_4_Need_for_assistance_ns_pc,0.0003,14.0
Ashwood,F_0_4_Need_for_assistance_ns_pc,0.0004,15.0
Bellarine,F_0_4_Need_for_assistance_ns_pc,0.0004,16.0
Box Hill,F_0_4_Need_for_assistance_ns_pc,0.0004,17.0
Croydon,F_0_4_Need_for_assistance_ns_pc,0.0004,18.0
Evelyn,F_0_4_Need_for_assistance_ns_pc,0.0004,19.0
Niddrie,F_0_4_Need_for_assistance_ns_pc,0.0004,20.0
Oakleigh,F_0_4_Need_for_assistance_ns_pc,0.0004,21.0
Prahran,F_0_4_Need_for_assistance_ns_pc,0.0004,22.0
Ringwood,F_0_4_Need_for_assistance_ns_pc,0.0004,23.0
Footscray,F_0_4_Need_for_assistance_ns_pc,0.0005,24.0
Geelong,F_0_4_Need_for_assistance_ns_pc,0.0005,25.0
Hastings,F_0_4_Need_for_assistance_ns_pc,0.0005,26.0
Ovens Valley,F_0_4_Need_for_assistance_ns_pc,0.0005,27.0
Ripon,F_0_4_Need_for_assistance_ns_pc,0.0005,28.0
Bulleen,F_0_4_Need_for_assistance_ns_pc,0.0006,29.0
Bundoora,F_0_4_Need_for_assistance_ns_pc,0.0006,30.0
Caulfield,F_0_4_Need_for_assistance_ns_pc,0.0006,31.0
Essendon,F_0_4_Need_for_assistance_ns_pc,0.0006,32.0
Malvern,F_0_4_Need_for_assistance_ns_pc,0.0006,33.0
Monbulk,F_0_4_Need_for_assistance_ns_pc,0.0006,34.0
Pascoe Vale,F_0_4_Need_for_assistance_ns_pc,0.0006,35.0
Benambra,F_0_4_Need_for_assistance_ns_pc,0.0007,36.0
Carrum,F_0_4_Need_for_assistance_ns_pc,0.0007,37.0
Clarinda,F_0_4_Need_for_assistance_ns_pc,0.0007,38.0
Lowan,F_0_4_Need_for_assistance_ns_pc,0.0007,39.0
Melbourne,F_0_4_Need_for_assistance_ns_pc,0.0007,40.0
South Barwon,F_0_4_Need_for_assistance_ns_pc,0.0007,41.0
Williamstown,F_0_4_Need_for_assistance_ns_pc,0.0007,42.0
Albert Park,F_0_4_Need_for_assistance_ns_pc,0.0008,43.0
Bendigo West,F_0_4_Need_for_assistance_ns_pc,0.0008,44.0
Macedon,F_0_4_Need_for_assistance_ns_pc,0.0008,45.0
Polwarth,F_0_4_Need_for_assistance_ns_pc,0.0008,46.0
South-West Coast,F_0_4_Need_for_assistance_ns_pc,0.0008,47.0
Sunbury,F_0_4_Need_for_assistance_ns_pc,0.0008,48.0
Wendouree,F_0_4_Need_for_assistance_ns_pc,0.0008,49.0
Bayswater,F_0_4_Need_for_assistance_ns_pc,0.0009,50.0
Bendigo East,F_0_4_Need_for_assistance_ns_pc,0.0009,51.0
Eildon,F_0_4_Need_for_assistance_ns_pc,0.0009,52.0
Richmond,F_0_4_Need_for_assistance_ns_pc,0.0009,53.0
Sydenham,F_0_4_Need_for_assistance_ns_pc,0.0009,54.0
Yan Yean,F_0_4_Need_for_assistance_ns_pc,0.0009,55.0
Berwick,F_0_4_Need_for_assistance_ns_pc,0.001,56.0
Eureka,F_0_4_Need_for_assistance_ns_pc,0.001,57.0
Mill Park,F_0_4_Need_for_assistance_ns_pc,0.001,58.0
Narracan,F_0_4_Need_for_assistance_ns_pc,0.001,59.0
Nepean,F_0_4_Need_for_assistance_ns_pc,0.001,60.0
Preston,F_0_4_Need_for_assistance_ns_pc,0.001,61.0
Mulgrave,F_0_4_Need_for_assistance_ns_pc,0.0011,62.0
Narre Warren North,F_0_4_Need_for_assistance_ns_pc,0.0011,63.0
Frankston,F_0_4_Need_for_assistance_ns_pc,0.0012,64.0
Gippsland East,F_0_4_Need_for_assistance_ns_pc,0.0012,65.0
Bass,F_0_4_Need_for_assistance_ns_pc,0.0013,66.0
Euroa,F_0_4_Need_for_assistance_ns_pc,0.0013,67.0
Greenvale,F_0_4_Need_for_assistance_ns_pc,0.0014,68.0
Mildura,F_0_4_Need_for_assistance_ns_pc,0.0014,69.0
Gippsland South,F_0_4_Need_for_assistance_ns_pc,0.0015,70.0
Murray Plains,F_0_4_Need_for_assistance_ns_pc,0.0015,71.0
Thomastown,F_0_4_Need_for_assistance_ns_pc,0.0015,72.0
Kororoit,F_0_4_Need_for_assistance_ns_pc,0.0016,73.0
Lara,F_0_4_Need_for_assistance_ns_pc,0.0016,74.0
Pakenham,F_0_4_Need_for_assistance_ns_pc,0.0016,75.0
Point Cook,F_0_4_Need_for_assistance_ns_pc,0.0016,76.0
Narre Warren South,F_0_4_Need_for_assistance_ns_pc,0.0017,77.0
Shepparton,F_0_4_Need_for_assistance_ns_pc,0.0017,78.0
Morwell,F_0_4_Need_for_assistance_ns_pc,0.0018,79.0
Cranbourne,F_0_4_Need_for_assistance_ns_pc,0.002,80.0
St Albans,F_0_4_Need_for_assistance_ns_pc,0.0021,81.0
Werribee,F_0_4_Need_for_assistance_ns_pc,0.0021,82.0
Broadmeadows,F_0_4_Need_for_assistance_ns_pc,0.0022,83.0
Melton,F_0_4_Need_for_assistance_ns_pc,0.0023,84.0
Dandenong,F_0_4_Need_for_assistance_ns_pc,0.0024,85.0
Kalkallo,F_0_4_Need_for_assistance_ns_pc,0.0024,86.0
Tarneit,F_0_4_Need_for_assistance_ns_pc,0.0024,87.0
Laverton,F_0_4_Need_for_assistance_ns_pc,0.0025,88.0
Nepean,F_0_4_No_need_for_assistance_n,1137.0,1.0
Prahran,F_0_4_No_need_for_assistance_n,1142.0,2.0
Malvern,F_0_4_No_need_for_assistance_n,1214.0,3.0
Kew,F_0_4_No_need_for_assistance_n,1228.0,4.0
Albert Park,F_0_4_No_need_for_assistance_n,1260.0,5.0
Richmond,F_0_4_No_need_for_assistance_n,1261.0,6.0
Gippsland East,F_0_4_No_need_for_assistance_n,1294.0,7.0
Brunswick,F_0_4_No_need_for_assistance_n,1322.0,8.0
Hawthorn,F_0_4_No_need_for_assistance_n,1352.0,9.0
Sandringham,F_0_4_No_need_for_assistance_n,1381.0,10.0
Brighton,F_0_4_No_need_for_assistance_n,1395.0,11.0
Euroa,F_0_4_No_need_for_assistance_n,1408.0,12.0
Mornington,F_0_4_No_need_for_assistance_n,1410.0,13.0
Gippsland South,F_0_4_No_need_for_assistance_n,1411.0,14.0
Eildon,F_0_4_No_need_for_assistance_n,1433.0,15.0
Glen Waverley,F_0_4_No_need_for_assistance_n,1455.0,16.0
Ovens Valley,F_0_4_No_need_for_assistance_n,1461.0,17.0
Melbourne,F_0_4_No_need_for_assistance_n,1496.0,18.0
Bellarine,F_0_4_No_need_for_assistance_n,1545.0,19.0
South-West Coast,F_0_4_No_need_for_assistance_n,1547.0,20.0
Murray Plains,F_0_4_No_need_for_assistance_n,1548.0,21.0
Bendigo West,F_0_4_No_need_for_assistance_n,1550.0,22.0
Essendon,F_0_4_No_need_for_assistance_n,1556.0,23.0
Rowville,F_0_4_No_need_for_assistance_n,1560.0,24.0
Macedon,F_0_4_No_need_for_assistance_n,1567.0,25.0
Niddrie,F_0_4_No_need_for_assistance_n,1577.0,26.0
Warrandyte,F_0_4_No_need_for_assistance_n,1580.0,27.0
Bulleen,F_0_4_No_need_for_assistance_n,1587.0,28.0
Northcote,F_0_4_No_need_for_assistance_n,1587.0,29.0
Ripon,F_0_4_No_need_for_assistance_n,1628.0,30.0
Lowan,F_0_4_No_need_for_assistance_n,1650.0,31.0
Monbulk,F_0_4_No_need_for_assistance_n,1660.0,32.0
Ivanhoe,F_0_4_No_need_for_assistance_n,1672.0,33.0
Eltham,F_0_4_No_need_for_assistance_n,1721.0,34.0
Frankston,F_0_4_No_need_for_assistance_n,1723.0,35.0
Bundoora,F_0_4_No_need_for_assistance_n,1727.0,36.0
Box Hill,F_0_4_No_need_for_assistance_n,1735.0,37.0
Mildura,F_0_4_No_need_for_assistance_n,1749.0,38.0
Ashwood,F_0_4_No_need_for_assistance_n,1752.0,39.0
Clarinda,F_0_4_No_need_for_assistance_n,1760.0,40.0
Bass,F_0_4_No_need_for_assistance_n,1771.0,41.0
Wendouree,F_0_4_No_need_for_assistance_n,1771.0,42.0
St Albans,F_0_4_No_need_for_assistance_n,1777.0,43.0
Caulfield,F_0_4_No_need_for_assistance_n,1782.0,44.0
Morwell,F_0_4_No_need_for_assistance_n,1793.0,45.0
Polwarth,F_0_4_No_need_for_assistance_n,1793.0,46.0
Mulgrave,F_0_4_No_need_for_assistance_n,1807.0,47.0
Hastings,F_0_4_No_need_for_assistance_n,1808.0,48.0
Sunbury,F_0_4_No_need_for_assistance_n,1810.0,49.0
Geelong,F_0_4_No_need_for_assistance_n,1819.0,50.0
Pascoe Vale,F_0_4_No_need_for_assistance_n,1841.0,51.0
Benambra,F_0_4_No_need_for_assistance_n,1848.0,52.0
Shepparton,F_0_4_No_need_for_assistance_n,1868.0,53.0
Williamstown,F_0_4_No_need_for_assistance_n,1872.0,54.0
Footscray,F_0_4_No_need_for_assistance_n,1891.0,55.0
Lara,F_0_4_No_need_for_assistance_n,1893.0,56.0
Narracan,F_0_4_No_need_for_assistance_n,1898.0,57.0
Preston,F_0_4_No_need_for_assistance_n,1911.0,58.0
Mill Park,F_0_4_No_need_for_assistance_n,1934.0,59.0
Bentleigh,F_0_4_No_need_for_assistance_n,1940.0,60.0
Oakleigh,F_0_4_No_need_for_assistance_n,1940.0,61.0
Bendigo East,F_0_4_No_need_for_assistance_n,1960.0,62.0
Mordialloc,F_0_4_No_need_for_assistance_n,2006.0,63.0
Bayswater,F_0_4_No_need_for_assistance_n,2033.0,64.0
Eureka,F_0_4_No_need_for_assistance_n,2066.0,65.0
Evelyn,F_0_4_No_need_for_assistance_n,2107.0,66.0
Sydenham,F_0_4_No_need_for_assistance_n,2124.0,67.0
Narre Warren North,F_0_4_No_need_for_assistance_n,2156.0,68.0
Croydon,F_0_4_No_need_for_assistance_n,2191.0,69.0
Greenvale,F_0_4_No_need_for_assistance_n,2242.0,70.0
South Barwon,F_0_4_No_need_for_assistance_n,2244.0,71.0
Ringwood,F_0_4_No_need_for_assistance_n,2260.0,72.0
Carrum,F_0_4_No_need_for_assistance_n,2373.0,73.0
Broadmeadows,F_0_4_No_need_for_assistance_n,2513.0,74.0
Dandenong,F_0_4_No_need_for_assistance_n,2597.0,75.0
Thomastown,F_0_4_No_need_for_assistance_n,2657.0,76.0
Berwick,F_0_4_No_need_for_assistance_n,2674.0,77.0
Yan Yean,F_0_4_No_need_for_assistance_n,2712.0,78.0
Kororoit,F_0_4_No_need_for_assistance_n,2854.0,79.0
Narre Warren South,F_0_4_No_need_for_assistance_n,2867.0,80.0
Pakenham,F_0_4_No_need_for_assistance_n,3010.0,81.0
Werribee,F_0_4_No_need_for_assistance_n,3100.0,82.0
Point Cook,F_0_4_No_need_for_assistance_n,3259.0,83.0
Melton,F_0_4_No_need_for_assistance_n,3389.0,84.0
Laverton,F_0_4_No_need_for_assistance_n,3530.0,85.0
Tarneit,F_0_4_No_need_for_assistance_n,3585.0,86.0
Cranbourne,F_0_4_No_need_for_assistance_n,3630.0,87.0
Kalkallo,F_0_4_No_need_for_assistance_n,4379.0,88.0
Melbourne,F_0_4_No_need_for_assistance_pc,0.0126,1.0
Prahran,F_0_4_No_need_for_assistance_pc,0.0158,2.0
Kew,F_0_4_No_need_for_assistance_pc,0.0166,3.0
Albert Park,F_0_4_No_need_for_assistance_pc,0.017,4.0
Glen Waverley,F_0_4_No_need_for_assistance_pc,0.0176,5.0
Nepean,F_0_4_No_need_for_assistance_pc,0.0183,6.0
Richmond,F_0_4_No_need_for_assistance_pc,0.0187,7.0
Malvern,F_0_4_No_need_for_assistance_pc,0.0189,8.0
Hawthorn,F_0_4_No_need_for_assistance_pc,0.0191,9.0
Brunswick,F_0_4_No_need_for_assistance_pc,0.0194,10.0
Gippsland East,F_0_4_No_need_for_assistance_pc,0.0202,11.0
Box Hill,F_0_4_No_need_for_assistance_pc,0.0205,12.0
Brighton,F_0_4_No_need_for_assistance_pc,0.0211,13.0
Euroa,F_0_4_No_need_for_assistance_pc,0.0211,14.0
Bulleen,F_0_4_No_need_for_assistance_pc,0.0213,15.0
Gippsland South,F_0_4_No_need_for_assistance_pc,0.0214,16.0
Warrandyte,F_0_4_No_need_for_assistance_pc,0.0214,17.0
Eildon,F_0_4_No_need_for_assistance_pc,0.0216,18.0
Mornington,F_0_4_No_need_for_assistance_pc,0.0216,19.0
Oakleigh,F_0_4_No_need_for_assistance_pc,0.0216,20.0
Ashwood,F_0_4_No_need_for_assistance_pc,0.0217,21.0
Rowville,F_0_4_No_need_for_assistance_pc,0.0219,22.0
Sandringham,F_0_4_No_need_for_assistance_pc,0.0219,23.0
South-West Coast,F_0_4_No_need_for_assistance_pc,0.0221,24.0
Bellarine,F_0_4_No_need_for_assistance_pc,0.0222,25.0
Essendon,F_0_4_No_need_for_assistance_pc,0.0222,26.0
Niddrie,F_0_4_No_need_for_assistance_pc,0.0228,27.0
Ovens Valley,F_0_4_No_need_for_assistance_pc,0.0231,28.0
Mulgrave,F_0_4_No_need_for_assistance_pc,0.0235,29.0
Northcote,F_0_4_No_need_for_assistance_pc,0.0235,30.0
Ripon,F_0_4_No_need_for_assistance_pc,0.0236,31.0
Clarinda,F_0_4_No_need_for_assistance_pc,0.0239,32.0
Murray Plains,F_0_4_No_need_for_assistance_pc,0.0239,33.0
St Albans,F_0_4_No_need_for_assistance_pc,0.0239,34.0
Lowan,F_0_4_No_need_for_assistance_pc,0.0241,35.0
Bendigo West,F_0_4_No_need_for_assistance_pc,0.0244,36.0
Macedon,F_0_4_No_need_for_assistance_pc,0.0244,37.0
Bundoora,F_0_4_No_need_for_assistance_pc,0.0248,38.0
Caulfield,F_0_4_No_need_for_assistance_pc,0.0249,39.0
Morwell,F_0_4_No_need_for_assistance_pc,0.0249,40.0
Mildura,F_0_4_No_need_for_assistance_pc,0.0251,41.0
Shepparton,F_0_4_No_need_for_assistance_pc,0.0251,42.0
Frankston,F_0_4_No_need_for_assistance_pc,0.0252,43.0
Monbulk,F_0_4_No_need_for_assistance_pc,0.0252,44.0
Bentleigh,F_0_4_No_need_for_assistance_pc,0.0253,45.0
Geelong,F_0_4_No_need_for_assistance_pc,0.0253,46.0
Ivanhoe,F_0_4_No_need_for_assistance_pc,0.0253,47.0
Polwarth,F_0_4_No_need_for_assistance_pc,0.0255,48.0
Preston,F_0_4_No_need_for_assistance_pc,0.0258,49.0
Eltham,F_0_4_No_need_for_assistance_pc,0.0259,50.0
Wendouree,F_0_4_No_need_for_assistance_pc,0.0259,51.0
Footscray,F_0_4_No_need_for_assistance_pc,0.026,52.0
Pascoe Vale,F_0_4_No_need_for_assistance_pc,0.0267,53.0
Bass,F_0_4_No_need_for_assistance_pc,0.0269,54.0
Lara,F_0_4_No_need_for_assistance_pc,0.0269,55.0
Hastings,F_0_4_No_need_for_assistance_pc,0.0272,56.0
Bendigo East,F_0_4_No_need_for_assistance_pc,0.0273,57.0
Narre Warren North,F_0_4_No_need_for_assistance_pc,0.0273,58.0
Sydenham,F_0_4_No_need_for_assistance_pc,0.0274,59.0
Benambra,F_0_4_No_need_for_assistance_pc,0.0277,60.0
Eureka,F_0_4_No_need_for_assistance_pc,0.0277,61.0
Mordialloc,F_0_4_No_need_for_assistance_pc,0.0277,62.0
Bayswater,F_0_4_No_need_for_assistance_pc,0.0279,63.0
Narracan,F_0_4_No_need_for_assistance_pc,0.0279,64.0
Mill Park,F_0_4_No_need_for_assistance_pc,0.0281,65.0
Ringwood,F_0_4_No_need_for_assistance_pc,0.0282,66.0
Williamstown,F_0_4_No_need_for_assistance_pc,0.0283,67.0
Sunbury,F_0_4_No_need_for_assistance_pc,0.0286,68.0
Dandenong,F_0_4_No_need_for_assistance_pc,0.0289,69.0
Greenvale,F_0_4_No_need_for_assistance_pc,0.0292,70.0
Croydon,F_0_4_No_need_for_assistance_pc,0.0294,71.0
Evelyn,F_0_4_No_need_for_assistance_pc,0.0305,72.0
South Barwon,F_0_4_No_need_for_assistance_pc,0.0308,73.0
Broadmeadows,F_0_4_No_need_for_assistance_pc,0.0312,74.0
Narre Warren South,F_0_4_No_need_for_assistance_pc,0.0318,75.0
Carrum,F_0_4_No_need_for_assistance_pc,0.032,76.0
Kororoit,F_0_4_No_need_for_assistance_pc,0.0327,77.0
Berwick,F_0_4_No_need_for_assistance_pc,0.033,78.0
Thomastown,F_0_4_No_need_for_assistance_pc,0.0341,79.0
Point Cook,F_0_4_No_need_for_assistance_pc,0.0352,80.0
Werribee,F_0_4_No_need_for_assistance_pc,0.0368,81.0
Yan Yean,F_0_4_No_need_for_assistance_pc,0.0373,82.0
Laverton,F_0_4_No_need_for_assistance_pc,0.0375,83.0
Tarneit,F_0_4_No_need_for_assistance_pc,0.0385,84.0
Pakenham,F_0_4_No_need_for_assistance_pc,0.0394,85.0
Melton,F_0_4_No_need_for_assistance_pc,0.0409,86.0
Cranbourne,F_0_4_No_need_for_assistance_pc,0.0416,87.0
Kalkallo,F_0_4_No_need_for_assistance_pc,0.0458,88.0
Albert Park,F_0_4_yrs_Need_for_assistance_n,0.0,1.0
Bayswater,F_0_4_yrs_Need_for_assistance_n,0.0,2.0
Bentleigh,F_0_4_yrs_Need_for_assistance_n,0.0,3.0
Box Hill,F_0_4_yrs_Need_for_assistance_n,0.0,4.0
Brighton,F_0_4_yrs_Need_for_assistance_n,0.0,5.0
Broadmeadows,F_0_4_yrs_Need_for_assistance_n,0.0,6.0
Brunswick,F_0_4_yrs_Need_for_assistance_n,0.0,7.0
Bulleen,F_0_4_yrs_Need_for_assistance_n,0.0,8.0
Bundoora,F_0_4_yrs_Need_for_assistance_n,0.0,9.0
Dandenong,F_0_4_yrs_Need_for_assistance_n,0.0,10.0
Eildon,F_0_4_yrs_Need_for_assistance_n,0.0,11.0
Eltham,F_0_4_yrs_Need_for_assistance_n,0.0,12.0
Essendon,F_0_4_yrs_Need_for_assistance_n,0.0,13.0
Gippsland East,F_0_4_yrs_Need_for_assistance_n,0.0,14.0
Gippsland South,F_0_4_yrs_Need_for_assistance_n,0.0,15.0
Glen Waverley,F_0_4_yrs_Need_for_assistance_n,0.0,16.0
Ivanhoe,F_0_4_yrs_Need_for_assistance_n,0.0,17.0
Kew,F_0_4_yrs_Need_for_assistance_n,0.0,18.0
Kororoit,F_0_4_yrs_Need_for_assistance_n,0.0,19.0
Lara,F_0_4_yrs_Need_for_assistance_n,0.0,20.0
Lowan,F_0_4_yrs_Need_for_assistance_n,0.0,21.0
Malvern,F_0_4_yrs_Need_for_assistance_n,0.0,22.0
Mildura,F_0_4_yrs_Need_for_assistance_n,0.0,23.0
Mordialloc,F_0_4_yrs_Need_for_assistance_n,0.0,24.0
Mornington,F_0_4_yrs_Need_for_assistance_n,0.0,25.0
Northcote,F_0_4_yrs_Need_for_assistance_n,0.0,26.0
Pascoe Vale,F_0_4_yrs_Need_for_assistance_n,0.0,27.0
Prahran,F_0_4_yrs_Need_for_assistance_n,0.0,28.0
Richmond,F_0_4_yrs_Need_for_assistance_n,0.0,29.0
Ringwood,F_0_4_yrs_Need_for_assistance_n,0.0,30.0
South-West Coast,F_0_4_yrs_Need_for_assistance_n,0.0,31.0
Warrandyte,F_0_4_yrs_Need_for_assistance_n,0.0,32.0
Ashwood,F_0_4_yrs_Need_for_assistance_n,3.0,33.0
Bass,F_0_4_yrs_Need_for_assistance_n,3.0,34.0
Caulfield,F_0_4_yrs_Need_for_assistance_n,3.0,35.0
Clarinda,F_0_4_yrs_Need_for_assistance_n,3.0,36.0
Footscray,F_0_4_yrs_Need_for_assistance_n,3.0,37.0
Frankston,F_0_4_yrs_Need_for_assistance_n,3.0,38.0
Geelong,F_0_4_yrs_Need_for_assistance_n,3.0,39.0
Melbourne,F_0_4_yrs_Need_for_assistance_n,3.0,40.0
Mill Park,F_0_4_yrs_Need_for_assistance_n,3.0,41.0
Narre Warren North,F_0_4_yrs_Need_for_assistance_n,3.0,42.0
Oakleigh,F_0_4_yrs_Need_for_assistance_n,3.0,43.0
Ovens Valley,F_0_4_yrs_Need_for_assistance_n,3.0,44.0
Thomastown,F_0_4_yrs_Need_for_assistance_n,3.0,45.0
Williamstown,F_0_4_yrs_Need_for_assistance_n,3.0,46.0
Yan Yean,F_0_4_yrs_Need_for_assistance_n,3.0,47.0
Bellarine,F_0_4_yrs_Need_for_assistance_n,4.0,48.0
Croydon,F_0_4_yrs_Need_for_assistance_n,4.0,49.0
Euroa,F_0_4_yrs_Need_for_assistance_n,4.0,50.0
Mulgrave,F_0_4_yrs_Need_for_assistance_n,4.0,51.0
Nepean,F_0_4_yrs_Need_for_assistance_n,4.0,52.0
Polwarth,F_0_4_yrs_Need_for_assistance_n,4.0,53.0
Wendouree,F_0_4_yrs_Need_for_assistance_n,4.0,54.0
Eureka,F_0_4_yrs_Need_for_assistance_n,5.0,55.0
Hawthorn,F_0_4_yrs_Need_for_assistance_n,5.0,56.0
