district,census_variable,value,rank
Prahran,F_15_19_No_unpad_asst_prvided_n,773.0,1.0
Richmond,F_15_19_No_unpad_asst_prvided_n,866.0,2.0
Brunswick,F_15_19_No_unpad_asst_prvided_n,943.0,3.0
Albert Park,F_15_19_No_unpad_asst_prvided_n,1092.0,4.0
Nepean,F_15_19_No_unpad_asst_prvided_n,1119.0,5.0
Gippsland East,F_15_19_No_unpad_asst_prvided_n,1178.0,6.0
Footscray,F_15_19_No_unpad_asst_prvided_n,1209.0,7.0
Preston,F_15_19_No_unpad_asst_prvided_n,1330.0,8.0
Euroa,F_15_19_No_unpad_asst_prvided_n,1339.0,9.0
Bass,F_15_19_No_unpad_asst_prvided_n,1351.0,10.0
Pascoe Vale,F_15_19_No_unpad_asst_prvided_n,1380.0,11.0
Murray Plains,F_15_19_No_unpad_asst_prvided_n,1386.0,12.0
Ovens Valley,F_15_19_No_unpad_asst_prvided_n,1427.0,13.0
Bendigo West,F_15_19_No_unpad_asst_prvided_n,1436.0,14.0
Lowan,F_15_19_No_unpad_asst_prvided_n,1438.0,15.0
Northcote,F_15_19_No_unpad_asst_prvided_n,1441.0,16.0
Williamstown,F_15_19_No_unpad_asst_prvided_n,1453.0,17.0
Sunbury,F_15_19_No_unpad_asst_prvided_n,1466.0,18.0
Gippsland South,F_15_19_No_unpad_asst_prvided_n,1475.0,19.0
Frankston,F_15_19_No_unpad_asst_prvided_n,1494.0,20.0
Mildura,F_15_19_No_unpad_asst_prvided_n,1515.0,21.0
Eildon,F_15_19_No_unpad_asst_prvided_n,1540.0,22.0
Ripon,F_15_19_No_unpad_asst_prvided_n,1541.0,23.0
Caulfield,F_15_19_No_unpad_asst_prvided_n,1549.0,24.0
Ivanhoe,F_15_19_No_unpad_asst_prvided_n,1565.0,25.0
Bellarine,F_15_19_No_unpad_asst_prvided_n,1566.0,26.0
Bayswater,F_15_19_No_unpad_asst_prvided_n,1585.0,27.0
Macedon,F_15_19_No_unpad_asst_prvided_n,1594.0,28.0
Essendon,F_15_19_No_unpad_asst_prvided_n,1595.0,29.0
Polwarth,F_15_19_No_unpad_asst_prvided_n,1610.0,30.0
Broadmeadows,F_15_19_No_unpad_asst_prvided_n,1628.0,31.0
Thomastown,F_15_19_No_unpad_asst_prvided_n,1635.0,32.0
Mulgrave,F_15_19_No_unpad_asst_prvided_n,1680.0,33.0
Geelong,F_15_19_No_unpad_asst_prvided_n,1683.0,34.0
Morwell,F_15_19_No_unpad_asst_prvided_n,1686.0,35.0
Benambra,F_15_19_No_unpad_asst_prvided_n,1688.0,36.0
Carrum,F_15_19_No_unpad_asst_prvided_n,1689.0,37.0
Narracan,F_15_19_No_unpad_asst_prvided_n,1693.0,38.0
Croydon,F_15_19_No_unpad_asst_prvided_n,1708.0,39.0
Hastings,F_15_19_No_unpad_asst_prvided_n,1708.0,40.0
Bundoora,F_15_19_No_unpad_asst_prvided_n,1715.0,41.0
South-West Coast,F_15_19_No_unpad_asst_prvided_n,1730.0,42.0
Malvern,F_15_19_No_unpad_asst_prvided_n,1736.0,43.0
Brighton,F_15_19_No_unpad_asst_prvided_n,1752.0,44.0
St Albans,F_15_19_No_unpad_asst_prvided_n,1761.0,45.0
Monbulk,F_15_19_No_unpad_asst_prvided_n,1763.0,46.0
Niddrie,F_15_19_No_unpad_asst_prvided_n,1786.0,47.0
Sandringham,F_15_19_No_unpad_asst_prvided_n,1792.0,48.0
Lara,F_15_19_No_unpad_asst_prvided_n,1795.0,49.0
Shepparton,F_15_19_No_unpad_asst_prvided_n,1809.0,50.0
Wendouree,F_15_19_No_unpad_asst_prvided_n,1825.0,51.0
Bulleen,F_15_19_No_unpad_asst_prvided_n,1828.0,52.0
Clarinda,F_15_19_No_unpad_asst_prvided_n,1836.0,53.0
Mill Park,F_15_19_No_unpad_asst_prvided_n,1840.0,54.0
Ringwood,F_15_19_No_unpad_asst_prvided_n,1845.0,55.0
Mornington,F_15_19_No_unpad_asst_prvided_n,1846.0,56.0
Eureka,F_15_19_No_unpad_asst_prvided_n,1852.0,57.0
Laverton,F_15_19_No_unpad_asst_prvided_n,1866.0,58.0
Pakenham,F_15_19_No_unpad_asst_prvided_n,1869.0,59.0
Bendigo East,F_15_19_No_unpad_asst_prvided_n,1897.0,60.0
Eltham,F_15_19_No_unpad_asst_prvided_n,1936.0,61.0
Evelyn,F_15_19_No_unpad_asst_prvided_n,1950.0,62.0
Yan Yean,F_15_19_No_unpad_asst_prvided_n,1977.0,63.0
Narre Warren North,F_15_19_No_unpad_asst_prvided_n,1984.0,64.0
South Barwon,F_15_19_No_unpad_asst_prvided_n,1987.0,65.0
Melton,F_15_19_No_unpad_asst_prvided_n,1994.0,66.0
Mordialloc,F_15_19_No_unpad_asst_prvided_n,2000.0,67.0
Dandenong,F_15_19_No_unpad_asst_prvided_n,2003.0,68.0
Oakleigh,F_15_19_No_unpad_asst_prvided_n,2004.0,69.0
Werribee,F_15_19_No_unpad_asst_prvided_n,2045.0,70.0
Bentleigh,F_15_19_No_unpad_asst_prvided_n,2086.0,71.0
Hawthorn,F_15_19_No_unpad_asst_prvided_n,2117.0,72.0
Rowville,F_15_19_No_unpad_asst_prvided_n,2136.0,73.0
Cranbourne,F_15_19_No_unpad_asst_prvided_n,2149.0,74.0
Point Cook,F_15_19_No_unpad_asst_prvided_n,2164.0,75.0
Tarneit,F_15_19_No_unpad_asst_prvided_n,2202.0,76.0
Warrandyte,F_15_19_No_unpad_asst_prvided_n,2203.0,77.0
Ashwood,F_15_19_No_unpad_asst_prvided_n,2273.0,78.0
Kalkallo,F_15_19_No_unpad_asst_prvided_n,2312.0,79.0
Kororoit,F_15_19_No_unpad_asst_prvided_n,2338.0,80.0
Glen Waverley,F_15_19_No_unpad_asst_prvided_n,2348.0,81.0
Berwick,F_15_19_No_unpad_asst_prvided_n,2401.0,82.0
Box Hill,F_15_19_No_unpad_asst_prvided_n,2402.0,83.0
Greenvale,F_15_19_No_unpad_asst_prvided_n,2438.0,84.0
Kew,F_15_19_No_unpad_asst_prvided_n,2537.0,85.0
Sydenham,F_15_19_No_unpad_asst_prvided_n,2579.0,86.0
Melbourne,F_15_19_No_unpad_asst_prvided_n,2703.0,87.0
Narre Warren South,F_15_19_No_unpad_asst_prvided_n,2980.0,88.0
Prahran,F_15_19_No_unpad_asst_prvided_pc,0.0115,1.0
Richmond,F_15_19_No_unpad_asst_prvided_pc,0.0143,2.0
Brunswick,F_15_19_No_unpad_asst_prvided_pc,0.0155,3.0
Albert Park,F_15_19_No_unpad_asst_prvided_pc,0.0165,4.0
Footscray,F_15_19_No_unpad_asst_prvided_pc,0.0197,5.0
Nepean,F_15_19_No_unpad_asst_prvided_pc,0.0209,6.0
Preston,F_15_19_No_unpad_asst_prvided_pc,0.0213,7.0
Gippsland East,F_15_19_No_unpad_asst_prvided_pc,0.0219,8.0
Euroa,F_15_19_No_unpad_asst_prvided_pc,0.0238,9.0
Pascoe Vale,F_15_19_No_unpad_asst_prvided_pc,0.0239,10.0
