district,census_variable,value,rank
Prahran,F_15_19_CF_Oth_CCO,0.0,1.0
Essendon,F_15_19_CF_Oth_CCO,13.0,2.0
Richmond,F_15_19_CF_Oth_CCO,18.0,3.0
Brighton,F_15_19_CF_Oth_CCO,20.0,4.0
Albert Park,F_15_19_CF_Oth_CCO,22.0,5.0
Oakleigh,F_15_19_CF_Oth_CCO,22.0,6.0
Ashwood,F_15_19_CF_Oth_CCO,23.0,7.0
Williamstown,F_15_19_CF_Oth_CCO,23.0,8.0
Footscray,F_15_19_CF_Oth_CCO,26.0,9.0
Brunswick,F_15_19_CF_Oth_CCO,31.0,10.0
Malvern,F_15_19_CF_Oth_CCO,31.0,11.0
Glen Waverley,F_15_19_CF_Oth_CCO,33.0,12.0
Kew,F_15_19_CF_Oth_CCO,33.0,13.0
Pascoe Vale,F_15_19_CF_Oth_CCO,35.0,14.0
Box Hill,F_15_19_CF_Oth_CCO,36.0,15.0
Niddrie,F_15_19_CF_Oth_CCO,36.0,16.0
Mulgrave,F_15_19_CF_Oth_CCO,38.0,17.0
Northcote,F_15_19_CF_Oth_CCO,39.0,18.0
Clarinda,F_15_19_CF_Oth_CCO,40.0,19.0
Sandringham,F_15_19_CF_Oth_CCO,40.0,20.0
Eltham,F_15_19_CF_Oth_CCO,41.0,21.0
Hastings,F_15_19_CF_Oth_CCO,45.0,22.0
Sunbury,F_15_19_CF_Oth_CCO,45.0,23.0
Ivanhoe,F_15_19_CF_Oth_CCO,47.0,24.0
South-West Coast,F_15_19_CF_Oth_CCO,47.0,25.0
Melbourne,F_15_19_CF_Oth_CCO,48.0,26.0
Bundoora,F_15_19_CF_Oth_CCO,49.0,27.0
Nepean,F_15_19_CF_Oth_CCO,50.0,28.0
Thomastown,F_15_19_CF_Oth_CCO,51.0,29.0
Mill Park,F_15_19_CF_Oth_CCO,52.0,30.0
Ringwood,F_15_19_CF_Oth_CCO,52.0,31.0
Euroa,F_15_19_CF_Oth_CCO,53.0,32.0
Geelong,F_15_19_CF_Oth_CCO,53.0,33.0
Preston,F_15_19_CF_Oth_CCO,53.0,34.0
Hawthorn,F_15_19_CF_Oth_CCO,55.0,35.0
Rowville,F_15_19_CF_Oth_CCO,55.0,36.0
Murray Plains,F_15_19_CF_Oth_CCO,57.0,37.0
Frankston,F_15_19_CF_Oth_CCO,59.0,38.0
Bellarine,F_15_19_CF_Oth_CCO,60.0,39.0
Bendigo West,F_15_19_CF_Oth_CCO,62.0,40.0
Bulleen,F_15_19_CF_Oth_CCO,65.0,41.0
St Albans,F_15_19_CF_Oth_CCO,66.0,42.0
Warrandyte,F_15_19_CF_Oth_CCO,66.0,43.0
Bass,F_15_19_CF_Oth_CCO,67.0,44.0
Bentleigh,F_15_19_CF_Oth_CCO,68.0,45.0
Eildon,F_15_19_CF_Oth_CCO,69.0,46.0
Polwarth,F_15_19_CF_Oth_CCO,69.0,47.0
Ovens Valley,F_15_19_CF_Oth_CCO,70.0,48.0
Carrum,F_15_19_CF_Oth_CCO,71.0,49.0
Croydon,F_15_19_CF_Oth_CCO,71.0,50.0
Werribee,F_15_19_CF_Oth_CCO,73.0,51.0
Bayswater,F_15_19_CF_Oth_CCO,75.0,52.0
Dandenong,F_15_19_CF_Oth_CCO,77.0,53.0
Wendouree,F_15_19_CF_Oth_CCO,79.0,54.0
Broadmeadows,F_15_19_CF_Oth_CCO,80.0,55.0
Sydenham,F_15_19_CF_Oth_CCO,80.0,56.0
Point Cook,F_15_19_CF_Oth_CCO,81.0,57.0
Mornington,F_15_19_CF_Oth_CCO,82.0,58.0
Gippsland East,F_15_19_CF_Oth_CCO,85.0,59.0
Mordialloc,F_15_19_CF_Oth_CCO,85.0,60.0
Yan Yean,F_15_19_CF_Oth_CCO,85.0,61.0
Macedon,F_15_19_CF_Oth_CCO,86.0,62.0
Berwick,F_15_19_CF_Oth_CCO,88.0,63.0
Ripon,F_15_19_CF_Oth_CCO,88.0,64.0
Benambra,F_15_19_CF_Oth_CCO,91.0,65.0
Eureka,F_15_19_CF_Oth_CCO,92.0,66.0
Kororoit,F_15_19_CF_Oth_CCO,94.0,67.0
Kalkallo,F_15_19_CF_Oth_CCO,95.0,68.0
Narre Warren North,F_15_19_CF_Oth_CCO,95.0,69.0
Shepparton,F_15_19_CF_Oth_CCO,95.0,70.0
Lara,F_15_19_CF_Oth_CCO,97.0,71.0
Laverton,F_15_19_CF_Oth_CCO,99.0,72.0
Gippsland South,F_15_19_CF_Oth_CCO,100.0,73.0
South Barwon,F_15_19_CF_Oth_CCO,100.0,74.0
Monbulk,F_15_19_CF_Oth_CCO,103.0,75.0
Caulfield,F_15_19_CF_Oth_CCO,106.0,76.0
Pakenham,F_15_19_CF_Oth_CCO,106.0,77.0
Evelyn,F_15_19_CF_Oth_CCO,107.0,78.0
Lowan,F_15_19_CF_Oth_CCO,107.0,79.0
Morwell,F_15_19_CF_Oth_CCO,110.0,80.0
Mildura,F_15_19_CF_Oth_CCO,112.0,81.0
Narracan,F_15_19_CF_Oth_CCO,112.0,82.0
Tarneit,F_15_19_CF_Oth_CCO,118.0,83.0
Bendigo East,F_15_19_CF_Oth_CCO,122.0,84.0
Greenvale,F_15_19_CF_Oth_CCO,132.0,85.0
Cranbourne,F_15_19_CF_Oth_CCO,137.0,86.0
Melton,F_15_19_CF_Oth_CCO,187.0,87.0
Narre Warren South,F_15_19_CF_Oth_CCO,188.0,88.0
Prahran,F_15_19_CF_Oth_CCO_pc,0.0,1.0
Essendon,F_15_19_CF_Oth_CCO_pc,0.0002,2.0
Albert Park,F_15_19_CF_Oth_CCO_pc,0.0003,3.0
Ashwood,F_15_19_CF_Oth_CCO_pc,0.0003,4.0
Oakleigh,F_15_19_CF_Oth_CCO_pc,0.0003,5.0
Richmond,F_15_19_CF_Oth_CCO_pc,0.0003,6.0
Brighton,F_15_19_CF_Oth_CCO_pc,0.0004,7.0
Footscray,F_15_19_CF_Oth_CCO_pc,0.0004,8.0
Melbourne,F_15_19_CF_Oth_CCO_pc,0.0004,9.0
Williamstown,F_15_19_CF_Oth_CCO_pc,0.0004,10.0
Box Hill,F_15_19_CF_Oth_CCO_pc,0.0005,11.0
Brunswick,F_15_19_CF_Oth_CCO_pc,0.0005,12.0
