district,census_variable,value
Albert Park,M_Ptn_in_RM_0_14,Null
Ashwood,M_Ptn_in_RM_0_14,Null
Bass,M_Ptn_in_RM_0_14,Null
Bayswater,M_Ptn_in_RM_0_14,Null
Bellarine,M_Ptn_in_RM_0_14,Null
Benambra,M_Ptn_in_RM_0_14,Null
Bendigo East,M_Ptn_in_RM_0_14,Null
Bendigo West,M_Ptn_in_RM_0_14,Null
Bentleigh,M_Ptn_in_RM_0_14,Null
Berwick,M_Ptn_in_RM_0_14,Null
Box Hill,M_Ptn_in_RM_0_14,Null
Brighton,M_Ptn_in_RM_0_14,Null
Broadmeadows,M_Ptn_in_RM_0_14,Null
Brunswick,M_Ptn_in_RM_0_14,Null
Bulleen,M_Ptn_in_RM_0_14,Null
Bundoora,M_Ptn_in_RM_0_14,Null
Carrum,M_Ptn_in_RM_0_14,Null
Caulfield,M_Ptn_in_RM_0_14,Null
Clarinda,M_Ptn_in_RM_0_14,Null
Cranbourne,M_Ptn_in_RM_0_14,Null
Croydon,M_Ptn_in_RM_0_14,Null
Dandenong,M_Ptn_in_RM_0_14,Null
Eildon,M_Ptn_in_RM_0_14,Null
Eltham,M_Ptn_in_RM_0_14,Null
Essendon,M_Ptn_in_RM_0_14,Null
Eureka,M_Ptn_in_RM_0_14,Null
Euroa,M_Ptn_in_RM_0_14,Null
Evelyn,M_Ptn_in_RM_0_14,Null
Footscray,M_Ptn_in_RM_0_14,Null
Frankston,M_Ptn_in_RM_0_14,Null
Geelong,M_Ptn_in_RM_0_14,Null
Gippsland East,M_Ptn_in_RM_0_14,Null
Gippsland South,M_Ptn_in_RM_0_14,Null
Glen Waverley,M_Ptn_in_RM_0_14,Null
Greenvale,M_Ptn_in_RM_0_14,Null
Hastings,M_Ptn_in_RM_0_14,Null
Hawthorn,M_Ptn_in_RM_0_14,Null
Ivanhoe,M_Ptn_in_RM_0_14,Null
Kalkallo,M_Ptn_in_RM_0_14,Null
Kew,M_Ptn_in_RM_0_14,Null
Kororoit,M_Ptn_in_RM_0_14,Null
Lara,M_Ptn_in_RM_0_14,Null
Laverton,M_Ptn_in_RM_0_14,Null
Lowan,M_Ptn_in_RM_0_14,Null
Macedon,M_Ptn_in_RM_0_14,Null
Malvern,M_Ptn_in_RM_0_14,Null
