district,Tot_P_M_n,Tot_P_M_pc,Tot_P_F_n,Tot_P_F_pc,Tot_P_P_n,Tot_P_P_pc,Age_0_4_yr_M_n,Age_0_4_yr_M_pc,Age_0_4_yr_F_n,Age_0_4_yr_F_pc,Age_0_4_yr_P_n,Age_0_4_yr_P_pc,Age_5_14_yr_M_n,Age_5_14_yr_M_pc,Age_5_14_yr_F_n,Age_5_14_yr_F_pc,Age_5_14_yr_P_n,Age_5_14_yr_P_pc,Age_15_19_yr_M_n,Age_15_19_yr_M_pc,Age_15_19_yr_F_n,Age_15_19_yr_F_pc,Age_15_19_yr_P_n,Age_15_19_yr_P_pc,Age_20_24_yr_M_n,Age_20_24_yr_M_pc,Age_20_24_yr_F_n,Age_20_24_yr_F_pc,Age_20_24_yr_P_n,Age_20_24_yr_P_pc,Age_25_34_yr_M_n,Age_25_34_yr_M_pc,Age_25_34_yr_F_n,Age_25_34_yr_F_pc,Age_25_34_yr_P_n,Age_25_34_yr_P_pc,Age_35_44_yr_M_n,Age_35_44_yr_M_pc,Age_35_44_yr_F_n,Age_35_44_yr_F_pc,Age_35_44_yr_P_n,Age_35_44_yr_P_pc,Age_45_54_yr_M_n,Age_45_54_yr_M_pc,Age_45_54_yr_F_n,Age_45_54_yr_F_pc,Age_45_54_yr_P_n,Age_45_54_yr_P_pc,Age_55_64_yr_M_n,Age_55_64_yr_M_pc,Age_55_64_yr_F_n,Age_55_64_yr_F_pc,Age_55_64_yr_P_n,Age_55_64_yr_P_pc,Age_65_74_yr_M_n,Age_65_74_yr_M_pc,Age_65_74_yr_F_n,Age_65_74_yr_F_pc,Age_65_74_yr_P_n,Age_65_74_yr_P_pc,Age_75_84_yr_M_n,Age_75_84_yr_M_pc,Age_75_84_yr_F_n,Age_75_84_yr_F_pc,Age_75_84_yr_P_n,Age_75_84_yr_P_pc,Age_85ov_M_n,Age_85ov_M_pc,Age_85ov_F_n,Age_85ov_F_pc,Age_85ov_P_n,Age_85ov_P_pc,Counted_Census_Night_home_M_n,Counted_Census_Night_home_M_pc,Counted_Census_Night_home_F_n,Counted_Census_Night_home_F_pc,Counted_Census_Night_home_P_n,Counted_Census_Night_home_P_pc,Count_Census_Nt_Ewhere_Aust_M_n,Count_Census_Nt_Ewhere_Aust_M_pc,Count_Census_Nt_Ewhere_Aust_F_n,Count_Census_Nt_Ewhere_Aust_F_pc,Count_Census_Nt_Ewhere_Aust_P_n,Count_Census_Nt_Ewhere_Aust_P_pc,Indigenous_psns_Aboriginal_M_n,Indigenous_psns_Aboriginal_M_pc,Indigenous_psns_Aboriginal_F_n,Indigenous_psns_Aboriginal_F_pc,Indigenous_psns_Aboriginal_P_n,Indigenous_psns_Aboriginal_P_pc,Indig_psns_Torres_Strait_Is_M_n,Indig_psns_Torres_Strait_Is_M_pc,Indig_psns_Torres_Strait_Is_F_n,Indig_psns_Torres_Strait_Is_F_pc,Indig_psns_Torres_Strait_Is_P_n,Indig_psns_Torres_Strait_Is_P_pc,Indig_Bth_Abor_Torres_St_Is_M_n,Indig_Bth_Abor_Torres_St_Is_M_pc,Indig_Bth_Abor_Torres_St_Is_F_n,Indig_Bth_Abor_Torres_St_Is_F_pc,Indig_Bth_Abor_Torres_St_Is_P_n,Indig_Bth_Abor_Torres_St_Is_P_pc,Indigenous_P_Tot_M_n,Indigenous_P_Tot_M_pc,Indigenous_P_Tot_F_n,Indigenous_P_Tot_F_pc,Indigenous_P_Tot_P_n,Indigenous_P_Tot_P_pc,Birthplace_Australia_M_n,Birthplace_Australia_M_pc,Birthplace_Australia_F_n,Birthplace_Australia_F_pc,Birthplace_Australia_P_n,Birthplace_Australia_P_pc,Birthplace_Elsewhere_M_n,Birthplace_Elsewhere_M_pc,Birthplace_Elsewhere_F_n,Birthplace_Elsewhere_F_pc,Birthplace_Elsewhere_P_n,Birthplace_Elsewhere_P_pc,Lang_used_home_Eng_only_M_n,Lang_used_home_Eng_only_M_pc,Lang_used_home_Eng_only_F_n,Lang_used_home_Eng_only_F_pc,Lang_used_home_Eng_only_P_n,Lang_used_home_Eng_only_P_pc,Lang_used_home_Oth_Lang_M_n,Lang_used_home_Oth_Lang_M_pc,Lang_used_home_Oth_Lang_F_n,Lang_used_home_Oth_Lang_F_pc,Lang_used_home_Oth_Lang_P_n,Lang_used_home_Oth_Lang_P_pc,Australian_citizen_M_n,Australian_citizen_M_pc,Australian_citizen_F_n,Australian_citizen_F_pc,Australian_citizen_P_n,Australian_citizen_P_pc,Age_psns_att_educ_inst_0_4_M_n,Age_psns_att_educ_inst_0_4_M_pc,Age_psns_att_educ_inst_0_4_F_n,Age_psns_att_educ_inst_0_4_F_pc,Age_psns_att_educ_inst_0_4_P_n,Age_psns_att_educ_inst_0_4_P_pc,Age_psns_att_educ_inst_5_14_M_n,Age_psns_att_educ_inst_5_14_M_pc,Age_psns_att_educ_inst_5_14_F_n,Age_psns_att_educ_inst_5_14_F_pc,Age_psns_att_educ_inst_5_14_P_n,Age_psns_att_educ_inst_5_14_P_pc,Age_psns_att_edu_inst_15_19_M_n,Age_psns_att_edu_inst_15_19_M_pc,Age_psns_att_edu_inst_15_19_F_n,Age_psns_att_edu_inst_15_19_F_pc,Age_psns_att_edu_inst_15_19_P_n,Age_psns_att_edu_inst_15_19_P_pc,Age_psns_att_edu_inst_20_24_M_n,Age_psns_att_edu_inst_20_24_M_pc,Age_psns_att_edu_inst_20_24_F_n,Age_psns_att_edu_inst_20_24_F_pc,Age_psns_att_edu_inst_20_24_P_n,Age_psns_att_edu_inst_20_24_P_pc,Age_psns_att_edu_inst_25_ov_M_n,Age_psns_att_edu_inst_25_ov_M_pc,Age_psns_att_edu_inst_25_ov_F_n,Age_psns_att_edu_inst_25_ov_F_pc,Age_psns_att_edu_inst_25_ov_P_n,Age_psns_att_edu_inst_25_ov_P_pc,High_yr_schl_comp_Yr_12_eq_M_n,High_yr_schl_comp_Yr_12_eq_M_pc,High_yr_schl_comp_Yr_12_eq_F_n,High_yr_schl_comp_Yr_12_eq_F_pc,High_yr_schl_comp_Yr_12_eq_P_n,High_yr_schl_comp_Yr_12_eq_P_pc,High_yr_schl_comp_Yr_11_eq_M_n,High_yr_schl_comp_Yr_11_eq_M_pc,High_yr_schl_comp_Yr_11_eq_F_n,High_yr_schl_comp_Yr_11_eq_F_pc,High_yr_schl_comp_Yr_11_eq_P_n,High_yr_schl_comp_Yr_11_eq_P_pc,High_yr_schl_comp_Yr_10_eq_M_n,High_yr_schl_comp_Yr_10_eq_M_pc,High_yr_schl_comp_Yr_10_eq_F_n,High_yr_schl_comp_Yr_10_eq_F_pc,High_yr_schl_comp_Yr_10_eq_P_n,High_yr_schl_comp_Yr_10_eq_P_pc,High_yr_schl_comp_Yr_9_eq_M_n,High_yr_schl_comp_Yr_9_eq_M_pc,High_yr_schl_comp_Yr_9_eq_F_n,High_yr_schl_comp_Yr_9_eq_F_pc,High_yr_schl_comp_Yr_9_eq_P_n,High_yr_schl_comp_Yr_9_eq_P_pc,High_yr_schl_comp_Yr_8_belw_M_n,High_yr_schl_comp_Yr_8_belw_M_pc,High_yr_schl_comp_Yr_8_belw_F_n,High_yr_schl_comp_Yr_8_belw_F_pc,High_yr_schl_comp_Yr_8_belw_P_n,High_yr_schl_comp_Yr_8_belw_P_pc,High_yr_schl_comp_D_n_g_sch_M_n,High_yr_schl_comp_D_n_g_sch_M_pc,High_yr_schl_comp_D_n_g_sch_F_n,High_yr_schl_comp_D_n_g_sch_F_pc,High_yr_schl_comp_D_n_g_sch_P_n,High_yr_schl_comp_D_n_g_sch_P_pc,Count_psns_occ_priv_dwgs_M_n,Count_psns_occ_priv_dwgs_M_pc,Count_psns_occ_priv_dwgs_F_n,Count_psns_occ_priv_dwgs_F_pc,Count_psns_occ_priv_dwgs_P_n,Count_psns_occ_priv_dwgs_P_pc,Count_Persons_other_dwgs_M_n,Count_Persons_other_dwgs_M_pc,Count_Persons_other_dwgs_F_n,Count_Persons_other_dwgs_F_pc,Count_Persons_other_dwgs_P_n,Count_Persons_other_dwgs_P_pc,Tot_P_P_total
Albert Park,36565.0,0.4942,37438.0,0.506,73990.0,1.0,1443.0,0.0195,1365.0,0.0184,2850.0,0.0385,2476.0,0.0335,2463.0,0.0333,4890.0,0.0661,1171.0,0.0158,1204.0,0.0163,2346.0,0.0317,2397.0,0.0324,2536.0,0.0343,5024.0,0.0679,8941.0,0.1208,9236.0,0.1248,18122.0,0.2449,6477.0,0.0875,6345.0,0.0858,12879.0,0.1741,4892.0,0.0661,5082.0,0.0687,10005.0,0.1352,4135.0,0.0559,4082.0,0.0552,8170.0,0.1104,2784.0,0.0376,2911.0,0.0393,5702.0,0.0771,1424.0,0.0192,1539.0,0.0208,3058.0,0.0413,355.0,0.0048,496.0,0.0067,943.0,0.0127,34928.0,0.4721,35666.0,0.482,70654.0,0.9549,1632.0,0.0221,1751.0,0.0237,3380.0,0.0457,111.0,0.0015,113.0,0.0015,278.0,0.0038,0.0,0.0,7.0,0.0001,7.0,0.0001,0.0,0.0,3.0,0.0,3.0,0.0,118.0,0.0016,135.0,0.0018,296.0,0.004,20195.0,0.2729,20116.0,0.2719,40338.0,0.5452,14086.0,0.1904,15160.0,0.2049,29260.0,0.3955,24646.0,0.3331,24321.0,0.3287,48957.0,0.6617,9629.0,0.1301,10931.0,0.1477,20516.0,0.2773,26335.0,0.3559,26835.0,0.3627,53218.0,0.7193,383.0,0.0052,405.0,0.0055,825.0,0.0112,2324.0,0.0314,2317.0,0.0313,4602.0,0.0622,1007.0,0.0136,1041.0,0.0141,2012.0,0.0272,1204.0,0.0163,1402.0,0.0189,2584.0,0.0349,2383.0,0.0322,3131.0,0.0423,5505.0,0.0744,24659.0,0.3333,25873.0,0.3497,50466.0,0.6821,2274.0,0.0307,2193.0,0.0296,4433.0,0.0599,1977.0,0.0267,1769.0,0.0239,3688.0,0.0498,699.0,0.0094,592.0,0.008,1317.0,0.0178,549.0,0.0074,657.0,0.0089,1304.0,0.0176,88.0,0.0012,166.0,0.0022,327.0,0.0044,33255.0,0.4495,34201.0,0.4622,67426.0,0.9113,3124.0,0.0422,2650.0,0.0358,5696.0,0.077,73990.0
Ashwood,39672.0,0.4922,40947.0,0.508,80602.0,1.0,1938.0,0.024,1873.0,0.0232,3807.0,0.0472,5070.0,0.0629,4903.0,0.0608,10013.0,0.1242,2603.0,0.0323,2463.0,0.0306,5083.0,0.0631,3207.0,0.0398,2820.0,0.035,6012.0,0.0746,5521.0,0.0685,4935.0,0.0612,10505.0,0.1303,5219.0,0.0648,5640.0,0.07,10890.0,0.1351,5301.0,0.0658,5820.0,0.0722,11140.0,0.1382,4517.0,0.056,4899.0,0.0608,9372.0,0.1163,3218.0,0.0399,3578.0,0.0444,6764.0,0.0839,2049.0,0.0254,2624.0,0.0326,4731.0,0.0587,957.0,0.0119,1378.0,0.0171,2343.0,0.0291,38700.0,0.4801,39970.0,0.4959,78693.0,0.9763,926.0,0.0115,955.0,0.0118,1936.0,0.024,88.0,0.0011,49.0,0.0006,148.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0001,5.0,0.0001,97.0,0.0012,57.0,0.0007,168.0,0.0021,22186.0,0.2753,22287.0,0.2765,44482.0,0.5519,16048.0,0.1991,17341.0,0.2151,33442.0,0.4149,22729.0,0.282,22536.0,0.2796,45288.0,0.5619,15457.0,0.1918,17046.0,0.2115,32509.0,0.4033,31304.0,0.3884,32353.0,0.4014,63671.0,0.7899,714.0,0.0089,662.0,0.0082,1378.0,0.0171,4882.0,0.0606,4728.0,0.0587,9612.0,0.1193,2408.0,0.0299,2261.0,0.0281,4644.0,0.0576,1953.0,0.0242,1756.0,0.0218,3642.0,0.0452,1720.0,0.0213,2115.0,0.0262,3743.0,0.0464,24310.0,0.3016,25314.0,0.3141,49610.0,0.6155,2372.0,0.0294,2390.0,0.0297,4761.0,0.0591,2181.0,0.0271,2296.0,0.0285,4440.0,0.0551,1068.0,0.0133,1178.0,0.0146,2244.0,0.0278,929.0,0.0115,1262.0,0.0157,2176.0,0.027,200.0,0.0025,291.0,0.0036,614.0,0.0076,37736.0,0.4682,38980.0,0.4836,76812.0,0.953,1629.0,0.0202,1700.0,0.0211,3353.0,0.0416,80602.0
Bass,32398.0,0.4918,33461.0,0.5079,65879.0,1.0,1892.0,0.0287,1911.0,0.029,3817.0,0.0579,3920.0,0.0595,3742.0,0.0568,7710.0,0.117,1619.0,0.0246,1612.0,0.0245,3309.0,0.0502,1447.0,0.022,1472.0,0.0223,2904.0,0.0441,3761.0,0.0571,4075.0,0.0619,7886.0,0.1197,3771.0,0.0572,3917.0,0.0595,7696.0,0.1168,3860.0,0.0586,4031.0,0.0612,7836.0,0.1189,4460.0,0.0677,4953.0,0.0752,9480.0,0.1439,4595.0,0.0697,4655.0,0.0707,9202.0,0.1397,2296.0,0.0349,2291.0,0.0348,4575.0,0.0694,603.0,0.0092,837.0,0.0127,1457.0,0.0221,30667.0,0.4655,31868.0,0.4837,62534.0,0.9492,1686.0,0.0256,1624.0,0.0247,3390.0,0.0515,365.0,0.0055,300.0,0.0046,684.0,0.0104,15.0,0.0002,3.0,0.0,20.0,0.0003,0.0,0.0,3.0,0.0,7.0,0.0001,382.0,0.0058,324.0,0.0049,757.0,0.0115,24769.0,0.376,25563.0,0.388,50297.0,0.7635,5468.0,0.083,5776.0,0.0877,11199.0,0.17,27534.0,0.4179,28401.0,0.4311,55967.0,0.8495,2804.0,0.0426,3034.0,0.0461,5877.0,0.0892,28648.0,0.4349,29309.0,0.4449,57889.0,0.8787,516.0,0.0078,455.0,0.0069,1044.0,0.0158,3632.0,0.0551,3429.0,0.052,7108.0,0.1079,1121.0,0.017,1224.0,0.0186,2410.0,0.0366,338.0,0.0051,409.0,0.0062,814.0,0.0124,538.0,0.0082,1193.0,0.0181,1770.0,0.0269,10538.0,0.16,13601.0,0.2065,24171.0,0.3669,4346.0,0.066,4109.0,0.0624,8451.0,0.1283,5764.0,0.0875,4680.0,0.071,10400.0,0.1579,2404.0,0.0365,2019.0,0.0306,4396.0,0.0667,1261.0,0.0191,1284.0,0.0195,2514.0,0.0382,103.0,0.0016,103.0,0.0016,232.0,0.0035,29634.0,0.4498,30735.0,0.4665,60392.0,0.9167,2342.0,0.0356,2450.0,0.0372,4794.0,0.0728,65879.0
Bayswater,35635.0,0.4883,37316.0,0.5113,72983.0,1.0,2142.0,0.0293,2157.0,0.0296,4255.0,0.0583,4413.0,0.0605,4063.0,0.0557,8513.0,0.1166,1984.0,0.0272,1775.0,0.0243,3681.0,0.0504,2104.0,0.0288,2041.0,0.028,4102.0,0.0562,5145.0,0.0705,5246.0,0.0719,10404.0,0.1426,5399.0,0.074,5609.0,0.0769,10958.0,0.1501,4530.0,0.0621,4637.0,0.0635,9230.0,0.1265,3943.0,0.054,4390.0,0.0602,8312.0,0.1139,3391.0,0.0465,4102.0,0.0562,7517.0,0.103,2001.0,0.0274,2243.0,0.0307,4297.0,0.0589,642.0,0.0088,1031.0,0.0141,1694.0,0.0232,34772.0,0.4764,36508.0,0.5002,71286.0,0.9767,794.0,0.0109,817.0,0.0112,1680.0,0.023,188.0,0.0026,275.0,0.0038,546.0,0.0075,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0001,11.0,0.0002,211.0,0.0029,279.0,0.0038,567.0,0.0078,23601.0,0.3234,23933.0,0.3279,47561.0,0.6517,10663.0,0.1461,12108.0,0.1659,22790.0,0.3123,24922.0,0.3415,25574.0,0.3504,50448.0,0.6912,9360.0,0.1282,10255.0,0.1405,19681.0,0.2697,30253.0,0.4145,31292.0,0.4288,61588.0,0.8439,648.0,0.0089,591.0,0.0081,1319.0,0.0181,4176.0,0.0572,3843.0,0.0527,8034.0,0.1101,1628.0,0.0223,1468.0,0.0201,3114.0,0.0427,820.0,0.0112,927.0,0.0127,1809.0,0.0248,1139.0,0.0156,1706.0,0.0234,2843.0,0.039,16469.0,0.2257,18643.0,0.2554,35117.0,0.4812,3794.0,0.052,3667.0,0.0502,7439.0,0.1019,4366.0,0.0598,4026.0,0.0552,8390.0,0.115,1762.0,0.0241,1751.0,0.024,3511.0,0.0481,1060.0,0.0145,1338.0,0.0183,2385.0,0.0327,160.0,0.0022,231.0,0.0032,451.0,0.0062,34028.0,0.4662,35438.0,0.4856,69472.0,0.9519,1468.0,0.0201,1765.0,0.0242,3278.0,0.0449,72983.0
Bellarine,33351.0,0.4798,36117.0,0.5195,69516.0,1.0,1717.0,0.0247,1661.0,0.0239,3387.0,0.0487,4268.0,0.0614,4099.0,0.059,8402.0,0.1209,1821.0,0.0262,1725.0,0.0248,3466.0,0.0499,1450.0,0.0209,1399.0,0.0201,2837.0,0.0408,3038.0,0.0437,3239.0,0.0466,6250.0,0.0899,3703.0,0.0533,4227.0,0.0608,7903.0,0.1137,4004.0,0.0576,4590.0,0.066,8618.0,0.124,4456.0,0.0641,5437.0,0.0782,9942.0,0.143,5230.0,0.0752,5744.0,0.0826,10964.0,0.1577,2751.0,0.0396,3005.0,0.0432,5750.0,0.0827,729.0,0.0105,1174.0,0.0169,2013.0,0.029,31560.0,0.454,34369.0,0.4944,65971.0,0.949,1803.0,0.0259,1726.0,0.0248,3495.0,0.0503,268.0,0.0039,250.0,0.0036,580.0,0.0083,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0002,280.0,0.004,268.0,0.0039,602.0,0.0087,27260.0,0.3921,29630.0,0.4262,56873.0,0.8181,4482.0,0.0645,4780.0,0.0688,9277.0,0.1335,30337.0,0.4364,32645.0,0.4696,63037.0,0.9068,1491.0,0.0214,1813.0,0.0261,3284.0,0.0472,30609.0,0.4403,33183.0,0.4773,63853.0,0.9185,509.0,0.0073,491.0,0.0071,1065.0,0.0153,4081.0,0.0587,3858.0,0.0555,7954.0,0.1144,1404.0,0.0202,1399.0,0.0201,2800.0,0.0403,494.0,0.0071,496.0,0.0071,999.0,0.0144,721.0,0.0104,1309.0,0.0188,2102.0,0.0302,13450.0,0.1935,16478.0,0.237,29996.0,0.4315,4570.0,0.0657,4667.0,0.0671,9238.0,0.1329,4693.0,0.0675,4588.0,0.066,9285.0,0.1336,1917.0,0.0276,1786.0,0.0257,3690.0,0.0531,1014.0,0.0146,1030.0,0.0148,2082.0,0.0299,34.0,0.0005,32.0,0.0005,122.0,0.0018,30961.0,0.4454,33504.0,0.482,64449.0,0.9271,1851.0,0.0266,2168.0,0.0312,3910.0,0.0562,69516.0
Benambra,32791.0,0.4909,34027.0,0.5094,66799.0,1.0,1857.0,0.0278,1981.0,0.0297,3808.0,0.057,4481.0,0.0671,4367.0,0.0654,8864.0,0.1327,2145.0,0.0321,1944.0,0.0291,4052.0,0.0607,1743.0,0.0261,1648.0,0.0247,3392.0,0.0508,3832.0,0.0574,3916.0,0.0586,7781.0,0.1165,3784.0,0.0566,4222.0,0.0632,8013.0,0.12,4060.0,0.0608,4338.0,0.0649,8474.0,0.1269,4280.0,0.0641,4661.0,0.0698,8939.0,0.1338,3972.0,0.0595,4014.0,0.0601,8029.0,0.1202,1947.0,0.0291,2099.0,0.0314,4115.0,0.0616,547.0,0.0082,874.0,0.0131,1460.0,0.0219,31256.0,0.4679,32603.0,0.4881,63850.0,0.9559,1569.0,0.0235,1414.0,0.0212,2932.0,0.0439,783.0,0.0117,921.0,0.0138,1711.0,0.0256,11.0,0.0002,22.0,0.0003,46.0,0.0007,11.0,0.0002,18.0,0.0003,28.0,0.0004,847.0,0.0127,980.0,0.0147,1838.0,0.0275,27504.0,0.4117,28517.0,0.4269,56044.0,0.839,3349.0,0.0501,3584.0,0.0537,6946.0,0.104,29158.0,0.4365,30381.0,0.4548,59437.0,0.8898,1661.0,0.0249,1854.0,0.0278,3556.0,0.0532,29699.0,0.4446,31041.0,0.4647,60738.0,0.9093,546.0,0.0082,573.0,0.0086,1125.0,0.0168,4112.0,0.0616,4055.0,0.0607,8200.0,0.1228,1475.0,0.0221,1428.0,0.0214,2947.0,0.0441,460.0,0.0069,525.0,0.0079,982.0,0.0147,792.0,0.0119,1494.0,0.0224,2363.0,0.0354,10479.0,0.1569,13325.0,0.1995,23875.0,0.3574,4317.0,0.0646,4008.0,0.06,8319.0,0.1245,6315.0,0.0945,5449.0,0.0816,11784.0,0.1764,2001.0,0.03,1819.0,0.0272,3837.0,0.0574,1276.0,0.0191,1121.0,0.0168,2487.0,0.0372,88.0,0.0013,95.0,0.0014,206.0,0.0031,29658.0,0.444,31353.0,0.4694,60976.0,0.9128,2605.0,0.039,2282.0,0.0342,4874.0,0.073,66799.0
Bendigo East,34793.0,0.484,37078.0,0.5158,71883.0,1.0,2263.0,0.0315,2125.0,0.0296,4349.0,0.0605,5021.0,0.0698,4725.0,0.0657,9782.0,0.1361,2208.0,0.0307,2116.0,0.0294,4387.0,0.061,2176.0,0.0303,2237.0,0.0311,4434.0,0.0617,4385.0,0.061,4790.0,0.0666,9179.0,0.1277,4130.0,0.0575,4649.0,0.0647,8738.0,0.1216,4125.0,0.0574,4550.0,0.0633,8657.0,0.1204,4184.0,0.0582,4698.0,0.0654,8897.0,0.1238,3736.0,0.052,3967.0,0.0552,7760.0,0.108,1903.0,0.0265,2126.0,0.0296,4080.0,0.0568,617.0,0.0086,1005.0,0.014,1678.0,0.0233,33446.0,0.4653,35840.0,0.4986,69267.0,0.9636,1357.0,0.0189,1277.0,0.0178,2588.0,0.036,680.0,0.0095,725.0,0.0101,1418.0,0.0197,18.0,0.0003,10.0,0.0001,37.0,0.0005,3.0,0.0,13.0,0.0002,17.0,0.0002,714.0,0.0099,731.0,0.0102,1529.0,0.0213,29744.0,0.4138,31664.0,0.4405,61325.0,0.8531,3206.0,0.0446,3540.0,0.0492,6750.0,0.0939,30713.0,0.4273,32792.0,0.4562,63521.0,0.8837,2206.0,0.0307,2469.0,0.0343,4772.0,0.0664,31546.0,0.4389,33731.0,0.4692,65287.0,0.9082,613.0,0.0085,625.0,0.0087,1216.0,0.0169,4669.0,0.065,4422.0,0.0615,9173.0,0.1276,1617.0,0.0225,1636.0,0.0228,3267.0,0.0454,673.0,0.0094,933.0,0.013,1545.0,0.0215,797.0,0.0111,1581.0,0.022,2347.0,0.0327,12434.0,0.173,15643.0,0.2176,28040.0,0.3901,4221.0,0.0587,4341.0,0.0604,8576.0,0.1193,5246.0,0.073,4909.0,0.0683,10151.0,0.1412,2177.0,0.0303,1983.0,0.0276,4208.0,0.0585,1377.0,0.0192,1388.0,0.0193,2741.0,0.0381,107.0,0.0015,124.0,0.0017,311.0,0.0043,32389.0,0.4506,34474.0,0.4796,66877.0,0.9304,1989.0,0.0277,2235.0,0.0311,4213.0,0.0586,71883.0
Bendigo West,30977.0,0.4875,32557.0,0.5123,63548.0,1.0,1684.0,0.0265,1723.0,0.0271,3347.0,0.0527,3772.0,0.0594,3534.0,0.0556,7334.0,0.1154,1666.0,0.0262,1660.0,0.0261,3340.0,0.0526,1684.0,0.0265,1604.0,0.0252,3241.0,0.051,3841.0,0.0604,3909.0,0.0615,7696.0,0.1211,3777.0,0.0594,3857.0,0.0607,7577.0,0.1192,3817.0,0.0601,4087.0,0.0643,7924.0,0.1247,3956.0,0.0623,4506.0,0.0709,8503.0,0.1338,3904.0,0.0614,4191.0,0.066,8047.0,0.1266,2142.0,0.0337,2421.0,0.0381,4600.0,0.0724,747.0,0.0118,1160.0,0.0183,1891.0,0.0298,29784.0,0.4687,31439.0,0.4947,61221.0,0.9634,1193.0,0.0188,1118.0,0.0176,2343.0,0.0369,613.0,0.0096,621.0,0.0098,1215.0,0.0191,5.0,0.0001,3.0,0.0,18.0,0.0003,13.0,0.0002,7.0,0.0001,21.0,0.0003,659.0,0.0104,666.0,0.0105,1306.0,0.0206,25718.0,0.4047,27230.0,0.4285,52923.0,0.8328,3377.0,0.0531,3376.0,0.0531,6732.0,0.1059,26756.0,0.421,28632.0,0.4506,55365.0,0.8712,1722.0,0.0271,1822.0,0.0287,3603.0,0.0567,27273.0,0.4292,29256.0,0.4604,56521.0,0.8894,408.0,0.0064,417.0,0.0066,875.0,0.0138,3529.0,0.0555,3245.0,0.0511,6790.0,0.1068,1165.0,0.0183,1237.0,0.0195,2432.0,0.0383,367.0,0.0058,528.0,0.0083,890.0,0.014,737.0,0.0116,1352.0,0.0213,2132.0,0.0335,10726.0,0.1688,13439.0,0.2115,24154.0,0.3801,3646.0,0.0574,3798.0,0.0598,7392.0,0.1163,5401.0,0.085,4462.0,0.0702,9900.0,0.1558,2102.0,0.0331,1907.0,0.03,4081.0,0.0642,1313.0,0.0207,1468.0,0.0231,2801.0,0.0441,165.0,0.0026,139.0,0.0022,351.0,0.0055,28024.0,0.441,30050.0,0.4729,58073.0,0.9138,2923.0,0.046,2536.0,0.0399,5463.0,0.086,63548.0
Bentleigh,37234.0,0.4857,39357.0,0.5134,76665.0,1.0,2133.0,0.0278,1993.0,0.026,4113.0,0.0536,5492.0,0.0716,5025.0,0.0655,10563.0,0.1378,2546.0,0.0332,2303.0,0.03,4854.0,0.0633,2118.0,0.0276,1967.0,0.0257,4082.0,0.0532,4419.0,0.0576,4383.0,0.0572,8774.0,0.1144,5469.0,0.0713,6143.0,0.0801,11502.0,0.15,5604.0,0.0731,6092.0,0.0795,11664.0,0.1521,4177.0,0.0545,4400.0,0.0574,8616.0,0.1124,2833.0,0.037,3261.0,0.0425,6187.0,0.0807,1645.0,0.0215,2274.0,0.0297,3900.0,0.0509,812.0,0.0106,1564.0,0.0204,2336.0,0.0305,36469.0,0.4757,38495.0,0.5021,74886.0,0.9768,792.0,0.0103,928.0,0.0121,1760.0,0.023,81.0,0.0011,52.0,0.0007,211.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,77.0,0.001,56.0,0.0007,225.0,0.0029,23339.0,0.3044,23706.0,0.3092,47070.0,0.614,12857.0,0.1677,14490.0,0.189,27276.0,0.3558,24389.0,0.3181,25129.0,0.3278,49525.0,0.646,11687.0,0.1524,12914.0,0.1684,24599.0,0.3209,31637.0,0.4127,33273.0,0.434,64871.0,0.8462,767.0,0.01,664.0,0.0087,1472.0,0.0192,5263.0,0.0686,4845.0,0.0632,10076.0,0.1314,2254.0,0.0294,2148.0,0.028,4373.0,0.057,1126.0,0.0147,1067.0,0.0139,2245.0,0.0293,1149.0,0.015,1643.0,0.0214,2822.0,0.0368,20737.0,0.2705,23052.0,0.3007,43782.0,0.5711,2742.0,0.0358,2682.0,0.035,5359.0,0.0699,2633.0,0.0343,2504.0,0.0327,5198.0,0.0678,1107.0,0.0144,1127.0,0.0147,2267.0,0.0296,958.0,0.0125,1377.0,0.018,2408.0,0.0314,192.0,0.0025,224.0,0.0029,441.0,0.0058,35800.0,0.467,37738.0,0.4922,73549.0,0.9594,1162.0,0.0152,1420.0,0.0185,2563.0,0.0334,76665.0
