district,M_Current_ADF_Regular_15_24_n,M_Current_ADF_Regular_25_34_n,M_Current_ADF_Regular_35_44_n,M_Current_ADF_Regular_45_54_n,M_Current_ADF_Regular_55_64_n,M_Current_ADF_Regular_65_74_n,M_Current_ADF_Regular_75_84_n,M_Current_ADF_Regular_85_ov_n,M_Current_ADF_Regular_Tot_n,M_Current_ADF_Reserves_15_24_n,M_Current_ADF_Reserves_25_34_n,M_Current_ADF_Reserves_35_44_n,M_Current_ADF_Reserves_45_54_n,M_Current_ADF_Reserves_55_64_n,M_Current_ADF_Reserves_65_74_n,M_Current_ADF_Reserves_75_84_n,M_Current_ADF_Reserves_85_ov_n,M_Current_ADF_Reserves_Tot_n,M_Prev_ADF_Ncs_15_24_n,M_Prev_ADF_Ncs_25_34_n,M_Prev_ADF_Ncs_35_44_n,M_Prev_ADF_Ncs_45_54_n,M_Prev_ADF_Ncs_55_64_n,M_Prev_ADF_Ncs_65_74_n,M_Prev_ADF_Ncs_75_84_n,M_Prev_ADF_Ncs_85_ov_n,M_Prev_ADF_Ncs_Tot_n,M_Tot_ADF_ev_ser_15_24_n,M_Tot_ADF_ev_ser_25_34_n,M_Tot_ADF_ev_ser_35_44_n,M_Tot_ADF_ev_ser_45_54_n,M_Tot_ADF_ev_ser_55_64_n,M_Tot_ADF_ev_ser_65_74_n,M_Tot_ADF_ev_ser_75_84_n,M_Tot_ADF_ev_ser_85_ov_n,M_Tot_ADF_ev_ser_Tot_n,M_never_served_15_24_n,M_never_served_25_34_n,M_never_served_35_44_n,M_never_served_45_54_n,M_never_served_55_64_n,M_never_served_65_74_n,M_never_served_75_84_n,M_never_served_85_ov_n,M_never_served_Tot_n,M_NS_15_24_n,M_NS_25_34_n,M_NS_35_44_n,M_NS_45_54_n,M_NS_55_64_n,M_NS_65_74_n,M_NS_75_84_n,M_NS_85_ov_n,M_NS_Tot_n,M_Tot_15_24_n,M_Tot_25_34_n,M_Tot_35_44_n,M_Tot_45_54_n,M_Tot_55_64_n,M_Tot_65_74_n,M_Tot_75_84_n,M_Tot_85_ov_n,M_Tot_Tot_n,F_Current_ADF_Regular_15_24_n,F_Current_ADF_Regular_25_34_n,F_Current_ADF_Regular_35_44_n,F_Current_ADF_Regular_45_54_n,F_Current_ADF_Regular_55_64_n,F_Current_ADF_Regular_65_74_n,F_Current_ADF_Regular_75_84_n,F_Current_ADF_Regular_85_ov_n,F_Current_ADF_Regular_Tot_n,F_Current_ADF_Reserves_15_24_n,F_Current_ADF_Reserves_25_34_n,F_Current_ADF_Reserves_35_44_n,F_Current_ADF_Reserves_45_54_n,F_Current_ADF_Reserves_55_64_n,F_Current_ADF_Reserves_65_74_n,F_Current_ADF_Reserves_75_84_n,F_Current_ADF_Reserves_85_ov_n,F_Current_ADF_Reserves_Tot_n,F_Prev_ADF_Ncs_15_24_n,F_Prev_ADF_Ncs_25_34_n,F_Prev_ADF_Ncs_35_44_n,F_Prev_ADF_Ncs_45_54_n,F_Prev_ADF_Ncs_55_64_n,F_Prev_ADF_Ncs_65_74_n,F_Prev_ADF_Ncs_75_84_n,F_Prev_ADF_Ncs_85_ov_n,F_Prev_ADF_Ncs_Tot_n,F_Tot_ADF_ev_ser_15_24_n,F_Tot_ADF_ev_ser_25_34_n,F_Tot_ADF_ev_ser_35_44_n,F_Tot_ADF_ev_ser_45_54_n,F_Tot_ADF_ev_ser_55_64_n,F_Tot_ADF_ev_ser_65_74_n,F_Tot_ADF_ev_ser_75_84_n,F_Tot_ADF_ev_ser_85_ov_n,F_Tot_ADF_ev_ser_Tot_n,F_never_served_15_24_n,F_never_served_25_34_n,F_never_served_35_44_n,F_never_served_45_54_n,F_never_served_55_64_n,F_never_served_65_74_n,F_never_served_75_84_n,F_never_served_85_ov_n,F_never_served_Tot_n,F_NS_15_24_n,F_NS_25_34_n,F_NS_35_44_n,F_NS_45_54_n,F_NS_55_64_n,F_NS_65_74_n,F_NS_75_84_n,F_NS_85_ov_n,F_NS_Tot_n,F_Tot_15_24_n,F_Tot_25_34_n,F_Tot_35_44_n,F_Tot_45_54_n,F_Tot_55_64_n,F_Tot_65_74_n,F_Tot_75_84_n,F_Tot_85_ov_n,F_Tot_Tot_n,P_Current_ADF_Regular_15_24_n,P_Current_ADF_Regular_25_34_n,P_Current_ADF_Regular_35_44_n,P_Current_ADF_Regular_45_54_n,P_Current_ADF_Regular_55_64_n,P_Current_ADF_Regular_65_74_n,P_Current_ADF_Regular_75_84_n,P_Current_ADF_Regular_85_ov_n,P_Current_ADF_Regular_Tot_n,P_Current_ADF_Reserves_15_24_n,P_Current_ADF_Reserves_25_34_n,P_Current_ADF_Reserves_35_44_n,P_Current_ADF_Reserves_45_54_n,P_Current_ADF_Reserves_55_64_n,P_Current_ADF_Reserves_65_74_n,P_Current_ADF_Reserves_75_84_n,P_Current_ADF_Reserves_85_ov_n,P_Current_ADF_Reserves_Tot_n,P_Prev_ADF_Ncs_15_24_n,P_Prev_ADF_Ncs_25_34_n,P_Prev_ADF_Ncs_35_44_n,P_Prev_ADF_Ncs_45_54_n,P_Prev_ADF_Ncs_55_64_n,P_Prev_ADF_Ncs_65_74_n,P_Prev_ADF_Ncs_75_84_n,P_Prev_ADF_Ncs_85_ov_n,P_Prev_ADF_Ncs_Tot_n,P_Tot_ADF_ev_ser_15_24_n,P_Tot_ADF_ev_ser_25_34_n,P_Tot_ADF_ev_ser_35_44_n,P_Tot_ADF_ev_ser_45_54_n,P_Tot_ADF_ev_ser_55_64_n,P_Tot_ADF_ev_ser_65_74_n,P_Tot_ADF_ev_ser_75_84_n,P_Tot_ADF_ev_ser_85_ov_n,P_Tot_ADF_ev_ser_Tot_n,P_never_served_15_24_n,P_never_served_25_34_n,P_never_served_35_44_n,P_never_served_45_54_n,P_never_served_55_64_n,P_never_served_65_74_n,P_never_served_75_84_n,P_never_served_85_ov_n,P_never_served_Tot_n,P_NS_15_24_n,P_NS_25_34_n,P_NS_35_44_n,P_NS_45_54_n,P_NS_55_64_n,P_NS_65_74_n,P_NS_75_84_n,P_NS_85_ov_n,P_NS_Tot_n,P_Tot_15_24_n,P_Tot_25_34_n,P_Tot_35_44_n,P_Tot_45_54_n,P_Tot_55_64_n,P_Tot_65_74_n,P_Tot_75_84_n,P_Tot_85_ov_n,P_Tot_Tot_n,P_Tot_Tot_total
Euroa,185.0,153.0,107.0,62.0,11.0,0.0,0.0,0.0,605.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,42.0,0.0,26.0,42.0,154.0,272.0,505.0,349.0,158.0,1779.0,198.0,208.0,202.0,247.0,318.0,505.0,349.0,158.0,2478.0,3127.0,2820.0,2737.0,3528.0,4290.0,3988.0,2010.0,405.0,23039.0,313.0,313.0,285.0,361.0,425.0,321.0,181.0,50.0,2595.0,3747.0,3450.0,3345.0,4293.0,5090.0,4958.0,2665.0,713.0,28049.0,31.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,23.0,28.0,30.0,24.0,3.0,0.0,210.0,34.0,27.0,26.0,35.0,42.0,24.0,3.0,0.0,332.0,2752.0,3104.0,3210.0,4012.0,4858.0,4351.0,2343.0,931.0,25389.0,224.0,214.0,231.0,303.0,357.0,279.0,166.0,119.0,2254.0,2995.0,3394.0,3580.0,4409.0,5260.0,4667.0,2617.0,1155.0,28113.0,216.0,176.0,113.0,70.0,15.0,0.0,0.0,0.0,687.0,8.0,3.0,7.0,0.0,11.0,0.0,0.0,0.0,57.0,0.0,43.0,71.0,214.0,328.0,562.0,359.0,164.0,2075.0,234.0,248.0,244.0,322.0,399.0,562.0,359.0,164.0,2892.0,5869.0,5938.0,5911.0,7526.0,9019.0,8320.0,4437.0,1441.0,48461.0,612.0,592.0,651.0,725.0,807.0,659.0,454.0,193.0,4842.0,6730.0,6838.0,6852.0,8587.0,10328.0,9607.0,5310.0,1928.0,56152.0,56152.0
Evelyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,46.0,61.0,138.0,227.0,123.0,74.0,1015.0,0.0,21.0,55.0,72.0,143.0,227.0,123.0,74.0,1072.0,4177.0,4367.0,4333.0,4064.0,3763.0,2705.0,1475.0,255.0,25248.0,105.0,116.0,111.0,101.0,71.0,50.0,58.0,21.0,921.0,4298.0,4563.0,4594.0,4416.0,4044.0,3128.0,1772.0,423.0,27149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,3.0,3.0,15.0,97.0,0.0,0.0,6.0,7.0,3.0,3.0,3.0,15.0,96.0,3906.0,4459.0,4542.0,4578.0,4143.0,3378.0,1849.0,572.0,27483.0,92.0,101.0,64.0,57.0,69.0,56.0,46.0,26.0,826.0,4059.0,4571.0,4680.0,4758.0,4271.0,3507.0,1923.0,654.0,28429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,23.0,55.0,95.0,178.0,245.0,135.0,98.0,1118.0,0.0,28.0,67.0,108.0,184.0,245.0,135.0,98.0,1180.0,8075.0,8721.0,8901.0,8652.0,7880.0,6167.0,3338.0,884.0,52740.0,215.0,299.0,233.0,246.0,190.0,153.0,136.0,61.0,1780.0,8347.0,9085.0,9284.0,9066.0,8390.0,6613.0,3681.0,1138.0,55674.0,55674.0
Footscray,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,49.0,26.0,38.0,40.0,26.0,0.0,475.0,0.0,33.0,66.0,36.0,46.0,40.0,26.0,0.0,562.0,3588.0,7576.0,6282.0,4337.0,3125.0,1903.0,876.0,318.0,28156.0,152.0,524.0,314.0,193.0,157.0,96.0,55.0,30.0,1809.0,3830.0,8253.0,6763.0,4750.0,3358.0,2092.0,1046.0,391.0,30516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,54.0,3483.0,7731.0,6269.0,4516.0,3375.0,2074.0,1170.0,573.0,29143.0,169.0,416.0,217.0,138.0,98.0,65.0,74.0,110.0,1642.0,3731.0,8222.0,6563.0,4722.0,3526.0,2173.0,1273.0,710.0,30888.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,23.0,0.0,18.0,80.0,40.0,47.0,47.0,43.0,0.0,571.0,0.0,47.0,105.0,53.0,56.0,47.0,43.0,0.0,670.0,7074.0,15353.0,12499.0,8892.0,6501.0,4042.0,2026.0,938.0,57295.0,385.0,981.0,613.0,396.0,274.0,185.0,142.0,141.0,3401.0,7496.0,16493.0,13250.0,9430.0,6938.0,4349.0,2289.0,1186.0,61378.0,61378.0
Frankston,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,31.0,58.0,133.0,271.0,214.0,101.0,1215.0,0.0,20.0,48.0,73.0,173.0,271.0,214.0,101.0,1278.0,3579.0,4218.0,3996.0,4031.0,3591.0,2754.0,1547.0,412.0,24084.0,178.0,332.0,232.0,316.0,218.0,130.0,102.0,64.0,1938.0,3844.0,4647.0,4437.0,4512.0,4024.0,3207.0,1980.0,700.0,27310.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,5.0,3.0,8.0,145.0,0.0,0.0,10.0,0.0,12.0,5.0,3.0,8.0,168.0,3408.0,4405.0,4469.0,4327.0,3996.0,3472.0,2182.0,1022.0,27244.0,227.0,292.0,232.0,237.0,141.0,129.0,164.0,200.0,1971.0,3617.0,4835.0,4763.0,4657.0,4266.0,3651.0,2426.0,1240.0,29365.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,53.0,89.0,199.0,308.0,236.0,103.0,1364.0,0.0,38.0,86.0,121.0,230.0,308.0,236.0,103.0,1453.0,6906.0,8610.0,8480.0,8334.0,7517.0,6209.0,3674.0,1462.0,51270.0,479.0,698.0,583.0,588.0,463.0,297.0,313.0,281.0,3966.0,7474.0,9449.0,9208.0,9101.0,8332.0,6920.0,4367.0,2006.0,56692.0,56692.0
Geelong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,22.0,56.0,100.0,135.0,265.0,175.0,101.0,1218.0,5.0,29.0,70.0,112.0,150.0,265.0,175.0,101.0,1294.0,4052.0,4985.0,4094.0,4040.0,3704.0,2952.0,1416.0,368.0,25694.0,205.0,274.0,204.0,207.0,154.0,97.0,88.0,36.0,1569.0,4282.0,5349.0,4429.0,4435.0,4069.0,3441.0,1844.0,609.0,28489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,11.0,0.0,0.0,94.0,0.0,0.0,7.0,10.0,10.0,11.0,0.0,0.0,97.0,4026.0,5209.0,4514.0,4487.0,4376.0,3710.0,2217.0,1000.0,29472.0,131.0,220.0,154.0,135.0,110.0,120.0,138.0,97.0,1523.0,4146.0,5461.0,4838.0,4697.0,4544.0,3891.0,2398.0,1117.0,31180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,37.0,73.0,135.0,185.0,295.0,183.0,121.0,1352.0,5.0,50.0,84.0,143.0,199.0,295.0,183.0,121.0,1411.0,7990.0,10201.0,8693.0,8479.0,8059.0,6704.0,3648.0,1445.0,55140.0,406.0,520.0,453.0,358.0,323.0,285.0,289.0,196.0,3093.0,8444.0,10800.0,9315.0,9062.0,8664.0,7428.0,4240.0,1799.0,59719.0,59719.0
Gippsland East,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,11.0,39.0,90.0,225.0,558.0,409.0,191.0,1809.0,0.0,16.0,47.0,105.0,234.0,558.0,409.0,191.0,1855.0,2684.0,2663.0,2632.0,2963.0,4193.0,4497.0,2229.0,357.0,22327.0,268.0,180.0,204.0,241.0,351.0,328.0,190.0,65.0,2205.0,2977.0,2887.0,2898.0,3441.0,4826.0,5565.0,2933.0,758.0,26367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,18.0,21.0,0.0,0.0,133.0,0.0,6.0,0.0,20.0,18.0,21.0,0.0,0.0,149.0,2496.0,2883.0,2949.0,3540.0,4810.0,4922.0,2678.0,826.0,25131.0,198.0,193.0,192.0,234.0,306.0,338.0,239.0,149.0,2175.0,2763.0,3186.0,3214.0,3887.0,5198.0,5295.0,2963.0,1007.0,27447.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,20.0,0.0,20.0,44.0,129.0,287.0,625.0,418.0,208.0,2009.0,0.0,28.0,64.0,154.0,300.0,625.0,418.0,208.0,2090.0,5199.0,5492.0,5614.0,6576.0,8964.0,9413.0,4954.0,1270.0,47404.0,511.0,454.0,487.0,547.0,640.0,734.0,499.0,224.0,4343.0,5739.0,6102.0,6146.0,7341.0,9995.0,10860.0,5857.0,1791.0,53831.0,53831.0
Gippsland South,76.0,176.0,87.0,43.0,10.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,31.0,0.0,7.0,40.0,114.0,260.0,465.0,234.0,129.0,1546.0,76.0,194.0,144.0,204.0,304.0,465.0,234.0,129.0,2032.0,3005.0,2628.0,2872.0,3397.0,4220.0,4016.0,1862.0,360.0,22473.0,260.0,531.0,478.0,322.0,369.0,288.0,142.0,59.0,2708.0,3398.0,3435.0,3600.0,4037.0,4897.0,4927.0,2345.0,637.0,27267.0,54.0,18.0,6.0,5.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,20.0,44.0,9.0,0.0,0.0,190.0,54.0,29.0,25.0,30.0,60.0,9.0,0.0,0.0,349.0,2733.0,2968.0,3211.0,4027.0,4845.0,4443.0,2203.0,777.0,25234.0,178.0,167.0,248.0,223.0,239.0,271.0,154.0,82.0,1952.0,3016.0,3248.0,3543.0,4356.0,5264.0,4844.0,2423.0,942.0,27628.0,132.0,195.0,97.0,50.0,11.0,0.0,0.0,0.0,524.0,0.0,4.0,0.0,7.0,12.0,0.0,0.0,0.0,69.0,0.0,10.0,81.0,179.0,363.0,517.0,260.0,142.0,1782.0,132.0,224.0,196.0,300.0,403.0,517.0,260.0,142.0,2421.0,5754.0,5541.0,6088.0,7401.0,9112.0,8538.0,4079.0,1240.0,47758.0,499.0,803.0,797.0,583.0,618.0,615.0,375.0,186.0,4648.0,6401.0,6638.0,7206.0,8309.0,10184.0,9711.0,4768.0,1598.0,54865.0,54865.0
Glen Waverley,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,33.0,22.0,138.0,215.0,172.0,881.0,4.0,13.0,15.0,41.0,22.0,138.0,215.0,172.0,958.0,5576.0,4315.0,4893.0,5076.0,4482.0,3604.0,2467.0,751.0,31097.0,133.0,152.0,113.0,94.0,43.0,61.0,88.0,102.0,1231.0,5778.0,4535.0,5074.0,5294.0,4664.0,3951.0,2929.0,1138.0,33271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,20.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,26.0,4851.0,4034.0,5651.0,5723.0,4842.0,4492.0,3251.0,1380.0,34131.0,81.0,90.0,127.0,70.0,70.0,97.0,140.0,245.0,1365.0,4986.0,4223.0,5808.0,5889.0,5000.0,4657.0,3463.0,1635.0,35632.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,6.0,37.0,36.0,144.0,226.0,187.0,957.0,7.0,13.0,18.0,43.0,36.0,144.0,226.0,187.0,1048.0,10387.0,8325.0,10451.0,10788.0,9262.0,8038.0,5728.0,2205.0,65161.0,281.0,327.0,343.0,273.0,205.0,267.0,293.0,357.0,2590.0,10758.0,8733.0,10880.0,11180.0,9605.0,8541.0,6340.0,2802.0,68921.0,68921.0
Greenvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,27.0,37.0,71.0,15.0,8.0,338.0,0.0,8.0,11.0,30.0,33.0,71.0,15.0,8.0,375.0,5594.0,5138.0,4595.0,4568.0,4393.0,2312.0,971.0,149.0,27653.0,263.0,367.0,232.0,173.0,131.0,52.0,19.0,7.0,1497.0,5925.0,5511.0,4961.0,4833.0,4660.0,2485.0,1075.0,174.0,29671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5471.0,5246.0,5014.0,5201.0,4356.0,2550.0,993.0,238.0,29145.0,242.0,253.0,241.0,216.0,125.0,53.0,25.0,7.0,1491.0,5781.0,5532.0,5356.0,5429.0,4539.0,2614.0,1080.0,258.0,30656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,27.0,48.0,77.0,18.0,8.0,379.0,0.0,10.0,18.0,30.0,44.0,77.0,18.0,8.0,427.0,11075.0,10358.0,9669.0,9739.0,8695.0,4855.0,2021.0,461.0,56877.0,507.0,604.0,643.0,475.0,311.0,114.0,76.0,9.0,2922.0,11609.0,10995.0,10277.0,10286.0,9108.0,5120.0,2201.0,518.0,60324.0,60324.0
Hastings,496.0,209.0,74.0,32.0,17.0,0.0,0.0,0.0,892.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,23.0,63.0,98.0,207.0,304.0,239.0,98.0,1382.0,504.0,267.0,184.0,162.0,247.0,304.0,239.0,98.0,2351.0,3619.0,3548.0,3610.0,3588.0,3637.0,2898.0,1448.0,299.0,22676.0,113.0,116.0,186.0,151.0,118.0,110.0,83.0,24.0,1226.0,4300.0,4083.0,4016.0,4039.0,4114.0,3421.0,1848.0,506.0,26358.0,129.0,60.0,16.0,3.0,0.0,0.0,0.0,0.0,236.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,11.0,23.0,12.0,21.0,0.0,0.0,206.0,139.0,67.0,39.0,39.0,18.0,21.0,0.0,0.0,479.0,3266.0,3970.0,4012.0,4338.0,4415.0,3570.0,1951.0,627.0,26203.0,142.0,124.0,120.0,122.0,101.0,129.0,126.0,59.0,1227.0,3600.0,4242.0,4302.0,4585.0,4609.0,3781.0,2096.0,733.0,28006.0,633.0,279.0,99.0,38.0,16.0,0.0,0.0,0.0,1146.0,0.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,41.0,104.0,154.0,246.0,369.0,246.0,107.0,1613.0,653.0,365.0,285.0,238.0,321.0,369.0,246.0,107.0,2858.0,6933.0,7510.0,7606.0,7920.0,8045.0,6453.0,3406.0,984.0,48943.0,325.0,296.0,386.0,340.0,278.0,290.0,264.0,120.0,2479.0,7913.0,8240.0,8325.0,8612.0,8710.0,7218.0,3991.0,1285.0,54234.0,54234.0
Hawthorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,18.0,0.0,24.0,54.0,145.0,179.0,104.0,833.0,0.0,24.0,17.0,47.0,59.0,145.0,179.0,104.0,918.0,4890.0,5174.0,4068.0,4071.0,3515.0,2630.0,1484.0,488.0,26391.0,119.0,163.0,104.0,75.0,48.0,44.0,29.0,33.0,1028.0,5096.0,5567.0,4321.0,4323.0,3764.0,2969.0,1771.0,706.0,28406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,5023.0,5609.0,4619.0,4830.0,4062.0,3429.0,2116.0,1144.0,30789.0,139.0,188.0,91.0,71.0,55.0,60.0,62.0,70.0,1162.0,5185.0,5847.0,4759.0,4953.0,4170.0,3550.0,2232.0,1270.0,31985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,59.0,0.0,21.0,5.0,32.0,59.0,156.0,184.0,118.0,910.0,0.0,37.0,20.0,61.0,64.0,156.0,184.0,118.0,1023.0,9884.0,10758.0,8664.0,8861.0,7572.0,6087.0,3613.0,1672.0,57185.0,308.0,415.0,325.0,217.0,151.0,174.0,156.0,132.0,2216.0,10262.0,11248.0,9035.0,9283.0,7960.0,6497.0,4053.0,2013.0,60451.0,60451.0
Ivanhoe,150.0,107.0,64.0,44.0,7.0,0.0,0.0,0.0,384.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,13.0,40.0,48.0,73.0,139.0,118.0,67.0,884.0,153.0,125.0,114.0,104.0,101.0,139.0,118.0,67.0,1331.0,3577.0,4180.0,4273.0,3902.0,3503.0,2593.0,1450.0,529.0,23999.0,129.0,187.0,157.0,90.0,68.0,72.0,24.0,16.0,1009.0,3892.0,4525.0,4661.0,4215.0,3772.0,2887.0,1683.0,740.0,26340.0,20.0,17.0,3.0,9.0,0.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,11.0,6.0,4.0,0.0,0.0,44.0,20.0,25.0,10.0,24.0,9.0,4.0,0.0,0.0,124.0,3547.0,4515.0,4691.0,4338.0,3995.0,3060.0,1979.0,1146.0,27297.0,79.0,161.0,144.0,95.0,80.0,79.0,38.0,38.0,972.0,3660.0,4722.0,4858.0,4496.0,4102.0,3234.0,2079.0,1257.0,28453.0,173.0,133.0,60.0,57.0,7.0,0.0,0.0,0.0,441.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,25.0,49.0,50.0,94.0,164.0,124.0,78.0,977.0,176.0,162.0,149.0,130.0,128.0,164.0,124.0,78.0,1517.0,7093.0,8710.0,9006.0,8289.0,7453.0,5663.0,3449.0,1684.0,51246.0,236.0,331.0,332.0,214.0,207.0,179.0,97.0,82.0,2038.0,7547.0,9252.0,9482.0,8768.0,7909.0,6097.0,3685.0,1991.0,54830.0,54830.0
