district,census_variable,value
Albert Park,M_Neg_Nil_income_15_19_yrs_n,603.0
Ashwood,M_Neg_Nil_income_15_19_yrs_n,1408.0
Bass,M_Neg_Nil_income_15_19_yrs_n,572.0
Bayswater,M_Neg_Nil_income_15_19_yrs_n,1013.0
Bellarine,M_Neg_Nil_income_15_19_yrs_n,672.0
Benambra,M_Neg_Nil_income_15_19_yrs_n,699.0
Bendigo East,M_Neg_Nil_income_15_19_yrs_n,895.0
Bendigo West,M_Neg_Nil_income_15_19_yrs_n,618.0
Bentleigh,M_Neg_Nil_income_15_19_yrs_n,1330.0
Berwick,M_Neg_Nil_income_15_19_yrs_n,1466.0
Box Hill,M_Neg_Nil_income_15_19_yrs_n,1414.0
Brighton,M_Neg_Nil_income_15_19_yrs_n,1167.0
Broadmeadows,M_Neg_Nil_income_15_19_yrs_n,1056.0
Brunswick,M_Neg_Nil_income_15_19_yrs_n,533.0
Bulleen,M_Neg_Nil_income_15_19_yrs_n,1221.0
Bundoora,M_Neg_Nil_income_15_19_yrs_n,1100.0
Carrum,M_Neg_Nil_income_15_19_yrs_n,974.0
Caulfield,M_Neg_Nil_income_15_19_yrs_n,954.0
Clarinda,M_Neg_Nil_income_15_19_yrs_n,1076.0
Cranbourne,M_Neg_Nil_income_15_19_yrs_n,1298.0
Croydon,M_Neg_Nil_income_15_19_yrs_n,893.0
Dandenong,M_Neg_Nil_income_15_19_yrs_n,1414.0
Eildon,M_Neg_Nil_income_15_19_yrs_n,818.0
Eltham,M_Neg_Nil_income_15_19_yrs_n,1073.0
Essendon,M_Neg_Nil_income_15_19_yrs_n,920.0
Eureka,M_Neg_Nil_income_15_19_yrs_n,879.0
Euroa,M_Neg_Nil_income_15_19_yrs_n,679.0
Evelyn,M_Neg_Nil_income_15_19_yrs_n,916.0
Footscray,M_Neg_Nil_income_15_19_yrs_n,643.0
Frankston,M_Neg_Nil_income_15_19_yrs_n,856.0
Geelong,M_Neg_Nil_income_15_19_yrs_n,739.0
Gippsland East,M_Neg_Nil_income_15_19_yrs_n,535.0
Gippsland South,M_Neg_Nil_income_15_19_yrs_n,744.0
Glen Waverley,M_Neg_Nil_income_15_19_yrs_n,1670.0
Greenvale,M_Neg_Nil_income_15_19_yrs_n,1395.0
Hastings,M_Neg_Nil_income_15_19_yrs_n,712.0
Hawthorn,M_Neg_Nil_income_15_19_yrs_n,1177.0
Ivanhoe,M_Neg_Nil_income_15_19_yrs_n,999.0
Kalkallo,M_Neg_Nil_income_15_19_yrs_n,1283.0
Kew,M_Neg_Nil_income_15_19_yrs_n,1712.0
Kororoit,M_Neg_Nil_income_15_19_yrs_n,1467.0
Lara,M_Neg_Nil_income_15_19_yrs_n,998.0
Laverton,M_Neg_Nil_income_15_19_yrs_n,1179.0
Lowan,M_Neg_Nil_income_15_19_yrs_n,674.0
Macedon,M_Neg_Nil_income_15_19_yrs_n,838.0
