district,M_15_19_yr_Married_pc,M_15_19_yr_Separated_pc,M_15_19_yr_Divorced_pc,M_15_19_yr_Widowed_pc,M_15_19_yr_Never_married_pc,M_15_19_yr_Tot_pc,M_20_24_yr_Married_pc,M_20_24_yr_Separated_pc,M_20_24_yr_Divorced_pc,M_20_24_yr_Widowed_pc,M_20_24_yr_Never_married_pc,M_20_24_yr_Tot_pc,M_25_34_yr_Married_pc,M_25_34_yr_Separated_pc,M_25_34_yr_Divorced_pc,M_25_34_yr_Widowed_pc,M_25_34_yr_Never_married_pc,M_25_34_yr_Tot_pc,M_35_44_yr_Married_pc,M_35_44_yr_Separated_pc,M_35_44_yr_Divorced_pc,M_35_44_yr_Widowed_pc,M_35_44_yr_Never_married_pc,M_35_44_yr_Tot_pc,M_45_54_yr_Married_pc,M_45_54_yr_Separated_pc,M_45_54_yr_Divorced_pc,M_45_54_yr_Widowed_pc,M_45_54_yr_Never_married_pc,M_45_54_yr_Tot_pc,M_55_64_yr_Married_pc,M_55_64_yr_Separated_pc,M_55_64_yr_Divorced_pc,M_55_64_yr_Widowed_pc,M_55_64_yr_Never_married_pc,M_55_64_yr_Tot_pc,M_65_74_yr_Married_pc,M_65_74_yr_Separated_pc,M_65_74_yr_Divorced_pc,M_65_74_yr_Widowed_pc,M_65_74_yr_Never_married_pc,M_65_74_yr_Tot_pc,M_75_84_yr_Married_pc,M_75_84_yr_Separated_pc,M_75_84_yr_Divorced_pc,M_75_84_yr_Widowed_pc,M_75_84_yr_Never_married_pc,M_75_84_yr_Tot_pc,M_85ov_Married_pc,M_85ov_Separated_pc,M_85ov_Divorced_pc,M_85ov_Widowed_pc,M_85ov_Never_married_pc,M_85ov_Tot_pc,M_Tot_Married_pc,M_Tot_Separated_pc,M_Tot_Divorced_pc,M_Tot_Widowed_pc,M_Tot_Never_married_pc,M_Tot_Tot_pc,F_15_19_yr_Married_pc,F_15_19_yr_Separated_pc,F_15_19_yr_Divorced_pc,F_15_19_yr_Widowed_pc,F_15_19_yr_Never_married_pc,F_15_19_yr_Tot_pc,F_20_24_yr_Married_pc,F_20_24_yr_Separated_pc,F_20_24_yr_Divorced_pc,F_20_24_yr_Widowed_pc,F_20_24_yr_Never_married_pc,F_20_24_yr_Tot_pc,F_25_34_yr_Married_pc,F_25_34_yr_Separated_pc,F_25_34_yr_Divorced_pc,F_25_34_yr_Widowed_pc,F_25_34_yr_Never_married_pc,F_25_34_yr_Tot_pc,F_35_44_yr_Married_pc,F_35_44_yr_Separated_pc,F_35_44_yr_Divorced_pc,F_35_44_yr_Widowed_pc,F_35_44_yr_Never_married_pc,F_35_44_yr_Tot_pc,F_45_54_yr_Married_pc,F_45_54_yr_Separated_pc,F_45_54_yr_Divorced_pc,F_45_54_yr_Widowed_pc,F_45_54_yr_Never_married_pc,F_45_54_yr_Tot_pc,F_55_64_yr_Married_pc,F_55_64_yr_Separated_pc,F_55_64_yr_Divorced_pc,F_55_64_yr_Widowed_pc,F_55_64_yr_Never_married_pc,F_55_64_yr_Tot_pc,F_65_74_yr_Married_pc,F_65_74_yr_Separated_pc,F_65_74_yr_Divorced_pc,F_65_74_yr_Widowed_pc,F_65_74_yr_Never_married_pc,F_65_74_yr_Tot_pc,F_75_84_yr_Married_pc,F_75_84_yr_Separated_pc,F_75_84_yr_Divorced_pc,F_75_84_yr_Widowed_pc,F_75_84_yr_Never_married_pc,F_75_84_yr_Tot_pc,F_85ov_Married_pc,F_85ov_Separated_pc,F_85ov_Divorced_pc,F_85ov_Widowed_pc,F_85ov_Never_married_pc,F_85ov_Tot_pc,F_Tot_Married_pc,F_Tot_Separated_pc,F_Tot_Divorced_pc,F_Tot_Widowed_pc,F_Tot_Never_married_pc,F_Tot_Tot_pc,P_15_19_yr_Married_pc,P_15_19_yr_Separated_pc,P_15_19_yr_Divorced_pc,P_15_19_yr_Widowed_pc,P_15_19_yr_Never_married_pc,P_15_19_yr_Tot_pc,P_20_24_yr_Married_pc,P_20_24_yr_Separated_pc,P_20_24_yr_Divorced_pc,P_20_24_yr_Widowed_pc,P_20_24_yr_Never_married_pc,P_20_24_yr_Tot_pc,P_25_34_yr_Married_pc,P_25_34_yr_Separated_pc,P_25_34_yr_Divorced_pc,P_25_34_yr_Widowed_pc,P_25_34_yr_Never_married_pc,P_25_34_yr_Tot_pc,P_35_44_yr_Married_pc,P_35_44_yr_Separated_pc,P_35_44_yr_Divorced_pc,P_35_44_yr_Widowed_pc,P_35_44_yr_Never_married_pc,P_35_44_yr_Tot_pc,P_45_54_yr_Married_pc,P_45_54_yr_Separated_pc,P_45_54_yr_Divorced_pc,P_45_54_yr_Widowed_pc,P_45_54_yr_Never_married_pc,P_45_54_yr_Tot_pc,P_55_64_yr_Married_pc,P_55_64_yr_Separated_pc,P_55_64_yr_Divorced_pc,P_55_64_yr_Widowed_pc,P_55_64_yr_Never_married_pc,P_55_64_yr_Tot_pc,P_65_74_yr_Married_pc,P_65_74_yr_Separated_pc,P_65_74_yr_Divorced_pc,P_65_74_yr_Widowed_pc,P_65_74_yr_Never_married_pc,P_65_74_yr_Tot_pc,P_75_84_yr_Married_pc,P_75_84_yr_Separated_pc,P_75_84_yr_Divorced_pc,P_75_84_yr_Widowed_pc,P_75_84_yr_Never_married_pc,P_75_84_yr_Tot_pc,P_85ov_Married_pc,P_85ov_Separated_pc,P_85ov_Divorced_pc,P_85ov_Widowed_pc,P_85ov_Never_married_pc,P_85ov_Tot_pc,P_Tot_Married_pc,P_Tot_Separated_pc,P_Tot_Divorced_pc,P_Tot_Widowed_pc,P_Tot_Never_married_pc,P_Tot_Tot_pc
Niddrie,0.0,0.0,0.0,0.0,0.0349,0.0349,0.0001,0.0,0.0,0.0,0.0354,0.0357,0.0182,0.0001,0.0002,0.0001,0.0499,0.0694,0.0508,0.0014,0.0022,0.0,0.0206,0.0771,0.0551,0.0029,0.0074,0.0001,0.0155,0.081,0.0473,0.0023,0.0087,0.0002,0.0072,0.0688,0.042,0.0004,0.0043,0.0012,0.0027,0.0553,0.0328,0.0002,0.0014,0.0026,0.0008,0.0413,0.0097,0.0,0.0002,0.0035,0.0002,0.0155,0.2572,0.0129,0.0281,0.0124,0.1704,0.4805,0.0,0.0,0.0,0.0,0.0333,0.0333,0.0001,0.0,0.0,0.0,0.0306,0.0313,0.0241,0.0005,0.0003,0.0,0.0416,0.0683,0.0544,0.0023,0.0043,0.0,0.0178,0.082,0.0565,0.0045,0.0113,0.0004,0.013,0.0867,0.049,0.0028,0.0122,0.0027,0.0069,0.076,0.0441,0.0014,0.0079,0.0098,0.0019,0.0674,0.025,0.0001,0.0028,0.0191,0.0005,0.0505,0.003,0.0,0.0005,0.0167,0.0001,0.0225,0.2575,0.0155,0.0431,0.0517,0.1504,0.5186,0.0,0.0,0.0,0.0,0.0689,0.0689,0.0005,0.0,0.0,0.0,0.0652,0.066,0.0428,0.0005,0.001,0.0001,0.0913,0.1378,0.1054,0.0046,0.0083,0.0002,0.0399,0.1597,0.11,0.0084,0.0188,0.0007,0.0289,0.1679,0.0965,0.0062,0.0216,0.0034,0.0165,0.1446,0.0861,0.0034,0.0135,0.0118,0.0066,0.123,0.0584,0.001,0.0055,0.0234,0.0019,0.092,0.0142,0.0001,0.0009,0.0222,0.0005,0.039,0.5134,0.0282,0.0716,0.0647,0.3208,1.0
Northcote,0.0,0.0,0.0,0.0,0.0261,0.0261,0.0001,0.0,0.0,0.0,0.0305,0.0307,0.0146,0.0003,0.0003,0.0,0.0916,0.1077,0.0416,0.0017,0.004,0.0,0.0471,0.0964,0.0441,0.0022,0.0066,0.0,0.0282,0.0831,0.0306,0.0019,0.008,0.0003,0.0168,0.0582,0.0207,0.0006,0.0045,0.0006,0.0076,0.0364,0.0138,0.0002,0.0018,0.0015,0.0014,0.0211,0.005,0.0,0.0001,0.002,0.0003,0.0093,0.1725,0.0103,0.0296,0.0087,0.2496,0.4704,0.0,0.0,0.0,0.0,0.0274,0.0275,0.0002,0.0,0.0,0.0,0.0326,0.0328,0.0205,0.0003,0.0007,0.0,0.1017,0.1244,0.0452,0.0028,0.0057,0.0001,0.049,0.1031,0.0446,0.0034,0.0083,0.0001,0.0302,0.0889,0.0309,0.0021,0.0106,0.0011,0.0181,0.0642,0.0196,0.0008,0.0077,0.0043,0.0077,0.0435,0.0109,0.0003,0.003,0.0122,0.001,0.0275,0.0017,0.0,0.0005,0.0111,0.0004,0.0156,0.1747,0.0129,0.0413,0.0312,0.2684,0.5294,0.0,0.0,0.0,0.0,0.0533,0.0536,0.0003,0.0,0.0,0.0,0.0633,0.064,0.0356,0.0009,0.0016,0.0,0.1933,0.2334,0.0869,0.0051,0.0111,0.0001,0.0958,0.1992,0.0908,0.0064,0.015,0.0003,0.0582,0.173,0.0617,0.0054,0.019,0.0018,0.0348,0.1242,0.0406,0.0019,0.0136,0.0063,0.016,0.0794,0.0241,0.0007,0.0055,0.015,0.0031,0.0501,0.0071,0.0002,0.0007,0.0139,0.0006,0.025,0.3468,0.0243,0.0695,0.0404,0.5184,1.0
Oakleigh,0.0,0.0,0.0,0.0,0.0279,0.0279,0.0002,0.0,0.0,0.0,0.0655,0.0656,0.0335,0.0005,0.001,0.0,0.0946,0.1314,0.0557,0.001,0.0036,0.0001,0.0234,0.0835,0.0405,0.0019,0.0057,0.0,0.015,0.0649,0.0326,0.0014,0.0066,0.0002,0.009,0.0522,0.0228,0.0008,0.0044,0.0006,0.0053,0.0355,0.016,0.0003,0.0018,0.0018,0.0012,0.0225,0.0063,0.0,0.0002,0.0027,0.0002,0.0114,0.2094,0.0102,0.0271,0.0078,0.245,0.4991,0.0,0.0,0.0,0.0,0.0282,0.0283,0.0015,0.0001,0.0,0.0,0.0573,0.0599,0.0421,0.0007,0.0007,0.0,0.0717,0.1173,0.0523,0.0017,0.0046,0.0001,0.0202,0.0807,0.0415,0.0021,0.0091,0.0002,0.0127,0.068,0.0322,0.0017,0.0099,0.0015,0.0085,0.056,0.0221,0.0007,0.0072,0.006,0.0035,0.0416,0.0135,0.0001,0.0027,0.0115,0.0014,0.0317,0.0026,0.0,0.0005,0.012,0.0006,0.018,0.2086,0.0115,0.0381,0.0343,0.2063,0.5002,0.0,0.0,0.0,0.0,0.0567,0.0568,0.0023,0.0001,0.0,0.0,0.1227,0.1268,0.0763,0.0018,0.0024,0.0,0.1657,0.2485,0.1074,0.0036,0.0094,0.0001,0.0438,0.1654,0.0813,0.0049,0.0157,0.0005,0.0286,0.1329,0.0643,0.0044,0.017,0.0023,0.0187,0.1083,0.0452,0.0025,0.0125,0.0073,0.0088,0.0782,0.0295,0.0007,0.0051,0.0144,0.003,0.0547,0.0096,0.0,0.001,0.0156,0.001,0.0294,0.4169,0.0218,0.0649,0.0427,0.4512,1.0
Ovens Valley,0.0,0.0,0.0,0.0,0.0342,0.0343,0.0,0.0,0.0,0.0,0.0248,0.0255,0.0158,0.0002,0.0003,0.0,0.042,0.059,0.0338,0.0017,0.0024,0.0,0.0222,0.0613,0.0406,0.0024,0.0062,0.0001,0.0189,0.0718,0.0504,0.0037,0.0139,0.0007,0.0122,0.0837,0.057,0.0022,0.0136,0.0032,0.0063,0.084,0.0343,0.0009,0.0038,0.0049,0.0013,0.0498,0.0083,0.0,0.0004,0.0043,0.0005,0.0146,0.2418,0.0162,0.0454,0.0178,0.1651,0.487,0.0,0.0,0.0,0.0,0.031,0.031,0.0006,0.0,0.0,0.0,0.0235,0.0252,0.0211,0.001,0.0003,0.0,0.0371,0.061,0.0379,0.0024,0.004,0.0,0.0196,0.0658,0.0448,0.0039,0.0117,0.0007,0.0167,0.078,0.0533,0.0042,0.016,0.0035,0.0087,0.0883,0.0546,0.0019,0.0132,0.0101,0.0027,0.0861,0.026,0.0008,0.0044,0.0191,0.001,0.0541,0.0041,0.0,0.0004,0.0158,0.0003,0.0226,0.2423,0.0181,0.0545,0.053,0.144,0.513,0.0,0.0,0.0,0.0,0.0658,0.0659,0.001,0.0,0.0,0.0,0.0486,0.0501,0.0364,0.0018,0.0008,0.0,0.0793,0.1191,0.0709,0.0052,0.0072,0.0,0.0418,0.1273,0.0852,0.0078,0.0197,0.0009,0.0352,0.151,0.1045,0.0078,0.0291,0.0056,0.023,0.1718,0.1112,0.0053,0.0273,0.0141,0.0099,0.1709,0.0604,0.0019,0.0107,0.0251,0.0029,0.1028,0.0138,0.0,0.0014,0.0219,0.0007,0.0389,0.4837,0.0344,0.0995,0.0715,0.31,1.0
Pakenham,0.0,0.0,0.0,0.0,0.0393,0.0391,0.0004,0.0,0.0,0.0,0.0387,0.04,0.0445,0.001,0.0009,0.0001,0.0676,0.1137,0.0734,0.0027,0.0047,0.0001,0.0225,0.1053,0.0447,0.0031,0.0099,0.0001,0.012,0.0707,0.032,0.0024,0.0074,0.0004,0.0047,0.0487,0.0264,0.0011,0.0041,0.0009,0.0009,0.0372,0.015,0.0002,0.0013,0.002,0.0002,0.0212,0.0027,0.0,0.0001,0.0015,0.0001,0.0049,0.24,0.0156,0.0324,0.0072,0.186,0.4813,0.0,0.0,0.0,0.0,0.0361,0.0362,0.0017,0.0001,0.0,0.0,0.0387,0.0417,0.0594,0.0021,0.0023,0.0,0.0596,0.1251,0.0703,0.0054,0.0071,0.0002,0.0223,0.1069,0.0411,0.0044,0.0141,0.0003,0.0112,0.0739,0.0294,0.0032,0.0139,0.0023,0.0028,0.0557,0.0251,0.0014,0.0096,0.0076,0.0006,0.0462,0.0107,0.0001,0.0023,0.0093,0.0003,0.0249,0.0012,0.0,0.0003,0.0058,0.0001,0.0082,0.2404,0.0211,0.0521,0.0302,0.1754,0.519,0.0,0.0,0.0,0.0,0.0748,0.0749,0.0031,0.0001,0.0,0.0,0.0765,0.0802,0.1033,0.0043,0.0037,0.0001,0.127,0.2392,0.143,0.0085,0.0131,0.0002,0.0451,0.2119,0.0864,0.0092,0.0236,0.0008,0.0225,0.1457,0.0611,0.0075,0.0217,0.0034,0.0097,0.1037,0.051,0.0033,0.0146,0.0085,0.0022,0.0824,0.0263,0.0005,0.0042,0.012,0.0005,0.047,0.0044,0.0,0.0005,0.0079,0.0001,0.0144,0.4799,0.0361,0.0836,0.0374,0.3614,1.0
Pascoe Vale,0.0,0.0,0.0,0.0,0.0282,0.0284,0.0002,0.0,0.0,0.0,0.0378,0.0389,0.0225,0.0002,0.0004,0.0,0.083,0.1082,0.0532,0.0011,0.0035,0.0001,0.0367,0.0978,0.0455,0.0019,0.0055,0.0,0.0205,0.0775,0.0334,0.0015,0.0072,0.0003,0.0126,0.0584,0.0232,0.0006,0.0045,0.0006,0.0053,0.0357,0.0147,0.0004,0.0012,0.0018,0.0011,0.0222,0.0064,0.0,0.0002,0.0034,0.0001,0.0125,0.2022,0.0103,0.0281,0.0093,0.2282,0.4781,0.0,0.0,0.0,0.0,0.0277,0.0278,0.001,0.0001,0.0,0.0,0.0352,0.0372,0.0307,0.0008,0.0018,0.0,0.0812,0.1154,0.0557,0.0019,0.0051,0.0001,0.0369,0.102,0.0447,0.0029,0.0097,0.0007,0.022,0.0832,0.0328,0.0023,0.0104,0.0015,0.0116,0.0611,0.0208,0.0007,0.0076,0.0057,0.0057,0.0428,0.0113,0.0001,0.0019,0.0134,0.0007,0.0292,0.0023,0.0,0.0005,0.0169,0.0004,0.0228,0.2012,0.0146,0.041,0.0406,0.223,0.521,0.0,0.0,0.0,0.0,0.0553,0.0553,0.0023,0.0001,0.0,0.0,0.0731,0.0763,0.0531,0.0012,0.0029,0.0001,0.1648,0.2241,0.1097,0.0045,0.01,0.0002,0.074,0.1989,0.0916,0.0063,0.017,0.0009,0.0436,0.1601,0.0666,0.0052,0.0182,0.0022,0.0251,0.1183,0.0435,0.002,0.0128,0.0069,0.0117,0.078,0.0261,0.0008,0.0039,0.0161,0.0021,0.0518,0.0105,0.0002,0.0006,0.0218,0.0007,0.0357,0.4032,0.0249,0.0683,0.0504,0.4532,1.0
Point Cook,0.0,0.0,0.0,0.0,0.0404,0.0404,0.0002,0.0,0.0,0.0,0.0338,0.0341,0.0318,0.0003,0.0005,0.0,0.0531,0.087,0.1028,0.0024,0.0047,0.0,0.0212,0.1327,0.0625,0.0027,0.0077,0.0,0.0113,0.0873,0.0381,0.0022,0.0064,0.0001,0.0047,0.0545,0.0282,0.0008,0.0023,0.0005,0.0014,0.0367,0.0096,0.0001,0.0004,0.0011,0.0001,0.0134,0.0015,0.0,0.0001,0.0007,0.0,0.0031,0.2777,0.0124,0.0266,0.0048,0.168,0.4907,0.0,0.0,0.0,0.0,0.035,0.035,0.0009,0.0,0.0,0.0,0.0312,0.0335,0.0497,0.0015,0.0012,0.0,0.0434,0.0973,0.103,0.0036,0.0069,0.0,0.0198,0.1351,0.0561,0.0045,0.0105,0.0006,0.0117,0.0861,0.0375,0.0025,0.0094,0.0025,0.0033,0.0578,0.0249,0.0009,0.0053,0.0067,0.0011,0.041,0.0064,0.0,0.0012,0.007,0.0002,0.0168,0.0006,0.0,0.0001,0.0041,0.0,0.006,0.2793,0.0175,0.0383,0.0247,0.1482,0.5083,0.0,0.0,0.0,0.0,0.0747,0.0747,0.0017,0.0,0.0,0.0,0.0661,0.0685,0.0811,0.0024,0.0023,0.0,0.0966,0.1842,0.206,0.0071,0.0129,0.0,0.0418,0.2686,0.118,0.0089,0.0191,0.0009,0.0237,0.1719,0.0761,0.005,0.0168,0.0035,0.0099,0.1129,0.0524,0.0027,0.0093,0.0081,0.0027,0.077,0.0185,0.0002,0.0021,0.0087,0.0003,0.0312,0.0032,0.0,0.0002,0.0047,0.0,0.0096,0.5575,0.0301,0.0655,0.0294,0.3176,1.0
Polwarth,0.0,0.0,0.0,0.0,0.0346,0.0348,0.0002,0.0,0.0,0.0,0.0285,0.0288,0.0144,0.0,0.0001,0.0001,0.0475,0.0632,0.0426,0.0014,0.0028,0.0,0.0242,0.0737,0.0478,0.0026,0.0075,0.0001,0.0186,0.0795,0.0523,0.0024,0.0111,0.0005,0.0132,0.0836,0.0556,0.0017,0.0103,0.0018,0.0065,0.0796,0.0276,0.0004,0.0025,0.0038,0.0013,0.0389,0.0056,0.0001,0.0003,0.0029,0.0003,0.0103,0.2493,0.0145,0.038,0.0137,0.1773,0.4921,0.0,0.0,0.0,0.0,0.0322,0.0325,0.0001,0.0,0.0,0.0,0.0234,0.024,0.0204,0.0004,0.0003,0.0,0.0418,0.0644,0.0477,0.0024,0.0041,0.0,0.0232,0.0786,0.0493,0.0031,0.0109,0.0005,0.0161,0.0819,0.0531,0.0027,0.0142,0.0028,0.0097,0.0863,0.0511,0.0014,0.0101,0.0081,0.0043,0.0789,0.0208,0.0002,0.0044,0.0132,0.0009,0.0421,0.0024,0.0,0.0003,0.0129,0.0002,0.0173,0.2465,0.0157,0.0484,0.0412,0.1548,0.508,0.0,0.0,0.0,0.0,0.0678,0.0679,0.0005,0.0,0.0,0.0,0.0518,0.0528,0.035,0.0003,0.0008,0.0001,0.0886,0.1269,0.0897,0.0048,0.008,0.0001,0.0469,0.1525,0.0975,0.0075,0.0187,0.0006,0.0363,0.1609,0.1067,0.0076,0.0267,0.0041,0.0237,0.1689,0.1077,0.0045,0.0223,0.0108,0.0118,0.1588,0.0489,0.0009,0.0075,0.0182,0.0028,0.0812,0.0094,0.0001,0.0006,0.0171,0.0004,0.0297,0.497,0.03,0.087,0.056,0.3311,1.0
Prahran,0.0,0.0,0.0,0.0,0.0127,0.0127,0.0001,0.0,0.0,0.0,0.0363,0.0367,0.021,0.0003,0.0009,0.0001,0.1438,0.1682,0.0351,0.002,0.0051,0.0,0.0575,0.1009,0.0214,0.002,0.0063,0.0,0.0261,0.0574,0.0204,0.0018,0.0076,0.0003,0.0149,0.0467,0.0174,0.0012,0.0064,0.0007,0.0064,0.0335,0.0131,0.0004,0.003,0.0012,0.0017,0.021,0.0032,0.0001,0.0003,0.0013,0.0007,0.0073,0.1314,0.0112,0.0343,0.0047,0.3029,0.4859,0.0,0.0,0.0,0.0,0.0131,0.0132,0.0003,0.0,0.0,0.0,0.048,0.0489,0.0274,0.0012,0.0021,0.0,0.1498,0.1824,0.0333,0.0021,0.0058,0.0,0.0514,0.0924,0.0216,0.0019,0.0095,0.0,0.0214,0.0558,0.0202,0.0015,0.011,0.0009,0.0109,0.0467,0.0174,0.0007,0.0103,0.0039,0.0057,0.0398,0.0089,0.0001,0.0033,0.0076,0.0017,0.0241,0.0013,0.0,0.001,0.0067,0.0004,0.0111,0.1321,0.0119,0.0452,0.0238,0.3029,0.5152,0.0,0.0,0.0,0.0,0.0264,0.0264,0.0006,0.0,0.0,0.0,0.0843,0.0851,0.0494,0.002,0.0042,0.0001,0.2936,0.3507,0.0675,0.005,0.0117,0.0001,0.1068,0.1929,0.0426,0.0052,0.0166,0.0001,0.0476,0.1137,0.0401,0.0044,0.0191,0.0017,0.0263,0.0933,0.0344,0.0023,0.0171,0.0049,0.0129,0.0735,0.0224,0.0007,0.0066,0.0095,0.0043,0.0454,0.0055,0.0001,0.0015,0.0095,0.0014,0.0192,0.2633,0.0224,0.0797,0.03,0.605,1.0
Preston,0.0,0.0,0.0,0.0,0.0247,0.0248,0.0002,0.0,0.0,0.0,0.038,0.0392,0.0267,0.0007,0.0005,0.0,0.0823,0.1119,0.0477,0.0015,0.0041,0.0,0.0388,0.094,0.0404,0.0029,0.0076,0.0001,0.0241,0.0766,0.0292,0.0023,0.0091,0.0005,0.0151,0.0583,0.0234,0.0017,0.0066,0.0014,0.0052,0.0418,0.0202,0.0004,0.0013,0.0038,0.001,0.0291,0.0081,0.0002,0.0001,0.0038,0.0002,0.0141,0.1969,0.015,0.0323,0.0127,0.2314,0.4882,0.0,0.0,0.0,0.0,0.0239,0.0241,0.0016,0.0,0.0,0.0,0.0322,0.0349,0.0347,0.0006,0.0016,0.0,0.071,0.111,0.0479,0.0033,0.0061,0.0003,0.0371,0.0956,0.0379,0.0029,0.0098,0.0003,0.023,0.0761,0.0293,0.0029,0.0126,0.0024,0.0138,0.0619,0.0235,0.0015,0.0083,0.0097,0.0035,0.0482,0.0152,0.0002,0.003,0.015,0.0005,0.0374,0.0031,0.0,0.0004,0.0167,0.0004,0.0219,0.1957,0.0151,0.0442,0.0479,0.2091,0.5125,0.0,0.0,0.0,0.0,0.049,0.0492,0.0025,0.0,0.0,0.0,0.0704,0.0732,0.0628,0.0021,0.0027,0.0,0.1542,0.2228,0.0966,0.0062,0.0109,0.0003,0.0753,0.1895,0.0778,0.0071,0.0184,0.0006,0.0485,0.1528,0.0587,0.0064,0.0211,0.0033,0.0286,0.1201,0.0469,0.0041,0.0151,0.0122,0.0098,0.09,0.0344,0.0009,0.0048,0.0198,0.0023,0.0657,0.0114,0.0002,0.0008,0.0222,0.0008,0.0366,0.3923,0.0302,0.0768,0.0606,0.441,1.0
Richmond,0.0,0.0,0.0,0.0,0.0135,0.0135,0.0003,0.0,0.0,0.0,0.0361,0.0368,0.0169,0.0005,0.0008,0.0,0.1537,0.1728,0.0333,0.0016,0.0055,0.0,0.0611,0.1033,0.0254,0.0024,0.0078,0.0002,0.0272,0.0641,0.0226,0.0018,0.0084,0.0002,0.0165,0.052,0.0161,0.0007,0.0066,0.0004,0.0062,0.033,0.0088,0.0001,0.0014,0.0008,0.0017,0.0156,0.0018,0.0,0.0,0.0006,0.0001,0.0046,0.1274,0.0108,0.0331,0.0053,0.3179,0.4941,0.0,0.0,0.0,0.0,0.0155,0.0155,0.0004,0.0,0.0,0.0,0.0425,0.043,0.022,0.0014,0.0021,0.0,0.1526,0.18,0.0324,0.002,0.0056,0.0002,0.0491,0.092,0.0257,0.0026,0.0092,0.0008,0.0219,0.0613,0.02,0.0019,0.0116,0.0012,0.0113,0.0487,0.0147,0.0008,0.0084,0.0048,0.0061,0.036,0.0053,0.0001,0.0031,0.0062,0.0012,0.0194,0.0005,0.0,0.0003,0.005,0.0005,0.0076,0.1243,0.0127,0.0445,0.0212,0.3032,0.5051,0.0,0.0,0.0,0.0,0.0294,0.0295,0.0009,0.0,0.0,0.0,0.0776,0.0786,0.0391,0.0022,0.0036,0.0,0.3064,0.3522,0.0666,0.0043,0.0122,0.0002,0.1102,0.1951,0.0508,0.0062,0.0168,0.0011,0.0495,0.125,0.0431,0.0049,0.0207,0.0026,0.0284,0.1006,0.0321,0.0022,0.0156,0.0057,0.0122,0.07,0.0149,0.0002,0.0052,0.0071,0.0041,0.0341,0.0032,0.0,0.0006,0.0062,0.0008,0.0128,0.2519,0.0237,0.0776,0.0267,0.6196,1.0
Ringwood,0.0,0.0,0.0,0.0,0.0355,0.0357,0.0002,0.0,0.0,0.0,0.0351,0.0354,0.0267,0.0001,0.0003,0.0,0.0546,0.0827,0.064,0.0011,0.0026,0.0,0.022,0.0926,0.0515,0.0026,0.0073,0.0001,0.017,0.0809,0.0405,0.0023,0.0076,0.0001,0.0106,0.0618,0.0333,0.0007,0.0061,0.0013,0.0039,0.048,0.0213,0.0003,0.0017,0.0021,0.001,0.0298,0.0077,0.0,0.0002,0.0038,0.0001,0.0127,0.2472,0.0111,0.0311,0.0105,0.1821,0.4814,0.0,0.0,0.0,0.0,0.0304,0.0304,0.001,0.0,0.0,0.0,0.0317,0.033,0.0358,0.0005,0.0009,0.0,0.0463,0.0844,0.0691,0.0023,0.0046,0.0002,0.0209,0.0979,0.0507,0.0027,0.0114,0.0005,0.0154,0.0846,0.0395,0.0023,0.0125,0.0018,0.0096,0.0679,0.0307,0.0006,0.0118,0.0075,0.0035,0.0564,0.0179,0.0003,0.0059,0.0131,0.0012,0.0403,0.0032,0.0,0.0011,0.0146,0.0002,0.0201,0.2503,0.0143,0.0518,0.0415,0.1618,0.5188,0.0,0.0,0.0,0.0,0.0657,0.0658,0.0016,0.0,0.0,0.0,0.0664,0.0686,0.0631,0.0008,0.0017,0.0,0.1006,0.1685,0.134,0.0046,0.0089,0.0002,0.0426,0.1924,0.1038,0.0066,0.0185,0.0005,0.0337,0.1647,0.0804,0.0049,0.0213,0.0026,0.0199,0.131,0.0638,0.0021,0.0191,0.0097,0.0085,0.1053,0.0406,0.0008,0.0091,0.0168,0.0025,0.0709,0.0118,0.0,0.0019,0.0195,0.0002,0.0343,0.4978,0.0256,0.0821,0.0512,0.3439,1.0
