district,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp,Tot_P_Tot_resp_total
Kew,689.0,1979.0,1740.0,10103.0,58.0,14569.0,5.0,0.0,0.0,127.0,0.0,132.0,17089.0,260.0,475.0,303.0,60.0,18186.0,197.0,19.0,21.0,97.0,0.0,335.0,314.0,51.0,58.0,211.0,0.0,635.0,3447.0,1787.0,1375.0,11270.0,41.0,17920.0,246.0,13.0,44.0,11.0,0.0,314.0,118.0,32.0,28.0,82.0,0.0,260.0,591.0,144.0,63.0,984.0,0.0,1782.0,2426.0,331.0,114.0,1205.0,6.0,4082.0,112.0,4.0,6.0,43.0,0.0,165.0,2365.0,75.0,56.0,46.0,0.0,2543.0,804.0,465.0,344.0,5644.0,13.0,7270.0,2539.0,530.0,222.0,2223.0,3.0,5517.0,418.0,7.0,22.0,3.0,0.0,450.0,130.0,38.0,16.0,64.0,0.0,249.0,189.0,13.0,27.0,82.0,5.0,316.0,119.0,37.0,7.0,118.0,0.0,281.0,21.0,8.0,4.0,4.0,0.0,37.0,151.0,51.0,39.0,17.0,0.0,258.0,326.0,29.0,48.0,162.0,0.0,565.0,123.0,20.0,22.0,8.0,0.0,173.0,4.0,0.0,3.0,0.0,0.0,7.0,826.0,463.0,344.0,4164.0,16.0,5814.0,93.0,8.0,0.0,7.0,0.0,108.0,162.0,26.0,19.0,1.0,0.0,208.0,129.0,6.0,13.0,27.0,0.0,175.0,476.0,22.0,20.0,15.0,4.0,537.0,1338.0,36.0,84.0,37.0,0.0,1495.0,70.0,15.0,13.0,127.0,0.0,225.0,6103.0,610.0,662.0,1007.0,9.0,8390.0,202.0,11.0,17.0,82.0,1983.0,2295.0,37874.0,4538.0,3771.0,25525.0,2309.0,74017.0,74017.0
Kororoit,2537.0,1396.0,960.0,5466.0,67.0,10426.0,3.0,14.0,6.0,241.0,0.0,264.0,4513.0,46.0,93.0,30.0,17.0,4698.0,974.0,91.0,24.0,193.0,7.0,1289.0,109.0,7.0,16.0,68.0,0.0,200.0,3158.0,857.0,600.0,4495.0,84.0,9193.0,5347.0,99.0,231.0,60.0,3.0,5740.0,61.0,3.0,5.0,23.0,0.0,92.0,413.0,33.0,20.0,359.0,0.0,825.0,926.0,143.0,71.0,511.0,0.0,1651.0,111.0,0.0,7.0,29.0,0.0,147.0,6463.0,74.0,50.0,25.0,3.0,6614.0,317.0,101.0,62.0,1372.0,0.0,1852.0,1778.0,432.0,155.0,1285.0,4.0,3653.0,106.0,0.0,0.0,0.0,0.0,106.0,313.0,82.0,43.0,67.0,0.0,504.0,1757.0,171.0,120.0,379.0,10.0,2437.0,2774.0,399.0,222.0,1366.0,0.0,4761.0,415.0,45.0,23.0,13.0,7.0,503.0,190.0,17.0,13.0,6.0,0.0,226.0,588.0,51.0,31.0,148.0,0.0,818.0,67.0,4.0,0.0,7.0,0.0,78.0,914.0,40.0,27.0,13.0,3.0,997.0,416.0,124.0,105.0,969.0,0.0,1614.0,789.0,46.0,36.0,24.0,3.0,898.0,46.0,12.0,6.0,0.0,0.0,64.0,723.0,30.0,7.0,36.0,4.0,800.0,509.0,23.0,0.0,0.0,0.0,532.0,8808.0,114.0,168.0,103.0,8.0,9200.0,9.0,0.0,0.0,8.0,0.0,17.0,21668.0,934.0,610.0,679.0,118.0,24009.0,1853.0,16.0,48.0,69.0,6187.0,8173.0,61331.0,3818.0,2687.0,12702.0,6742.0,87281.0,87281.0
Lara,769.0,2327.0,1530.0,17760.0,316.0,22703.0,3.0,16.0,7.0,1060.0,18.0,1104.0,590.0,4.0,30.0,104.0,0.0,728.0,1815.0,169.0,111.0,495.0,16.0,2606.0,805.0,159.0,89.0,676.0,0.0,1729.0,3389.0,1894.0,1296.0,15560.0,242.0,22381.0,1028.0,12.0,111.0,30.0,3.0,1184.0,54.0,11.0,3.0,37.0,0.0,105.0,709.0,188.0,98.0,1710.0,6.0,2711.0,239.0,44.0,16.0,152.0,0.0,451.0,216.0,34.0,15.0,59.0,0.0,324.0,1122.0,0.0,13.0,28.0,0.0,1163.0,727.0,393.0,274.0,5093.0,42.0,6529.0,1225.0,308.0,88.0,1418.0,14.0,3053.0,24.0,0.0,4.0,0.0,0.0,28.0,76.0,31.0,20.0,13.0,10.0,150.0,817.0,83.0,40.0,171.0,10.0,1121.0,219.0,24.0,24.0,216.0,0.0,483.0,98.0,28.0,9.0,15.0,0.0,150.0,112.0,62.0,38.0,46.0,3.0,261.0,529.0,21.0,20.0,176.0,0.0,746.0,187.0,14.0,6.0,44.0,0.0,251.0,32.0,21.0,3.0,0.0,0.0,56.0,997.0,461.0,299.0,4166.0,16.0,5939.0,658.0,48.0,21.0,78.0,8.0,813.0,31.0,11.0,4.0,4.0,0.0,50.0,220.0,6.0,19.0,55.0,0.0,300.0,86.0,3.0,0.0,3.0,0.0,92.0,376.0,6.0,8.0,0.0,0.0,390.0,62.0,31.0,6.0,108.0,0.0,207.0,6981.0,475.0,383.0,866.0,84.0,8790.0,261.0,16.0,29.0,327.0,4804.0,5437.0,21746.0,4466.0,3025.0,35541.0,5651.0,70428.0,70428.0
Laverton,2806.0,1229.0,1051.0,5365.0,91.0,10543.0,7.0,0.0,7.0,333.0,0.0,347.0,6996.0,54.0,110.0,72.0,17.0,7249.0,507.0,16.0,16.0,77.0,6.0,622.0,80.0,17.0,8.0,80.0,0.0,185.0,3939.0,831.0,724.0,4744.0,135.0,10373.0,3515.0,28.0,134.0,38.0,0.0,3715.0,65.0,17.0,13.0,12.0,0.0,107.0,400.0,61.0,31.0,447.0,0.0,939.0,1240.0,94.0,55.0,265.0,7.0,1661.0,56.0,0.0,0.0,3.0,0.0,59.0,13736.0,47.0,10.0,10.0,6.0,13809.0,555.0,205.0,138.0,1736.0,7.0,2642.0,1127.0,223.0,85.0,722.0,18.0,2175.0,244.0,0.0,0.0,0.0,0.0,244.0,554.0,151.0,89.0,62.0,0.0,855.0,754.0,55.0,27.0,105.0,13.0,953.0,1194.0,104.0,60.0,385.0,3.0,1745.0,694.0,45.0,19.0,3.0,0.0,761.0,280.0,19.0,23.0,3.0,0.0,325.0,520.0,33.0,19.0,66.0,0.0,638.0,90.0,0.0,10.0,0.0,0.0,100.0,1015.0,33.0,15.0,7.0,5.0,1075.0,499.0,135.0,116.0,1274.0,4.0,2027.0,342.0,10.0,0.0,11.0,0.0,363.0,30.0,14.0,6.0,3.0,0.0,53.0,362.0,0.0,7.0,14.0,0.0,383.0,455.0,11.0,3.0,5.0,0.0,474.0,8769.0,92.0,178.0,92.0,31.0,9162.0,22.0,4.0,7.0,29.0,0.0,62.0,25381.0,666.0,514.0,457.0,132.0,27150.0,2053.0,20.0,8.0,115.0,6264.0,8461.0,70051.0,3024.0,2409.0,11601.0,6958.0,94043.0,94043.0
Lowan,182.0,1253.0,1127.0,25638.0,368.0,28568.0,3.0,15.0,8.0,1057.0,12.0,1095.0,272.0,4.0,11.0,58.0,0.0,345.0,8.0,10.0,0.0,25.0,0.0,43.0,342.0,87.0,40.0,258.0,0.0,728.0,2137.0,1339.0,1104.0,23101.0,386.0,28066.0,347.0,5.0,70.0,11.0,9.0,442.0,31.0,0.0,5.0,86.0,0.0,123.0,266.0,111.0,100.0,5107.0,19.0,5603.0,53.0,3.0,0.0,44.0,3.0,103.0,15.0,0.0,0.0,9.0,0.0,24.0,433.0,10.0,3.0,3.0,0.0,449.0,332.0,207.0,127.0,6469.0,64.0,7198.0,202.0,48.0,25.0,721.0,0.0,996.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,6.0,46.0,0.0,89.0,124.0,0.0,4.0,3.0,5.0,136.0,70.0,30.0,20.0,44.0,0.0,163.0,44.0,3.0,4.0,59.0,0.0,110.0,0.0,5.0,0.0,11.0,0.0,16.0,19.0,0.0,0.0,0.0,0.0,19.0,576.0,296.0,206.0,7098.0,30.0,8207.0,9.0,0.0,3.0,3.0,3.0,18.0,86.0,13.0,6.0,7.0,0.0,112.0,28.0,5.0,0.0,6.0,0.0,39.0,27.0,7.0,0.0,6.0,0.0,40.0,37.0,0.0,0.0,3.0,0.0,40.0,23.0,9.0,6.0,111.0,0.0,149.0,1718.0,142.0,150.0,465.0,16.0,2491.0,65.0,20.0,6.0,794.0,4100.0,4985.0,6905.0,2502.0,2114.0,51727.0,5116.0,68363.0,68363.0
Macedon,342.0,2687.0,1916.0,19612.0,206.0,24764.0,0.0,18.0,15.0,467.0,3.0,503.0,269.0,21.0,26.0,111.0,9.0,436.0,186.0,42.0,22.0,83.0,0.0,333.0,506.0,191.0,132.0,396.0,0.0,1225.0,4625.0,2446.0,1773.0,17879.0,223.0,26946.0,137.0,0.0,11.0,9.0,0.0,157.0,130.0,21.0,14.0,95.0,0.0,260.0,729.0,295.0,158.0,1757.0,11.0,2949.0,237.0,29.0,23.0,178.0,0.0,467.0,82.0,8.0,4.0,46.0,0.0,140.0,204.0,25.0,7.0,29.0,0.0,265.0,1098.0,664.0,456.0,7674.0,77.0,9968.0,964.0,344.0,102.0,1463.0,15.0,2889.0,12.0,0.0,3.0,4.0,0.0,19.0,22.0,18.0,3.0,25.0,0.0,68.0,93.0,7.0,5.0,52.0,0.0,157.0,544.0,153.0,90.0,434.0,4.0,1225.0,54.0,18.0,35.0,12.0,0.0,119.0,147.0,97.0,59.0,16.0,0.0,319.0,295.0,68.0,13.0,201.0,0.0,577.0,52.0,4.0,9.0,33.0,0.0,98.0,11.0,5.0,4.0,0.0,0.0,20.0,1259.0,644.0,405.0,6150.0,36.0,8493.0,66.0,7.0,4.0,13.0,0.0,90.0,114.0,26.0,27.0,4.0,0.0,170.0,44.0,11.0,4.0,17.0,0.0,76.0,29.0,24.0,16.0,10.0,0.0,79.0,40.0,11.0,6.0,3.0,0.0,60.0,155.0,28.0,14.0,200.0,0.0,397.0,1987.0,514.0,345.0,970.0,21.0,3837.0,68.0,14.0,7.0,324.0,3204.0,3617.0,12050.0,5098.0,3537.0,39848.0,3777.0,64309.0,64309.0
Malvern,528.0,2300.0,1827.0,11843.0,52.0,16550.0,0.0,4.0,0.0,79.0,0.0,83.0,5485.0,101.0,272.0,187.0,13.0,6057.0,170.0,40.0,4.0,51.0,0.0,265.0,266.0,116.0,32.0,284.0,0.0,698.0,3506.0,2177.0,1522.0,13585.0,102.0,20892.0,388.0,3.0,20.0,0.0,0.0,411.0,256.0,40.0,20.0,132.0,0.0,448.0,652.0,168.0,88.0,1279.0,0.0,2187.0,2044.0,213.0,122.0,922.0,3.0,3305.0,206.0,24.0,0.0,66.0,0.0,296.0,1982.0,60.0,24.0,48.0,0.0,2113.0,1010.0,520.0,481.0,5801.0,17.0,7829.0,1283.0,365.0,159.0,1493.0,0.0,3300.0,170.0,0.0,13.0,6.0,0.0,189.0,49.0,22.0,16.0,36.0,0.0,122.0,63.0,8.0,11.0,19.0,3.0,104.0,55.0,6.0,7.0,60.0,0.0,127.0,20.0,3.0,0.0,7.0,0.0,30.0,204.0,39.0,35.0,3.0,0.0,281.0,894.0,144.0,84.0,363.0,0.0,1484.0,362.0,37.0,35.0,87.0,0.0,521.0,0.0,6.0,0.0,0.0,0.0,6.0,978.0,544.0,371.0,4941.0,14.0,6848.0,138.0,14.0,0.0,21.0,8.0,181.0,253.0,47.0,29.0,7.0,0.0,335.0,145.0,0.0,7.0,19.0,0.0,171.0,303.0,13.0,27.0,18.0,0.0,361.0,445.0,16.0,28.0,22.0,0.0,511.0,32.0,30.0,3.0,137.0,0.0,201.0,5642.0,770.0,673.0,1184.0,22.0,8291.0,198.0,6.0,8.0,78.0,2286.0,2576.0,24092.0,4926.0,3792.0,28725.0,2621.0,64156.0,64156.0
Melbourne,965.0,2399.0,2207.0,10314.0,57.0,15942.0,20.0,13.0,15.0,367.0,0.0,415.0,27979.0,124.0,373.0,142.0,36.0,28654.0,231.0,3.0,10.0,87.0,0.0,330.0,452.0,123.0,51.0,379.0,0.0,1005.0,6205.0,2270.0,1877.0,11597.0,67.0,22016.0,2039.0,3.0,91.0,13.0,3.0,2149.0,585.0,37.0,33.0,96.0,0.0,750.0,1085.0,187.0,167.0,1508.0,5.0,2951.0,605.0,105.0,49.0,340.0,0.0,1098.0,60.0,16.0,14.0,32.0,0.0,122.0,7376.0,25.0,11.0,8.0,3.0,7423.0,1630.0,701.0,539.0,6166.0,3.0,9039.0,2070.0,537.0,207.0,1637.0,13.0,4464.0,2081.0,4.0,8.0,7.0,0.0,2100.0,138.0,25.0,17.0,33.0,4.0,217.0,133.0,5.0,10.0,35.0,0.0,183.0,163.0,53.0,22.0,159.0,0.0,397.0,207.0,8.0,8.0,0.0,0.0,224.0,435.0,53.0,21.0,23.0,0.0,532.0,404.0,31.0,27.0,157.0,0.0,619.0,358.0,17.0,8.0,43.0,0.0,426.0,79.0,0.0,3.0,3.0,0.0,85.0,1490.0,617.0,521.0,4301.0,12.0,6941.0,195.0,6.0,0.0,23.0,4.0,227.0,130.0,8.0,15.0,0.0,0.0,152.0,782.0,16.0,4.0,13.0,0.0,814.0,446.0,13.0,32.0,13.0,0.0,504.0,2912.0,15.0,87.0,0.0,3.0,3017.0,122.0,20.0,0.0,117.0,0.0,259.0,21125.0,865.0,950.0,1044.0,90.0,24075.0,846.0,0.0,6.0,123.0,8955.0,9930.0,73622.0,5235.0,4693.0,25195.0,9527.0,118272.0,118272.0
Melton,1714.0,2518.0,1673.0,16021.0,179.0,22105.0,12.0,47.0,6.0,1171.0,0.0,1236.0,1130.0,20.0,35.0,48.0,3.0,1236.0,422.0,36.0,33.0,163.0,0.0,654.0,314.0,78.0,18.0,255.0,3.0,668.0,4344.0,1948.0,1446.0,13142.0,160.0,21040.0,2460.0,28.0,159.0,19.0,0.0,2666.0,92.0,8.0,4.0,44.0,0.0,148.0,667.0,156.0,92.0,1195.0,0.0,2110.0,426.0,114.0,54.0,299.0,4.0,897.0,71.0,4.0,3.0,35.0,0.0,113.0,5096.0,68.0,23.0,24.0,8.0,5219.0,758.0,331.0,203.0,3537.0,15.0,4844.0,1028.0,392.0,165.0,1480.0,19.0,3083.0,74.0,0.0,3.0,0.0,0.0,77.0,183.0,36.0,13.0,50.0,4.0,287.0,384.0,59.0,21.0,90.0,6.0,560.0,1908.0,466.0,282.0,1488.0,17.0,4161.0,543.0,41.0,55.0,19.0,0.0,657.0,340.0,76.0,63.0,36.0,0.0,515.0,350.0,43.0,23.0,194.0,0.0,610.0,42.0,0.0,5.0,15.0,0.0,62.0,1576.0,58.0,29.0,6.0,10.0,1679.0,1010.0,334.0,308.0,3032.0,3.0,4686.0,464.0,60.0,14.0,61.0,0.0,599.0,108.0,6.0,8.0,4.0,11.0,137.0,335.0,14.0,3.0,37.0,0.0,389.0,344.0,14.0,0.0,8.0,0.0,366.0,721.0,6.0,45.0,14.0,4.0,790.0,75.0,0.0,5.0,97.0,0.0,177.0,16004.0,752.0,498.0,803.0,47.0,18103.0,872.0,32.0,29.0,276.0,4951.0,6159.0,37924.0,5105.0,3602.0,30651.0,5613.0,82895.0,82895.0
Mildura,497.0,1382.0,961.0,22117.0,296.0,25253.0,10.0,78.0,21.0,2568.0,48.0,2725.0,1414.0,4.0,25.0,59.0,7.0,1509.0,160.0,14.0,3.0,114.0,0.0,291.0,179.0,30.0,29.0,174.0,0.0,412.0,2075.0,1266.0,902.0,20376.0,302.0,24921.0,471.0,0.0,41.0,9.0,3.0,524.0,57.0,0.0,7.0,73.0,0.0,137.0,315.0,81.0,35.0,2765.0,10.0,3206.0,301.0,53.0,11.0,266.0,6.0,637.0,33.0,0.0,3.0,33.0,0.0,69.0,602.0,0.0,4.0,3.0,0.0,609.0,284.0,191.0,120.0,5659.0,24.0,6278.0,1621.0,458.0,132.0,2513.0,21.0,4745.0,57.0,0.0,3.0,0.0,0.0,60.0,0.0,5.0,0.0,6.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,0.0,41.0,0.0,62.0,50.0,7.0,7.0,22.0,0.0,86.0,72.0,34.0,19.0,16.0,0.0,141.0,41.0,16.0,4.0,71.0,0.0,132.0,3.0,0.0,8.0,4.0,0.0,15.0,154.0,17.0,9.0,4.0,0.0,184.0,398.0,234.0,169.0,5295.0,34.0,6130.0,17.0,0.0,0.0,0.0,0.0,17.0,66.0,0.0,6.0,7.0,0.0,79.0,15.0,7.0,7.0,21.0,0.0,50.0,34.0,0.0,0.0,7.0,0.0,41.0,517.0,0.0,0.0,10.0,7.0,534.0,23.0,11.0,6.0,104.0,0.0,144.0,4783.0,349.0,250.0,686.0,54.0,6122.0,315.0,15.0,14.0,612.0,5138.0,6094.0,13180.0,2923.0,1857.0,45536.0,6115.0,69611.0,69611.0
Mill Park,1400.0,1632.0,1103.0,9133.0,89.0,13356.0,9.0,18.0,12.0,551.0,3.0,592.0,2664.0,19.0,43.0,33.0,3.0,2762.0,373.0,38.0,23.0,124.0,0.0,558.0,133.0,24.0,23.0,106.0,0.0,286.0,2290.0,1017.0,783.0,7273.0,46.0,11409.0,1178.0,34.0,51.0,43.0,4.0,1310.0,75.0,3.0,4.0,48.0,0.0,130.0,289.0,51.0,49.0,626.0,0.0,1016.0,2337.0,394.0,188.0,1124.0,7.0,4050.0,38.0,3.0,0.0,15.0,0.0,56.0,4485.0,56.0,21.0,18.0,0.0,4580.0,419.0,191.0,149.0,2445.0,4.0,3207.0,5012.0,1139.0,501.0,3559.0,30.0,10242.0,109.0,7.0,18.0,0.0,0.0,134.0,1105.0,226.0,97.0,222.0,3.0,1654.0,3482.0,405.0,216.0,748.0,9.0,4859.0,659.0,131.0,61.0,474.0,7.0,1332.0,132.0,17.0,18.0,6.0,0.0,173.0,100.0,24.0,24.0,27.0,0.0,175.0,186.0,15.0,21.0,82.0,0.0,304.0,62.0,4.0,8.0,21.0,0.0,95.0,361.0,31.0,13.0,13.0,3.0,421.0,406.0,165.0,109.0,1832.0,0.0,2511.0,365.0,27.0,19.0,31.0,0.0,442.0,63.0,27.0,11.0,4.0,0.0,105.0,214.0,13.0,11.0,45.0,0.0,282.0,623.0,15.0,3.0,17.0,0.0,658.0,837.0,8.0,30.0,15.0,0.0,889.0,26.0,6.0,3.0,29.0,0.0,65.0,11873.0,634.0,390.0,656.0,31.0,13584.0,661.0,56.0,18.0,153.0,2823.0,3711.0,37882.0,4420.0,2764.0,20543.0,3238.0,68848.0,68848.0
Monbulk,381.0,3549.0,2661.0,18668.0,91.0,25349.0,0.0,22.0,5.0,391.0,10.0,428.0,809.0,29.0,68.0,85.0,0.0,991.0,135.0,23.0,8.0,58.0,0.0,224.0,1392.0,406.0,208.0,898.0,0.0,2904.0,6080.0,3226.0,2223.0,16926.0,131.0,28587.0,162.0,4.0,52.0,7.0,0.0,225.0,195.0,33.0,37.0,97.0,0.0,362.0,1163.0,322.0,262.0,1798.0,8.0,3553.0,277.0,60.0,14.0,296.0,0.0,647.0,159.0,13.0,7.0,77.0,0.0,256.0,386.0,18.0,25.0,28.0,0.0,457.0,1232.0,690.0,432.0,5653.0,26.0,8033.0,870.0,346.0,154.0,1186.0,0.0,2556.0,56.0,0.0,17.0,0.0,0.0,73.0,11.0,12.0,0.0,12.0,0.0,35.0,12.0,0.0,0.0,36.0,0.0,48.0,80.0,29.0,22.0,125.0,0.0,256.0,73.0,28.0,9.0,19.0,0.0,129.0,221.0,64.0,75.0,46.0,0.0,406.0,427.0,49.0,45.0,158.0,0.0,679.0,154.0,9.0,17.0,38.0,0.0,218.0,18.0,0.0,0.0,0.0,0.0,18.0,1320.0,784.0,565.0,5218.0,12.0,7899.0,69.0,21.0,15.0,4.0,0.0,109.0,149.0,28.0,39.0,0.0,0.0,216.0,74.0,16.0,15.0,25.0,0.0,131.0,164.0,30.0,23.0,35.0,0.0,252.0,95.0,3.0,5.0,4.0,0.0,107.0,192.0,30.0,14.0,180.0,0.0,416.0,2834.0,722.0,679.0,967.0,11.0,5214.0,51.0,15.0,9.0,233.0,2309.0,2617.0,15836.0,6390.0,4571.0,36458.0,2718.0,65972.0,65972.0
Mordialloc,927.0,2771.0,2200.0,13872.0,99.0,19869.0,3.0,7.0,22.0,239.0,0.0,271.0,5278.0,52.0,137.0,111.0,7.0,5585.0,276.0,22.0,34.0,88.0,4.0,424.0,498.0,131.0,68.0,319.0,0.0,1017.0,5409.0,2289.0,1718.0,12751.0,91.0,22257.0,799.0,23.0,91.0,17.0,5.0,936.0,306.0,34.0,23.0,90.0,0.0,453.0,734.0,166.0,150.0,1122.0,0.0,2173.0,1414.0,240.0,135.0,752.0,0.0,2540.0,122.0,31.0,8.0,72.0,0.0,233.0,2555.0,68.0,61.0,41.0,0.0,2725.0,1518.0,615.0,374.0,5241.0,10.0,7758.0,1544.0,485.0,183.0,1527.0,4.0,3743.0,99.0,0.0,6.0,4.0,0.0,109.0,132.0,39.0,15.0,52.0,0.0,237.0,61.0,15.0,3.0,23.0,0.0,102.0,128.0,13.0,12.0,119.0,0.0,272.0,146.0,30.0,26.0,3.0,0.0,205.0,231.0,109.0,81.0,19.0,0.0,440.0,507.0,44.0,56.0,123.0,0.0,730.0,491.0,4.0,18.0,11.0,0.0,524.0,51.0,7.0,0.0,0.0,0.0,58.0,1409.0,501.0,414.0,3757.0,0.0,6081.0,373.0,15.0,21.0,49.0,0.0,458.0,424.0,50.0,41.0,9.0,0.0,524.0,193.0,8.0,13.0,18.0,0.0,232.0,795.0,41.0,46.0,53.0,6.0,940.0,1694.0,39.0,68.0,44.0,6.0,1850.0,163.0,14.0,15.0,106.0,0.0,298.0,8680.0,798.0,739.0,991.0,18.0,11226.0,378.0,19.0,3.0,195.0,1830.0,2425.0,31790.0,5249.0,4189.0,28907.0,2139.0,72275.0,72275.0
