district,SH_FHs_CF_no_C_n,SH_FHs_CF_C_n,SH_FHs_OnePF_n,SH_FHs_Oth_fam_n,SH_FHs_Tot_n,SH_Lone_P_H_n,SH_Group_H_n,SH_Tot_n,SDRTHT_1_S_FHs_CF_no_C_n,SDRTHT_1_S_FHs_CF_C_n,SDRTHT_1_S_FHs_OnePF_n,SDRTHT_1_S_FHs_Oth_fam_n,SDRTHT_1_S_FHs_Tot_n,SDRTHT_1_S_Lone_P_H_n,SDRTHT_1_S_Group_H_n,SDRTHT_1_S_Tot_n,SDRTHT_2more_S_FHs_CF_no_C_n,SDRTHT_2more_S_FHs_CF_C_n,SDRTHT_2more_S_FHs_OnePF_n,SDRTHT_2more_S_FHs_Oth_fam_n,SDRTHT_2more_S_FHs_Tot_n,SDRTHT_2more_S_Lone_P_H_n,SDRTHT_2more_S_Group_H_n,SDRTHT_2more_S_Tot_n,SDRTHT_Tot_FHs_CF_no_C_n,SDRTHT_Tot_FHs_CF_C_n,SDRTHT_Tot_FHs_OnePF_n,SDRTHT_Tot_FHs_Oth_fam_n,SDRTHT_Tot_FHs_Tot_n,SDRTHT_Tot_Lone_P_H_n,SDRTHT_Tot_Group_H_n,SDRTHT_Tot_Tot_n,FoA_1_or_2_SB_FHs_CF_no_C_n,FoA_1_or_2_SB_FHs_CF_C_n,FoA_1_or_2_SB_FHs_OnePF_n,FoA_1_or_2_SB_FHs_Oth_fam_n,FoA_1_or_2_SB_FHs_Tot_n,FoA_1_or_2_SB_Lone_P_H_n,FoA_1_or_2_SB_Group_H_n,FoA_1_or_2_SB_Tot_n,FoA_3SB_FHs_CF_no_C_n,FoA_3SB_FHs_CF_C_n,FoA_3SB_FHs_OnePF_n,FoA_3SB_FHs_Oth_fam_n,FoA_3SB_FHs_Tot_n,FoA_3SB_Lone_P_H_n,FoA_3SB_Group_H_n,FoA_3SB_Tot_n,FoA_4_to_8_SB_FHs_CF_no_C_n,FoA_4_to_8_SB_FHs_CF_C_n,FoA_4_to_8_SB_FHs_OnePF_n,FoA_4_to_8_SB_FHs_Oth_fam_n,FoA_4_to_8_SB_FHs_Tot_n,FoA_4_to_8_SB_Lone_P_H_n,FoA_4_to_8_SB_Group_H_n,FoA_4_to_8_SB_Tot_n,FoA_9moSB_FHs_CF_no_C_n,FoA_9moSB_FHs_CF_C_n,FoA_9moSB_FHs_OnePF_n,FoA_9moSB_FHs_Oth_fam_n,FoA_9moSB_FHs_Tot_n,FoA_9moSB_Lone_P_H_n,FoA_9moSB_Group_H_n,FoA_9moSB_Tot_n,FoA_Att_to_hous_FHs_CF_no_C_n,FoA_Att_to_hous_FHs_CF_C_n,FoA_Att_to_hous_FHs_OnePF_n,FoA_Att_to_hous_FHs_Oth_fam_n,FoA_Att_to_hous_FHs_Tot_n,FoA_Att_to_hous_Lone_P_H_n,FoA_Att_to_hous_Group_H_n,FoA_Att_to_hous_Tot_n,FoA_Tot_FHs_CF_no_C_n,FoA_Tot_FHs_CF_C_n,FoA_Tot_FHs_OnePF_n,FoA_Tot_FHs_Oth_fam_n,FoA_Tot_FHs_Tot_n,FoA_Tot_Lone_P_H_n,FoA_Tot_Group_H_n,FoA_Tot_Tot_n,OD_C_FHs_CF_no_C_n,OD_C_FHs_CF_C_n,OD_C_FHs_OnePF_n,OD_C_FHs_Oth_fam_n,OD_C_FHs_Tot_n,OD_C_Lone_P_H_n,OD_C_Group_H_n,OD_C_Tot_n,OD_CH_FHs_CF_no_C_n,OD_CH_FHs_CF_C_n,OD_CH_FHs_OnePF_n,OD_CH_FHs_Oth_fam_n,OD_CH_FHs_Tot_n,OD_CH_Lone_P_H_n,OD_CH_Group_H_n,OD_CH_Tot_n,OD_Imp_home_T_SO_FHs_CF_no_C_n,OD_Imp_home_T_SO_FHs_CF_C_n,OD_Imp_home_T_SO_FHs_OnePF_n,OD_Imp_home_T_SO_FHs_Oth_fam_n,OD_Imp_home_T_SO_FHs_Tot_n,OD_Imp_home_T_SO_Lone_P_H_n,OD_Imp_home_T_SO_Group_H_n,OD_Imp_home_T_SO_Tot_n,OD_HorF_at_to_S_O_FHs_CF_no_C_n,OD_HorF_at_to_S_O_FHs_CF_C_n,OD_HorF_at_to_S_O_FHs_OnePF_n,OD_HorF_at_to_S_O_FHs_Oth_fam_n,OD_HorF_at_to_S_O_FHs_Tot_n,OD_HorF_at_to_S_O_Lone_P_H_n,OD_HorF_at_to_S_O_Group_H_n,OD_HorF_at_to_S_O_Tot_n,OD_Tot_FHs_CF_no_C_n,OD_Tot_FHs_CF_C_n,OD_Tot_FHs_OnePF_n,OD_Tot_FHs_Oth_fam_n,OD_Tot_FHs_Tot_n,OD_Tot_Lone_P_H_n,OD_Tot_Group_H_n,OD_Tot_Tot_n,DS_NS_FHs_CF_no_C_n,DS_NS_FHs_CF_C_n,DS_NS_FHs_OnePF_n,DS_NS_FHs_Oth_fam_n,DS_NS_FHs_Tot_n,DS_NS_Lone_P_H_n,DS_NS_Group_H_n,DS_NS_Tot_n,Tot_FHs_CF_no_C_n,Tot_FHs_CF_C_n,Tot_FHs_OnePF_n,Tot_FHs_Oth_fam_n,Tot_FHs_Tot_n,Tot_Lone_P_H_n,Tot_Group_H_n,Tot_Tot_n,Tot_Tot_total
Mornington,6082.0,7806.0,1886.0,65.0,15989.0,3880.0,216.0,20067.0,493.0,82.0,120.0,6.0,732.0,917.0,12.0,1691.0,348.0,128.0,89.0,0.0,559.0,217.0,10.0,827.0,832.0,208.0,212.0,6.0,1294.0,1107.0,25.0,2494.0,283.0,73.0,103.0,4.0,533.0,712.0,13.0,1253.0,15.0,0.0,0.0,0.0,17.0,44.0,0.0,71.0,27.0,0.0,0.0,0.0,27.0,17.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,334.0,75.0,107.0,4.0,577.0,788.0,18.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,4.0,0.0,31.0,87.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,29.0,91.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,7333.0,8132.0,2280.0,88.0,17922.0,5917.0,298.0,24138.0,24138.0
Morwell,7051.0,6621.0,3446.0,175.0,17427.0,6822.0,674.0,24981.0,207.0,21.0,84.0,3.0,359.0,1138.0,18.0,1596.0,22.0,0.0,25.0,0.0,53.0,54.0,3.0,139.0,222.0,21.0,119.0,3.0,434.0,1214.0,31.0,1738.0,204.0,57.0,137.0,13.0,423.0,1176.0,29.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,57.0,139.0,13.0,423.0,1177.0,29.0,1699.0,0.0,0.0,0.0,0.0,7.0,24.0,4.0,34.0,21.0,3.0,4.0,0.0,23.0,36.0,0.0,67.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,4.0,0.0,34.0,64.0,7.0,107.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,7573.0,6753.0,3745.0,213.0,18431.0,9341.0,781.0,28561.0,28561.0
Mulgrave,4998.0,7846.0,2588.0,360.0,15876.0,3474.0,754.0,20116.0,515.0,522.0,197.0,18.0,1312.0,783.0,68.0,2263.0,349.0,544.0,143.0,11.0,1044.0,205.0,70.0,1446.0,888.0,1072.0,378.0,46.0,2397.0,1027.0,194.0,3732.0,347.0,311.0,143.0,18.0,904.0,949.0,92.0,1965.0,81.0,17.0,10.0,0.0,128.0,112.0,3.0,240.0,130.0,10.0,13.0,0.0,149.0,182.0,4.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,551.0,333.0,160.0,22.0,1193.0,1273.0,94.0,2581.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,3.0,0.0,3.0,0.0,7.0,57.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,3.0,0.0,3.0,0.0,13.0,86.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6441.0,9334.0,3159.0,502.0,19440.0,5870.0,1145.0,26512.0,26512.0
Murray Plains,7423.0,6148.0,2396.0,130.0,16150.0,5865.0,488.0,22616.0,279.0,67.0,115.0,0.0,517.0,1174.0,49.0,1764.0,5.0,0.0,0.0,0.0,5.0,14.0,0.0,24.0,288.0,69.0,116.0,0.0,524.0,1185.0,51.0,1791.0,68.0,31.0,20.0,0.0,110.0,226.0,11.0,361.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,31.0,21.0,0.0,115.0,234.0,11.0,367.0,14.0,0.0,0.0,0.0,17.0,57.0,0.0,89.0,46.0,3.0,0.0,0.0,45.0,87.0,5.0,161.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,9.0,0.0,23.0,77.0,0.0,5.0,0.0,95.0,168.0,5.0,311.0,8.0,0.0,0.0,0.0,18.0,4.0,0.0,27.0,7879.0,6274.0,2642.0,141.0,16971.0,7474.0,619.0,25102.0,25102.0
Narracan,7335.0,7614.0,2484.0,131.0,17593.0,4914.0,386.0,22942.0,140.0,31.0,83.0,3.0,324.0,578.0,10.0,905.0,6.0,5.0,4.0,0.0,12.0,36.0,0.0,52.0,149.0,36.0,87.0,3.0,338.0,614.0,10.0,970.0,96.0,17.0,36.0,0.0,183.0,403.0,3.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,96.0,17.0,36.0,0.0,183.0,406.0,3.0,627.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,8.0,81.0,0.0,6.0,0.0,96.0,178.0,3.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.0,0.0,6.0,0.0,104.0,184.0,3.0,293.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,6.0,7737.0,7702.0,2616.0,148.0,18269.0,6168.0,430.0,24893.0,24893.0
Narre Warren North,5576.0,9878.0,2791.0,231.0,18515.0,3558.0,509.0,22715.0,335.0,426.0,127.0,5.0,999.0,451.0,10.0,1463.0,197.0,370.0,133.0,6.0,763.0,168.0,23.0,964.0,583.0,835.0,246.0,17.0,1740.0,625.0,47.0,2415.0,46.0,32.0,35.0,4.0,121.0,117.0,4.0,245.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,54.0,32.0,38.0,4.0,134.0,126.0,4.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,16.0,75.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,16.0,75.0,0.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6230.0,10746.0,3181.0,256.0,20401.0,4422.0,587.0,25583.0,25583.0
Narre Warren South,4499.0,12857.0,3346.0,228.0,20956.0,2965.0,474.0,24516.0,156.0,425.0,127.0,5.0,740.0,249.0,13.0,1049.0,80.0,233.0,66.0,5.0,410.0,73.0,7.0,484.0,239.0,627.0,209.0,18.0,1155.0,331.0,26.0,1539.0,16.0,30.0,6.0,0.0,60.0,22.0,5.0,82.0,0.0,4.0,7.0,0.0,7.0,18.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,33.0,13.0,0.0,65.0,43.0,5.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.0,13506.0,3596.0,251.0,22239.0,3361.0,532.0,26214.0,26214.0
Nepean,7815.0,5181.0,2302.0,138.0,15438.0,6319.0,473.0,22253.0,431.0,52.0,89.0,0.0,597.0,843.0,6.0,1473.0,215.0,93.0,89.0,0.0,411.0,157.0,18.0,640.0,650.0,168.0,174.0,0.0,1035.0,1026.0,25.0,2124.0,85.0,18.0,27.0,0.0,145.0,179.0,0.0,335.0,22.0,0.0,3.0,0.0,31.0,21.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,20.0,33.0,0.0,183.0,208.0,0.0,383.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,30.0,24.0,0.0,10.0,0.0,39.0,136.0,4.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,27.0,27.0,0.0,10.0,0.0,49.0,176.0,4.0,244.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,8646.0,5338.0,2599.0,166.0,16748.0,7734.0,543.0,25098.0,25098.0
Niddrie,4892.0,7725.0,2178.0,151.0,15119.0,3561.0,322.0,18971.0,509.0,390.0,221.0,13.0,1153.0,1094.0,21.0,2390.0,764.0,1126.0,381.0,15.0,2346.0,672.0,60.0,3184.0,1323.0,1502.0,648.0,34.0,3568.0,1795.0,108.0,5576.0,153.0,102.0,61.0,10.0,366.0,298.0,3.0,690.0,13.0,5.0,0.0,0.0,24.0,52.0,0.0,69.0,15.0,0.0,4.0,0.0,17.0,44.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,187.0,117.0,65.0,10.0,404.0,387.0,3.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,16.0,25.0,0.0,38.0,0.0,3.0,3.0,0.0,16.0,25.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6450.0,9377.0,2919.0,248.0,19111.0,5845.0,524.0,25477.0,25477.0
Northcote,3233.0,5507.0,1324.0,130.0,10180.0,2606.0,1026.0,13767.0,809.0,657.0,221.0,26.0,1783.0,921.0,262.0,2964.0,1073.0,800.0,292.0,16.0,2194.0,1153.0,316.0,3765.0,1903.0,1520.0,527.0,38.0,3958.0,2089.0,668.0,6743.0,659.0,160.0,135.0,16.0,1018.0,2282.0,169.0,3567.0,193.0,31.0,23.0,6.0,307.0,539.0,49.0,897.0,679.0,172.0,99.0,13.0,978.0,1188.0,131.0,2356.0,46.0,3.0,7.0,4.0,49.0,187.0,15.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1598.0,393.0,288.0,42.0,2373.0,4197.0,383.0,7073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,7.0,0.0,86.0,29.0,12.0,161.0,38.0,20.0,7.0,0.0,86.0,29.0,12.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6771.0,7395.0,2235.0,298.0,16672.0,8919.0,2103.0,27780.0,27780.0
Oakleigh,3942.0,6456.0,1715.0,226.0,12408.0,3000.0,1062.0,16519.0,1293.0,1200.0,380.0,53.0,3016.0,1700.0,400.0,5206.0,911.0,1081.0,276.0,46.0,2452.0,629.0,606.0,3770.0,2215.0,2297.0,703.0,127.0,5508.0,2389.0,1013.0,9003.0,1022.0,531.0,188.0,23.0,1810.0,2299.0,286.0,4510.0,349.0,98.0,44.0,34.0,543.0,484.0,92.0,1100.0,771.0,214.0,136.0,71.0,1207.0,1147.0,291.0,2628.0,96.0,20.0,22.0,14.0,149.0,147.0,94.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2227.0,881.0,374.0,161.0,3742.0,4047.0,783.0,8617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,6.0,18.0,4.0,0.0,0.0,0.0,10.0,4.0,6.0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,8490.0,9658.0,2886.0,630.0,21681.0,9516.0,2937.0,34198.0,34198.0
Ovens Valley,7717.0,5846.0,2294.0,116.0,16020.0,5955.0,522.0,22459.0,276.0,59.0,100.0,3.0,566.0,1327.0,28.0,1904.0,26.0,10.0,0.0,0.0,50.0,48.0,3.0,107.0,305.0,71.0,113.0,3.0,598.0,1373.0,25.0,2014.0,11.0,3.0,4.0,0.0,32.0,37.0,0.0,75.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,14.0,4.0,7.0,0.0,50.0,40.0,0.0,100.0,13.0,0.0,0.0,0.0,24.0,46.0,0.0,86.0,16.0,0.0,0.0,0.0,26.0,55.0,7.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,15.0,49.0,6.0,0.0,0.0,70.0,105.0,7.0,184.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,8115.0,5992.0,2472.0,134.0,16827.0,7497.0,572.0,24857.0,24857.0
Pakenham,5242.0,9766.0,3258.0,194.0,18449.0,3863.0,580.0,22903.0,582.0,165.0,142.0,16.0,988.0,967.0,18.0,2016.0,214.0,132.0,127.0,4.0,477.0,210.0,36.0,753.0,798.0,303.0,260.0,20.0,1482.0,1194.0,50.0,2775.0,17.0,10.0,3.0,0.0,34.0,50.0,0.0,83.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,3.0,3.0,39.0,62.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,39.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,43.0,0.0,48.0,0.0,4.0,0.0,0.0,9.0,3.0,0.0,4.0,6091.0,10120.0,3567.0,226.0,20012.0,5172.0,636.0,25841.0,25841.0
Pascoe Vale,3728.0,6344.0,1637.0,175.0,11932.0,3076.0,977.0,15987.0,643.0,470.0,246.0,15.0,1473.0,1244.0,144.0,2915.0,1334.0,1096.0,401.0,52.0,3019.0,1141.0,370.0,4593.0,2050.0,1568.0,669.0,102.0,4497.0,2411.0,538.0,7490.0,237.0,108.0,79.0,9.0,521.0,834.0,88.0,1418.0,113.0,29.0,39.0,3.0,185.0,299.0,50.0,559.0,256.0,68.0,64.0,26.0,414.0,652.0,87.0,1160.0,39.0,25.0,0.0,3.0,78.0,95.0,12.0,181.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,4.0,661.0,243.0,169.0,46.0,1205.0,1874.0,238.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,8.0,0.0,41.0,8.0,0.0,0.0,0.0,17.0,8.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,6467.0,8197.0,2536.0,388.0,17636.0,7420.0,1789.0,26910.0,26910.0
Point Cook,5206.0,13462.0,2909.0,191.0,21882.0,3526.0,584.0,26119.0,277.0,489.0,93.0,0.0,919.0,354.0,17.0,1410.0,307.0,416.0,162.0,0.0,930.0,248.0,25.0,1299.0,599.0,938.0,278.0,3.0,1892.0,628.0,53.0,2680.0,211.0,111.0,69.0,4.0,388.0,323.0,6.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,18.0,15.0,0.0,121.0,204.0,14.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,132.0,84.0,4.0,511.0,525.0,20.0,1101.0,11.0,0.0,0.0,0.0,10.0,19.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,19.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6145.0,14569.0,3411.0,222.0,24390.0,4722.0,773.0,29916.0,29916.0
Polwarth,7844.0,7578.0,2068.0,157.0,17671.0,5990.0,654.0,24370.0,132.0,23.0,68.0,0.0,318.0,779.0,16.0,1123.0,105.0,76.0,50.0,0.0,248.0,143.0,18.0,448.0,262.0,105.0,133.0,0.0,584.0,922.0,44.0,1561.0,15.0,0.0,4.0,0.0,17.0,38.0,0.0,72.0,8.0,0.0,0.0,0.0,6.0,17.0,0.0,31.0,4.0,0.0,0.0,0.0,4.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,36.0,69.0,3.0,121.0,3.0,3.0,0.0,0.0,9.0,19.0,0.0,33.0,0.0,0.0,0.0,0.0,7.0,24.0,3.0,41.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,8.0,0.0,3.0,0.0,0.0,10.0,4.0,0.0,25.0,25.0,6.0,0.0,0.0,42.0,63.0,0.0,117.0,0.0,4.0,0.0,0.0,8.0,11.0,0.0,30.0,8213.0,7743.0,2247.0,168.0,18449.0,7086.0,765.0,26271.0,26271.0
Prahran,848.0,887.0,227.0,13.0,1995.0,692.0,228.0,3019.0,812.0,487.0,153.0,22.0,1563.0,766.0,342.0,2652.0,655.0,396.0,148.0,10.0,1264.0,565.0,208.0,2006.0,1430.0,1008.0,302.0,42.0,2785.0,1301.0,568.0,4674.0,759.0,232.0,102.0,29.0,1202.0,1418.0,309.0,2897.0,1908.0,387.0,177.0,82.0,2719.0,4369.0,810.0,7915.0,1476.0,257.0,186.0,60.0,2099.0,3383.0,448.0,5958.0,3701.0,924.0,537.0,192.0,5392.0,6389.0,855.0,12667.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,14.0,7980.0,1911.0,1090.0,372.0,11460.0,15530.0,2492.0,29444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,51.0,42.0,9.0,126.0,38.0,8.0,0.0,0.0,51.0,42.0,9.0,126.0,3.0,0.0,0.0,0.0,10.0,9.0,0.0,27.0,10308.0,3736.0,1670.0,507.0,16325.0,17698.0,3348.0,37345.0,37345.0
Preston,4418.0,6049.0,2140.0,324.0,12951.0,4115.0,1062.0,18095.0,1084.0,758.0,464.0,67.0,2549.0,2492.0,296.0,5399.0,1139.0,785.0,329.0,61.0,2367.0,985.0,228.0,3669.0,2216.0,1655.0,838.0,149.0,4909.0,3522.0,618.0,9077.0,163.0,75.0,69.0,11.0,358.0,523.0,53.0,1004.0,73.0,35.0,14.0,3.0,135.0,190.0,29.0,362.0,110.0,47.0,45.0,13.0,204.0,264.0,36.0,514.0,19.0,11.0,4.0,3.0,44.0,48.0,11.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,171.0,146.0,37.0,788.0,1036.0,142.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,12.0,0.0,70.0,57.0,15.0,159.0,17.0,6.0,12.0,0.0,70.0,57.0,15.0,159.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,7036.0,7901.0,3192.0,560.0,18713.0,8820.0,1873.0,29346.0,29346.0
Richmond,1077.0,1079.0,291.0,30.0,2552.0,700.0,476.0,3718.0,1543.0,999.0,247.0,58.0,2954.0,1331.0,793.0,5026.0,1493.0,1011.0,281.0,43.0,2960.0,1178.0,857.0,4980.0,3074.0,2004.0,624.0,126.0,5847.0,2513.0,1606.0,10022.0,499.0,112.0,28.0,4.0,733.0,1082.0,197.0,2059.0,820.0,178.0,153.0,25.0,1282.0,1870.0,259.0,3483.0,1868.0,363.0,167.0,70.0,2508.0,2959.0,490.0,5945.0,1335.0,481.0,608.0,111.0,2565.0,2616.0,353.0,5523.0,0.0,4.0,0.0,0.0,8.0,6.0,8.0,15.0,4544.0,1203.0,1029.0,231.0,7070.0,8536.0,1387.0,17029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,15.0,3.0,0.0,115.0,72.0,32.0,246.0,66.0,15.0,3.0,0.0,115.0,72.0,32.0,246.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,20.0,8879.0,4375.0,1936.0,504.0,15611.0,11911.0,3524.0,31081.0,31081.0
