district,census_variable,value,rank
St Albans,C0_4F_EO_M_EO_n,509.0,1.0
Glen Waverley,C0_4F_EO_M_EO_n,603.0,2.0
Dandenong,C0_4F_EO_M_EO_n,622.0,3.0
Mulgrave,C0_4F_EO_M_EO_n,670.0,4.0
Bulleen,C0_4F_EO_M_EO_n,785.0,5.0
Melbourne,C0_4F_EO_M_EO_n,901.0,6.0
Kew,C0_4F_EO_M_EO_n,1085.0,7.0
Greenvale,C0_4F_EO_M_EO_n,1093.0,8.0
Thomastown,C0_4F_EO_M_EO_n,1113.0,9.0
Laverton,C0_4F_EO_M_EO_n,1119.0,10.0
Broadmeadows,C0_4F_EO_M_EO_n,1156.0,11.0
Prahran,C0_4F_EO_M_EO_n,1160.0,12.0
Clarinda,C0_4F_EO_M_EO_n,1174.0,13.0
Box Hill,C0_4F_EO_M_EO_n,1181.0,14.0
Kororoit,C0_4F_EO_M_EO_n,1224.0,15.0
Tarneit,C0_4F_EO_M_EO_n,1226.0,16.0
Mill Park,C0_4F_EO_M_EO_n,1326.0,17.0
Albert Park,C0_4F_EO_M_EO_n,1376.0,18.0
Ashwood,C0_4F_EO_M_EO_n,1411.0,19.0
Narre Warren South,C0_4F_EO_M_EO_n,1415.0,20.0
Rowville,C0_4F_EO_M_EO_n,1427.0,21.0
Narre Warren North,C0_4F_EO_M_EO_n,1493.0,22.0
Richmond,C0_4F_EO_M_EO_n,1497.0,23.0
Oakleigh,C0_4F_EO_M_EO_n,1512.0,24.0
Hawthorn,C0_4F_EO_M_EO_n,1529.0,25.0
Warrandyte,C0_4F_EO_M_EO_n,1542.0,26.0
Malvern,C0_4F_EO_M_EO_n,1558.0,27.0
Sydenham,C0_4F_EO_M_EO_n,1649.0,28.0
Brunswick,C0_4F_EO_M_EO_n,1693.0,29.0
Brighton,C0_4F_EO_M_EO_n,1714.0,30.0
Essendon,C0_4F_EO_M_EO_n,1770.0,31.0
Nepean,C0_4F_EO_M_EO_n,1819.0,32.0
Preston,C0_4F_EO_M_EO_n,1820.0,33.0
Ivanhoe,C0_4F_EO_M_EO_n,1824.0,34.0
