district,census_variable,value
Albert Park,Neg_Nil_inc_fam_households,199.0
Ashwood,Neg_Nil_inc_fam_households,270.0
Bass,Neg_Nil_inc_fam_households,181.0
Bayswater,Neg_Nil_inc_fam_households,126.0
Bellarine,Neg_Nil_inc_fam_households,181.0
Benambra,Neg_Nil_inc_fam_households,43.0
Bendigo East,Neg_Nil_inc_fam_households,58.0
Bendigo West,Neg_Nil_inc_fam_households,71.0
Bentleigh,Neg_Nil_inc_fam_households,253.0
Berwick,Neg_Nil_inc_fam_households,100.0
Box Hill,Neg_Nil_inc_fam_households,436.0
Brighton,Neg_Nil_inc_fam_households,178.0
Broadmeadows,Neg_Nil_inc_fam_households,325.0
Brunswick,Neg_Nil_inc_fam_households,73.0
Bulleen,Neg_Nil_inc_fam_households,427.0
Bundoora,Neg_Nil_inc_fam_households,154.0
Carrum,Neg_Nil_inc_fam_households,144.0
Caulfield,Neg_Nil_inc_fam_households,153.0
Clarinda,Neg_Nil_inc_fam_households,244.0
Cranbourne,Neg_Nil_inc_fam_households,133.0
Croydon,Neg_Nil_inc_fam_households,149.0
Dandenong,Neg_Nil_inc_fam_households,331.0
Eildon,Neg_Nil_inc_fam_households,138.0
Eltham,Neg_Nil_inc_fam_households,138.0
Essendon,Neg_Nil_inc_fam_households,137.0
Eureka,Neg_Nil_inc_fam_households,97.0
Euroa,Neg_Nil_inc_fam_households,139.0
Evelyn,Neg_Nil_inc_fam_households,95.0
Footscray,Neg_Nil_inc_fam_households,108.0
Frankston,Neg_Nil_inc_fam_households,110.0
Geelong,Neg_Nil_inc_fam_households,58.0
Gippsland East,Neg_Nil_inc_fam_households,164.0
Gippsland South,Neg_Nil_inc_fam_households,201.0
Glen Waverley,Neg_Nil_inc_fam_households,422.0
Greenvale,Neg_Nil_inc_fam_households,292.0
Hastings,Neg_Nil_inc_fam_households,131.0
Hawthorn,Neg_Nil_inc_fam_households,165.0
Ivanhoe,Neg_Nil_inc_fam_households,121.0
Kalkallo,Neg_Nil_inc_fam_households,172.0
Kew,Neg_Nil_inc_fam_households,353.0
Kororoit,Neg_Nil_inc_fam_households,282.0
Lara,Neg_Nil_inc_fam_households,120.0
Laverton,Neg_Nil_inc_fam_households,262.0
Lowan,Neg_Nil_inc_fam_households,104.0
Macedon,Neg_Nil_inc_fam_households,133.0
Malvern,Neg_Nil_inc_fam_households,139.0
Melbourne,Neg_Nil_inc_fam_households,598.0
Melton,Neg_Nil_inc_fam_households,197.0
Mildura,Neg_Nil_inc_fam_households,143.0
Mill Park,Neg_Nil_inc_fam_households,185.0
Monbulk,Neg_Nil_inc_fam_households,100.0
Mordialloc,Neg_Nil_inc_fam_households,131.0
Mornington,Neg_Nil_inc_fam_households,92.0
Morwell,Neg_Nil_inc_fam_households,157.0
Mulgrave,Neg_Nil_inc_fam_households,309.0
Murray Plains,Neg_Nil_inc_fam_households,144.0
Narracan,Neg_Nil_inc_fam_households,142.0
Narre Warren North,Neg_Nil_inc_fam_households,213.0
Narre Warren South,Neg_Nil_inc_fam_households,157.0
Nepean,Neg_Nil_inc_fam_households,150.0
Niddrie,Neg_Nil_inc_fam_households,264.0
Northcote,Neg_Nil_inc_fam_households,71.0
Oakleigh,Neg_Nil_inc_fam_households,284.0
Ovens Valley,Neg_Nil_inc_fam_households,135.0
Pakenham,Neg_Nil_inc_fam_households,111.0
Pascoe Vale,Neg_Nil_inc_fam_households,186.0
Point Cook,Neg_Nil_inc_fam_households,273.0
Polwarth,Neg_Nil_inc_fam_households,154.0
Prahran,Neg_Nil_inc_fam_households,132.0
Preston,Neg_Nil_inc_fam_households,228.0
Richmond,Neg_Nil_inc_fam_households,92.0
Ringwood,Neg_Nil_inc_fam_households,209.0
Ripon,Neg_Nil_inc_fam_households,118.0
Rowville,Neg_Nil_inc_fam_households,204.0
Sandringham,Neg_Nil_inc_fam_households,139.0
Shepparton,Neg_Nil_inc_fam_households,164.0
South Barwon,Neg_Nil_inc_fam_households,69.0
South-West Coast,Neg_Nil_inc_fam_households,100.0
St Albans,Neg_Nil_inc_fam_households,393.0
Sunbury,Neg_Nil_inc_fam_households,126.0
Sydenham,Neg_Nil_inc_fam_households,202.0
Tarneit,Neg_Nil_inc_fam_households,207.0
Thomastown,Neg_Nil_inc_fam_households,385.0
Warrandyte,Neg_Nil_inc_fam_households,269.0
Wendouree,Neg_Nil_inc_fam_households,69.0
Werribee,Neg_Nil_inc_fam_households,141.0
Williamstown,Neg_Nil_inc_fam_households,117.0
Yan Yean,Neg_Nil_inc_fam_households,124.0
Albert Park,Neg_Nil_inc_fam_households_pc,0.0056
Ashwood,Neg_Nil_inc_fam_households_pc,0.0094
Bass,Neg_Nil_inc_fam_households_pc,0.0072
Bayswater,Neg_Nil_inc_fam_households_pc,0.0046
Bellarine,Neg_Nil_inc_fam_households_pc,0.0067
Benambra,Neg_Nil_inc_fam_households_pc,0.0017
Bendigo East,Neg_Nil_inc_fam_households_pc,0.0021
Bendigo West,Neg_Nil_inc_fam_households_pc,0.0028
Bentleigh,Neg_Nil_inc_fam_households_pc,0.0089
Berwick,Neg_Nil_inc_fam_households_pc,0.0039
Box Hill,Neg_Nil_inc_fam_households_pc,0.0135
Brighton,Neg_Nil_inc_fam_households_pc,0.0068
Broadmeadows,Neg_Nil_inc_fam_households_pc,0.0119
Brunswick,Neg_Nil_inc_fam_households_pc,0.0024
Bulleen,Neg_Nil_inc_fam_households_pc,0.0156
Bundoora,Neg_Nil_inc_fam_households_pc,0.006
Carrum,Neg_Nil_inc_fam_households_pc,0.0052
Caulfield,Neg_Nil_inc_fam_households_pc,0.0052
Clarinda,Neg_Nil_inc_fam_households_pc,0.0096
Cranbourne,Neg_Nil_inc_fam_households_pc,0.0049
Croydon,Neg_Nil_inc_fam_households_pc,0.0053
Dandenong,Neg_Nil_inc_fam_households_pc,0.0111
Eildon,Neg_Nil_inc_fam_households_pc,0.0056
Eltham,Neg_Nil_inc_fam_households_pc,0.006
Essendon,Neg_Nil_inc_fam_households_pc,0.0048
Eureka,Neg_Nil_inc_fam_households_pc,0.0035
Euroa,Neg_Nil_inc_fam_households_pc,0.0053
Evelyn,Neg_Nil_inc_fam_households_pc,0.0039
Footscray,Neg_Nil_inc_fam_households_pc,0.0037
Frankston,Neg_Nil_inc_fam_households_pc,0.004
Geelong,Neg_Nil_inc_fam_households_pc,0.002
Gippsland East,Neg_Nil_inc_fam_households_pc,0.0064
Gippsland South,Neg_Nil_inc_fam_households_pc,0.0079
Glen Waverley,Neg_Nil_inc_fam_households_pc,0.0149
Greenvale,Neg_Nil_inc_fam_households_pc,0.0132
Hastings,Neg_Nil_inc_fam_households_pc,0.0054
Hawthorn,Neg_Nil_inc_fam_households_pc,0.0059
Ivanhoe,Neg_Nil_inc_fam_households_pc,0.0048
Kalkallo,Neg_Nil_inc_fam_households_pc,0.0061
Kew,Neg_Nil_inc_fam_households_pc,0.0133
Kororoit,Neg_Nil_inc_fam_households_pc,0.0109
Lara,Neg_Nil_inc_fam_households_pc,0.0046
Laverton,Neg_Nil_inc_fam_households_pc,0.0088
Lowan,Neg_Nil_inc_fam_households_pc,0.0037
Macedon,Neg_Nil_inc_fam_households_pc,0.0057
Malvern,Neg_Nil_inc_fam_households_pc,0.0053
Melbourne,Neg_Nil_inc_fam_households_pc,0.0109
Melton,Neg_Nil_inc_fam_households_pc,0.0074
Mildura,Neg_Nil_inc_fam_households_pc,0.0055
Mill Park,Neg_Nil_inc_fam_households_pc,0.0081
Monbulk,Neg_Nil_inc_fam_households_pc,0.0043
Mordialloc,Neg_Nil_inc_fam_households_pc,0.005
Mornington,Neg_Nil_inc_fam_households_pc,0.0038
Morwell,Neg_Nil_inc_fam_households_pc,0.0055
Mulgrave,Neg_Nil_inc_fam_households_pc,0.0117
Murray Plains,Neg_Nil_inc_fam_households_pc,0.0057
Narracan,Neg_Nil_inc_fam_households_pc,0.0057
Narre Warren North,Neg_Nil_inc_fam_households_pc,0.0083
Narre Warren South,Neg_Nil_inc_fam_households_pc,0.006
Nepean,Neg_Nil_inc_fam_households_pc,0.006
Niddrie,Neg_Nil_inc_fam_households_pc,0.0104
Northcote,Neg_Nil_inc_fam_households_pc,0.0026
Oakleigh,Neg_Nil_inc_fam_households_pc,0.0083
Ovens Valley,Neg_Nil_inc_fam_households_pc,0.0054
Pakenham,Neg_Nil_inc_fam_households_pc,0.0043
Pascoe Vale,Neg_Nil_inc_fam_households_pc,0.0069
Point Cook,Neg_Nil_inc_fam_households_pc,0.0091
Polwarth,Neg_Nil_inc_fam_households_pc,0.0059
Prahran,Neg_Nil_inc_fam_households_pc,0.0035
Preston,Neg_Nil_inc_fam_households_pc,0.0078
Richmond,Neg_Nil_inc_fam_households_pc,0.003
Ringwood,Neg_Nil_inc_fam_households_pc,0.0069
Ripon,Neg_Nil_inc_fam_households_pc,0.0044
Rowville,Neg_Nil_inc_fam_households_pc,0.0084
Sandringham,Neg_Nil_inc_fam_households_pc,0.0056
Shepparton,Neg_Nil_inc_fam_households_pc,0.006
South Barwon,Neg_Nil_inc_fam_households_pc,0.0027
South-West Coast,Neg_Nil_inc_fam_households_pc,0.0037
St Albans,Neg_Nil_inc_fam_households_pc,0.0164
Sunbury,Neg_Nil_inc_fam_households_pc,0.0054
Sydenham,Neg_Nil_inc_fam_households_pc,0.0084
Tarneit,Neg_Nil_inc_fam_households_pc,0.0074
Thomastown,Neg_Nil_inc_fam_households_pc,0.0149
Warrandyte,Neg_Nil_inc_fam_households_pc,0.0107
Wendouree,Neg_Nil_inc_fam_households_pc,0.0025
Werribee,Neg_Nil_inc_fam_households_pc,0.005
Williamstown,Neg_Nil_inc_fam_households_pc,0.0046
Yan Yean,Neg_Nil_inc_fam_households_pc,0.0053
Albert Park,Neg_Nil_inc_Non_fam_househlds,609.0
Ashwood,Neg_Nil_inc_Non_fam_househlds,319.0
Bass,Neg_Nil_inc_Non_fam_househlds,164.0
Bayswater,Neg_Nil_inc_Non_fam_househlds,255.0
Bellarine,Neg_Nil_inc_Non_fam_househlds,243.0
Benambra,Neg_Nil_inc_Non_fam_househlds,162.0
Bendigo East,Neg_Nil_inc_Non_fam_househlds,205.0
Bendigo West,Neg_Nil_inc_Non_fam_househlds,192.0
Bentleigh,Neg_Nil_inc_Non_fam_househlds,235.0
Berwick,Neg_Nil_inc_Non_fam_househlds,134.0
Box Hill,Neg_Nil_inc_Non_fam_househlds,619.0
Brighton,Neg_Nil_inc_Non_fam_househlds,279.0
Broadmeadows,Neg_Nil_inc_Non_fam_househlds,344.0
Brunswick,Neg_Nil_inc_Non_fam_househlds,291.0
Bulleen,Neg_Nil_inc_Non_fam_househlds,313.0
Bundoora,Neg_Nil_inc_Non_fam_househlds,280.0
Carrum,Neg_Nil_inc_Non_fam_househlds,230.0
Caulfield,Neg_Nil_inc_Non_fam_househlds,374.0
Clarinda,Neg_Nil_inc_Non_fam_househlds,248.0
Cranbourne,Neg_Nil_inc_Non_fam_househlds,129.0
Croydon,Neg_Nil_inc_Non_fam_househlds,252.0
Dandenong,Neg_Nil_inc_Non_fam_househlds,367.0
Eildon,Neg_Nil_inc_Non_fam_househlds,225.0
Eltham,Neg_Nil_inc_Non_fam_househlds,99.0
Essendon,Neg_Nil_inc_Non_fam_househlds,293.0
Eureka,Neg_Nil_inc_Non_fam_househlds,230.0
Euroa,Neg_Nil_inc_Non_fam_househlds,197.0
Evelyn,Neg_Nil_inc_Non_fam_househlds,138.0
Footscray,Neg_Nil_inc_Non_fam_househlds,283.0
Frankston,Neg_Nil_inc_Non_fam_househlds,287.0
Geelong,Neg_Nil_inc_Non_fam_househlds,219.0
Gippsland East,Neg_Nil_inc_Non_fam_househlds,207.0
Gippsland South,Neg_Nil_inc_Non_fam_househlds,259.0
Glen Waverley,Neg_Nil_inc_Non_fam_househlds,272.0
Greenvale,Neg_Nil_inc_Non_fam_househlds,111.0
Hastings,Neg_Nil_inc_Non_fam_househlds,191.0
Hawthorn,Neg_Nil_inc_Non_fam_househlds,286.0
Ivanhoe,Neg_Nil_inc_Non_fam_househlds,241.0
Kalkallo,Neg_Nil_inc_Non_fam_househlds,122.0
Kew,Neg_Nil_inc_Non_fam_househlds,257.0
Kororoit,Neg_Nil_inc_Non_fam_househlds,178.0
Lara,Neg_Nil_inc_Non_fam_househlds,213.0
Laverton,Neg_Nil_inc_Non_fam_househlds,244.0
Lowan,Neg_Nil_inc_Non_fam_househlds,230.0
Macedon,Neg_Nil_inc_Non_fam_househlds,163.0
Malvern,Neg_Nil_inc_Non_fam_househlds,373.0
Melbourne,Neg_Nil_inc_Non_fam_househlds,2788.0
Melton,Neg_Nil_inc_Non_fam_househlds,232.0
Mildura,Neg_Nil_inc_Non_fam_househlds,227.0
Mill Park,Neg_Nil_inc_Non_fam_househlds,142.0
Monbulk,Neg_Nil_inc_Non_fam_househlds,110.0
Mordialloc,Neg_Nil_inc_Non_fam_househlds,213.0
Mornington,Neg_Nil_inc_Non_fam_househlds,157.0
Morwell,Neg_Nil_inc_Non_fam_househlds,294.0
Mulgrave,Neg_Nil_inc_Non_fam_househlds,287.0
Murray Plains,Neg_Nil_inc_Non_fam_househlds,168.0
Narracan,Neg_Nil_inc_Non_fam_househlds,167.0
Narre Warren North,Neg_Nil_inc_Non_fam_househlds,128.0
Narre Warren South,Neg_Nil_inc_Non_fam_househlds,123.0
Nepean,Neg_Nil_inc_Non_fam_househlds,288.0
Niddrie,Neg_Nil_inc_Non_fam_househlds,275.0
Northcote,Neg_Nil_inc_Non_fam_househlds,247.0
Oakleigh,Neg_Nil_inc_Non_fam_househlds,689.0
Ovens Valley,Neg_Nil_inc_Non_fam_househlds,216.0
Pakenham,Neg_Nil_inc_Non_fam_househlds,112.0
Pascoe Vale,Neg_Nil_inc_Non_fam_househlds,259.0
Point Cook,Neg_Nil_inc_Non_fam_househlds,178.0
Polwarth,Neg_Nil_inc_Non_fam_househlds,240.0
Prahran,Neg_Nil_inc_Non_fam_househlds,564.0
Preston,Neg_Nil_inc_Non_fam_househlds,388.0
Richmond,Neg_Nil_inc_Non_fam_househlds,300.0
Ringwood,Neg_Nil_inc_Non_fam_househlds,270.0
