district,census_variable,value,rank
Albert Park,F_Arthritis_0_14,0.0,1.0
Ashwood,F_Arthritis_0_14,0.0,2.0
Bass,F_Arthritis_0_14,0.0,3.0
Bellarine,F_Arthritis_0_14,0.0,4.0
Benambra,F_Arthritis_0_14,0.0,5.0
Bendigo East,F_Arthritis_0_14,0.0,6.0
Bendigo West,F_Arthritis_0_14,0.0,7.0
Bentleigh,F_Arthritis_0_14,0.0,8.0
Box Hill,F_Arthritis_0_14,0.0,9.0
Brighton,F_Arthritis_0_14,0.0,10.0
Broadmeadows,F_Arthritis_0_14,0.0,11.0
Brunswick,F_Arthritis_0_14,0.0,12.0
Bulleen,F_Arthritis_0_14,0.0,13.0
Bundoora,F_Arthritis_0_14,0.0,14.0
Carrum,F_Arthritis_0_14,0.0,15.0
Caulfield,F_Arthritis_0_14,0.0,16.0
Clarinda,F_Arthritis_0_14,0.0,17.0
Cranbourne,F_Arthritis_0_14,0.0,18.0
Croydon,F_Arthritis_0_14,0.0,19.0
Dandenong,F_Arthritis_0_14,0.0,20.0
Eildon,F_Arthritis_0_14,0.0,21.0
Eltham,F_Arthritis_0_14,0.0,22.0
Essendon,F_Arthritis_0_14,0.0,23.0
Eureka,F_Arthritis_0_14,0.0,24.0
Euroa,F_Arthritis_0_14,0.0,25.0
Evelyn,F_Arthritis_0_14,0.0,26.0
Footscray,F_Arthritis_0_14,0.0,27.0
Frankston,F_Arthritis_0_14,0.0,28.0
Geelong,F_Arthritis_0_14,0.0,29.0
Gippsland East,F_Arthritis_0_14,0.0,30.0
Gippsland South,F_Arthritis_0_14,0.0,31.0
Glen Waverley,F_Arthritis_0_14,0.0,32.0
Greenvale,F_Arthritis_0_14,0.0,33.0
Hastings,F_Arthritis_0_14,0.0,34.0
Hawthorn,F_Arthritis_0_14,0.0,35.0
Kalkallo,F_Arthritis_0_14,0.0,36.0
Kew,F_Arthritis_0_14,0.0,37.0
Kororoit,F_Arthritis_0_14,0.0,38.0
Lara,F_Arthritis_0_14,0.0,39.0
Laverton,F_Arthritis_0_14,0.0,40.0
Lowan,F_Arthritis_0_14,0.0,41.0
Macedon,F_Arthritis_0_14,0.0,42.0
Malvern,F_Arthritis_0_14,0.0,43.0
Melbourne,F_Arthritis_0_14,0.0,44.0
Melton,F_Arthritis_0_14,0.0,45.0
Mildura,F_Arthritis_0_14,0.0,46.0
Mill Park,F_Arthritis_0_14,0.0,47.0
Monbulk,F_Arthritis_0_14,0.0,48.0
Mordialloc,F_Arthritis_0_14,0.0,49.0
Mornington,F_Arthritis_0_14,0.0,50.0
Mulgrave,F_Arthritis_0_14,0.0,51.0
Murray Plains,F_Arthritis_0_14,0.0,52.0
Narracan,F_Arthritis_0_14,0.0,53.0
Narre Warren North,F_Arthritis_0_14,0.0,54.0
Narre Warren South,F_Arthritis_0_14,0.0,55.0
Nepean,F_Arthritis_0_14,0.0,56.0
Niddrie,F_Arthritis_0_14,0.0,57.0
Northcote,F_Arthritis_0_14,0.0,58.0
Oakleigh,F_Arthritis_0_14,0.0,59.0
Ovens Valley,F_Arthritis_0_14,0.0,60.0
Pakenham,F_Arthritis_0_14,0.0,61.0
Pascoe Vale,F_Arthritis_0_14,0.0,62.0
Polwarth,F_Arthritis_0_14,0.0,63.0
Prahran,F_Arthritis_0_14,0.0,64.0
Preston,F_Arthritis_0_14,0.0,65.0
Richmond,F_Arthritis_0_14,0.0,66.0
Ringwood,F_Arthritis_0_14,0.0,67.0
Ripon,F_Arthritis_0_14,0.0,68.0
Rowville,F_Arthritis_0_14,0.0,69.0
Shepparton,F_Arthritis_0_14,0.0,70.0
South-West Coast,F_Arthritis_0_14,0.0,71.0
St Albans,F_Arthritis_0_14,0.0,72.0
Sunbury,F_Arthritis_0_14,0.0,73.0
Sydenham,F_Arthritis_0_14,0.0,74.0
Tarneit,F_Arthritis_0_14,0.0,75.0
Thomastown,F_Arthritis_0_14,0.0,76.0
Warrandyte,F_Arthritis_0_14,0.0,77.0
Werribee,F_Arthritis_0_14,0.0,78.0
Williamstown,F_Arthritis_0_14,0.0,79.0
Yan Yean,F_Arthritis_0_14,0.0,80.0
Berwick,F_Arthritis_0_14,3.0,81.0
Point Cook,F_Arthritis_0_14,3.0,82.0
Sandringham,F_Arthritis_0_14,3.0,83.0
Bayswater,F_Arthritis_0_14,4.0,84.0
Ivanhoe,F_Arthritis_0_14,4.0,85.0
Morwell,F_Arthritis_0_14,4.0,86.0
South Barwon,F_Arthritis_0_14,4.0,87.0
Wendouree,F_Arthritis_0_14,6.0,88.0
Albert Park,F_Arthritis_0_14_pc,0.0,1.0
Ashwood,F_Arthritis_0_14_pc,0.0,2.0
Bass,F_Arthritis_0_14_pc,0.0,3.0
Bellarine,F_Arthritis_0_14_pc,0.0,4.0
Benambra,F_Arthritis_0_14_pc,0.0,5.0
Bendigo East,F_Arthritis_0_14_pc,0.0,6.0
Bendigo West,F_Arthritis_0_14_pc,0.0,7.0
Bentleigh,F_Arthritis_0_14_pc,0.0,8.0
Berwick,F_Arthritis_0_14_pc,0.0,9.0
Box Hill,F_Arthritis_0_14_pc,0.0,10.0
Brighton,F_Arthritis_0_14_pc,0.0,11.0
Broadmeadows,F_Arthritis_0_14_pc,0.0,12.0
Brunswick,F_Arthritis_0_14_pc,0.0,13.0
Bulleen,F_Arthritis_0_14_pc,0.0,14.0
Bundoora,F_Arthritis_0_14_pc,0.0,15.0
Carrum,F_Arthritis_0_14_pc,0.0,16.0
Caulfield,F_Arthritis_0_14_pc,0.0,17.0
Clarinda,F_Arthritis_0_14_pc,0.0,18.0
Cranbourne,F_Arthritis_0_14_pc,0.0,19.0
Croydon,F_Arthritis_0_14_pc,0.0,20.0
Dandenong,F_Arthritis_0_14_pc,0.0,21.0
Eildon,F_Arthritis_0_14_pc,0.0,22.0
Eltham,F_Arthritis_0_14_pc,0.0,23.0
Essendon,F_Arthritis_0_14_pc,0.0,24.0
Eureka,F_Arthritis_0_14_pc,0.0,25.0
Euroa,F_Arthritis_0_14_pc,0.0,26.0
Evelyn,F_Arthritis_0_14_pc,0.0,27.0
Footscray,F_Arthritis_0_14_pc,0.0,28.0
Frankston,F_Arthritis_0_14_pc,0.0,29.0
Geelong,F_Arthritis_0_14_pc,0.0,30.0
Gippsland East,F_Arthritis_0_14_pc,0.0,31.0
Gippsland South,F_Arthritis_0_14_pc,0.0,32.0
Glen Waverley,F_Arthritis_0_14_pc,0.0,33.0
Greenvale,F_Arthritis_0_14_pc,0.0,34.0
Hastings,F_Arthritis_0_14_pc,0.0,35.0
Hawthorn,F_Arthritis_0_14_pc,0.0,36.0
Kalkallo,F_Arthritis_0_14_pc,0.0,37.0
Kew,F_Arthritis_0_14_pc,0.0,38.0
Kororoit,F_Arthritis_0_14_pc,0.0,39.0
Lara,F_Arthritis_0_14_pc,0.0,40.0
Laverton,F_Arthritis_0_14_pc,0.0,41.0
Lowan,F_Arthritis_0_14_pc,0.0,42.0
Macedon,F_Arthritis_0_14_pc,0.0,43.0
Malvern,F_Arthritis_0_14_pc,0.0,44.0
Melbourne,F_Arthritis_0_14_pc,0.0,45.0
Melton,F_Arthritis_0_14_pc,0.0,46.0
Mildura,F_Arthritis_0_14_pc,0.0,47.0
Mill Park,F_Arthritis_0_14_pc,0.0,48.0
Monbulk,F_Arthritis_0_14_pc,0.0,49.0
Mordialloc,F_Arthritis_0_14_pc,0.0,50.0
Mornington,F_Arthritis_0_14_pc,0.0,51.0
Mulgrave,F_Arthritis_0_14_pc,0.0,52.0
Murray Plains,F_Arthritis_0_14_pc,0.0,53.0
Narracan,F_Arthritis_0_14_pc,0.0,54.0
Narre Warren North,F_Arthritis_0_14_pc,0.0,55.0
Narre Warren South,F_Arthritis_0_14_pc,0.0,56.0
Nepean,F_Arthritis_0_14_pc,0.0,57.0
Niddrie,F_Arthritis_0_14_pc,0.0,58.0
Northcote,F_Arthritis_0_14_pc,0.0,59.0
Oakleigh,F_Arthritis_0_14_pc,0.0,60.0
Ovens Valley,F_Arthritis_0_14_pc,0.0,61.0
Pakenham,F_Arthritis_0_14_pc,0.0,62.0
Pascoe Vale,F_Arthritis_0_14_pc,0.0,63.0
Point Cook,F_Arthritis_0_14_pc,0.0,64.0
Polwarth,F_Arthritis_0_14_pc,0.0,65.0
Prahran,F_Arthritis_0_14_pc,0.0,66.0
Preston,F_Arthritis_0_14_pc,0.0,67.0
Richmond,F_Arthritis_0_14_pc,0.0,68.0
Ringwood,F_Arthritis_0_14_pc,0.0,69.0
Ripon,F_Arthritis_0_14_pc,0.0,70.0
Rowville,F_Arthritis_0_14_pc,0.0,71.0
Sandringham,F_Arthritis_0_14_pc,0.0,72.0
Shepparton,F_Arthritis_0_14_pc,0.0,73.0
South-West Coast,F_Arthritis_0_14_pc,0.0,74.0
St Albans,F_Arthritis_0_14_pc,0.0,75.0
Sunbury,F_Arthritis_0_14_pc,0.0,76.0
Sydenham,F_Arthritis_0_14_pc,0.0,77.0
Tarneit,F_Arthritis_0_14_pc,0.0,78.0
Thomastown,F_Arthritis_0_14_pc,0.0,79.0
Warrandyte,F_Arthritis_0_14_pc,0.0,80.0
Werribee,F_Arthritis_0_14_pc,0.0,81.0
Williamstown,F_Arthritis_0_14_pc,0.0,82.0
Yan Yean,F_Arthritis_0_14_pc,0.0,83.0
Bayswater,F_Arthritis_0_14_pc,0.0001,84.0
Ivanhoe,F_Arthritis_0_14_pc,0.0001,85.0
Morwell,F_Arthritis_0_14_pc,0.0001,86.0
South Barwon,F_Arthritis_0_14_pc,0.0001,87.0
Wendouree,F_Arthritis_0_14_pc,0.0001,88.0
Albert Park,F_Arthritis_15_24,0.0,1.0
Ashwood,F_Arthritis_15_24,0.0,2.0
Bentleigh,F_Arthritis_15_24,0.0,3.0
Brighton,F_Arthritis_15_24,0.0,4.0
Bundoora,F_Arthritis_15_24,0.0,5.0
Carrum,F_Arthritis_15_24,0.0,6.0
Clarinda,F_Arthritis_15_24,0.0,7.0
Cranbourne,F_Arthritis_15_24,0.0,8.0
Dandenong,F_Arthritis_15_24,0.0,9.0
Eltham,F_Arthritis_15_24,0.0,10.0
Eureka,F_Arthritis_15_24,0.0,11.0
Euroa,F_Arthritis_15_24,0.0,12.0
Frankston,F_Arthritis_15_24,0.0,13.0
Glen Waverley,F_Arthritis_15_24,0.0,14.0
Greenvale,F_Arthritis_15_24,0.0,15.0
Hawthorn,F_Arthritis_15_24,0.0,16.0
Ivanhoe,F_Arthritis_15_24,0.0,17.0
Kororoit,F_Arthritis_15_24,0.0,18.0
Laverton,F_Arthritis_15_24,0.0,19.0
Lowan,F_Arthritis_15_24,0.0,20.0
Malvern,F_Arthritis_15_24,0.0,21.0
Mildura,F_Arthritis_15_24,0.0,22.0
Mordialloc,F_Arthritis_15_24,0.0,23.0
Mornington,F_Arthritis_15_24,0.0,24.0
Murray Plains,F_Arthritis_15_24,0.0,25.0
Niddrie,F_Arthritis_15_24,0.0,26.0
Pascoe Vale,F_Arthritis_15_24,0.0,27.0
Point Cook,F_Arthritis_15_24,0.0,28.0
Polwarth,F_Arthritis_15_24,0.0,29.0
Richmond,F_Arthritis_15_24,0.0,30.0
Ripon,F_Arthritis_15_24,0.0,31.0
Sandringham,F_Arthritis_15_24,0.0,32.0
St Albans,F_Arthritis_15_24,0.0,33.0
Sunbury,F_Arthritis_15_24,0.0,34.0
Sydenham,F_Arthritis_15_24,0.0,35.0
Thomastown,F_Arthritis_15_24,0.0,36.0
Warrandyte,F_Arthritis_15_24,0.0,37.0
Wendouree,F_Arthritis_15_24,0.0,38.0
Werribee,F_Arthritis_15_24,0.0,39.0
Yan Yean,F_Arthritis_15_24,0.0,40.0
Bass,F_Arthritis_15_24,3.0,41.0
Bellarine,F_Arthritis_15_24,3.0,42.0
Benambra,F_Arthritis_15_24,3.0,43.0
Bulleen,F_Arthritis_15_24,3.0,44.0
Evelyn,F_Arthritis_15_24,3.0,45.0
Kew,F_Arthritis_15_24,3.0,46.0
Narracan,F_Arthritis_15_24,3.0,47.0
Narre Warren North,F_Arthritis_15_24,3.0,48.0
Northcote,F_Arthritis_15_24,3.0,49.0
Ovens Valley,F_Arthritis_15_24,3.0,50.0
Pakenham,F_Arthritis_15_24,3.0,51.0
Preston,F_Arthritis_15_24,3.0,52.0
South Barwon,F_Arthritis_15_24,3.0,53.0
Eildon,F_Arthritis_15_24,4.0,54.0
Geelong,F_Arthritis_15_24,4.0,55.0
Gippsland East,F_Arthritis_15_24,4.0,56.0
Monbulk,F_Arthritis_15_24,4.0,57.0
