district,census_variable,value,rank
St Albans,Ancestry_NS_BP_B_Aus,54.0,1.0
Glen Waverley,Ancestry_NS_BP_B_Aus,56.0,2.0
Ashwood,Ancestry_NS_BP_B_Aus,67.0,3.0
Kororoit,Ancestry_NS_BP_B_Aus,69.0,4.0
Bulleen,Ancestry_NS_BP_B_Aus,71.0,5.0
Malvern,Ancestry_NS_BP_B_Aus,78.0,6.0
Rowville,Ancestry_NS_BP_B_Aus,80.0,7.0
Kew,Ancestry_NS_BP_B_Aus,82.0,8.0
Dandenong,Ancestry_NS_BP_B_Aus,87.0,9.0
Albert Park,Ancestry_NS_BP_B_Aus,88.0,10.0
Clarinda,Ancestry_NS_BP_B_Aus,92.0,11.0
Thomastown,Ancestry_NS_BP_B_Aus,98.0,12.0
Tarneit,Ancestry_NS_BP_B_Aus,100.0,13.0
Mulgrave,Ancestry_NS_BP_B_Aus,105.0,14.0
Laverton,Ancestry_NS_BP_B_Aus,115.0,15.0
Box Hill,Ancestry_NS_BP_B_Aus,119.0,16.0
Hawthorn,Ancestry_NS_BP_B_Aus,123.0,17.0
Melbourne,Ancestry_NS_BP_B_Aus,123.0,18.0
Preston,Ancestry_NS_BP_B_Aus,131.0,19.0
Oakleigh,Ancestry_NS_BP_B_Aus,133.0,20.0
Sandringham,Ancestry_NS_BP_B_Aus,135.0,21.0
Essendon,Ancestry_NS_BP_B_Aus,139.0,22.0
Narre Warren North,Ancestry_NS_BP_B_Aus,140.0,23.0
Richmond,Ancestry_NS_BP_B_Aus,140.0,24.0
Sydenham,Ancestry_NS_BP_B_Aus,140.0,25.0
Werribee,Ancestry_NS_BP_B_Aus,141.0,26.0
Brighton,Ancestry_NS_BP_B_Aus,143.0,27.0
Bentleigh,Ancestry_NS_BP_B_Aus,149.0,28.0
Niddrie,Ancestry_NS_BP_B_Aus,149.0,29.0
Footscray,Ancestry_NS_BP_B_Aus,150.0,30.0
Greenvale,Ancestry_NS_BP_B_Aus,150.0,31.0
Broadmeadows,Ancestry_NS_BP_B_Aus,152.0,32.0
Northcote,Ancestry_NS_BP_B_Aus,152.0,33.0
Mill Park,Ancestry_NS_BP_B_Aus,153.0,34.0
Prahran,Ancestry_NS_BP_B_Aus,159.0,35.0
Ivanhoe,Ancestry_NS_BP_B_Aus,160.0,36.0
Point Cook,Ancestry_NS_BP_B_Aus,161.0,37.0
Brunswick,Ancestry_NS_BP_B_Aus,164.0,38.0
Williamstown,Ancestry_NS_BP_B_Aus,165.0,39.0
Eltham,Ancestry_NS_BP_B_Aus,174.0,40.0
Narre Warren South,Ancestry_NS_BP_B_Aus,178.0,41.0
Ringwood,Ancestry_NS_BP_B_Aus,180.0,42.0
Pascoe Vale,Ancestry_NS_BP_B_Aus,188.0,43.0
Warrandyte,Ancestry_NS_BP_B_Aus,194.0,44.0
Bundoora,Ancestry_NS_BP_B_Aus,195.0,45.0
Mordialloc,Ancestry_NS_BP_B_Aus,195.0,46.0
Berwick,Ancestry_NS_BP_B_Aus,203.0,47.0
Cranbourne,Ancestry_NS_BP_B_Aus,223.0,48.0
Caulfield,Ancestry_NS_BP_B_Aus,231.0,49.0
Monbulk,Ancestry_NS_BP_B_Aus,233.0,50.0
Bayswater,Ancestry_NS_BP_B_Aus,244.0,51.0
Carrum,Ancestry_NS_BP_B_Aus,259.0,52.0
Sunbury,Ancestry_NS_BP_B_Aus,259.0,53.0
Evelyn,Ancestry_NS_BP_B_Aus,262.0,54.0
Melton,Ancestry_NS_BP_B_Aus,276.0,55.0
Croydon,Ancestry_NS_BP_B_Aus,282.0,56.0
Frankston,Ancestry_NS_BP_B_Aus,286.0,57.0
Kalkallo,Ancestry_NS_BP_B_Aus,296.0,58.0
Mornington,Ancestry_NS_BP_B_Aus,302.0,59.0
Nepean,Ancestry_NS_BP_B_Aus,315.0,60.0
Pakenham,Ancestry_NS_BP_B_Aus,320.0,61.0
Macedon,Ancestry_NS_BP_B_Aus,324.0,62.0
Lara,Ancestry_NS_BP_B_Aus,327.0,63.0
Yan Yean,Ancestry_NS_BP_B_Aus,332.0,64.0
Geelong,Ancestry_NS_BP_B_Aus,358.0,65.0
Hastings,Ancestry_NS_BP_B_Aus,377.0,66.0
Eildon,Ancestry_NS_BP_B_Aus,407.0,67.0
Bellarine,Ancestry_NS_BP_B_Aus,419.0,68.0
South Barwon,Ancestry_NS_BP_B_Aus,426.0,69.0
Gippsland South,Ancestry_NS_BP_B_Aus,444.0,70.0
Bass,Ancestry_NS_BP_B_Aus,466.0,71.0
Eureka,Ancestry_NS_BP_B_Aus,485.0,72.0
Shepparton,Ancestry_NS_BP_B_Aus,500.0,73.0
Wendouree,Ancestry_NS_BP_B_Aus,503.0,74.0
Gippsland East,Ancestry_NS_BP_B_Aus,506.0,75.0
Bendigo West,Ancestry_NS_BP_B_Aus,517.0,76.0
Ovens Valley,Ancestry_NS_BP_B_Aus,529.0,77.0
Polwarth,Ancestry_NS_BP_B_Aus,548.0,78.0
Murray Plains,Ancestry_NS_BP_B_Aus,551.0,79.0
Narracan,Ancestry_NS_BP_B_Aus,560.0,80.0
Euroa,Ancestry_NS_BP_B_Aus,571.0,81.0
Benambra,Ancestry_NS_BP_B_Aus,580.0,82.0
Ripon,Ancestry_NS_BP_B_Aus,605.0,83.0
Mildura,Ancestry_NS_BP_B_Aus,612.0,84.0
Morwell,Ancestry_NS_BP_B_Aus,664.0,85.0
Bendigo East,Ancestry_NS_BP_B_Aus,667.0,86.0
South-West Coast,Ancestry_NS_BP_B_Aus,690.0,87.0
Lowan,Ancestry_NS_BP_B_Aus,794.0,88.0
Glen Waverley,Ancestry_NS_BP_B_Aus_pc,0.0007,1.0
St Albans,Ancestry_NS_BP_B_Aus_pc,0.0007,2.0
Ashwood,Ancestry_NS_BP_B_Aus_pc,0.0008,3.0
Kororoit,Ancestry_NS_BP_B_Aus_pc,0.0008,4.0
Bulleen,Ancestry_NS_BP_B_Aus_pc,0.001,5.0
