district,census_variable,value
Richmond,M_0_299_DS_DS_Sept_house_pc,0.0067
Ringwood,M_0_299_DS_DS_Sept_house_pc,0.04
Ripon,M_0_299_DS_DS_Sept_house_pc,0.051
Rowville,M_0_299_DS_DS_Sept_house_pc,0.0452
Sandringham,M_0_299_DS_DS_Sept_house_pc,0.0348
Shepparton,M_0_299_DS_DS_Sept_house_pc,0.0326
South Barwon,M_0_299_DS_DS_Sept_house_pc,0.0305
South-West Coast,M_0_299_DS_DS_Sept_house_pc,0.0455
St Albans,M_0_299_DS_DS_Sept_house_pc,0.0532
Sunbury,M_0_299_DS_DS_Sept_house_pc,0.0381
Sydenham,M_0_299_DS_DS_Sept_house_pc,0.0381
Tarneit,M_0_299_DS_DS_Sept_house_pc,0.0263
Thomastown,M_0_299_DS_DS_Sept_house_pc,0.032
Warrandyte,M_0_299_DS_DS_Sept_house_pc,0.0452
Wendouree,M_0_299_DS_DS_Sept_house_pc,0.034
Werribee,M_0_299_DS_DS_Sept_house_pc,0.0303
Williamstown,M_0_299_DS_DS_Sept_house_pc,0.0262
Yan Yean,M_0_299_DS_DS_Sept_house_pc,0.0244
Albert Park,M_0_299_DS_DS_sd_row_tce_hs_t,121.0
Ashwood,M_0_299_DS_DS_sd_row_tce_hs_t,55.0
Bass,M_0_299_DS_DS_sd_row_tce_hs_t,8.0
Bayswater,M_0_299_DS_DS_sd_row_tce_hs_t,49.0
Bellarine,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Benambra,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Bendigo East,M_0_299_DS_DS_sd_row_tce_hs_t,6.0
Bendigo West,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Bentleigh,M_0_299_DS_DS_sd_row_tce_hs_t,23.0
Berwick,M_0_299_DS_DS_sd_row_tce_hs_t,18.0
Box Hill,M_0_299_DS_DS_sd_row_tce_hs_t,100.0
Brighton,M_0_299_DS_DS_sd_row_tce_hs_t,50.0
Broadmeadows,M_0_299_DS_DS_sd_row_tce_hs_t,11.0
Brunswick,M_0_299_DS_DS_sd_row_tce_hs_t,155.0
Bulleen,M_0_299_DS_DS_sd_row_tce_hs_t,58.0
Bundoora,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Carrum,M_0_299_DS_DS_sd_row_tce_hs_t,40.0
Caulfield,M_0_299_DS_DS_sd_row_tce_hs_t,89.0
Clarinda,M_0_299_DS_DS_sd_row_tce_hs_t,31.0
Cranbourne,M_0_299_DS_DS_sd_row_tce_hs_t,4.0
Croydon,M_0_299_DS_DS_sd_row_tce_hs_t,31.0
Dandenong,M_0_299_DS_DS_sd_row_tce_hs_t,8.0
Eildon,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Eltham,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Essendon,M_0_299_DS_DS_sd_row_tce_hs_t,12.0
Eureka,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Euroa,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Evelyn,M_0_299_DS_DS_sd_row_tce_hs_t,6.0
Footscray,M_0_299_DS_DS_sd_row_tce_hs_t,65.0
Frankston,M_0_299_DS_DS_sd_row_tce_hs_t,38.0
Geelong,M_0_299_DS_DS_sd_row_tce_hs_t,12.0
Gippsland East,M_0_299_DS_DS_sd_row_tce_hs_t,8.0
Gippsland South,M_0_299_DS_DS_sd_row_tce_hs_t,7.0
Glen Waverley,M_0_299_DS_DS_sd_row_tce_hs_t,32.0
Greenvale,M_0_299_DS_DS_sd_row_tce_hs_t,15.0
Hastings,M_0_299_DS_DS_sd_row_tce_hs_t,13.0
Hawthorn,M_0_299_DS_DS_sd_row_tce_hs_t,36.0
Ivanhoe,M_0_299_DS_DS_sd_row_tce_hs_t,29.0
Kalkallo,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Kew,M_0_299_DS_DS_sd_row_tce_hs_t,66.0
Kororoit,M_0_299_DS_DS_sd_row_tce_hs_t,7.0
Lara,M_0_299_DS_DS_sd_row_tce_hs_t,9.0
Laverton,M_0_299_DS_DS_sd_row_tce_hs_t,37.0
Lowan,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Macedon,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Malvern,M_0_299_DS_DS_sd_row_tce_hs_t,54.0
Melbourne,M_0_299_DS_DS_sd_row_tce_hs_t,86.0
Melton,M_0_299_DS_DS_sd_row_tce_hs_t,7.0
Mildura,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Mill Park,M_0_299_DS_DS_sd_row_tce_hs_t,12.0
Monbulk,M_0_299_DS_DS_sd_row_tce_hs_t,4.0
Mordialloc,M_0_299_DS_DS_sd_row_tce_hs_t,76.0
Mornington,M_0_299_DS_DS_sd_row_tce_hs_t,29.0
Morwell,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Mulgrave,M_0_299_DS_DS_sd_row_tce_hs_t,22.0
Murray Plains,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Narracan,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Narre Warren North,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Narre Warren South,M_0_299_DS_DS_sd_row_tce_hs_t,4.0
Nepean,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Niddrie,M_0_299_DS_DS_sd_row_tce_hs_t,49.0
Northcote,M_0_299_DS_DS_sd_row_tce_hs_t,43.0
Oakleigh,M_0_299_DS_DS_sd_row_tce_hs_t,46.0
Ovens Valley,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
Pakenham,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Pascoe Vale,M_0_299_DS_DS_sd_row_tce_hs_t,65.0
Point Cook,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Polwarth,M_0_299_DS_DS_sd_row_tce_hs_t,9.0
Prahran,M_0_299_DS_DS_sd_row_tce_hs_t,35.0
Preston,M_0_299_DS_DS_sd_row_tce_hs_t,50.0
Richmond,M_0_299_DS_DS_sd_row_tce_hs_t,105.0
Ringwood,M_0_299_DS_DS_sd_row_tce_hs_t,33.0
Ripon,M_0_299_DS_DS_sd_row_tce_hs_t,6.0
Rowville,M_0_299_DS_DS_sd_row_tce_hs_t,6.0
Sandringham,M_0_299_DS_DS_sd_row_tce_hs_t,54.0
Shepparton,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
South Barwon,M_0_299_DS_DS_sd_row_tce_hs_t,0.0
South-West Coast,M_0_299_DS_DS_sd_row_tce_hs_t,5.0
St Albans,M_0_299_DS_DS_sd_row_tce_hs_t,21.0
Sunbury,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Sydenham,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Tarneit,M_0_299_DS_DS_sd_row_tce_hs_t,19.0
Thomastown,M_0_299_DS_DS_sd_row_tce_hs_t,3.0
Warrandyte,M_0_299_DS_DS_sd_row_tce_hs_t,55.0
Wendouree,M_0_299_DS_DS_sd_row_tce_hs_t,5.0
Werribee,M_0_299_DS_DS_sd_row_tce_hs_t,5.0
Williamstown,M_0_299_DS_DS_sd_row_tce_hs_t,64.0
Yan Yean,M_0_299_DS_DS_sd_row_tce_hs_t,4.0
Albert Park,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.015
Ashwood,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.006
Bass,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0009
Bayswater,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0046
Bellarine,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Benambra,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Bendigo East,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Bendigo West,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Bentleigh,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0022
Berwick,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0013
Box Hill,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0105
Brighton,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0063
Broadmeadows,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0013
Brunswick,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0207
Bulleen,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0069
Bundoora,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0021
Carrum,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0031
Caulfield,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0106
Clarinda,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0035
Cranbourne,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Croydon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0026
Dandenong,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0009
Eildon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Eltham,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Essendon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0014
Eureka,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Euroa,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Evelyn,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0005
Footscray,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0067
Frankston,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0041
Geelong,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0013
Gippsland East,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0011
Gippsland South,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0008
Glen Waverley,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0036
Greenvale,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0014
Hastings,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0012
Hawthorn,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0045
Ivanhoe,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0036
Kalkallo,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0002
Kew,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0083
Kororoit,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Lara,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0011
Laverton,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0031
Lowan,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0004
Macedon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Malvern,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0075
Melbourne,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0102
Melton,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Mildura,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Mill Park,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0012
Monbulk,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Mordialloc,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0066
Mornington,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0031
Morwell,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Mulgrave,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0028
Murray Plains,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Narracan,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Narre Warren North,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0017
Narre Warren South,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Nepean,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0027
Niddrie,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0057
Northcote,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0051
Oakleigh,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0047
Ovens Valley,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
Pakenham,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0002
Pascoe Vale,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0073
Point Cook,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0014
Polwarth,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.001
Prahran,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0045
Preston,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.006
Richmond,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0139
Ringwood,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.003
Ripon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Rowville,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Sandringham,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0063
Shepparton,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
South Barwon,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0
South-West Coast,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
St Albans,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.003
Sunbury,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0019
Sydenham,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0016
Tarneit,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0014
Thomastown,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Warrandyte,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0056
Wendouree,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0006
Werribee,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0004
Williamstown,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0073
Yan Yean,M_0_299_DS_DS_sd_row_tce_hs_t_pc,0.0003
Albert Park,M_0_299_DS_DS_Flat_apart,165.0
Ashwood,M_0_299_DS_DS_Flat_apart,30.0
Bass,M_0_299_DS_DS_Flat_apart,0.0
Bayswater,M_0_299_DS_DS_Flat_apart,3.0
Bellarine,M_0_299_DS_DS_Flat_apart,0.0
Benambra,M_0_299_DS_DS_Flat_apart,0.0
Bendigo East,M_0_299_DS_DS_Flat_apart,0.0
Bendigo West,M_0_299_DS_DS_Flat_apart,0.0
Bentleigh,M_0_299_DS_DS_Flat_apart,38.0
Berwick,M_0_299_DS_DS_Flat_apart,0.0
Box Hill,M_0_299_DS_DS_Flat_apart,18.0
Brighton,M_0_299_DS_DS_Flat_apart,33.0
Broadmeadows,M_0_299_DS_DS_Flat_apart,12.0
Brunswick,M_0_299_DS_DS_Flat_apart,45.0
Bulleen,M_0_299_DS_DS_Flat_apart,45.0
Bundoora,M_0_299_DS_DS_Flat_apart,10.0
Carrum,M_0_299_DS_DS_Flat_apart,7.0
Caulfield,M_0_299_DS_DS_Flat_apart,34.0
Clarinda,M_0_299_DS_DS_Flat_apart,17.0
Cranbourne,M_0_299_DS_DS_Flat_apart,5.0
Croydon,M_0_299_DS_DS_Flat_apart,7.0
Dandenong,M_0_299_DS_DS_Flat_apart,6.0
Eildon,M_0_299_DS_DS_Flat_apart,0.0
Eltham,M_0_299_DS_DS_Flat_apart,3.0
Essendon,M_0_299_DS_DS_Flat_apart,33.0
Eureka,M_0_299_DS_DS_Flat_apart,0.0
Euroa,M_0_299_DS_DS_Flat_apart,0.0
Evelyn,M_0_299_DS_DS_Flat_apart,0.0
Footscray,M_0_299_DS_DS_Flat_apart,16.0
Frankston,M_0_299_DS_DS_Flat_apart,4.0
Geelong,M_0_299_DS_DS_Flat_apart,5.0
Gippsland East,M_0_299_DS_DS_Flat_apart,0.0
Gippsland South,M_0_299_DS_DS_Flat_apart,0.0
Glen Waverley,M_0_299_DS_DS_Flat_apart,10.0
Greenvale,M_0_299_DS_DS_Flat_apart,0.0
Hastings,M_0_299_DS_DS_Flat_apart,0.0
Hawthorn,M_0_299_DS_DS_Flat_apart,55.0
Ivanhoe,M_0_299_DS_DS_Flat_apart,7.0
Kalkallo,M_0_299_DS_DS_Flat_apart,0.0
Kew,M_0_299_DS_DS_Flat_apart,15.0
Kororoit,M_0_299_DS_DS_Flat_apart,0.0
Lara,M_0_299_DS_DS_Flat_apart,0.0
Laverton,M_0_299_DS_DS_Flat_apart,4.0
Lowan,M_0_299_DS_DS_Flat_apart,0.0
Macedon,M_0_299_DS_DS_Flat_apart,0.0
Malvern,M_0_299_DS_DS_Flat_apart,51.0
Melbourne,M_0_299_DS_DS_Flat_apart,266.0
Melton,M_0_299_DS_DS_Flat_apart,0.0
Mildura,M_0_299_DS_DS_Flat_apart,0.0
Mill Park,M_0_299_DS_DS_Flat_apart,0.0
Monbulk,M_0_299_DS_DS_Flat_apart,0.0
Mordialloc,M_0_299_DS_DS_Flat_apart,13.0
Mornington,M_0_299_DS_DS_Flat_apart,0.0
Morwell,M_0_299_DS_DS_Flat_apart,0.0
Mulgrave,M_0_299_DS_DS_Flat_apart,15.0
Murray Plains,M_0_299_DS_DS_Flat_apart,0.0
Narracan,M_0_299_DS_DS_Flat_apart,5.0
Narre Warren North,M_0_299_DS_DS_Flat_apart,10.0
Narre Warren South,M_0_299_DS_DS_Flat_apart,0.0
Nepean,M_0_299_DS_DS_Flat_apart,0.0
Niddrie,M_0_299_DS_DS_Flat_apart,0.0
Northcote,M_0_299_DS_DS_Flat_apart,32.0
Oakleigh,M_0_299_DS_DS_Flat_apart,39.0
Ovens Valley,M_0_299_DS_DS_Flat_apart,0.0
Pakenham,M_0_299_DS_DS_Flat_apart,0.0
Pascoe Vale,M_0_299_DS_DS_Flat_apart,13.0
Point Cook,M_0_299_DS_DS_Flat_apart,0.0
Polwarth,M_0_299_DS_DS_Flat_apart,0.0
Prahran,M_0_299_DS_DS_Flat_apart,209.0
Preston,M_0_299_DS_DS_Flat_apart,6.0
Richmond,M_0_299_DS_DS_Flat_apart,76.0
Ringwood,M_0_299_DS_DS_Flat_apart,5.0
Ripon,M_0_299_DS_DS_Flat_apart,0.0
Rowville,M_0_299_DS_DS_Flat_apart,4.0
Sandringham,M_0_299_DS_DS_Flat_apart,24.0
Shepparton,M_0_299_DS_DS_Flat_apart,0.0
South Barwon,M_0_299_DS_DS_Flat_apart,0.0
South-West Coast,M_0_299_DS_DS_Flat_apart,0.0
