district,census_variable,value,rank
Eltham,F_15_19y_DUDW_15_29_h,3.0,32.0
Geelong,F_15_19y_DUDW_15_29_h,3.0,33.0
Hastings,F_15_19y_DUDW_15_29_h,3.0,34.0
Lowan,F_15_19y_DUDW_15_29_h,3.0,35.0
Mildura,F_15_19y_DUDW_15_29_h,3.0,36.0
Pakenham,F_15_19y_DUDW_15_29_h,3.0,37.0
Polwarth,F_15_19y_DUDW_15_29_h,3.0,38.0
Sandringham,F_15_19y_DUDW_15_29_h,3.0,39.0
Caulfield,F_15_19y_DUDW_15_29_h,4.0,40.0
Euroa,F_15_19y_DUDW_15_29_h,4.0,41.0
Footscray,F_15_19y_DUDW_15_29_h,4.0,42.0
Hawthorn,F_15_19y_DUDW_15_29_h,4.0,43.0
Northcote,F_15_19y_DUDW_15_29_h,4.0,44.0
South-West Coast,F_15_19y_DUDW_15_29_h,4.0,45.0
Thomastown,F_15_19y_DUDW_15_29_h,4.0,46.0
Bayswater,F_15_19y_DUDW_15_29_h,5.0,47.0
Bendigo West,F_15_19y_DUDW_15_29_h,5.0,48.0
Berwick,F_15_19y_DUDW_15_29_h,5.0,49.0
Kew,F_15_19y_DUDW_15_29_h,5.0,50.0
Macedon,F_15_19y_DUDW_15_29_h,5.0,51.0
Mill Park,F_15_19y_DUDW_15_29_h,5.0,52.0
Benambra,F_15_19y_DUDW_15_29_h,6.0,53.0
Sydenham,F_15_19y_DUDW_15_29_h,6.0,54.0
Wendouree,F_15_19y_DUDW_15_29_h,6.0,55.0
Box Hill,F_15_19y_DUDW_15_29_h,7.0,56.0
Brunswick,F_15_19y_DUDW_15_29_h,7.0,57.0
Bundoora,F_15_19y_DUDW_15_29_h,7.0,58.0
Eildon,F_15_19y_DUDW_15_29_h,7.0,59.0
Frankston,F_15_19y_DUDW_15_29_h,7.0,60.0
Narracan,F_15_19y_DUDW_15_29_h,7.0,61.0
Sunbury,F_15_19y_DUDW_15_29_h,7.0,62.0
Gippsland South,F_15_19y_DUDW_15_29_h,8.0,63.0
Pascoe Vale,F_15_19y_DUDW_15_29_h,8.0,64.0
Albert Park,F_15_19y_DUDW_15_29_h,9.0,65.0
Narre Warren North,F_15_19y_DUDW_15_29_h,9.0,66.0
Ovens Valley,F_15_19y_DUDW_15_29_h,9.0,67.0
Shepparton,F_15_19y_DUDW_15_29_h,9.0,68.0
Bendigo East,F_15_19y_DUDW_15_29_h,10.0,69.0
Laverton,F_15_19y_DUDW_15_29_h,10.0,70.0
Murray Plains,F_15_19y_DUDW_15_29_h,10.0,71.0
South Barwon,F_15_19y_DUDW_15_29_h,10.0,72.0
Morwell,F_15_19y_DUDW_15_29_h,11.0,73.0
Point Cook,F_15_19y_DUDW_15_29_h,11.0,74.0
Ashwood,F_15_19y_DUDW_15_29_h,12.0,75.0
Cranbourne,F_15_19y_DUDW_15_29_h,12.0,76.0
St Albans,F_15_19y_DUDW_15_29_h,12.0,77.0
Tarneit,F_15_19y_DUDW_15_29_h,12.0,78.0
Yan Yean,F_15_19y_DUDW_15_29_h,12.0,79.0
Dandenong,F_15_19y_DUDW_15_29_h,13.0,80.0
Greenvale,F_15_19y_DUDW_15_29_h,13.0,81.0
Oakleigh,F_15_19y_DUDW_15_29_h,14.0,82.0
Bulleen,F_15_19y_DUDW_15_29_h,16.0,83.0
Narre Warren South,F_15_19y_DUDW_15_29_h,16.0,84.0
Melton,F_15_19y_DUDW_15_29_h,20.0,85.0
Kalkallo,F_15_19y_DUDW_15_29_h,22.0,86.0
Melbourne,F_15_19y_DUDW_15_29_h,24.0,87.0
Kororoit,F_15_19y_DUDW_15_29_h,32.0,88.0
Bellarine,F_15_19y_DUDW_15_29_h_pc,0.0,1.0
Bentleigh,F_15_19y_DUDW_15_29_h_pc,0.0,2.0
Brighton,F_15_19y_DUDW_15_29_h_pc,0.0,3.0
Broadmeadows,F_15_19y_DUDW_15_29_h_pc,0.0,4.0
Clarinda,F_15_19y_DUDW_15_29_h_pc,0.0,5.0
Croydon,F_15_19y_DUDW_15_29_h_pc,0.0,6.0
Essendon,F_15_19y_DUDW_15_29_h_pc,0.0,7.0
Eureka,F_15_19y_DUDW_15_29_h_pc,0.0,8.0
Evelyn,F_15_19y_DUDW_15_29_h_pc,0.0,9.0
Gippsland East,F_15_19y_DUDW_15_29_h_pc,0.0,10.0
Glen Waverley,F_15_19y_DUDW_15_29_h_pc,0.0,11.0
Ivanhoe,F_15_19y_DUDW_15_29_h_pc,0.0,12.0
Lara,F_15_19y_DUDW_15_29_h_pc,0.0,13.0
Malvern,F_15_19y_DUDW_15_29_h_pc,0.0,14.0
Monbulk,F_15_19y_DUDW_15_29_h_pc,0.0,15.0
Mordialloc,F_15_19y_DUDW_15_29_h_pc,0.0,16.0
Mornington,F_15_19y_DUDW_15_29_h_pc,0.0,17.0
Mulgrave,F_15_19y_DUDW_15_29_h_pc,0.0,18.0
Nepean,F_15_19y_DUDW_15_29_h_pc,0.0,19.0
Niddrie,F_15_19y_DUDW_15_29_h_pc,0.0,20.0
Prahran,F_15_19y_DUDW_15_29_h_pc,0.0,21.0
Preston,F_15_19y_DUDW_15_29_h_pc,0.0,22.0
Richmond,F_15_19y_DUDW_15_29_h_pc,0.0,23.0
Ringwood,F_15_19y_DUDW_15_29_h_pc,0.0,24.0
Ripon,F_15_19y_DUDW_15_29_h_pc,0.0,25.0
Rowville,F_15_19y_DUDW_15_29_h_pc,0.0,26.0
Warrandyte,F_15_19y_DUDW_15_29_h_pc,0.0,27.0
Werribee,F_15_19y_DUDW_15_29_h_pc,0.0,28.0
Williamstown,F_15_19y_DUDW_15_29_h_pc,0.0,29.0
Albert Park,F_15_19y_DUDW_15_29_h_pc,0.0001,30.0
Bass,F_15_19y_DUDW_15_29_h_pc,0.0001,31.0
Bayswater,F_15_19y_DUDW_15_29_h_pc,0.0001,32.0
Benambra,F_15_19y_DUDW_15_29_h_pc,0.0001,33.0
Bendigo West,F_15_19y_DUDW_15_29_h_pc,0.0001,34.0
Berwick,F_15_19y_DUDW_15_29_h_pc,0.0001,35.0
Box Hill,F_15_19y_DUDW_15_29_h_pc,0.0001,36.0
Brunswick,F_15_19y_DUDW_15_29_h_pc,0.0001,37.0
Bundoora,F_15_19y_DUDW_15_29_h_pc,0.0001,38.0
Carrum,F_15_19y_DUDW_15_29_h_pc,0.0001,39.0
Caulfield,F_15_19y_DUDW_15_29_h_pc,0.0001,40.0
Eildon,F_15_19y_DUDW_15_29_h_pc,0.0001,41.0
Eltham,F_15_19y_DUDW_15_29_h_pc,0.0001,42.0
Euroa,F_15_19y_DUDW_15_29_h_pc,0.0001,43.0
Footscray,F_15_19y_DUDW_15_29_h_pc,0.0001,44.0
Frankston,F_15_19y_DUDW_15_29_h_pc,0.0001,45.0
Geelong,F_15_19y_DUDW_15_29_h_pc,0.0001,46.0
Gippsland South,F_15_19y_DUDW_15_29_h_pc,0.0001,47.0
Hastings,F_15_19y_DUDW_15_29_h_pc,0.0001,48.0
Hawthorn,F_15_19y_DUDW_15_29_h_pc,0.0001,49.0
Kew,F_15_19y_DUDW_15_29_h_pc,0.0001,50.0
Laverton,F_15_19y_DUDW_15_29_h_pc,0.0001,51.0
Lowan,F_15_19y_DUDW_15_29_h_pc,0.0001,52.0
Macedon,F_15_19y_DUDW_15_29_h_pc,0.0001,53.0
Mildura,F_15_19y_DUDW_15_29_h_pc,0.0001,54.0
Mill Park,F_15_19y_DUDW_15_29_h_pc,0.0001,55.0
Narracan,F_15_19y_DUDW_15_29_h_pc,0.0001,56.0
Narre Warren North,F_15_19y_DUDW_15_29_h_pc,0.0001,57.0
Northcote,F_15_19y_DUDW_15_29_h_pc,0.0001,58.0
Pakenham,F_15_19y_DUDW_15_29_h_pc,0.0001,59.0
Pascoe Vale,F_15_19y_DUDW_15_29_h_pc,0.0001,60.0
Polwarth,F_15_19y_DUDW_15_29_h_pc,0.0001,61.0
Sandringham,F_15_19y_DUDW_15_29_h_pc,0.0001,62.0
Shepparton,F_15_19y_DUDW_15_29_h_pc,0.0001,63.0
South-West Coast,F_15_19y_DUDW_15_29_h_pc,0.0001,64.0
Sunbury,F_15_19y_DUDW_15_29_h_pc,0.0001,65.0
Sydenham,F_15_19y_DUDW_15_29_h_pc,0.0001,66.0
Thomastown,F_15_19y_DUDW_15_29_h_pc,0.0001,67.0
Wendouree,F_15_19y_DUDW_15_29_h_pc,0.0001,68.0
Ashwood,F_15_19y_DUDW_15_29_h_pc,0.0002,69.0
Bendigo East,F_15_19y_DUDW_15_29_h_pc,0.0002,70.0
Cranbourne,F_15_19y_DUDW_15_29_h_pc,0.0002,71.0
Dandenong,F_15_19y_DUDW_15_29_h_pc,0.0002,72.0
Greenvale,F_15_19y_DUDW_15_29_h_pc,0.0002,73.0
Melbourne,F_15_19y_DUDW_15_29_h_pc,0.0002,74.0
Morwell,F_15_19y_DUDW_15_29_h_pc,0.0002,75.0
Murray Plains,F_15_19y_DUDW_15_29_h_pc,0.0002,76.0
Narre Warren South,F_15_19y_DUDW_15_29_h_pc,0.0002,77.0
Oakleigh,F_15_19y_DUDW_15_29_h_pc,0.0002,78.0
Ovens Valley,F_15_19y_DUDW_15_29_h_pc,0.0002,79.0
Point Cook,F_15_19y_DUDW_15_29_h_pc,0.0002,80.0
South Barwon,F_15_19y_DUDW_15_29_h_pc,0.0002,81.0
St Albans,F_15_19y_DUDW_15_29_h_pc,0.0002,82.0
Tarneit,F_15_19y_DUDW_15_29_h_pc,0.0002,83.0
Yan Yean,F_15_19y_DUDW_15_29_h_pc,0.0002,84.0
Bulleen,F_15_19y_DUDW_15_29_h_pc,0.0003,85.0
Kalkallo,F_15_19y_DUDW_15_29_h_pc,0.0003,86.0
Melton,F_15_19y_DUDW_15_29_h_pc,0.0003,87.0
Kororoit,F_15_19y_DUDW_15_29_h_pc,0.0005,88.0
Albert Park,F_15_19y_DUDW_30_h_mo,0.0,1.0
Ashwood,F_15_19y_DUDW_30_h_mo,0.0,2.0
Bass,F_15_19y_DUDW_30_h_mo,0.0,3.0
Bayswater,F_15_19y_DUDW_30_h_mo,0.0,4.0
Bellarine,F_15_19y_DUDW_30_h_mo,0.0,5.0
Benambra,F_15_19y_DUDW_30_h_mo,0.0,6.0
Bendigo East,F_15_19y_DUDW_30_h_mo,0.0,7.0
Bendigo West,F_15_19y_DUDW_30_h_mo,0.0,8.0
Bentleigh,F_15_19y_DUDW_30_h_mo,0.0,9.0
Berwick,F_15_19y_DUDW_30_h_mo,0.0,10.0
Box Hill,F_15_19y_DUDW_30_h_mo,0.0,11.0
Brighton,F_15_19y_DUDW_30_h_mo,0.0,12.0
Broadmeadows,F_15_19y_DUDW_30_h_mo,0.0,13.0
Brunswick,F_15_19y_DUDW_30_h_mo,0.0,14.0
Bulleen,F_15_19y_DUDW_30_h_mo,0.0,15.0
Carrum,F_15_19y_DUDW_30_h_mo,0.0,16.0
Clarinda,F_15_19y_DUDW_30_h_mo,0.0,17.0
Croydon,F_15_19y_DUDW_30_h_mo,0.0,18.0
Dandenong,F_15_19y_DUDW_30_h_mo,0.0,19.0
Eildon,F_15_19y_DUDW_30_h_mo,0.0,20.0
Eltham,F_15_19y_DUDW_30_h_mo,0.0,21.0
Essendon,F_15_19y_DUDW_30_h_mo,0.0,22.0
Eureka,F_15_19y_DUDW_30_h_mo,0.0,23.0
Euroa,F_15_19y_DUDW_30_h_mo,0.0,24.0
Evelyn,F_15_19y_DUDW_30_h_mo,0.0,25.0
Footscray,F_15_19y_DUDW_30_h_mo,0.0,26.0
Geelong,F_15_19y_DUDW_30_h_mo,0.0,27.0
Gippsland East,F_15_19y_DUDW_30_h_mo,0.0,28.0
Glen Waverley,F_15_19y_DUDW_30_h_mo,0.0,29.0
Hawthorn,F_15_19y_DUDW_30_h_mo,0.0,30.0
Ivanhoe,F_15_19y_DUDW_30_h_mo,0.0,31.0
Kew,F_15_19y_DUDW_30_h_mo,0.0,32.0
Lara,F_15_19y_DUDW_30_h_mo,0.0,33.0
Lowan,F_15_19y_DUDW_30_h_mo,0.0,34.0
Macedon,F_15_19y_DUDW_30_h_mo,0.0,35.0
Malvern,F_15_19y_DUDW_30_h_mo,0.0,36.0
Melton,F_15_19y_DUDW_30_h_mo,0.0,37.0
Mildura,F_15_19y_DUDW_30_h_mo,0.0,38.0
Mill Park,F_15_19y_DUDW_30_h_mo,0.0,39.0
Monbulk,F_15_19y_DUDW_30_h_mo,0.0,40.0
Mordialloc,F_15_19y_DUDW_30_h_mo,0.0,41.0
Mornington,F_15_19y_DUDW_30_h_mo,0.0,42.0
Murray Plains,F_15_19y_DUDW_30_h_mo,0.0,43.0
Narre Warren North,F_15_19y_DUDW_30_h_mo,0.0,44.0
Narre Warren South,F_15_19y_DUDW_30_h_mo,0.0,45.0
Nepean,F_15_19y_DUDW_30_h_mo,0.0,46.0
Northcote,F_15_19y_DUDW_30_h_mo,0.0,47.0
Ovens Valley,F_15_19y_DUDW_30_h_mo,0.0,48.0
Point Cook,F_15_19y_DUDW_30_h_mo,0.0,49.0
Polwarth,F_15_19y_DUDW_30_h_mo,0.0,50.0
Prahran,F_15_19y_DUDW_30_h_mo,0.0,51.0
Preston,F_15_19y_DUDW_30_h_mo,0.0,52.0
Richmond,F_15_19y_DUDW_30_h_mo,0.0,53.0
Ringwood,F_15_19y_DUDW_30_h_mo,0.0,54.0
Ripon,F_15_19y_DUDW_30_h_mo,0.0,55.0
Rowville,F_15_19y_DUDW_30_h_mo,0.0,56.0
Sandringham,F_15_19y_DUDW_30_h_mo,0.0,57.0
Shepparton,F_15_19y_DUDW_30_h_mo,0.0,58.0
South-West Coast,F_15_19y_DUDW_30_h_mo,0.0,59.0
Sydenham,F_15_19y_DUDW_30_h_mo,0.0,60.0
Tarneit,F_15_19y_DUDW_30_h_mo,0.0,61.0
Thomastown,F_15_19y_DUDW_30_h_mo,0.0,62.0
Warrandyte,F_15_19y_DUDW_30_h_mo,0.0,63.0
Williamstown,F_15_19y_DUDW_30_h_mo,0.0,64.0
Yan Yean,F_15_19y_DUDW_30_h_mo,0.0,65.0
Bundoora,F_15_19y_DUDW_30_h_mo,3.0,66.0
Caulfield,F_15_19y_DUDW_30_h_mo,3.0,67.0
Frankston,F_15_19y_DUDW_30_h_mo,3.0,68.0
Hastings,F_15_19y_DUDW_30_h_mo,3.0,69.0
Melbourne,F_15_19y_DUDW_30_h_mo,3.0,70.0
Mulgrave,F_15_19y_DUDW_30_h_mo,3.0,71.0
Niddrie,F_15_19y_DUDW_30_h_mo,3.0,72.0
Oakleigh,F_15_19y_DUDW_30_h_mo,3.0,73.0
Pascoe Vale,F_15_19y_DUDW_30_h_mo,3.0,74.0
St Albans,F_15_19y_DUDW_30_h_mo,3.0,75.0
Sunbury,F_15_19y_DUDW_30_h_mo,3.0,76.0
Wendouree,F_15_19y_DUDW_30_h_mo,3.0,77.0
Werribee,F_15_19y_DUDW_30_h_mo,3.0,78.0
Kalkallo,F_15_19y_DUDW_30_h_mo,4.0,79.0
Kororoit,F_15_19y_DUDW_30_h_mo,4.0,80.0
Laverton,F_15_19y_DUDW_30_h_mo,4.0,81.0
Morwell,F_15_19y_DUDW_30_h_mo,4.0,82.0
Narracan,F_15_19y_DUDW_30_h_mo,4.0,83.0
Cranbourne,F_15_19y_DUDW_30_h_mo,5.0,84.0
Pakenham,F_15_19y_DUDW_30_h_mo,5.0,85.0
South Barwon,F_15_19y_DUDW_30_h_mo,6.0,86.0
Gippsland South,F_15_19y_DUDW_30_h_mo,7.0,87.0
Greenvale,F_15_19y_DUDW_30_h_mo,10.0,88.0
Albert Park,F_15_19y_DUDW_30_h_mo_pc,0.0,1.0
