district,Aust_BP_B_OS_pc,Aust_FO_B_OS_pc,Aust_MO_B_OS_pc,Aust_Both_parents_born_Aust_pc,Aust_Birthplace_not_stated_pc,Aust_Tot_resp_pc,Aust_Abor_BP_B_OS_pc,Aust_Abor_FO_B_OS_pc,Aust_Abor_MO_B_OS_pc,Aust_Abor_BP_B_Aus_pc,Aust_Abor_BP_NS_pc,Aust_Abor_Tot_resp_pc,Chinese_BP_B_OS_pc,Chinese_FO_B_OS_pc,Chinese_MO_B_OS_pc,Chinese_BP_B_Aus_pc,Chinese_BP_NS_pc,Chinese_Tot_resp_pc,Croatian_BP_B_OS_pc,Croatian_FO_B_OS_pc,Croatian_MO_B_OS_pc,Croatian_BP_B_Aus_pc,Croatian_BP_NS_pc,Croatian_Tot_resp_pc,Dutch_BP_B_OS_pc,Dutch_FO_B_OS_pc,Dutch_MO_B_OS_pc,Dutch_BP_B_Aus_pc,Dutch_BP_NS_pc,Dutch_Tot_resp_pc,English_BP_B_OS_pc,English_FO_B_OS_pc,English_MO_B_OS_pc,English_BP_B_Aus_pc,English_BP_NS_pc,English_Tot_resp_pc,Filipino_BP_B_OS_pc,Filipino_FO_B_OS_pc,Filipino_MO_B_OS_pc,Filipino_BP_B_Aus_pc,Filipino_BP_NS_pc,Filipino_Tot_resp_pc,French_BP_B_OS_pc,French_FO_B_OS_pc,French_MO_B_OS_pc,French_BP_B_Aus_pc,French_BP_NS_pc,French_Tot_resp_pc,German_BP_B_OS_pc,German_FO_B_OS_pc,German_MO_B_OS_pc,German_BP_B_Aus_pc,German_BP_NS_pc,German_Tot_resp_pc,Greek_BP_B_OS_pc,Greek_FO_B_OS_pc,Greek_MO_B_OS_pc,Greek_BP_B_Aus_pc,Greek_BP_NS_pc,Greek_Tot_resp_pc,Hungarian_BP_B_OS_pc,Hungarian_FO_B_OS_pc,Hungarian_MO_B_OS_pc,Hungarian_BP_B_Aus_pc,Hungarian_BP_NS_pc,Hungarian_Tot_resp_pc,Indian_BP_B_OS_pc,Indian_FO_B_OS_pc,Indian_MO_B_OS_pc,Indian_BP_B_Aus_pc,Indian_BP_NS_pc,Indian_Tot_resp_pc,Irish_BP_B_OS_pc,Irish_FO_B_OS_pc,Irish_MO_B_OS_pc,Irish_BP_B_Aus_pc,Irish_BP_NS_pc,Irish_Tot_resp_pc,Italian_BP_B_OS_pc,Italian_FO_B_OS_pc,Italian_MO_B_OS_pc,Italian_BP_B_Aus_pc,Italian_BP_NS_pc,Italian_Tot_resp_pc,Korean_BP_B_OS_pc,Korean_FO_B_OS_pc,Korean_MO_B_OS_pc,Korean_BP_B_Aus_pc,Korean_BP_NS_pc,Korean_Tot_resp_pc,Lebanese_BP_B_OS_pc,Lebanese_FO_B_OS_pc,Lebanese_MO_B_OS_pc,Lebanese_BP_B_Aus_pc,Lebanese_BP_NS_pc,Lebanese_Tot_resp_pc,Macedonian_BP_B_OS_pc,Macdonian_FO_B_OS_pc,Macdonian_MO_B_OS_pc,Macdonian_BP_B_Aus_pc,Macdonian_BP_NS_pc,Macedonian_Tot_resp_pc,Maltese_BP_B_OS_pc,Maltese_FO_B_OS_pc,Maltese_MO_B_OS_pc,Maltese_BP_B_Aus_pc,Maltese_BP_NS_pc,Maltese_Tot_resp_pc,Maori_BP_B_OS_pc,Maori_FO_B_OS_pc,Maori_MO_B_OS_pc,Maori_BP_B_Aus_pc,Maori_BP_NS_pc,Maori_Tot_resp_pc,NZ_BP_B_OS_pc,NZ_FO_B_OS_pc,NZ_MO_B_OS_pc,NZ_BP_B_Aus_pc,NZ_BP_NS_pc,NZ_Tot_resp_pc,Polish_BP_B_OS_pc,Polish_FO_B_OS_pc,Polish_MO_B_OS_pc,Polish_BP_B_Aus_pc,Polish_BP_NS_pc,Polish_Tot_resp_pc,Russian_BP_B_OS_pc,Russian_FO_B_OS_pc,Russian_MO_B_OS_pc,Russian_BP_B_Aus_pc,Russian_BP_NS_pc,Russian_Tot_resp_pc,Samoan_BP_B_OS_pc,Samoan_FO_B_OS_pc,Samoan_MO_B_OS_pc,Samoan_BP_B_Aus_pc,Samoan_BP_NS_pc,Samoan_Tot_resp_pc,Scottish_BP_B_OS_pc,Scottish_FO_B_OS_pc,Scottish_MO_B_OS_pc,Scottish_BP_B_Aus_pc,Scottish_BP_NS_pc,Scottish_Tot_resp_pc,Serbian_BP_B_OS_pc,Serbian_FO_B_OS_pc,Serbian_MO_B_OS_pc,Serbian_BP_B_Aus_pc,Serbian_BP_NS_pc,Serbian_Tot_resp_pc,Sth_African_BP_B_OS_pc,Sth_African_FO_B_OS_pc,Sth_African_MO_B_OS_pc,Sth_Afrcan_BP_B_Aus_pc,Sth_African_BP_NS_pc,Sth_African_Tot_resp_pc,Spanish_BP_B_OS_pc,Spanish_FO_B_OS_pc,Spanish_MO_B_OS_pc,Spanish_BP_B_Aus_pc,Spanish_BP_NS_pc,Spanish_Tot_resp_pc,Sri_Lankan_BP_B_OS_pc,Sri_Lankan_FO_B_OS_pc,Sri_Lankan_MO_B_OS_pc,Sri_Lankan_BP_B_Aus_pc,Sri_Lankan_BP_NS_pc,Sri_Lankan_Tot_resp_pc,Vietnamese_BP_B_OS_pc,Vietnamese_FO_B_OS_pc,Vietnamese_MO_B_OS_pc,Vietnamese_BP_B_Aus_pc,Vietnamese_BP_NS_pc,Vietnamese_Tot_resp_pc,Welsh_BP_B_OS_pc,Welsh_FO_B_OS_pc,Welsh_MO_B_OS_pc,Welsh_BP_B_Aus_pc,Welsh_BP_NS_pc,Welsh_Tot_resp_pc,Other_BP_B_OS_pc,Other_FO_B_OS_pc,Other_MO_B_OS_pc,Other_BP_B_Aus_pc,Other_BP_NS_pc,Other_Tot_resp_pc,Ancestry_NS_BP_B_OS_pc,Ancestry_NS_FO_B_OS_pc,Ancestry_NS_MO_B_OS_pc,Ancestry_NS_BP_B_Aus_pc,Ancestry_NS_BP_NS_pc,Ancestry_NS_Tot_resp_pc,Tot_P_BP_B_OS_pc,Tot_P_FO_B_OS_pc,Tot_P_MO_B_OS_pc,Tot_P_BP_B_Aus_pc,Tot_P_BP_NS_pc,Tot_P_Tot_resp_pc
Brighton,0.0085,0.0415,0.0344,0.1879,0.0019,0.2741,0.0002,0.0,0.0001,0.0017,0.0,0.0019,0.0453,0.0011,0.0017,0.0019,0.0002,0.0503,0.0037,0.0005,0.0002,0.0016,0.0,0.006,0.0069,0.002,0.0008,0.0039,0.0,0.0135,0.0859,0.0363,0.0286,0.2056,0.0014,0.3579,0.0025,0.0003,0.0005,0.0,0.0,0.0034,0.0056,0.0008,0.0003,0.0024,0.0,0.0091,0.0155,0.0039,0.0024,0.0193,0.0002,0.0413,0.0211,0.0033,0.0024,0.0129,0.0,0.0397,0.004,0.0002,0.0002,0.0005,0.0001,0.005,0.0124,0.0002,0.0007,0.0004,0.0,0.0137,0.0273,0.0094,0.0064,0.0899,0.0003,0.1333,0.0252,0.0067,0.0038,0.0247,0.0002,0.0606,0.0017,0.0001,0.0,0.0001,0.0,0.0019,0.0022,0.0001,0.0003,0.0009,0.0,0.0034,0.0013,0.0003,0.0001,0.0004,0.0,0.0021,0.0015,0.0003,0.0003,0.0007,0.0,0.0027,0.0016,0.0001,0.0001,0.0002,0.0,0.0019,0.0051,0.0005,0.001,0.0001,0.0,0.0067,0.0138,0.0019,0.0012,0.0043,0.0,0.0213,0.0118,0.0007,0.0008,0.0008,0.0001,0.0142,0.0001,0.0,0.0001,0.0,0.0,0.0002,0.0223,0.0092,0.0074,0.07,0.0,0.1089,0.0026,0.0002,0.0001,0.0005,0.0,0.0034,0.0073,0.0009,0.0006,0.0003,0.0,0.009,0.0041,0.0002,0.0003,0.0008,0.0,0.0053,0.0028,0.0004,0.0003,0.0004,0.0,0.0039,0.0035,0.0001,0.0002,0.0,0.0,0.0039,0.0031,0.0005,0.0,0.0016,0.0,0.0052,0.0867,0.0133,0.013,0.0161,0.0003,0.1293,0.0029,0.0003,0.0003,0.0022,0.0394,0.0451,0.3632,0.083,0.0666,0.4415,0.0457,1.0
Broadmeadows,0.0314,0.0221,0.014,0.0863,0.002,0.1558,0.0,0.0005,0.0001,0.0047,0.0,0.0053,0.0202,0.0002,0.0003,0.0003,0.0,0.021,0.0053,0.0005,0.0001,0.0007,0.0002,0.0068,0.0014,0.0004,0.0003,0.0008,0.0,0.003,0.0368,0.0151,0.0089,0.0777,0.0021,0.1407,0.013,0.0002,0.0007,0.0001,0.0,0.0141,0.0009,0.0002,0.0,0.0002,0.0001,0.0014,0.0047,0.0007,0.0006,0.0066,0.0,0.0126,0.02,0.0024,0.0011,0.0056,0.0003,0.0293,0.0006,0.0,0.0,0.0001,0.0,0.0007,0.0438,0.0003,0.0002,0.0001,0.0,0.0443,0.0062,0.0026,0.0015,0.0318,0.0003,0.0424,0.062,0.009,0.0042,0.025,0.0004,0.1006,0.001,0.0,0.0,0.0,0.0,0.0011,0.0525,0.0135,0.0054,0.0067,0.0006,0.0787,0.0018,0.0002,0.0,0.0005,0.0,0.0025,0.011,0.001,0.0006,0.0036,0.0,0.0162,0.0015,0.0001,0.0003,0.0003,0.0,0.0021,0.0019,0.0002,0.0004,0.0001,0.0,0.0025,0.0042,0.0003,0.0002,0.0008,0.0,0.0055,0.0009,0.0,0.0,0.0,0.0,0.0009,0.0058,0.0004,0.0,0.0,0.0,0.0063,0.0065,0.0027,0.001,0.0211,0.0001,0.0313,0.0026,0.0,0.0001,0.0001,0.0,0.0029,0.0004,0.0001,0.0,0.0,0.0,0.0005,0.003,0.0001,0.0,0.0001,0.0,0.0033,0.0053,0.0002,0.0,0.0001,0.0001,0.0056,0.0143,0.0001,0.0003,0.0001,0.0001,0.015,0.0004,0.0001,0.0,0.0004,0.0,0.0009,0.3145,0.0137,0.0092,0.0116,0.0014,0.3504,0.0145,0.0016,0.0005,0.0019,0.0666,0.085,0.6243,0.0625,0.0366,0.2008,0.0758,1.0
Brunswick,0.0081,0.0416,0.0336,0.1674,0.0004,0.251,0.0,0.0001,0.0001,0.0052,0.0,0.0054,0.0354,0.0011,0.0028,0.0032,0.0,0.0425,0.0048,0.0003,0.0002,0.0021,0.0,0.0073,0.0063,0.0023,0.0013,0.0069,0.0,0.0167,0.0694,0.0382,0.0297,0.1849,0.0011,0.3234,0.0057,0.0,0.0012,0.0003,0.0,0.0073,0.0058,0.0006,0.001,0.0024,0.0,0.0098,0.0125,0.0038,0.0028,0.0236,0.0,0.0427,0.0344,0.0049,0.0016,0.0117,0.0001,0.0527,0.001,0.0004,0.0001,0.0008,0.0,0.0023,0.0129,0.0011,0.0005,0.0005,0.0,0.0148,0.0248,0.0127,0.0099,0.1107,0.0003,0.1584,0.0573,0.012,0.0054,0.036,0.0003,0.1109,0.0015,0.0,0.0,0.0,0.0,0.0016,0.0086,0.0006,0.0009,0.0016,0.0,0.0117,0.0014,0.0001,0.0001,0.001,0.0,0.0026,0.0029,0.0009,0.0002,0.0026,0.0,0.0067,0.0021,0.0002,0.0,0.0001,0.0,0.0024,0.0066,0.001,0.0007,0.0002,0.0,0.0085,0.0041,0.0012,0.001,0.0043,0.0,0.0105,0.0023,0.0,0.0001,0.0006,0.0,0.003,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0216,0.0112,0.0087,0.0753,0.0,0.1168,0.002,0.0002,0.0001,0.0002,0.0,0.0025,0.0016,0.0005,0.0001,0.0001,0.0,0.0023,0.0058,0.0002,0.0004,0.0007,0.0,0.0071,0.0023,0.0002,0.0001,0.0002,0.0,0.0028,0.0091,0.0002,0.0003,0.0002,0.0,0.0099,0.0023,0.0005,0.0002,0.0039,0.0,0.0069,0.0951,0.0156,0.0144,0.0205,0.0003,0.1459,0.0042,0.0002,0.0002,0.0024,0.0327,0.0396,0.3753,0.0911,0.0722,0.4244,0.037,1.0
Bulleen,0.0141,0.0173,0.0149,0.0956,0.0008,0.1427,0.0,0.0001,0.0,0.0016,0.0,0.0016,0.2705,0.0021,0.005,0.0025,0.0015,0.2815,0.0048,0.0004,0.0003,0.0012,0.0,0.0067,0.0034,0.0005,0.0002,0.0015,0.0,0.0056,0.0394,0.0143,0.011,0.0935,0.0011,0.1592,0.0059,0.0003,0.0006,0.0,0.0,0.0068,0.0013,0.0001,0.0001,0.0004,0.0,0.0019,0.006,0.0009,0.0006,0.0079,0.0,0.0155,0.0629,0.0065,0.0046,0.0225,0.0005,0.097,0.0016,0.0001,0.0001,0.0002,0.0001,0.002,0.0278,0.0004,0.0007,0.0003,0.0,0.0292,0.0073,0.0026,0.0016,0.0358,0.0001,0.0474,0.0628,0.0101,0.0034,0.0323,0.0007,0.1093,0.0098,0.0001,0.0001,0.0,0.0,0.0099,0.0079,0.0009,0.0007,0.0013,0.0001,0.0108,0.0059,0.0004,0.0,0.0018,0.0001,0.0082,0.0025,0.0004,0.0002,0.0012,0.0,0.0043,0.0003,0.0001,0.0001,0.0001,0.0,0.0005,0.0012,0.0007,0.0004,0.0001,0.0,0.0024,0.0036,0.0001,0.0002,0.0005,0.0,0.0044,0.0017,0.0,0.0003,0.0002,0.0,0.0023,0.0001,0.0,0.0001,0.0,0.0,0.0002,0.0069,0.0032,0.002,0.0289,0.0,0.041,0.0016,0.0001,0.0002,0.0001,0.0001,0.0021,0.0029,0.0002,0.0002,0.0001,0.0,0.0034,0.0025,0.0001,0.0001,0.0003,0.0,0.003,0.0044,0.0001,0.0,0.0001,0.0,0.0047,0.0098,0.0002,0.0004,0.0002,0.0,0.0106,0.0007,0.0,0.0,0.0009,0.0,0.0016,0.1254,0.0069,0.0066,0.0097,0.0003,0.1488,0.0058,0.0002,0.0002,0.001,0.0261,0.0332,0.6436,0.0482,0.0374,0.2377,0.0331,1.0
Bundoora,0.0112,0.0303,0.0207,0.1837,0.0011,0.247,0.0002,0.0001,0.0,0.007,0.0,0.0073,0.0893,0.0005,0.0014,0.0012,0.0002,0.0926,0.0083,0.0008,0.0003,0.0022,0.0002,0.0117,0.0034,0.0009,0.0008,0.0031,0.0,0.0081,0.0409,0.0234,0.0158,0.1681,0.0016,0.2499,0.0087,0.0002,0.0012,0.0002,0.0,0.0104,0.001,0.0001,0.0002,0.0013,0.0,0.0027,0.0071,0.002,0.0013,0.0154,0.0,0.0257,0.0294,0.0045,0.0018,0.0145,0.0001,0.0504,0.001,0.0,0.0,0.0005,0.0,0.0015,0.0327,0.0004,0.0002,0.0002,0.0,0.0337,0.0121,0.0061,0.0033,0.0697,0.0001,0.0913,0.0523,0.0128,0.0043,0.0413,0.0003,0.111,0.0027,0.0,0.0001,0.0,0.0,0.0028,0.0063,0.0015,0.0007,0.0019,0.0,0.0104,0.0216,0.0025,0.0016,0.0053,0.0001,0.0311,0.005,0.0011,0.0003,0.0036,0.0,0.01,0.0006,0.0004,0.0001,0.0001,0.0,0.0012,0.0025,0.001,0.0008,0.0003,0.0,0.0046,0.0043,0.0004,0.0005,0.0018,0.0,0.007,0.0015,0.0,0.0002,0.0003,0.0,0.0021,0.0008,0.0001,0.0,0.0,0.0,0.001,0.0104,0.005,0.004,0.0513,0.0001,0.0708,0.0032,0.0002,0.0002,0.0005,0.0,0.0041,0.002,0.0002,0.0002,0.0002,0.0,0.0025,0.0024,0.0003,0.0001,0.0007,0.0,0.0035,0.008,0.0002,0.0001,0.0002,0.0,0.0085,0.0143,0.0002,0.0004,0.0002,0.0,0.015,0.0007,0.0002,0.0,0.0015,0.0,0.0025,0.1062,0.0083,0.0073,0.0123,0.0004,0.1345,0.005,0.0001,0.0,0.0028,0.0301,0.038,0.4463,0.0672,0.0438,0.4055,0.0372,1.0
Carrum,0.0124,0.0397,0.0327,0.2286,0.0015,0.3148,0.0,0.0007,0.0001,0.0078,0.0001,0.0088,0.0243,0.0006,0.0009,0.0015,0.0001,0.0275,0.0043,0.0003,0.0001,0.0009,0.0,0.0057,0.0095,0.0021,0.0013,0.0055,0.0001,0.0185,0.0834,0.0346,0.0275,0.2005,0.0019,0.3479,0.0176,0.0001,0.0015,0.0002,0.0,0.0194,0.0037,0.0003,0.0003,0.002,0.0,0.0063,0.0112,0.0024,0.0016,0.0165,0.0001,0.0319,0.0112,0.0017,0.0013,0.0065,0.0,0.0208,0.0026,0.0004,0.0001,0.0009,0.0,0.004,0.0434,0.0004,0.0005,0.0005,0.0,0.0449,0.0186,0.0071,0.0042,0.0632,0.0,0.0931,0.0152,0.004,0.0026,0.0183,0.0,0.0402,0.0011,0.0,0.0001,0.0001,0.0,0.0013,0.0022,0.0007,0.0003,0.0006,0.0,0.0039,0.0009,0.0,0.0001,0.0002,0.0,0.0011,0.003,0.0007,0.0005,0.0021,0.0,0.0062,0.0071,0.0008,0.0008,0.0004,0.0,0.0092,0.0052,0.0012,0.0007,0.0003,0.0,0.0074,0.005,0.0003,0.0003,0.0016,0.0,0.0073,0.0057,0.0002,0.0002,0.0004,0.0,0.0066,0.0035,0.0001,0.0003,0.0001,0.0,0.0041,0.021,0.008,0.0054,0.0523,0.0004,0.0871,0.0027,0.0003,0.0003,0.0002,0.0,0.0034,0.0052,0.0009,0.0006,0.0002,0.0,0.0068,0.0028,0.0003,0.0,0.0005,0.0,0.0036,0.0078,0.0004,0.0004,0.0006,0.0,0.0093,0.0045,0.0001,0.0004,0.0,0.0,0.0051,0.0026,0.0003,0.0003,0.0018,0.0,0.005,0.1127,0.0113,0.0092,0.0113,0.0008,0.1453,0.0054,0.0005,0.0002,0.0035,0.037,0.0467,0.381,0.0757,0.059,0.4408,0.0435,1.0
Caulfield,0.0131,0.0481,0.0348,0.1447,0.0012,0.242,0.0,0.0002,0.0001,0.0016,0.0,0.0018,0.0497,0.0002,0.0015,0.0015,0.0002,0.0531,0.0021,0.0003,0.0003,0.0009,0.0,0.0036,0.0045,0.0013,0.0004,0.0029,0.0,0.0091,0.0652,0.03,0.0193,0.1206,0.0014,0.2364,0.0066,0.0001,0.0004,0.0,0.0,0.0071,0.0083,0.0011,0.0009,0.0014,0.0,0.0118,0.016,0.0042,0.0021,0.0157,0.0001,0.0381,0.0184,0.003,0.0006,0.0074,0.0001,0.0295,0.0082,0.0017,0.0011,0.0029,0.0,0.0139,0.0332,0.0008,0.0002,0.0003,0.0,0.0345,0.0214,0.0071,0.0046,0.0571,0.0002,0.0904,0.0167,0.0042,0.0016,0.0134,0.0001,0.036,0.0019,0.0,0.0,0.0,0.0,0.0019,0.0007,0.0002,0.0,0.0002,0.0001,0.0011,0.0007,0.0,0.0001,0.0002,0.0,0.001,0.0008,0.0001,0.0002,0.0007,0.0,0.0018,0.0013,0.0,0.0,0.0001,0.0,0.0013,0.0037,0.0011,0.0006,0.0003,0.0,0.0057,0.0359,0.0073,0.0051,0.0141,0.0003,0.0627,0.0245,0.0019,0.0021,0.0026,0.0,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0059,0.0041,0.0419,0.0001,0.0667,0.0026,0.0001,0.0001,0.0002,0.0,0.003,0.0207,0.0023,0.0024,0.0002,0.0,0.0255,0.0047,0.0,0.0001,0.0003,0.0,0.0051,0.0032,0.0002,0.0003,0.0001,0.0,0.0038,0.0045,0.0001,0.0001,0.0001,0.0,0.0047,0.001,0.0003,0.0,0.0012,0.0,0.0025,0.1651,0.0259,0.022,0.0305,0.0007,0.244,0.0086,0.0013,0.0012,0.0032,0.0408,0.0551,0.4669,0.0956,0.0707,0.3197,0.0471,1.0
Clarinda,0.0209,0.0227,0.0184,0.1069,0.0008,0.1697,0.0001,0.0001,0.0001,0.0019,0.0,0.0022,0.1244,0.0009,0.0019,0.001,0.0007,0.129,0.0045,0.0003,0.0,0.0009,0.0,0.0056,0.0049,0.0009,0.0006,0.0019,0.0,0.0083,0.0542,0.0165,0.0136,0.0952,0.0011,0.1805,0.0161,0.0002,0.0007,0.0004,0.0,0.0174,0.0034,0.0001,0.0003,0.0008,0.0,0.0046,0.0078,0.0011,0.0009,0.0082,0.0001,0.018,0.0503,0.0051,0.0028,0.0131,0.0015,0.0729,0.0028,0.0003,0.0,0.0004,0.0,0.0036,0.0583,0.0007,0.0003,0.0002,0.0001,0.0597,0.0107,0.0038,0.002,0.0364,0.0001,0.053,0.0236,0.0047,0.002,0.0132,0.0002,0.0436,0.0036,0.0,0.0001,0.0,0.0,0.0038,0.0043,0.0005,0.0002,0.0007,0.0,0.0058,0.0009,0.0,0.0001,0.0001,0.0,0.0011,0.0018,0.0003,0.0002,0.0012,0.0,0.0035,0.0018,0.0003,0.0001,0.0,0.0,0.0022,0.0027,0.0009,0.0005,0.0,0.0,0.0041,0.0065,0.0006,0.0004,0.0008,0.0,0.0084,0.0061,0.0003,0.0003,0.0001,0.0,0.0068,0.0022,0.0003,0.0001,0.0,0.0,0.0027,0.0113,0.004,0.0025,0.0284,0.0001,0.0463,0.0027,0.0004,0.0001,0.0004,0.0,0.0036,0.0034,0.0002,0.0003,0.0,0.0,0.0039,0.0028,0.0,0.0001,0.0003,0.0,0.0032,0.011,0.0006,0.0003,0.0003,0.0,0.0122,0.075,0.0003,0.0007,0.0004,0.0003,0.0766,0.0006,0.0001,0.0002,0.0006,0.0,0.0015,0.2073,0.0086,0.008,0.0079,0.001,0.2328,0.0151,0.0003,0.0003,0.0013,0.0323,0.0492,0.646,0.0487,0.0383,0.227,0.0401,1.0
Cranbourne,0.0243,0.03,0.0221,0.1687,0.0013,0.2463,0.0001,0.0003,0.0001,0.0074,0.0,0.0079,0.0214,0.0001,0.0006,0.0007,0.0,0.0229,0.002,0.0004,0.0,0.0007,0.0,0.003,0.0071,0.0017,0.0008,0.005,0.0,0.0147,0.0638,0.0231,0.0199,0.1378,0.0018,0.2464,0.0316,0.0001,0.0013,0.0002,0.0,0.0332,0.0032,0.0,0.0,0.0007,0.0,0.0038,0.0071,0.0018,0.0008,0.0113,0.0,0.0209,0.0039,0.0009,0.0004,0.0034,0.0,0.0086,0.0025,0.0003,0.0001,0.0006,0.0,0.0035,0.1099,0.0008,0.0004,0.0002,0.0001,0.1115,0.0103,0.0035,0.0028,0.0334,0.0002,0.0503,0.0093,0.0033,0.0015,0.0136,0.0,0.0277,0.001,0.0,0.0,0.0,0.0,0.001,0.0015,0.0004,0.0001,0.0003,0.0,0.0024,0.0008,0.0002,0.0001,0.0,0.0,0.0012,0.0019,0.0003,0.0002,0.0025,0.0,0.0049,0.0083,0.0011,0.0003,0.0005,0.0,0.0102,0.0038,0.0014,0.0007,0.0005,0.0,0.0064,0.0026,0.0002,0.0002,0.0012,0.0,0.0042,0.0019,0.0001,0.0001,0.0001,0.0,0.0023,0.0152,0.0009,0.0005,0.0001,0.0,0.0168,0.0131,0.0041,0.0034,0.0304,0.0001,0.0511,0.0022,0.0004,0.0001,0.0004,0.0,0.0032,0.0032,0.0005,0.0002,0.0001,0.0,0.004,0.0032,0.0002,0.0001,0.0,0.0,0.0035,0.0159,0.0005,0.0001,0.0001,0.0,0.0166,0.004,0.0,0.0004,0.0,0.0,0.0045,0.0011,0.0003,0.0002,0.0008,0.0,0.0023,0.2441,0.009,0.0066,0.0085,0.001,0.2691,0.0109,0.0007,0.0004,0.0026,0.0431,0.0575,0.5446,0.0553,0.0415,0.308,0.0506,1.0
Croydon,0.0087,0.0435,0.0317,0.2642,0.0018,0.3498,0.0,0.0002,0.0,0.0064,0.0001,0.0066,0.0489,0.0006,0.0016,0.0012,0.0001,0.0525,0.0018,0.0003,0.0,0.0013,0.0,0.0033,0.0137,0.0043,0.0024,0.0108,0.0,0.0312,0.0703,0.039,0.0286,0.2389,0.0021,0.3789,0.007,0.0002,0.0008,0.0001,0.0,0.0082,0.0018,0.0003,0.0002,0.0018,0.0,0.004,0.0122,0.0042,0.0024,0.0243,0.0,0.0431,0.0048,0.0014,0.0005,0.0041,0.0,0.0109,0.0019,0.0003,0.0001,0.0009,0.0,0.0033,0.0226,0.0007,0.0004,0.0003,0.0,0.024,0.0146,0.0077,0.0052,0.0778,0.0002,0.1055,0.013,0.0061,0.0021,0.0213,0.0,0.0425,0.0022,0.0,0.0001,0.0,0.0,0.0023,0.0011,0.0001,0.0001,0.0002,0.0,0.0015,0.0008,0.0001,0.0,0.0007,0.0,0.0015,0.0014,0.0005,0.0001,0.0018,0.0,0.0038,0.0007,0.0002,0.0001,0.0001,0.0,0.0012,0.0025,0.0012,0.001,0.0006,0.0,0.0054,0.003,0.0003,0.0004,0.0017,0.0,0.0054,0.0009,0.0001,0.0001,0.0004,0.0,0.0015,0.0001,0.0001,0.0001,0.0001,0.0,0.0004,0.0175,0.0091,0.0066,0.0684,0.0003,0.1019,0.0009,0.0,0.0001,0.0004,0.0,0.0014,0.0041,0.0005,0.0007,0.0003,0.0,0.0056,0.0014,0.0001,0.0001,0.0003,0.0,0.0019,0.0038,0.0005,0.0005,0.0005,0.0,0.0054,0.0034,0.0,0.0001,0.0002,0.0,0.0037,0.0019,0.0005,0.0002,0.0024,0.0,0.005,0.089,0.0092,0.0066,0.0126,0.0004,0.1177,0.0044,0.0001,0.0001,0.0038,0.0301,0.0385,0.3115,0.0789,0.0562,0.517,0.0364,1.0
Dandenong,0.0302,0.0133,0.01,0.0557,0.0017,0.1109,0.0001,0.0002,0.0002,0.0035,0.0001,0.004,0.0633,0.0001,0.0008,0.0003,0.0004,0.0649,0.007,0.0003,0.0001,0.0004,0.0001,0.0079,0.0055,0.0004,0.0003,0.0013,0.0001,0.0076,0.0503,0.009,0.0068,0.0496,0.0017,0.1174,0.019,0.0002,0.0008,0.0001,0.0,0.02,0.0035,0.0001,0.0,0.0001,0.0,0.0036,0.0055,0.0006,0.0003,0.0038,0.0,0.0102,0.0158,0.002,0.001,0.0038,0.0,0.0226,0.0028,0.0,0.0,0.0002,0.0,0.0031,0.0676,0.0004,0.0003,0.0002,0.0003,0.0687,0.006,0.0014,0.0005,0.0155,0.0001,0.0236,0.0177,0.0016,0.0009,0.0062,0.0002,0.0265,0.0027,0.0,0.0,0.0,0.0,0.0027,0.0055,0.0007,0.0004,0.0004,0.0,0.007,0.004,0.0001,0.0002,0.0,0.0,0.0044,0.0019,0.0001,0.0001,0.0004,0.0,0.0025,0.0036,0.0003,0.0002,0.0001,0.0,0.0043,0.0019,0.0002,0.0002,0.0001,0.0,0.0024,0.0064,0.0002,0.0002,0.0003,0.0001,0.0072,0.004,0.0001,0.0001,0.0001,0.0,0.0043,0.0063,0.0003,0.0002,0.0001,0.0001,0.007,0.0065,0.0015,0.0009,0.014,0.0001,0.023,0.0229,0.0005,0.0004,0.0001,0.0001,0.0241,0.0014,0.0001,0.0001,0.0001,0.0,0.0016,0.0038,0.0,0.0001,0.0001,0.0001,0.0041,0.0212,0.0002,0.0001,0.0002,0.0,0.0218,0.0549,0.0003,0.0009,0.0005,0.0001,0.0568,0.0004,0.0,0.0,0.0002,0.0,0.0006,0.3819,0.0091,0.0073,0.0062,0.0028,0.4073,0.0197,0.0004,0.0002,0.001,0.0611,0.0823,0.7515,0.0315,0.025,0.1203,0.0717,1.0
