district,census_variable,value
Albert Park,SH_FHs_CF_no_C,571.0
Ashwood,SH_FHs_CF_no_C,4641.0
Bass,SH_FHs_CF_no_C,7637.0
Bayswater,SH_FHs_CF_no_C,5660.0
Bellarine,SH_FHs_CF_no_C,8892.0
Benambra,SH_FHs_CF_no_C,7271.0
Bendigo East,SH_FHs_CF_no_C,7106.0
Bendigo West,SH_FHs_CF_no_C,6705.0
Bentleigh,SH_FHs_CF_no_C,4090.0
Berwick,SH_FHs_CF_no_C,5053.0
Box Hill,SH_FHs_CF_no_C,4195.0
Brighton,SH_FHs_CF_no_C,3152.0
Broadmeadows,SH_FHs_CF_no_C,3996.0
Brunswick,SH_FHs_CF_no_C,2086.0
Bulleen,SH_FHs_CF_no_C,5375.0
Bundoora,SH_FHs_CF_no_C,5348.0
Carrum,SH_FHs_CF_no_C,4872.0
Caulfield,SH_FHs_CF_no_C,2619.0
Clarinda,SH_FHs_CF_no_C,4559.0
Cranbourne,SH_FHs_CF_no_C,4777.0
Croydon,SH_FHs_CF_no_C,6412.0
Dandenong,SH_FHs_CF_no_C,4246.0
Eildon,SH_FHs_CF_no_C,7527.0
Eltham,SH_FHs_CF_no_C,5834.0
Essendon,SH_FHs_CF_no_C,3086.0
Eureka,SH_FHs_CF_no_C,7312.0
Euroa,SH_FHs_CF_no_C,7877.0
Evelyn,SH_FHs_CF_no_C,6278.0
Footscray,SH_FHs_CF_no_C,3622.0
Frankston,SH_FHs_CF_no_C,5205.0
Geelong,SH_FHs_CF_no_C,6180.0
Gippsland East,SH_FHs_CF_no_C,8428.0
Gippsland South,SH_FHs_CF_no_C,7990.0
Glen Waverley,SH_FHs_CF_no_C,5931.0
Greenvale,SH_FHs_CF_no_C,3761.0
Hastings,SH_FHs_CF_no_C,5909.0
Hawthorn,SH_FHs_CF_no_C,3090.0
Ivanhoe,SH_FHs_CF_no_C,4140.0
Kalkallo,SH_FHs_CF_no_C,4749.0
Kew,SH_FHs_CF_no_C,3935.0
