district,census_variable,value,rank
Albert Park,R_100_149_LT_Lld_type_ns,0.0,1.0
Ashwood,R_100_149_LT_Lld_type_ns,0.0,2.0
Bass,R_100_149_LT_Lld_type_ns,0.0,3.0
Bayswater,R_100_149_LT_Lld_type_ns,0.0,4.0
Bellarine,R_100_149_LT_Lld_type_ns,0.0,5.0
Benambra,R_100_149_LT_Lld_type_ns,0.0,6.0
Bendigo East,R_100_149_LT_Lld_type_ns,0.0,7.0
Bendigo West,R_100_149_LT_Lld_type_ns,0.0,8.0
Bentleigh,R_100_149_LT_Lld_type_ns,0.0,9.0
Berwick,R_100_149_LT_Lld_type_ns,0.0,10.0
Box Hill,R_100_149_LT_Lld_type_ns,0.0,11.0
Brighton,R_100_149_LT_Lld_type_ns,0.0,12.0
Broadmeadows,R_100_149_LT_Lld_type_ns,0.0,13.0
Brunswick,R_100_149_LT_Lld_type_ns,0.0,14.0
Bulleen,R_100_149_LT_Lld_type_ns,0.0,15.0
Bundoora,R_100_149_LT_Lld_type_ns,0.0,16.0
Carrum,R_100_149_LT_Lld_type_ns,0.0,17.0
Caulfield,R_100_149_LT_Lld_type_ns,0.0,18.0
Clarinda,R_100_149_LT_Lld_type_ns,0.0,19.0
Cranbourne,R_100_149_LT_Lld_type_ns,0.0,20.0
Croydon,R_100_149_LT_Lld_type_ns,0.0,21.0
Dandenong,R_100_149_LT_Lld_type_ns,0.0,22.0
Eildon,R_100_149_LT_Lld_type_ns,0.0,23.0
Eltham,R_100_149_LT_Lld_type_ns,0.0,24.0
Essendon,R_100_149_LT_Lld_type_ns,0.0,25.0
Eureka,R_100_149_LT_Lld_type_ns,0.0,26.0
Evelyn,R_100_149_LT_Lld_type_ns,0.0,27.0
Footscray,R_100_149_LT_Lld_type_ns,0.0,28.0
Frankston,R_100_149_LT_Lld_type_ns,0.0,29.0
Gippsland South,R_100_149_LT_Lld_type_ns,0.0,30.0
Glen Waverley,R_100_149_LT_Lld_type_ns,0.0,31.0
Greenvale,R_100_149_LT_Lld_type_ns,0.0,32.0
Hastings,R_100_149_LT_Lld_type_ns,0.0,33.0
Hawthorn,R_100_149_LT_Lld_type_ns,0.0,34.0
Ivanhoe,R_100_149_LT_Lld_type_ns,0.0,35.0
Kalkallo,R_100_149_LT_Lld_type_ns,0.0,36.0
Kew,R_100_149_LT_Lld_type_ns,0.0,37.0
Kororoit,R_100_149_LT_Lld_type_ns,0.0,38.0
Lara,R_100_149_LT_Lld_type_ns,0.0,39.0
Laverton,R_100_149_LT_Lld_type_ns,0.0,40.0
