district,census_variable,value,rank
Sydenham,A_0_4_y_Indig_stat_ns_F_pc,0.0005,45.0
Williamstown,A_0_4_y_Indig_stat_ns_F_pc,0.0005,46.0
Carrum,A_0_4_y_Indig_stat_ns_F_pc,0.0006,47.0
Lowan,A_0_4_y_Indig_stat_ns_F_pc,0.0006,48.0
Malvern,A_0_4_y_Indig_stat_ns_F_pc,0.0006,49.0
Melbourne,A_0_4_y_Indig_stat_ns_F_pc,0.0006,50.0
Narre Warren North,A_0_4_y_Indig_stat_ns_F_pc,0.0006,51.0
Polwarth,A_0_4_y_Indig_stat_ns_F_pc,0.0006,52.0
Preston,A_0_4_y_Indig_stat_ns_F_pc,0.0006,53.0
Thomastown,A_0_4_y_Indig_stat_ns_F_pc,0.0006,54.0
Berwick,A_0_4_y_Indig_stat_ns_F_pc,0.0007,55.0
Greenvale,A_0_4_y_Indig_stat_ns_F_pc,0.0007,56.0
Richmond,A_0_4_y_Indig_stat_ns_F_pc,0.0007,57.0
Wendouree,A_0_4_y_Indig_stat_ns_F_pc,0.0007,58.0
Yan Yean,A_0_4_y_Indig_stat_ns_F_pc,0.0007,59.0
Eildon,A_0_4_y_Indig_stat_ns_F_pc,0.0008,60.0
Gippsland East,A_0_4_y_Indig_stat_ns_F_pc,0.0008,61.0
Bass,A_0_4_y_Indig_stat_ns_F_pc,0.0009,62.0
Bendigo East,A_0_4_y_Indig_stat_ns_F_pc,0.0009,63.0
Mildura,A_0_4_y_Indig_stat_ns_F_pc,0.0009,64.0
Narracan,A_0_4_y_Indig_stat_ns_F_pc,0.0009,65.0
Nepean,A_0_4_y_Indig_stat_ns_F_pc,0.0009,66.0
South-West Coast,A_0_4_y_Indig_stat_ns_F_pc,0.0009,67.0
Euroa,A_0_4_y_Indig_stat_ns_F_pc,0.001,68.0
Frankston,A_0_4_y_Indig_stat_ns_F_pc,0.001,69.0
Kalkallo,A_0_4_y_Indig_stat_ns_F_pc,0.001,70.0
Kororoit,A_0_4_y_Indig_stat_ns_F_pc,0.001,71.0
Lara,A_0_4_y_Indig_stat_ns_F_pc,0.001,72.0
Murray Plains,A_0_4_y_Indig_stat_ns_F_pc,0.001,73.0
Point Cook,A_0_4_y_Indig_stat_ns_F_pc,0.001,74.0
Eureka,A_0_4_y_Indig_stat_ns_F_pc,0.0011,75.0
Narre Warren South,A_0_4_y_Indig_stat_ns_F_pc,0.0011,76.0
Pakenham,A_0_4_y_Indig_stat_ns_F_pc,0.0011,77.0
Laverton,A_0_4_y_Indig_stat_ns_F_pc,0.0012,78.0
Shepparton,A_0_4_y_Indig_stat_ns_F_pc,0.0012,79.0
Cranbourne,A_0_4_y_Indig_stat_ns_F_pc,0.0013,80.0
Gippsland South,A_0_4_y_Indig_stat_ns_F_pc,0.0014,81.0
St Albans,A_0_4_y_Indig_stat_ns_F_pc,0.0014,82.0
Werribee,A_0_4_y_Indig_stat_ns_F_pc,0.0014,83.0
Melton,A_0_4_y_Indig_stat_ns_F_pc,0.0015,84.0
Morwell,A_0_4_y_Indig_stat_ns_F_pc,0.0015,85.0
Tarneit,A_0_4_y_Indig_stat_ns_F_pc,0.0015,86.0
Broadmeadows,A_0_4_y_Indig_stat_ns_F_pc,0.0016,87.0
Dandenong,A_0_4_y_Indig_stat_ns_F_pc,0.0016,88.0
Box Hill,A_0_4_y_Indig_stat_ns_M,4.0,1.0
Rowville,A_0_4_y_Indig_stat_ns_M,4.0,2.0
Brighton,A_0_4_y_Indig_stat_ns_M,6.0,3.0
Bentleigh,A_0_4_y_Indig_stat_ns_M,8.0,4.0
Glen Waverley,A_0_4_y_Indig_stat_ns_M,8.0,5.0
Sandringham,A_0_4_y_Indig_stat_ns_M,9.0,6.0
Bundoora,A_0_4_y_Indig_stat_ns_M,11.0,7.0
Warrandyte,A_0_4_y_Indig_stat_ns_M,12.0,8.0
Brunswick,A_0_4_y_Indig_stat_ns_M,13.0,9.0
Hawthorn,A_0_4_y_Indig_stat_ns_M,13.0,10.0
Kew,A_0_4_y_Indig_stat_ns_M,14.0,11.0
Clarinda,A_0_4_y_Indig_stat_ns_M,15.0,12.0
Eltham,A_0_4_y_Indig_stat_ns_M,15.0,13.0
Pascoe Vale,A_0_4_y_Indig_stat_ns_M,15.0,14.0
Mornington,A_0_4_y_Indig_stat_ns_M,17.0,15.0
Bulleen,A_0_4_y_Indig_stat_ns_M,18.0,16.0
Northcote,A_0_4_y_Indig_stat_ns_M,18.0,17.0
Prahran,A_0_4_y_Indig_stat_ns_M,19.0,18.0
Niddrie,A_0_4_y_Indig_stat_ns_M,20.0,19.0
Sunbury,A_0_4_y_Indig_stat_ns_M,21.0,20.0
Evelyn,A_0_4_y_Indig_stat_ns_M,22.0,21.0
Ivanhoe,A_0_4_y_Indig_stat_ns_M,22.0,22.0
Monbulk,A_0_4_y_Indig_stat_ns_M,22.0,23.0
South Barwon,A_0_4_y_Indig_stat_ns_M,23.0,24.0
Ashwood,A_0_4_y_Indig_stat_ns_M,26.0,25.0
Bayswater,A_0_4_y_Indig_stat_ns_M,26.0,26.0
Malvern,A_0_4_y_Indig_stat_ns_M,26.0,27.0
Croydon,A_0_4_y_Indig_stat_ns_M,29.0,28.0
Macedon,A_0_4_y_Indig_stat_ns_M,30.0,29.0
Oakleigh,A_0_4_y_Indig_stat_ns_M,30.0,30.0
Footscray,A_0_4_y_Indig_stat_ns_M,32.0,31.0
Sydenham,A_0_4_y_Indig_stat_ns_M,32.0,32.0
Albert Park,A_0_4_y_Indig_stat_ns_M,33.0,33.0
Caulfield,A_0_4_y_Indig_stat_ns_M,33.0,34.0
Ringwood,A_0_4_y_Indig_stat_ns_M,33.0,35.0
Mordialloc,A_0_4_y_Indig_stat_ns_M,34.0,36.0
Eildon,A_0_4_y_Indig_stat_ns_M,37.0,37.0
Hastings,A_0_4_y_Indig_stat_ns_M,37.0,38.0
Bellarine,A_0_4_y_Indig_stat_ns_M,39.0,39.0
Essendon,A_0_4_y_Indig_stat_ns_M,39.0,40.0
Lowan,A_0_4_y_Indig_stat_ns_M,39.0,41.0
Carrum,A_0_4_y_Indig_stat_ns_M,42.0,42.0
Geelong,A_0_4_y_Indig_stat_ns_M,43.0,43.0
Preston,A_0_4_y_Indig_stat_ns_M,43.0,44.0
Mill Park,A_0_4_y_Indig_stat_ns_M,45.0,45.0
Ovens Valley,A_0_4_y_Indig_stat_ns_M,46.0,46.0
Thomastown,A_0_4_y_Indig_stat_ns_M,46.0,47.0
Wendouree,A_0_4_y_Indig_stat_ns_M,46.0,48.0
Williamstown,A_0_4_y_Indig_stat_ns_M,48.0,49.0
Euroa,A_0_4_y_Indig_stat_ns_M,50.0,50.0
Narracan,A_0_4_y_Indig_stat_ns_M,50.0,51.0
Richmond,A_0_4_y_Indig_stat_ns_M,52.0,52.0
Bendigo West,A_0_4_y_Indig_stat_ns_M,54.0,53.0
Bendigo East,A_0_4_y_Indig_stat_ns_M,56.0,54.0
Pakenham,A_0_4_y_Indig_stat_ns_M,56.0,55.0
Narre Warren North,A_0_4_y_Indig_stat_ns_M,57.0,56.0
Nepean,A_0_4_y_Indig_stat_ns_M,57.0,57.0
Point Cook,A_0_4_y_Indig_stat_ns_M,58.0,58.0
Polwarth,A_0_4_y_Indig_stat_ns_M,59.0,59.0
Bass,A_0_4_y_Indig_stat_ns_M,60.0,60.0
Yan Yean,A_0_4_y_Indig_stat_ns_M,60.0,61.0
Murray Plains,A_0_4_y_Indig_stat_ns_M,61.0,62.0
Ripon,A_0_4_y_Indig_stat_ns_M,61.0,63.0
Mulgrave,A_0_4_y_Indig_stat_ns_M,62.0,64.0
Gippsland South,A_0_4_y_Indig_stat_ns_M,64.0,65.0
Kororoit,A_0_4_y_Indig_stat_ns_M,64.0,66.0
Benambra,A_0_4_y_Indig_stat_ns_M,66.0,67.0
Melbourne,A_0_4_y_Indig_stat_ns_M,66.0,68.0
Lara,A_0_4_y_Indig_stat_ns_M,67.0,69.0
Narre Warren South,A_0_4_y_Indig_stat_ns_M,71.0,70.0
Gippsland East,A_0_4_y_Indig_stat_ns_M,73.0,71.0
Greenvale,A_0_4_y_Indig_stat_ns_M,73.0,72.0
South-West Coast,A_0_4_y_Indig_stat_ns_M,77.0,73.0
Mildura,A_0_4_y_Indig_stat_ns_M,78.0,74.0
Berwick,A_0_4_y_Indig_stat_ns_M,79.0,75.0
Eureka,A_0_4_y_Indig_stat_ns_M,79.0,76.0
Frankston,A_0_4_y_Indig_stat_ns_M,82.0,77.0
Broadmeadows,A_0_4_y_Indig_stat_ns_M,94.0,78.0
Shepparton,A_0_4_y_Indig_stat_ns_M,103.0,79.0
Cranbourne,A_0_4_y_Indig_stat_ns_M,108.0,80.0
St Albans,A_0_4_y_Indig_stat_ns_M,113.0,81.0
Morwell,A_0_4_y_Indig_stat_ns_M,116.0,82.0
Werribee,A_0_4_y_Indig_stat_ns_M,145.0,83.0
Melton,A_0_4_y_Indig_stat_ns_M,146.0,84.0
Kalkallo,A_0_4_y_Indig_stat_ns_M,151.0,85.0
Dandenong,A_0_4_y_Indig_stat_ns_M,154.0,86.0
Tarneit,A_0_4_y_Indig_stat_ns_M,167.0,87.0
Laverton,A_0_4_y_Indig_stat_ns_M,184.0,88.0
Box Hill,A_0_4_y_Indig_stat_ns_M_pc,0.0,1.0
Bentleigh,A_0_4_y_Indig_stat_ns_M_pc,0.0001,2.0
Brighton,A_0_4_y_Indig_stat_ns_M_pc,0.0001,3.0
Glen Waverley,A_0_4_y_Indig_stat_ns_M_pc,0.0001,4.0
Rowville,A_0_4_y_Indig_stat_ns_M_pc,0.0001,5.0
Sandringham,A_0_4_y_Indig_stat_ns_M_pc,0.0001,6.0
Brunswick,A_0_4_y_Indig_stat_ns_M_pc,0.0002,7.0
Bulleen,A_0_4_y_Indig_stat_ns_M_pc,0.0002,8.0
Bundoora,A_0_4_y_Indig_stat_ns_M_pc,0.0002,9.0
Clarinda,A_0_4_y_Indig_stat_ns_M_pc,0.0002,10.0
Eltham,A_0_4_y_Indig_stat_ns_M_pc,0.0002,11.0
Hawthorn,A_0_4_y_Indig_stat_ns_M_pc,0.0002,12.0
Kew,A_0_4_y_Indig_stat_ns_M_pc,0.0002,13.0
Pascoe Vale,A_0_4_y_Indig_stat_ns_M_pc,0.0002,14.0
Warrandyte,A_0_4_y_Indig_stat_ns_M_pc,0.0002,15.0
Ashwood,A_0_4_y_Indig_stat_ns_M_pc,0.0003,16.0
Evelyn,A_0_4_y_Indig_stat_ns_M_pc,0.0003,17.0
Ivanhoe,A_0_4_y_Indig_stat_ns_M_pc,0.0003,18.0
Monbulk,A_0_4_y_Indig_stat_ns_M_pc,0.0003,19.0
Mornington,A_0_4_y_Indig_stat_ns_M_pc,0.0003,20.0
Niddrie,A_0_4_y_Indig_stat_ns_M_pc,0.0003,21.0
Northcote,A_0_4_y_Indig_stat_ns_M_pc,0.0003,22.0
Oakleigh,A_0_4_y_Indig_stat_ns_M_pc,0.0003,23.0
Prahran,A_0_4_y_Indig_stat_ns_M_pc,0.0003,24.0
South Barwon,A_0_4_y_Indig_stat_ns_M_pc,0.0003,25.0
Sunbury,A_0_4_y_Indig_stat_ns_M_pc,0.0003,26.0
Albert Park,A_0_4_y_Indig_stat_ns_M_pc,0.0004,27.0
Bayswater,A_0_4_y_Indig_stat_ns_M_pc,0.0004,28.0
Croydon,A_0_4_y_Indig_stat_ns_M_pc,0.0004,29.0
Footscray,A_0_4_y_Indig_stat_ns_M_pc,0.0004,30.0
Malvern,A_0_4_y_Indig_stat_ns_M_pc,0.0004,31.0
Ringwood,A_0_4_y_Indig_stat_ns_M_pc,0.0004,32.0
Sydenham,A_0_4_y_Indig_stat_ns_M_pc,0.0004,33.0
Caulfield,A_0_4_y_Indig_stat_ns_M_pc,0.0005,34.0
Macedon,A_0_4_y_Indig_stat_ns_M_pc,0.0005,35.0
Mordialloc,A_0_4_y_Indig_stat_ns_M_pc,0.0005,36.0
Bellarine,A_0_4_y_Indig_stat_ns_M_pc,0.0006,37.0
Carrum,A_0_4_y_Indig_stat_ns_M_pc,0.0006,38.0
Eildon,A_0_4_y_Indig_stat_ns_M_pc,0.0006,39.0
Essendon,A_0_4_y_Indig_stat_ns_M_pc,0.0006,40.0
Geelong,A_0_4_y_Indig_stat_ns_M_pc,0.0006,41.0
Hastings,A_0_4_y_Indig_stat_ns_M_pc,0.0006,42.0
Lowan,A_0_4_y_Indig_stat_ns_M_pc,0.0006,43.0
Melbourne,A_0_4_y_Indig_stat_ns_M_pc,0.0006,44.0
Point Cook,A_0_4_y_Indig_stat_ns_M_pc,0.0006,45.0
Preston,A_0_4_y_Indig_stat_ns_M_pc,0.0006,46.0
Thomastown,A_0_4_y_Indig_stat_ns_M_pc,0.0006,47.0
Kororoit,A_0_4_y_Indig_stat_ns_M_pc,0.0007,48.0
Mill Park,A_0_4_y_Indig_stat_ns_M_pc,0.0007,49.0
Narracan,A_0_4_y_Indig_stat_ns_M_pc,0.0007,50.0
Narre Warren North,A_0_4_y_Indig_stat_ns_M_pc,0.0007,51.0
Ovens Valley,A_0_4_y_Indig_stat_ns_M_pc,0.0007,52.0
Pakenham,A_0_4_y_Indig_stat_ns_M_pc,0.0007,53.0
Wendouree,A_0_4_y_Indig_stat_ns_M_pc,0.0007,54.0
Williamstown,A_0_4_y_Indig_stat_ns_M_pc,0.0007,55.0
Bendigo East,A_0_4_y_Indig_stat_ns_M_pc,0.0008,56.0
Bendigo West,A_0_4_y_Indig_stat_ns_M_pc,0.0008,57.0
Euroa,A_0_4_y_Indig_stat_ns_M_pc,0.0008,58.0
Mulgrave,A_0_4_y_Indig_stat_ns_M_pc,0.0008,59.0
Narre Warren South,A_0_4_y_Indig_stat_ns_M_pc,0.0008,60.0
Polwarth,A_0_4_y_Indig_stat_ns_M_pc,0.0008,61.0
Richmond,A_0_4_y_Indig_stat_ns_M_pc,0.0008,62.0
Yan Yean,A_0_4_y_Indig_stat_ns_M_pc,0.0008,63.0
Bass,A_0_4_y_Indig_stat_ns_M_pc,0.0009,64.0
Murray Plains,A_0_4_y_Indig_stat_ns_M_pc,0.0009,65.0
Nepean,A_0_4_y_Indig_stat_ns_M_pc,0.0009,66.0
Ripon,A_0_4_y_Indig_stat_ns_M_pc,0.0009,67.0
Benambra,A_0_4_y_Indig_stat_ns_M_pc,0.001,68.0
Berwick,A_0_4_y_Indig_stat_ns_M_pc,0.001,69.0
Gippsland South,A_0_4_y_Indig_stat_ns_M_pc,0.001,70.0
Greenvale,A_0_4_y_Indig_stat_ns_M_pc,0.001,71.0
Lara,A_0_4_y_Indig_stat_ns_M_pc,0.001,72.0
Eureka,A_0_4_y_Indig_stat_ns_M_pc,0.0011,73.0
Gippsland East,A_0_4_y_Indig_stat_ns_M_pc,0.0011,74.0
Mildura,A_0_4_y_Indig_stat_ns_M_pc,0.0011,75.0
South-West Coast,A_0_4_y_Indig_stat_ns_M_pc,0.0011,76.0
Broadmeadows,A_0_4_y_Indig_stat_ns_M_pc,0.0012,77.0
Cranbourne,A_0_4_y_Indig_stat_ns_M_pc,0.0012,78.0
Frankston,A_0_4_y_Indig_stat_ns_M_pc,0.0012,79.0
Shepparton,A_0_4_y_Indig_stat_ns_M_pc,0.0014,80.0
St Albans,A_0_4_y_Indig_stat_ns_M_pc,0.0015,81.0
Kalkallo,A_0_4_y_Indig_stat_ns_M_pc,0.0016,82.0
Morwell,A_0_4_y_Indig_stat_ns_M_pc,0.0016,83.0
Dandenong,A_0_4_y_Indig_stat_ns_M_pc,0.0017,84.0
Werribee,A_0_4_y_Indig_stat_ns_M_pc,0.0017,85.0
Melton,A_0_4_y_Indig_stat_ns_M_pc,0.0018,86.0
Tarneit,A_0_4_y_Indig_stat_ns_M_pc,0.0018,87.0
Laverton,A_0_4_y_Indig_stat_ns_M_pc,0.002,88.0
Sandringham,A_0_4_y_Indig_stat_ns_P,19.0,1.0
Rowville,A_0_4_y_Indig_stat_ns_P,32.0,2.0
Glen Waverley,A_0_4_y_Indig_stat_ns_P,35.0,3.0
Hawthorn,A_0_4_y_Indig_stat_ns_P,38.0,4.0
Northcote,A_0_4_y_Indig_stat_ns_P,42.0,5.0
Bentleigh,A_0_4_y_Indig_stat_ns_P,43.0,6.0
Kew,A_0_4_y_Indig_stat_ns_P,44.0,7.0
Box Hill,A_0_4_y_Indig_stat_ns_P,45.0,8.0
Ivanhoe,A_0_4_y_Indig_stat_ns_P,51.0,9.0
Brighton,A_0_4_y_Indig_stat_ns_P,53.0,10.0
Brunswick,A_0_4_y_Indig_stat_ns_P,53.0,11.0
Bellarine,A_0_4_y_Indig_stat_ns_P,56.0,12.0
Clarinda,A_0_4_y_Indig_stat_ns_P,56.0,13.0
Warrandyte,A_0_4_y_Indig_stat_ns_P,57.0,14.0
Mornington,A_0_4_y_Indig_stat_ns_P,62.0,15.0
Bulleen,A_0_4_y_Indig_stat_ns_P,63.0,16.0
Bundoora,A_0_4_y_Indig_stat_ns_P,63.0,17.0
Footscray,A_0_4_y_Indig_stat_ns_P,65.0,18.0
Eltham,A_0_4_y_Indig_stat_ns_P,66.0,19.0
Evelyn,A_0_4_y_Indig_stat_ns_P,67.0,20.0
Prahran,A_0_4_y_Indig_stat_ns_P,67.0,21.0
Caulfield,A_0_4_y_Indig_stat_ns_P,69.0,22.0
Malvern,A_0_4_y_Indig_stat_ns_P,69.0,23.0
South Barwon,A_0_4_y_Indig_stat_ns_P,69.0,24.0
Niddrie,A_0_4_y_Indig_stat_ns_P,70.0,25.0
Pascoe Vale,A_0_4_y_Indig_stat_ns_P,70.0,26.0
Ashwood,A_0_4_y_Indig_stat_ns_P,71.0,27.0
Ringwood,A_0_4_y_Indig_stat_ns_P,74.0,28.0
Mordialloc,A_0_4_y_Indig_stat_ns_P,76.0,29.0
Croydon,A_0_4_y_Indig_stat_ns_P,80.0,30.0
Hastings,A_0_4_y_Indig_stat_ns_P,81.0,31.0
Monbulk,A_0_4_y_Indig_stat_ns_P,83.0,32.0
Macedon,A_0_4_y_Indig_stat_ns_P,87.0,33.0
Richmond,A_0_4_y_Indig_stat_ns_P,87.0,34.0
Essendon,A_0_4_y_Indig_stat_ns_P,90.0,35.0
Oakleigh,A_0_4_y_Indig_stat_ns_P,91.0,36.0
Mill Park,A_0_4_y_Indig_stat_ns_P,92.0,37.0
Sunbury,A_0_4_y_Indig_stat_ns_P,92.0,38.0
Albert Park,A_0_4_y_Indig_stat_ns_P,96.0,39.0
Bayswater,A_0_4_y_Indig_stat_ns_P,100.0,40.0
