district,census_variable,value
Albert Park,CF_no_children_F,10074.0
Ashwood,CF_no_children_F,7249.0
Bass,CF_no_children_F,8261.0
Bayswater,CF_no_children_F,7390.0
Bellarine,CF_no_children_F,9566.0
Benambra,CF_no_children_F,7847.0
Bendigo East,CF_no_children_F,7668.0
Bendigo West,CF_no_children_F,7214.0
Bentleigh,CF_no_children_F,6726.0
Berwick,CF_no_children_F,6138.0
Box Hill,CF_no_children_F,8226.0
Brighton,CF_no_children_F,6815.0
Broadmeadows,CF_no_children_F,6259.0
Brunswick,CF_no_children_F,8214.0
Bulleen,CF_no_children_F,8193.0
Bundoora,CF_no_children_F,6736.0
Carrum,CF_no_children_F,6911.0
Caulfield,CF_no_children_F,7696.0
Clarinda,CF_no_children_F,6489.0
Cranbourne,CF_no_children_F,6319.0
Croydon,CF_no_children_F,7504.0
Dandenong,CF_no_children_F,6708.0
Eildon,CF_no_children_F,8081.0
Eltham,CF_no_children_F,6643.0
Essendon,CF_no_children_F,7098.0
Eureka,CF_no_children_F,8009.0
Euroa,CF_no_children_F,8542.0
Evelyn,CF_no_children_F,6972.0
Footscray,CF_no_children_F,7551.0
Frankston,CF_no_children_F,6582.0
Geelong,CF_no_children_F,7608.0
Gippsland East,CF_no_children_F,9043.0
Gippsland South,CF_no_children_F,8490.0
Glen Waverley,CF_no_children_F,7856.0
Greenvale,CF_no_children_F,4664.0
Hastings,CF_no_children_F,7083.0
Hawthorn,CF_no_children_F,7606.0
Ivanhoe,CF_no_children_F,6535.0
Kalkallo,CF_no_children_F,5914.0
Kew,CF_no_children_F,6661.0
Kororoit,CF_no_children_F,5602.0
Lara,CF_no_children_F,6536.0
Laverton,CF_no_children_F,6561.0
Lowan,CF_no_children_F,8768.0
Macedon,CF_no_children_F,7737.0
Malvern,CF_no_children_F,7108.0
Melbourne,CF_no_children_F,14152.0
Melton,CF_no_children_F,6031.0
Mildura,CF_no_children_F,7693.0
Mill Park,CF_no_children_F,5486.0
Monbulk,CF_no_children_F,6895.0
Mordialloc,CF_no_children_F,6282.0
Mornington,CF_no_children_F,7555.0
Morwell,CF_no_children_F,7731.0
Mulgrave,CF_no_children_F,7066.0
Murray Plains,CF_no_children_F,8000.0
Narracan,CF_no_children_F,7995.0
Narre Warren North,CF_no_children_F,6879.0
Narre Warren South,CF_no_children_F,5550.0
Nepean,CF_no_children_F,8846.0
