district,census_variable,value,rank
Richmond,All_inc_ns_cpl_fam_no_child,8.0,1.0
Kew,All_inc_ns_cpl_fam_no_child,9.0,2.0
Brunswick,All_inc_ns_cpl_fam_no_child,11.0,3.0
Brighton,All_inc_ns_cpl_fam_no_child,14.0,4.0
Northcote,All_inc_ns_cpl_fam_no_child,17.0,5.0
Hawthorn,All_inc_ns_cpl_fam_no_child,20.0,6.0
Melbourne,All_inc_ns_cpl_fam_no_child,20.0,7.0
Sunbury,All_inc_ns_cpl_fam_no_child,21.0,8.0
Eltham,All_inc_ns_cpl_fam_no_child,26.0,9.0
Narre Warren North,All_inc_ns_cpl_fam_no_child,26.0,10.0
Ringwood,All_inc_ns_cpl_fam_no_child,26.0,11.0
Footscray,All_inc_ns_cpl_fam_no_child,29.0,12.0
Bentleigh,All_inc_ns_cpl_fam_no_child,30.0,13.0
Malvern,All_inc_ns_cpl_fam_no_child,30.0,14.0
Mill Park,All_inc_ns_cpl_fam_no_child,33.0,15.0
Monbulk,All_inc_ns_cpl_fam_no_child,33.0,16.0
Sandringham,All_inc_ns_cpl_fam_no_child,34.0,17.0
Essendon,All_inc_ns_cpl_fam_no_child,35.0,18.0
Rowville,All_inc_ns_cpl_fam_no_child,35.0,19.0
Greenvale,All_inc_ns_cpl_fam_no_child,36.0,20.0
Mordialloc,All_inc_ns_cpl_fam_no_child,38.0,21.0
Ashwood,All_inc_ns_cpl_fam_no_child,39.0,22.0
Prahran,All_inc_ns_cpl_fam_no_child,39.0,23.0
Cranbourne,All_inc_ns_cpl_fam_no_child,42.0,24.0
Mulgrave,All_inc_ns_cpl_fam_no_child,42.0,25.0
Narre Warren South,All_inc_ns_cpl_fam_no_child,42.0,26.0
Williamstown,All_inc_ns_cpl_fam_no_child,42.0,27.0
Kalkallo,All_inc_ns_cpl_fam_no_child,44.0,28.0
Croydon,All_inc_ns_cpl_fam_no_child,46.0,29.0
Ivanhoe,All_inc_ns_cpl_fam_no_child,46.0,30.0
Pascoe Vale,All_inc_ns_cpl_fam_no_child,46.0,31.0
Yan Yean,All_inc_ns_cpl_fam_no_child,48.0,32.0
Oakleigh,All_inc_ns_cpl_fam_no_child,50.0,33.0
Sydenham,All_inc_ns_cpl_fam_no_child,50.0,34.0
Point Cook,All_inc_ns_cpl_fam_no_child,51.0,35.0
Bundoora,All_inc_ns_cpl_fam_no_child,52.0,36.0
Albert Park,All_inc_ns_cpl_fam_no_child,53.0,37.0
Pakenham,All_inc_ns_cpl_fam_no_child,54.0,38.0
Warrandyte,All_inc_ns_cpl_fam_no_child,56.0,39.0
Werribee,All_inc_ns_cpl_fam_no_child,56.0,40.0
Box Hill,All_inc_ns_cpl_fam_no_child,58.0,41.0
Carrum,All_inc_ns_cpl_fam_no_child,58.0,42.0
Melton,All_inc_ns_cpl_fam_no_child,59.0,43.0
Bendigo East,All_inc_ns_cpl_fam_no_child,61.0,44.0
South Barwon,All_inc_ns_cpl_fam_no_child,61.0,45.0
Berwick,All_inc_ns_cpl_fam_no_child,62.0,46.0
Frankston,All_inc_ns_cpl_fam_no_child,64.0,47.0
Macedon,All_inc_ns_cpl_fam_no_child,65.0,48.0
Bayswater,All_inc_ns_cpl_fam_no_child,66.0,49.0
Broadmeadows,All_inc_ns_cpl_fam_no_child,69.0,50.0
Caulfield,All_inc_ns_cpl_fam_no_child,70.0,51.0
Geelong,All_inc_ns_cpl_fam_no_child,70.0,52.0
Kororoit,All_inc_ns_cpl_fam_no_child,70.0,53.0
Evelyn,All_inc_ns_cpl_fam_no_child,71.0,54.0
Tarneit,All_inc_ns_cpl_fam_no_child,71.0,55.0
Thomastown,All_inc_ns_cpl_fam_no_child,76.0,56.0
Glen Waverley,All_inc_ns_cpl_fam_no_child,77.0,57.0
Laverton,All_inc_ns_cpl_fam_no_child,77.0,58.0
Clarinda,All_inc_ns_cpl_fam_no_child,79.0,59.0
Hastings,All_inc_ns_cpl_fam_no_child,86.0,60.0
Morwell,All_inc_ns_cpl_fam_no_child,86.0,61.0
Benambra,All_inc_ns_cpl_fam_no_child,88.0,62.0
Wendouree,All_inc_ns_cpl_fam_no_child,88.0,63.0
Eureka,All_inc_ns_cpl_fam_no_child,89.0,64.0
Mornington,All_inc_ns_cpl_fam_no_child,91.0,65.0
Preston,All_inc_ns_cpl_fam_no_child,96.0,66.0
Bulleen,All_inc_ns_cpl_fam_no_child,98.0,67.0
Lara,All_inc_ns_cpl_fam_no_child,98.0,68.0
St Albans,All_inc_ns_cpl_fam_no_child,98.0,69.0
Niddrie,All_inc_ns_cpl_fam_no_child,100.0,70.0
South-West Coast,All_inc_ns_cpl_fam_no_child,103.0,71.0
Bendigo West,All_inc_ns_cpl_fam_no_child,104.0,72.0
Dandenong,All_inc_ns_cpl_fam_no_child,108.0,73.0
Narracan,All_inc_ns_cpl_fam_no_child,112.0,74.0
Bellarine,All_inc_ns_cpl_fam_no_child,121.0,75.0
Eildon,All_inc_ns_cpl_fam_no_child,126.0,76.0
Polwarth,All_inc_ns_cpl_fam_no_child,128.0,77.0
Shepparton,All_inc_ns_cpl_fam_no_child,136.0,78.0
Murray Plains,All_inc_ns_cpl_fam_no_child,145.0,79.0
Bass,All_inc_ns_cpl_fam_no_child,151.0,80.0
Lowan,All_inc_ns_cpl_fam_no_child,151.0,81.0
Nepean,All_inc_ns_cpl_fam_no_child,163.0,82.0
Mildura,All_inc_ns_cpl_fam_no_child,164.0,83.0
Gippsland South,All_inc_ns_cpl_fam_no_child,168.0,84.0
Ovens Valley,All_inc_ns_cpl_fam_no_child,168.0,85.0
Ripon,All_inc_ns_cpl_fam_no_child,169.0,86.0
Euroa,All_inc_ns_cpl_fam_no_child,179.0,87.0
Gippsland East,All_inc_ns_cpl_fam_no_child,182.0,88.0
Kew,All_inc_ns_cpl_fam_no_child_pc,0.0004,1.0
Richmond,All_inc_ns_cpl_fam_no_child_pc,0.0005,2.0
Brunswick,All_inc_ns_cpl_fam_no_child_pc,0.0007,3.0
Brighton,All_inc_ns_cpl_fam_no_child_pc,0.0008,4.0
Melbourne,All_inc_ns_cpl_fam_no_child_pc,0.0009,5.0
Northcote,All_inc_ns_cpl_fam_no_child_pc,0.001,6.0
Hawthorn,All_inc_ns_cpl_fam_no_child_pc,0.0011,7.0
Narre Warren North,All_inc_ns_cpl_fam_no_child_pc,0.0012,8.0
Ringwood,All_inc_ns_cpl_fam_no_child_pc,0.0012,9.0
Sunbury,All_inc_ns_cpl_fam_no_child_pc,0.0012,10.0
Bentleigh,All_inc_ns_cpl_fam_no_child_pc,0.0014,11.0
Eltham,All_inc_ns_cpl_fam_no_child_pc,0.0014,12.0
Footscray,All_inc_ns_cpl_fam_no_child_pc,0.0016,13.0
Rowville,All_inc_ns_cpl_fam_no_child_pc,0.0017,14.0
Ashwood,All_inc_ns_cpl_fam_no_child_pc,0.0018,15.0
Cranbourne,All_inc_ns_cpl_fam_no_child_pc,0.0018,16.0
Greenvale,All_inc_ns_cpl_fam_no_child_pc,0.0018,17.0
Kalkallo,All_inc_ns_cpl_fam_no_child_pc,0.0018,18.0
Malvern,All_inc_ns_cpl_fam_no_child_pc,0.0018,19.0
Mill Park,All_inc_ns_cpl_fam_no_child_pc,0.0018,20.0
Monbulk,All_inc_ns_cpl_fam_no_child_pc,0.0018,21.0
Narre Warren South,All_inc_ns_cpl_fam_no_child_pc,0.0018,22.0
Mordialloc,All_inc_ns_cpl_fam_no_child_pc,0.0019,23.0
Sandringham,All_inc_ns_cpl_fam_no_child_pc,0.0019,24.0
Essendon,All_inc_ns_cpl_fam_no_child_pc,0.002,25.0
Point Cook,All_inc_ns_cpl_fam_no_child_pc,0.002,26.0
Mulgrave,All_inc_ns_cpl_fam_no_child_pc,0.0021,27.0
Croydon,All_inc_ns_cpl_fam_no_child_pc,0.0022,28.0
Oakleigh,All_inc_ns_cpl_fam_no_child_pc,0.0022,29.0
Williamstown,All_inc_ns_cpl_fam_no_child_pc,0.0023,30.0
Prahran,All_inc_ns_cpl_fam_no_child_pc,0.0024,31.0
Sydenham,All_inc_ns_cpl_fam_no_child_pc,0.0024,32.0
Yan Yean,All_inc_ns_cpl_fam_no_child_pc,0.0024,33.0
Werribee,All_inc_ns_cpl_fam_no_child_pc,0.0025,34.0
Box Hill,All_inc_ns_cpl_fam_no_child_pc,0.0026,35.0
Ivanhoe,All_inc_ns_cpl_fam_no_child_pc,0.0026,36.0
Pakenham,All_inc_ns_cpl_fam_no_child_pc,0.0026,37.0
Pascoe Vale,All_inc_ns_cpl_fam_no_child_pc,0.0026,38.0
Warrandyte,All_inc_ns_cpl_fam_no_child_pc,0.0027,39.0
Berwick,All_inc_ns_cpl_fam_no_child_pc,0.0028,40.0
Bundoora,All_inc_ns_cpl_fam_no_child_pc,0.0028,41.0
Carrum,All_inc_ns_cpl_fam_no_child_pc,0.0028,42.0
Melton,All_inc_ns_cpl_fam_no_child_pc,0.0028,43.0
Albert Park,All_inc_ns_cpl_fam_no_child_pc,0.0029,44.0
Tarneit,All_inc_ns_cpl_fam_no_child_pc,0.003,45.0
Kororoit,All_inc_ns_cpl_fam_no_child_pc,0.0031,46.0
Bayswater,All_inc_ns_cpl_fam_no_child_pc,0.0032,47.0
Bendigo East,All_inc_ns_cpl_fam_no_child_pc,0.0032,48.0
