district,census_variable,value,rank
Glen Waverley,CF_C_BPBAu_DC_0_4_n,409.0,1.0
Dandenong,CF_C_BPBAu_DC_0_4_n,457.0,2.0
Melbourne,CF_C_BPBAu_DC_0_4_n,520.0,3.0
Mulgrave,CF_C_BPBAu_DC_0_4_n,589.0,4.0
St Albans,CF_C_BPBAu_DC_0_4_n,604.0,5.0
Prahran,CF_C_BPBAu_DC_0_4_n,766.0,6.0
Bulleen,CF_C_BPBAu_DC_0_4_n,768.0,7.0
Tarneit,CF_C_BPBAu_DC_0_4_n,814.0,8.0
Laverton,CF_C_BPBAu_DC_0_4_n,829.0,9.0
Kew,CF_C_BPBAu_DC_0_4_n,846.0,10.0
Albert Park,CF_C_BPBAu_DC_0_4_n,923.0,11.0
Box Hill,CF_C_BPBAu_DC_0_4_n,946.0,12.0
Ashwood,CF_C_BPBAu_DC_0_4_n,973.0,13.0
Clarinda,CF_C_BPBAu_DC_0_4_n,974.0,14.0
Rowville,CF_C_BPBAu_DC_0_4_n,1100.0,15.0
Narre Warren South,CF_C_BPBAu_DC_0_4_n,1101.0,16.0
Richmond,CF_C_BPBAu_DC_0_4_n,1103.0,17.0
Kororoit,CF_C_BPBAu_DC_0_4_n,1104.0,18.0
Oakleigh,CF_C_BPBAu_DC_0_4_n,1165.0,19.0
Hawthorn,CF_C_BPBAu_DC_0_4_n,1193.0,20.0
Broadmeadows,CF_C_BPBAu_DC_0_4_n,1231.0,21.0
Brighton,CF_C_BPBAu_DC_0_4_n,1235.0,22.0
Brunswick,CF_C_BPBAu_DC_0_4_n,1251.0,23.0
Malvern,CF_C_BPBAu_DC_0_4_n,1267.0,24.0
Thomastown,CF_C_BPBAu_DC_0_4_n,1274.0,25.0
Narre Warren North,CF_C_BPBAu_DC_0_4_n,1278.0,26.0
Warrandyte,CF_C_BPBAu_DC_0_4_n,1283.0,27.0
Sandringham,CF_C_BPBAu_DC_0_4_n,1314.0,28.0
Point Cook,CF_C_BPBAu_DC_0_4_n,1329.0,29.0
Mill Park,CF_C_BPBAu_DC_0_4_n,1338.0,30.0
Greenvale,CF_C_BPBAu_DC_0_4_n,1343.0,31.0
Caulfield,CF_C_BPBAu_DC_0_4_n,1430.0,32.0
Essendon,CF_C_BPBAu_DC_0_4_n,1502.0,33.0
Bentleigh,CF_C_BPBAu_DC_0_4_n,1506.0,34.0
Footscray,CF_C_BPBAu_DC_0_4_n,1562.0,35.0
Werribee,CF_C_BPBAu_DC_0_4_n,1570.0,36.0
Ivanhoe,CF_C_BPBAu_DC_0_4_n,1587.0,37.0
Nepean,CF_C_BPBAu_DC_0_4_n,1597.0,38.0
Preston,CF_C_BPBAu_DC_0_4_n,1631.0,39.0
Northcote,CF_C_BPBAu_DC_0_4_n,1673.0,40.0
Bundoora,CF_C_BPBAu_DC_0_4_n,1736.0,41.0
Mordialloc,CF_C_BPBAu_DC_0_4_n,1755.0,42.0
Bayswater,CF_C_BPBAu_DC_0_4_n,1773.0,43.0
Berwick,CF_C_BPBAu_DC_0_4_n,1785.0,44.0
Ringwood,CF_C_BPBAu_DC_0_4_n,1796.0,45.0
Mornington,CF_C_BPBAu_DC_0_4_n,1802.0,46.0
Sydenham,CF_C_BPBAu_DC_0_4_n,1809.0,47.0
Pascoe Vale,CF_C_BPBAu_DC_0_4_n,1851.0,48.0
Lara,CF_C_BPBAu_DC_0_4_n,1876.0,49.0
Gippsland East,CF_C_BPBAu_DC_0_4_n,1884.0,50.0
Frankston,CF_C_BPBAu_DC_0_4_n,1929.0,51.0
Williamstown,CF_C_BPBAu_DC_0_4_n,1941.0,52.0
Ovens Valley,CF_C_BPBAu_DC_0_4_n,1945.0,53.0
Niddrie,CF_C_BPBAu_DC_0_4_n,2001.0,54.0
Euroa,CF_C_BPBAu_DC_0_4_n,2013.0,55.0
Gippsland South,CF_C_BPBAu_DC_0_4_n,2018.0,56.0
Melton,CF_C_BPBAu_DC_0_4_n,2053.0,57.0
Bendigo West,CF_C_BPBAu_DC_0_4_n,2087.0,58.0
Murray Plains,CF_C_BPBAu_DC_0_4_n,2129.0,59.0
Bass,CF_C_BPBAu_DC_0_4_n,2132.0,60.0
Wendouree,CF_C_BPBAu_DC_0_4_n,2133.0,61.0
Shepparton,CF_C_BPBAu_DC_0_4_n,2171.0,62.0
Sunbury,CF_C_BPBAu_DC_0_4_n,2176.0,63.0
Eildon,CF_C_BPBAu_DC_0_4_n,2184.0,64.0
Eltham,CF_C_BPBAu_DC_0_4_n,2192.0,65.0
Mildura,CF_C_BPBAu_DC_0_4_n,2200.0,66.0
Kalkallo,CF_C_BPBAu_DC_0_4_n,2205.0,67.0
Macedon,CF_C_BPBAu_DC_0_4_n,2238.0,68.0
Bellarine,CF_C_BPBAu_DC_0_4_n,2244.0,69.0
Monbulk,CF_C_BPBAu_DC_0_4_n,2263.0,70.0
Cranbourne,CF_C_BPBAu_DC_0_4_n,2264.0,71.0
Carrum,CF_C_BPBAu_DC_0_4_n,2285.0,72.0
Morwell,CF_C_BPBAu_DC_0_4_n,2289.0,73.0
Ripon,CF_C_BPBAu_DC_0_4_n,2360.0,74.0
South-West Coast,CF_C_BPBAu_DC_0_4_n,2366.0,75.0
Lowan,CF_C_BPBAu_DC_0_4_n,2386.0,76.0
Benambra,CF_C_BPBAu_DC_0_4_n,2460.0,77.0
Croydon,CF_C_BPBAu_DC_0_4_n,2467.0,78.0
Polwarth,CF_C_BPBAu_DC_0_4_n,2501.0,79.0
Geelong,CF_C_BPBAu_DC_0_4_n,2515.0,80.0
Hastings,CF_C_BPBAu_DC_0_4_n,2593.0,81.0
Pakenham,CF_C_BPBAu_DC_0_4_n,2630.0,82.0
Narracan,CF_C_BPBAu_DC_0_4_n,2723.0,83.0
Yan Yean,CF_C_BPBAu_DC_0_4_n,2829.0,84.0
Bendigo East,CF_C_BPBAu_DC_0_4_n,2831.0,85.0
Eureka,CF_C_BPBAu_DC_0_4_n,2896.0,86.0
South Barwon,CF_C_BPBAu_DC_0_4_n,2993.0,87.0
Evelyn,CF_C_BPBAu_DC_0_4_n,3094.0,88.0
Glen Waverley,CF_C_BPBAu_DC_0_4_pc,0.021,1.0
Dandenong,CF_C_BPBAu_DC_0_4_pc,0.0232,2.0
Tarneit,CF_C_BPBAu_DC_0_4_pc,0.0301,3.0
Laverton,CF_C_BPBAu_DC_0_4_pc,0.0351,4.0
Mulgrave,CF_C_BPBAu_DC_0_4_pc,0.037,5.0
St Albans,CF_C_BPBAu_DC_0_4_pc,0.0382,6.0
Narre Warren South,CF_C_BPBAu_DC_0_4_pc,0.0413,7.0
Kororoit,CF_C_BPBAu_DC_0_4_pc,0.0455,8.0
Kew,CF_C_BPBAu_DC_0_4_pc,0.0459,9.0
Bulleen,CF_C_BPBAu_DC_0_4_pc,0.0485,10.0
Point Cook,CF_C_BPBAu_DC_0_4_pc,0.0495,11.0
Ashwood,CF_C_BPBAu_DC_0_4_pc,0.0503,12.0
Box Hill,CF_C_BPBAu_DC_0_4_pc,0.0525,13.0
Melbourne,CF_C_BPBAu_DC_0_4_pc,0.0555,14.0
Clarinda,CF_C_BPBAu_DC_0_4_pc,0.0605,15.0
Greenvale,CF_C_BPBAu_DC_0_4_pc,0.0614,16.0
Thomastown,CF_C_BPBAu_DC_0_4_pc,0.0645,17.0
Rowville,CF_C_BPBAu_DC_0_4_pc,0.0656,18.0
Broadmeadows,CF_C_BPBAu_DC_0_4_pc,0.0667,19.0
Narre Warren North,CF_C_BPBAu_DC_0_4_pc,0.0679,20.0
Warrandyte,CF_C_BPBAu_DC_0_4_pc,0.0691,21.0
Werribee,CF_C_BPBAu_DC_0_4_pc,0.0706,22.0
Oakleigh,CF_C_BPBAu_DC_0_4_pc,0.0731,23.0
Berwick,CF_C_BPBAu_DC_0_4_pc,0.0746,24.0
Kalkallo,CF_C_BPBAu_DC_0_4_pc,0.075,25.0
Bentleigh,CF_C_BPBAu_DC_0_4_pc,0.0769,26.0
Mill Park,CF_C_BPBAu_DC_0_4_pc,0.0791,27.0
Hawthorn,CF_C_BPBAu_DC_0_4_pc,0.0802,28.0
