district,census_variable,value,rank
Lowan,Buddhism_F,143.0,1.0
Ripon,Buddhism_F,179.0,2.0
Mornington,Buddhism_F,184.0,3.0
Polwarth,Buddhism_F,195.0,4.0
Eureka,Buddhism_F,197.0,5.0
Benambra,Buddhism_F,201.0,6.0
Murray Plains,Buddhism_F,208.0,7.0
Gippsland South,Buddhism_F,210.0,8.0
South-West Coast,Buddhism_F,210.0,9.0
Gippsland East,Buddhism_F,214.0,10.0
Morwell,Buddhism_F,220.0,11.0
Euroa,Buddhism_F,225.0,12.0
Nepean,Buddhism_F,236.0,13.0
Ovens Valley,Buddhism_F,251.0,14.0
Macedon,Buddhism_F,252.0,15.0
Hastings,Buddhism_F,262.0,16.0
Narracan,Buddhism_F,264.0,17.0
Eildon,Buddhism_F,276.0,18.0
Wendouree,Buddhism_F,282.0,19.0
Bellarine,Buddhism_F,295.0,20.0
Eltham,Buddhism_F,313.0,21.0
Evelyn,Buddhism_F,317.0,22.0
South Barwon,Buddhism_F,362.0,23.0
Shepparton,Buddhism_F,367.0,24.0
Geelong,Buddhism_F,399.0,25.0
Bendigo East,Buddhism_F,414.0,26.0
Bass,Buddhism_F,427.0,27.0
Monbulk,Buddhism_F,431.0,28.0
Sandringham,Buddhism_F,434.0,29.0
Bendigo West,Buddhism_F,436.0,30.0
Lara,Buddhism_F,441.0,31.0
Frankston,Buddhism_F,442.0,32.0
Sunbury,Buddhism_F,493.0,33.0
Brighton,Buddhism_F,512.0,34.0
Caulfield,Buddhism_F,578.0,35.0
Brunswick,Buddhism_F,698.0,36.0
Melton,Buddhism_F,703.0,37.0
Northcote,Buddhism_F,721.0,38.0
Williamstown,Buddhism_F,736.0,39.0
Malvern,Buddhism_F,747.0,40.0
Yan Yean,Buddhism_F,762.0,41.0
Mildura,Buddhism_F,764.0,42.0
Pascoe Vale,Buddhism_F,764.0,43.0
Croydon,Buddhism_F,768.0,44.0
Ivanhoe,Buddhism_F,841.0,45.0
Mill Park,Buddhism_F,908.0,46.0
Carrum,Buddhism_F,955.0,47.0
Broadmeadows,Buddhism_F,974.0,48.0
Essendon,Buddhism_F,983.0,49.0
Bentleigh,Buddhism_F,1006.0,50.0
Greenvale,Buddhism_F,1037.0,51.0
Niddrie,Buddhism_F,1041.0,52.0
Prahran,Buddhism_F,1069.0,53.0
Hawthorn,Buddhism_F,1072.0,54.0
Werribee,Buddhism_F,1093.0,55.0
Albert Park,Buddhism_F,1127.0,56.0
Bundoora,Buddhism_F,1129.0,57.0
Tarneit,Buddhism_F,1181.0,58.0
Pakenham,Buddhism_F,1252.0,59.0
Preston,Buddhism_F,1282.0,60.0
Warrandyte,Buddhism_F,1310.0,61.0
Kalkallo,Buddhism_F,1365.0,62.0
Cranbourne,Buddhism_F,1551.0,63.0
Ringwood,Buddhism_F,1576.0,64.0
Richmond,Buddhism_F,1618.0,65.0
Bayswater,Buddhism_F,1648.0,66.0
Point Cook,Buddhism_F,1800.0,67.0
Sydenham,Buddhism_F,1812.0,68.0
Kew,Buddhism_F,1820.0,69.0
Narre Warren North,Buddhism_F,1943.0,70.0
Bulleen,Buddhism_F,1983.0,71.0
Rowville,Buddhism_F,1990.0,72.0
Mordialloc,Buddhism_F,2017.0,73.0
Thomastown,Buddhism_F,2075.0,74.0
Oakleigh,Buddhism_F,2263.0,75.0
Berwick,Buddhism_F,2405.0,76.0
Ashwood,Buddhism_F,2419.0,77.0
Box Hill,Buddhism_F,2686.0,78.0
Footscray,Buddhism_F,2876.0,79.0
Narre Warren South,Buddhism_F,2899.0,80.0
Glen Waverley,Buddhism_F,3521.0,81.0
Laverton,Buddhism_F,3683.0,82.0
Kororoit,Buddhism_F,3748.0,83.0
Melbourne,Buddhism_F,4661.0,84.0
Dandenong,Buddhism_F,4787.0,85.0
Clarinda,Buddhism_F,4980.0,86.0
Mulgrave,Buddhism_F,5316.0,87.0
St Albans,Buddhism_F,6283.0,88.0
Lowan,Buddhism_F_pc,0.0021,1.0
Eureka,Buddhism_F_pc,0.0026,2.0
Ripon,Buddhism_F_pc,0.0026,3.0
Mornington,Buddhism_F_pc,0.0028,4.0
Polwarth,Buddhism_F_pc,0.0028,5.0
Benambra,Buddhism_F_pc,0.003,6.0
South-West Coast,Buddhism_F_pc,0.003,7.0
Morwell,Buddhism_F_pc,0.0031,8.0
Gippsland South,Buddhism_F_pc,0.0032,9.0
Murray Plains,Buddhism_F_pc,0.0032,10.0
Gippsland East,Buddhism_F_pc,0.0033,11.0
Euroa,Buddhism_F_pc,0.0034,12.0
Nepean,Buddhism_F_pc,0.0038,13.0
Hastings,Buddhism_F_pc,0.0039,14.0
Macedon,Buddhism_F_pc,0.0039,15.0
Narracan,Buddhism_F_pc,0.0039,16.0
Ovens Valley,Buddhism_F_pc,0.004,17.0
Wendouree,Buddhism_F_pc,0.0041,18.0
Bellarine,Buddhism_F_pc,0.0042,19.0
Eildon,Buddhism_F_pc,0.0042,20.0
Evelyn,Buddhism_F_pc,0.0046,21.0
Eltham,Buddhism_F_pc,0.0047,22.0
Shepparton,Buddhism_F_pc,0.0049,23.0
South Barwon,Buddhism_F_pc,0.005,24.0
Geelong,Buddhism_F_pc,0.0055,25.0
Bendigo East,Buddhism_F_pc,0.0058,26.0
Lara,Buddhism_F_pc,0.0063,27.0
Bass,Buddhism_F_pc,0.0065,28.0
Frankston,Buddhism_F_pc,0.0065,29.0
Monbulk,Buddhism_F_pc,0.0065,30.0
Bendigo West,Buddhism_F_pc,0.0069,31.0
Sandringham,Buddhism_F_pc,0.0069,32.0
Brighton,Buddhism_F_pc,0.0078,33.0
Sunbury,Buddhism_F_pc,0.0078,34.0
Caulfield,Buddhism_F_pc,0.0081,35.0
Melton,Buddhism_F_pc,0.0085,36.0
Brunswick,Buddhism_F_pc,0.0102,37.0
Croydon,Buddhism_F_pc,0.0103,38.0
Yan Yean,Buddhism_F_pc,0.0105,39.0
Northcote,Buddhism_F_pc,0.0107,40.0
Mildura,Buddhism_F_pc,0.011,41.0
Pascoe Vale,Buddhism_F_pc,0.0111,42.0
Williamstown,Buddhism_F_pc,0.0111,43.0
Malvern,Buddhism_F_pc,0.0116,44.0
Broadmeadows,Buddhism_F_pc,0.0121,45.0
Ivanhoe,Buddhism_F_pc,0.0127,46.0
Tarneit,Buddhism_F_pc,0.0127,47.0
Carrum,Buddhism_F_pc,0.0129,48.0
Werribee,Buddhism_F_pc,0.013,49.0
Bentleigh,Buddhism_F_pc,0.0131,50.0
Mill Park,Buddhism_F_pc,0.0132,51.0
Greenvale,Buddhism_F_pc,0.0135,52.0
Essendon,Buddhism_F_pc,0.014,53.0
Kalkallo,Buddhism_F_pc,0.0143,54.0
Prahran,Buddhism_F_pc,0.0147,55.0
Niddrie,Buddhism_F_pc,0.0151,56.0
Albert Park,Buddhism_F_pc,0.0152,57.0
Hawthorn,Buddhism_F_pc,0.0152,58.0
Bundoora,Buddhism_F_pc,0.0162,59.0
Pakenham,Buddhism_F_pc,0.0164,60.0
Preston,Buddhism_F_pc,0.0173,61.0
Warrandyte,Buddhism_F_pc,0.0177,62.0
Cranbourne,Buddhism_F_pc,0.0178,63.0
Point Cook,Buddhism_F_pc,0.0194,64.0
Ringwood,Buddhism_F_pc,0.0196,65.0
Bayswater,Buddhism_F_pc,0.0226,66.0
Sydenham,Buddhism_F_pc,0.0234,67.0
Richmond,Buddhism_F_pc,0.024,68.0
Kew,Buddhism_F_pc,0.0246,69.0
Narre Warren North,Buddhism_F_pc,0.0246,70.0
Oakleigh,Buddhism_F_pc,0.0252,71.0
Bulleen,Buddhism_F_pc,0.0266,72.0
Thomastown,Buddhism_F_pc,0.0266,73.0
Mordialloc,Buddhism_F_pc,0.0279,74.0
Rowville,Buddhism_F_pc,0.028,75.0
Berwick,Buddhism_F_pc,0.0297,76.0
Ashwood,Buddhism_F_pc,0.03,77.0
Box Hill,Buddhism_F_pc,0.0317,78.0
Narre Warren South,Buddhism_F_pc,0.0321,79.0
Laverton,Buddhism_F_pc,0.0391,80.0
Melbourne,Buddhism_F_pc,0.0394,81.0
Footscray,Buddhism_F_pc,0.0396,82.0
Glen Waverley,Buddhism_F_pc,0.0427,83.0
Kororoit,Buddhism_F_pc,0.043,84.0
Dandenong,Buddhism_F_pc,0.0534,85.0
Clarinda,Buddhism_F_pc,0.0677,86.0
Mulgrave,Buddhism_F_pc,0.069,87.0
St Albans,Buddhism_F_pc,0.0847,88.0
Gippsland South,Buddhism_M,97.0,1.0
Mornington,Buddhism_M,103.0,2.0
Gippsland East,Buddhism_M,106.0,3.0
Bellarine,Buddhism_M,119.0,4.0
Nepean,Buddhism_M,129.0,5.0
Ripon,Buddhism_M,130.0,6.0
Lowan,Buddhism_M,133.0,7.0
Hastings,Buddhism_M,137.0,8.0
Polwarth,Buddhism_M,137.0,9.0
South-West Coast,Buddhism_M,147.0,10.0
Benambra,Buddhism_M,148.0,11.0
Macedon,Buddhism_M,150.0,12.0
Morwell,Buddhism_M,152.0,13.0
Murray Plains,Buddhism_M,156.0,14.0
Euroa,Buddhism_M,161.0,15.0
Narracan,Buddhism_M,166.0,16.0
Eildon,Buddhism_M,167.0,17.0
Eltham,Buddhism_M,184.0,18.0
Ovens Valley,Buddhism_M,191.0,19.0
Wendouree,Buddhism_M,199.0,20.0
Eureka,Buddhism_M,202.0,21.0
Geelong,Buddhism_M,232.0,22.0
Frankston,Buddhism_M,249.0,23.0
Sandringham,Buddhism_M,249.0,24.0
Monbulk,Buddhism_M,264.0,25.0
Evelyn,Buddhism_M,268.0,26.0
Shepparton,Buddhism_M,275.0,27.0
Brighton,Buddhism_M,301.0,28.0
South Barwon,Buddhism_M,312.0,29.0
Sunbury,Buddhism_M,314.0,30.0
Bendigo West,Buddhism_M,316.0,31.0
Bendigo East,Buddhism_M,320.0,32.0
Lara,Buddhism_M,330.0,33.0
Bass,Buddhism_M,331.0,34.0
Caulfield,Buddhism_M,412.0,35.0
Brunswick,Buddhism_M,446.0,36.0
Williamstown,Buddhism_M,461.0,37.0
Northcote,Buddhism_M,464.0,38.0
Malvern,Buddhism_M,472.0,39.0
Melton,Buddhism_M,495.0,40.0
Pascoe Vale,Buddhism_M,514.0,41.0
Croydon,Buddhism_M,553.0,42.0
Ivanhoe,Buddhism_M,575.0,43.0
Yan Yean,Buddhism_M,602.0,44.0
Albert Park,Buddhism_M,678.0,45.0
